date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-08-03,2,2.0944283541181274,0.0,0.28687,0.0,0.005509,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-04,2,2.794899193214387,0.0,0.33185,0.0,0.005589,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-05,2,1.8592734540017297,0.0,0.31382,0.0,0.005596,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-06,2,1.6638850072613534,0.0,0.31719,0.0,0.005625,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-07,0,0.9587338432542093,0.0,0.30778,0.0,0.005853,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-08,1,1.0787298428915617,-346259.8750820759,0.33064,18725444.078694403,0.006114,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-09,1,0.7375698442167842,-346259.8750820759,0.32145,18725444.078694403,0.006132,200000,226129.65993568738,26129.659935687378,1.1306482996784368
2020-08-10,2,1.2900434170344326,0.0,0.37231,0.0,0.006566,200000,234939.47846537534,34939.478465375345,1.1746973923268766
2020-08-11,2,1.3503268478148904,0.0,0.35598,0.0,0.006139,200000,234939.47846537534,34939.478465375345,1.1746973923268766
2020-08-12,2,1.8804933392663186,0.0,0.40377,0.0,0.006396,200000,234939.47846537534,34939.478465375345,1.1746973923268766
2020-08-13,2,1.6364084100938034,0.0,0.39628,0.0,0.006301,200000,234939.47846537534,34939.478465375345,1.1746973923268766
2020-08-14,1,1.064313438738656,-292744.88307794667,0.40127,17472815.59314111,0.006723,200000,234939.47846537532,34939.478465375316,1.1746973923268766
2020-08-15,0,0.19422163349237573,0.0,0.38413,0.0,0.007066,200000,223928.65542097195,23928.655420971947,1.1196432771048597
2020-08-16,0,0.4395489860863933,0.0,0.39647,0.0,0.007034,200000,223928.65542097195,23928.655420971947,1.1196432771048597
2020-08-17,0,-0.40907608449307975,0.0,0.38679,0.0,0.007432,200000,223928.65542097195,23928.655420971947,1.1196432771048597
2020-08-18,1,1.052253608922444,-257235.50914507644,0.43526,15477512.815936685,0.007234,200000,223928.65542097195,23928.655420971947,1.1196432771048597
2020-08-19,1,0.7970633889959969,-257235.50914507644,0.40443,15477512.815936685,0.006832,200000,209776.12452202273,9776.124522022728,1.0488806226101137
2020-08-20,1,1.006855088130189,-257235.50914507644,0.45499,15477512.815936685,0.007554,200000,233956.71611750405,33956.71611750405,1.1697835805875203
2020-08-21,1,0.29777020290735534,-257235.50914507644,0.42093,15477512.815936685,0.007278,200000,220923.48113882422,20923.481138824223,1.1046174056941211
2020-08-22,1,1.0657670640286765,-257235.50914507644,0.44905,15477512.815936685,0.007366,200000,229518.9647837862,29518.964783786214,1.147594823918931
2020-08-23,2,2.2776435546768607,0.0,0.48402,0.0,0.007242,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-24,2,2.8364890923006603,0.0,0.55199,0.0,0.007515,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-25,2,2.3294248674711464,0.0,0.50751,0.0,0.00686,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-26,2,1.8083276239738488,0.0,0.49529,0.0,0.006817,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-27,2,1.264300175244396,0.0,0.44932,0.0,0.006428,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-28,2,1.599468619218263,0.0,0.47443,0.0,0.006439,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-29,2,1.6404636000234558,0.0,0.50518,0.0,0.006697,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-30,1,1.1052398690842558,-237244.4226620208,0.49811,17171435.53795106,0.006882,200000,236347.63874435838,36347.63874435838,1.181738193721792
2020-08-31,1,0.32228546868573765,-237244.4226620208,0.47619,17171435.53795106,0.007111,200000,235079.49973779765,35079.499737797654,1.1753974986889884
2020-09-01,1,0.5474393253293092,-237244.4226620208,0.489,17171435.53795106,0.007094,200000,237826.68638795297,37826.68638795297,1.1891334319397648
2020-09-02,1,0.8001071800820643,-237244.4226620208,0.47499,17171435.53795106,0.006661,200000,227067.66043852526,27067.660438525258,1.1353383021926262
2020-09-03,2,1.6327328668437413,0.0,0.4019,0.0,0.005066,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-04,2,1.2953403521593048,0.0,0.42422,0.0,0.005465,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-05,2,1.5914137068898202,0.0,0.39346,0.0,0.004833,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-06,2,1.7854196665595472,0.0,0.42602,0.0,0.005073,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-07,0,-0.14870942319340638,0.0,0.41567,0.0,0.005963,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-08,-2,-1.4641258586392587,0.0,0.3984,0.0,0.006604,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-09,0,0.6898782221407073,0.0,0.47727,0.0,0.00625,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-10,-2,-1.40273999730151,0.0,0.48698,0.0,0.007731,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-11,0,-0.9453627511816769,0.0,0.50008,0.0,0.007514,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-12,-1,-1.0914549236098592,222974.57745791596,0.54873,-14614529.370339494,0.008372,200000,244705.67977696448,44705.679776964476,1.2235283988848225
2020-09-13,0,0.23886478965214605,0.0,0.54238,0.0,0.007372,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-14,0,0.9654261537267218,0.0,0.52979,0.0,0.006765,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-15,2,1.7588573610575127,0.0,0.53596,0.0,0.006313,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-16,0,0.7772841578759513,0.0,0.52668,0.0,0.006689,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-17,2,1.7129965646599088,0.0,0.55972,0.0,0.00644,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-18,2,1.6489338045104616,0.0,0.57489,0.0,0.006525,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-19,2,1.7450012575860885,0.0,0.57862,0.0,0.006347,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-20,2,1.4482148755556856,0.0,0.55705,0.0,0.00618,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-21,2,2.4303169940097913,0.0,0.57114,0.0,0.005421,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-22,2,1.961967837364722,0.0,0.57472,0.0,0.00551,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-23,2,1.7336037249318912,0.0,0.55482,0.0,0.005294,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-24,2,1.8270420810345316,0.0,0.63897,0.0,0.005795,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-25,2,1.7818182920800338,0.0,0.66533,0.0,0.005842,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-26,2,1.820681173354607,0.0,0.6965,0.0,0.00583,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-27,2,1.9748212653108883,0.0,0.74923,0.0,0.005815,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-28,2,1.423258124337644,0.0,0.71583,0.0,0.005927,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-29,2,1.6660744514969004,0.0,0.77833,0.0,0.005964,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-09-30,2,1.3433474545445236,0.0,0.74859,0.0,0.005923,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-01,2,1.2892593192172799,0.0,0.7277,0.0,0.005696,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-02,2,1.215034008569557,0.0,0.69902,0.0,0.005456,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-03,2,1.6554480476288018,0.0,0.75199,0.0,0.005366,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-04,2,1.5104029733849444,0.0,0.7724,0.0,0.005502,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-05,1,1.1150946596128315,-155834.03269620542,0.7428,21011711.651250932,0.005509,200000,231507.0389734828,31507.03897348279,1.157535194867414
2020-10-06,1,0.7810102239088214,-155834.03269620542,0.68625,21011711.651250932,0.005287,200000,218030.02443793465,18030.024437934655,1.0901501221896732
2020-10-07,1,1.1386318486181553,-155834.03269620542,0.73954,21011711.651250932,0.00537,200000,228078.39210736926,28078.39210736926,1.1403919605368462
2020-10-08,1,0.7082180420069536,-155834.03269620542,0.71955,21011711.651250932,0.005464,200000,226938.3706889897,26938.3706889897,1.1346918534449486
2020-10-09,0,0.06529163870231257,0.0,0.71524,0.0,0.0058,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-10,0,0.7132183133470356,0.0,0.76602,0.0,0.005769,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-11,0,-0.02238470804472451,0.0,0.74501,0.0,0.005945,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-12,0,-0.2043711922791501,0.0,0.73336,0.0,0.005883,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-13,0,-0.31328297820949635,0.0,0.754,0.0,0.006026,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-14,0,-0.21006772878043034,0.0,0.73438,0.0,0.005782,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-15,-2,-1.538343383897066,0.0,0.6885,0.0,0.00578,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-16,-2,-1.24183549296104,0.0,0.66165,0.0,0.005459,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-17,-2,-2.1160925942393436,0.0,0.62437,0.0,0.00552,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-18,-1,-1.0173057240903616,165040.26763646098,0.66983,-19943879.21178616,0.005543,200000,221097.84494186135,21097.844941861345,1.1054892247093067
2020-10-19,-2,-1.801689118609381,0.0,0.63118,0.0,0.005576,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-20,-2,-1.239095438616019,0.0,0.5984,0.0,0.005131,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-21,-2,-1.2312557108713829,0.0,0.6373,0.0,0.005511,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-22,0,-0.9442710813331902,0.0,0.65472,0.0,0.00558,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-23,0,-0.9047954481534363,0.0,0.64431,0.0,0.005507,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-24,1,1.0364093745204832,-158187.46571163065,0.72109,20811421.20963323,0.005481,200000,228134.7992999995,28134.79929999949,1.1406739964999975
2020-10-25,1,0.7584835696779255,-158187.46571163065,0.69502,20811421.20963323,0.00539,200000,222117.01273882063,22117.01273882063,1.1105850636941033
2020-10-26,0,0.18142937180143226,0.0,0.65423,0.0,0.005251,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-10-27,0,0.36956660995469254,0.0,0.65889,0.0,0.005274,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-10-28,0,0.5223803291089312,0.0,0.62367,0.0,0.004975,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-10-29,0,-0.27254715571639293,0.0,0.59395,0.0,0.004921,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-10-30,0,0.5813873504821059,0.0,0.61076,0.0,0.004891,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-10-31,0,0.7445267341252323,0.0,0.61054,0.0,0.004855,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-01,0,0.1789903457991793,0.0,0.61157,0.0,0.004984,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-02,0,0.9331019350608664,0.0,0.58875,0.0,0.004645,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-03,2,1.8061314694670956,0.0,0.58275,0.0,0.004405,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-04,2,2.1786331400149406,0.0,0.5912,0.0,0.004309,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-05,2,1.8522484447515033,0.0,0.62873,0.0,0.004583,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-06,2,1.3119049521444255,0.0,0.67759,0.0,0.005049,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-07,2,1.6736222561403873,0.0,0.6382,0.0,0.004605,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-08,0,0.5798241939738936,0.0,0.66452,0.0,0.005081,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-09,0,0.4790323117705334,0.0,0.64278,0.0,0.004922,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-10,0,-0.6684611632024621,0.0,0.64041,0.0,0.005183,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-11,-2,-1.4723840387317997,0.0,0.61132,0.0,0.005147,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-12,-2,-1.39676727379887,0.0,0.60069,0.0,0.005019,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-13,0,-0.7777765956330678,0.0,0.63125,0.0,0.005137,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-14,0,-0.23743701303082262,0.0,0.61226,0.0,0.004861,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-15,0,-0.4126331412314334,0.0,0.60341,0.0,0.00483,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-16,0,0.03006949160675291,0.0,0.61961,0.0,0.004852,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-17,2,1.2580969749442663,0.0,0.65411,0.0,0.004816,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-18,0,0.9079544256836525,0.0,0.62259,0.0,0.004638,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-19,0,0.5767532710955567,0.0,0.62245,0.0,0.004694,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-20,0,0.6701420072340697,0.0,0.64345,0.0,0.004817,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-21,0,0.19751105625018833,0.0,0.70207,0.0,0.005356,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-22,0,-0.9495856868100317,0.0,0.64934,0.0,0.005232,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-23,-2,-1.565075696667977,0.0,0.66535,0.0,0.005586,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-24,-2,-2.5149684328122546,0.0,0.69194,0.0,0.00637,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-25,-2,-1.9373390335943597,0.0,0.69374,0.0,0.006273,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-26,-2,-1.6923397211053879,0.0,0.62041,0.0,0.005612,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-27,-2,-1.692672865320815,0.0,0.60688,0.0,0.005576,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-28,-2,-1.7274968168811946,0.0,0.62438,0.0,0.005881,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-29,-2,-1.7836382854053707,0.0,0.61777,0.0,0.006002,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-11-30,-2,-1.518492144244032,0.0,0.6428,0.0,0.006207,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-01,-2,-1.5359790383744127,0.0,0.61372,0.0,0.006059,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-02,-2,-1.4877013026276296,0.0,0.63198,0.0,0.00634,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-03,0,-0.8751511904904147,0.0,0.66365,0.0,0.006244,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-04,0,-0.4540721249628536,0.0,0.66648,0.0,0.006009,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-05,0,0.2519505576106314,0.0,0.73778,0.0,0.006174,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-06,0,0.022198789657287606,0.0,0.69941,0.0,0.006027,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-07,0,0.02005800123725151,0.0,0.68216,0.0,0.005934,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-08,2,1.7451886432714843,0.0,0.745,0.0,0.005546,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-09,0,0.39285620980488667,0.0,0.72396,0.0,0.006129,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-10,0,0.23404641793585285,0.0,0.67992,0.0,0.005897,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-11,0,0.822254419236093,0.0,0.68052,0.0,0.005692,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-12,0,0.5377598252623971,0.0,0.69225,0.0,0.00594,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-13,2,1.3235346681094222,0.0,0.72938,0.0,0.005905,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-14,0,0.9978442211911471,0.0,0.75209,0.0,0.006184,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-15,0,0.9201375830822651,0.0,0.76353,0.0,0.006275,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-16,2,1.8935190472983041,0.0,0.85623,0.0,0.006424,200000,222345.01222073552,22345.012220735516,1.1117250611036775
2020-12-17,1,1.1323688879642524,-136341.06709635488,0.8154,17319287.445142195,0.006419,200000,222345.01222073555,22345.012220735545,1.1117250611036777
2020-12-18,2,1.9186431909498194,0.0,0.90713,0.0,0.006556,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-19,2,1.536745627775305,0.0,0.90017,0.0,0.00661,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-20,2,1.7633468122212363,0.0,0.915,0.0,0.006469,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-21,2,2.168637130305266,0.0,0.92725,0.0,0.006164,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-22,2,3.0723166758465124,0.0,1.08618,0.0,0.006132,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-23,2,3.2511649371430473,0.0,1.06912,0.0,0.005073,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-24,2,2.47798612573925,0.0,1.18574,0.0,0.005668,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-25,2,2.2918394698055944,0.0,1.28291,0.0,0.005818,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-26,2,2.9166897952124455,0.0,1.66866,0.0,0.005847,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-27,2,1.5713525745341128,0.0,1.35045,0.0,0.005785,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-28,2,1.8668847160777016,0.0,1.55606,0.0,0.005892,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-29,2,1.381075625943676,0.0,1.43206,0.0,0.005797,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-30,2,1.5570314841006423,0.0,1.59692,0.0,0.005945,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2020-12-31,2,2.130882661821005,0.0,1.86224,0.0,0.005673,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2021-01-01,2,1.9595372413087402,0.0,1.96621,0.0,0.005787,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2021-01-02,2,2.4845036967669794,0.0,2.40024,0.0,0.005615,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2021-01-03,2,1.6116358270066555,0.0,2.12597,0.0,0.005726,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2021-01-04,1,1.1402868706348475,-59044.34339900331,1.96868,20055110.06948755,0.005796,200000,232478.83592549968,32478.835925499676,1.1623941796274984
2021-01-05,2,1.3437703864869217,0.0,2.13193,0.0,0.005739,200000,243260.9662593477,43260.96625934771,1.2163048312967386
2021-01-06,1,1.0533153445148833,-56134.72794849169,2.16676,19897019.97868049,0.006113,200000,243260.9662593477,43260.96625934771,1.2163048312967386
2021-01-07,1,0.5122751881329359,-56134.72794849169,1.98791,19897019.97868049,0.006353,200000,237996.5549606433,37996.55496064329,1.1899827748032163
2021-01-08,0,-0.5275836357921997,0.0,1.99427,0.0,0.008581,200000,184472.44172812894,-15527.558271871065,0.9223622086406447
2021-01-09,-2,-1.2602585178281638,0.0,2.04103,0.0,0.011344,200000,184472.44172812894,-15527.558271871065,0.9223622086406447
2021-01-10,-1,-1.1265151810477123,46438.302527962536,1.98621,-9111550.021146346,0.010123,200000,184472.44172812894,-15527.558271871065,0.9223622086406447
2021-01-11,-2,-1.4508873162941054,0.0,1.81684,0.0,0.010585,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-12,-2,-1.3356874749039023,0.0,1.8215,0.0,0.010376,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-13,-2,-1.3742173852401098,0.0,2.09522,0.0,0.012541,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-14,-2,-1.4889835969648062,0.0,2.19146,0.0,0.01478,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-15,-2,-1.9264619650135855,0.0,2.05549,0.0,0.024766,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-16,-2,-1.5711929222066747,0.0,2.04406,0.0,0.02079,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-17,-2,-1.412885155572488,0.0,2.00854,0.0,0.020653,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-18,-2,-1.2505013663149533,0.0,2.04695,0.0,0.020286,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-19,-1,-1.0490261982357398,49185.99427854343,1.998,-5496902.146130986,0.017878,200000,196547.23313705955,-3452.7668629404507,0.9827361656852978
2021-01-20,-1,-0.9520549613224156,49185.99427854343,2.03281,-5496902.146130986,0.01825,200000,200304.24519625635,304.24519625635,1.0015212259812818
2021-01-21,-1,-0.8152637638619603,49185.99427854343,1.7418,-5496902.146130986,0.014886,200000,167499.0501816728,-32500.949818327208,0.837495250908364
2021-01-22,-1,-0.7200428063352848,49185.99427854343,1.89757,-5496902.146130986,0.015771,200000,180025.5109097674,-19974.489090232586,0.9001275545488371
2021-01-23,-1,-0.6020923369872115,49185.99427854343,1.9288,-5496902.146130986,0.01545,200000,179797.0839221783,-20202.91607782169,0.8989854196108915
2021-01-24,-1,-0.6876983144148451,49185.99427854343,1.95055,-5496902.146130986,0.017724,200000,193366.8347780385,-6633.165221961506,0.9668341738901924
2021-01-25,-1,-0.41374363849496204,49185.99427854343,2.07529,-5496902.146130986,0.016313,200000,191746.16677615317,-8253.833223846828,0.9587308338807659
2021-01-26,0,-0.1986395405750459,0.0,2.287,0.0,0.016927,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-01-27,0,-0.2515311715860971,0.0,1.99307,0.0,0.015691,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-01-28,0,-0.4631599574342275,0.0,1.99193,0.0,0.017132,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-01-29,0,-0.22340272671064035,0.0,2.05641,0.0,0.016936,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-01-30,0,0.011111231545827101,0.0,2.00197,0.0,0.01605,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-01-31,0,-0.0313184139918275,0.0,1.91015,0.0,0.015755,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-02-01,0,0.38564388096929153,0.0,2.04053,0.0,0.016121,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-02-02,0,0.7858555650003485,0.0,2.1533,0.0,0.01666,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-02-03,0,0.7210810362646481,0.0,2.18751,0.0,0.017367,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-02-04,1,1.0839794032049408,-41593.45393367542,2.129,5434333.441227061,0.016295,200000,177104.92684958992,-22895.073150410084,0.8855246342479496
2021-02-05,2,1.2466954691167482,0.0,2.42866,0.0,0.018217,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-06,0,-0.7294821092178204,0.0,2.27908,0.0,0.019791,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-07,0,-0.1306177221894248,0.0,2.29069,0.0,0.018838,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-08,2,2.490598966721037,0.0,2.90949,0.0,0.02006,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-09,0,0.9501476940447537,0.0,2.90652,0.0,0.021872,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-10,0,0.022825752786080365,0.0,2.83099,0.0,0.022485,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-11,-2,-1.78792698266264,0.0,2.92562,0.0,0.026566,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-12,-2,-2.581262384241512,0.0,2.99681,0.0,0.031099,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-13,-2,-2.2621249971651665,0.0,3.34869,0.0,0.034867,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-14,-2,-1.508140121689627,0.0,3.18318,0.0,0.031014,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-15,0,-0.7719854724737732,0.0,3.38903,0.0,0.030545,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-16,0,-0.7415806673027162,0.0,3.40843,0.0,0.030866,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-17,-2,-2.1286807008562247,0.0,3.50799,0.0,0.0402,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-18,-2,-1.993991148632476,0.0,3.56669,0.0,0.042707,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-19,-2,-1.6535993809376652,0.0,3.70937,0.0,0.043628,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-20,-2,-1.2910294214119644,0.0,3.68594,0.0,0.0415,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-21,-2,-2.1700645385765327,0.0,3.56677,0.0,0.056268,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-22,-2,-2.099472368476033,0.0,3.33586,0.0,0.059897,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-23,-2,-1.8145264076135128,0.0,3.05975,0.0,0.055317,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-24,-2,-1.3581638474891724,0.0,3.32063,0.0,0.052644,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-25,-1,-1.0283423280789497,29926.92734317899,2.99269,-2068215.7812363368,0.043304,200000,179124.03238131668,-20875.967618683324,0.8956201619065833
2021-02-26,-1,-0.6978497929142647,29926.92734317899,3.05508,-2068215.7812363368,0.040312,200000,174803.07176079848,-25196.928239201516,0.8740153588039924
2021-02-27,-1,-0.4696006995184276,29926.92734317899,3.15641,-2068215.7812363368,0.039475,200000,176104.470699588,-23895.52930041199,0.8805223534979401
2021-02-28,0,0.016108171514695513,0.0,3.13475,0.0,0.035048,200000,157797.4235930575,-42202.576406942506,0.7889871179652874
