date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,ETCUSDT_position,ETCUSDT_price,init,total_asset,pnl,return
2020-08-07,0,0.3541241847250942,0.0,0.008739,0.0,6.8756,200000,214214.55033892184,14214.550338921836,1.0710727516946092
2020-08-08,0,0.8001574151773265,0.0,0.009057,0.0,6.9377,200000,214214.55033892184,14214.550338921836,1.0710727516946092
2020-08-09,0,0.5873464442713886,0.0,0.008792,0.0,6.8798,200000,214214.55033892184,14214.550338921836,1.0710727516946092
2020-08-10,1,1.1141102295747276,-11513197.37390744,0.009303,15160.480002471502,7.0649,200000,214214.55033892184,14214.550338921836,1.0710727516946092
2020-08-11,2,1.4017323184221753,0.0,0.008995,0.0,6.743,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-12,2,2.0997548322575508,0.0,0.00952,0.0,6.7535,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-13,2,1.4764098123805927,0.0,0.009449,0.0,6.9236,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-14,2,1.4901519182363312,0.0,0.009512,0.0,6.8833,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-15,0,0.5676561491525979,0.0,0.009312,0.0,7.1732,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-16,0,0.6441926774008878,0.0,0.009515,0.0,7.2479,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-17,0,0.41122885752860244,0.0,0.009588,0.0,7.3884,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-18,2,1.3053473241437499,0.0,0.010091,0.0,7.2702,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-19,2,1.5365845054575014,0.0,0.009648,0.0,6.798,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-20,2,2.0203494239361746,0.0,0.010312,0.0,6.9696,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-21,2,2.862475823096269,0.0,0.010778,0.0,6.6324,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-22,2,2.450633600971894,0.0,0.011107,0.0,6.7702,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-23,2,2.618015752019566,0.0,0.011831,0.0,6.7588,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-24,2,3.0185749119462875,0.0,0.0138,0.0,6.8537,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-25,2,2.0295461116115656,0.0,0.012263,0.0,6.4692,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-26,2,1.4955974758585004,0.0,0.011769,0.0,6.46,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-27,0,0.7182569278008861,0.0,0.010563,0.0,6.3544,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-28,0,0.8133687683498858,0.0,0.011119,0.0,6.5278,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-29,0,0.8545214679249503,0.0,0.011252,0.0,6.4926,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-30,0,0.45587995097484013,0.0,0.011099,0.0,6.6907,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-08-31,0,0.2643838182506639,0.0,0.010737,0.0,6.5858,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-01,0,-0.12386731276141331,0.0,0.01048,0.0,6.7359,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-02,0,-0.0632704748246994,0.0,0.009943,0.0,6.2946,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-03,0,-0.31480339249981776,0.0,0.008438,0.0,5.4849,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-04,0,0.36939417190734275,0.0,0.008947,0.0,5.3018,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-05,0,0.05510080892875273,0.0,0.008266,0.0,5.023,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-06,0,0.040234106581312525,0.0,0.00855,0.0,5.1492,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-07,0,-0.0005953746143144261,0.0,0.008506,0.0,5.0983,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-08,0,-0.47914474850193234,0.0,0.008242,0.0,5.0882,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-09,0,0.5258243342827813,0.0,0.008849,0.0,5.0505,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-10,0,0.6819326295396244,0.0,0.009219,0.0,5.1856,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-11,0,0.7390450167354802,0.0,0.009351,0.0,5.2164,200000,215548.6440605539,15548.644060553896,1.0777432203027695
2020-09-12,1,1.1085613360149393,-11171796.623849586,0.009647,20600.64263901616,5.2316,200000,215548.64406055392,15548.644060553925,1.0777432203027697
2020-09-13,1,1.1065830204089429,-11171796.623849586,0.009166,20600.64263901616,5.06,200000,206639.93960762705,6639.93960762705,1.0331996980381353
2020-09-14,2,1.5138639435512014,0.0,0.009483,0.0,5.1494,200000,215409.84223916972,15409.842239169724,1.0770492111958485
2020-09-15,0,0.8902984506864712,0.0,0.009193,0.0,5.1688,200000,215409.84223916972,15409.842239169724,1.0770492111958485
2020-09-16,0,0.9510254086302089,0.0,0.009174,0.0,5.1179,200000,215409.84223916972,15409.842239169724,1.0770492111958485
2020-09-17,0,0.790003480987506,0.0,0.009278,0.0,5.2043,200000,215409.84223916972,15409.842239169724,1.0770492111958485
2020-09-18,2,1.8585002858260387,0.0,0.009919,0.0,5.1854,200000,215409.84223916972,15409.842239169724,1.0770492111958485
2020-09-19,1,1.1722409592143261,-11133442.331981068,0.009674,20642.22188312568,5.2177,200000,215409.8422391697,15409.842239169695,1.0770492111958485
2020-09-20,1,0.5472235094869036,-11133442.331981068,0.009127,20642.22188312568,5.0895,200000,206673.51643815936,6673.516438159364,1.0333675821907968
2020-09-21,2,1.3840678403241413,0.0,0.009133,0.0,4.8161,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-22,0,0.7438288888118472,0.0,0.009086,0.0,4.9453,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-23,0,-0.14426145854399092,0.0,0.008529,0.0,4.8357,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-24,2,1.6951790367966566,0.0,0.009617,0.0,4.9688,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-25,2,2.160856544981922,0.0,0.009992,0.0,4.9772,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-26,2,2.1795438147933344,0.0,0.010968,0.0,5.3621,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-27,1,1.0264236914674179,-10314469.590875247,0.010552,19992.33709091029,5.444,200000,217676.56624583123,17676.56624583123,1.0883828312291561
2020-09-28,1,0.467111818790034,-10314469.590875247,0.010232,19992.33709091029,5.411,200000,213716.1888527511,13716.188852751104,1.0685809442637555
2020-09-29,2,2.4274305357399832,0.0,0.011389,0.0,5.4137,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-09-30,0,0.9889719179585119,0.0,0.010661,0.0,5.3972,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-01,0,-0.2565731058916045,0.0,0.009906,0.0,5.3287,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-02,0,-0.8364725540625229,0.0,0.009329,0.0,5.1802,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-03,0,0.7028017050917735,0.0,0.01004,0.0,5.1341,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-04,0,0.4016628873012113,0.0,0.009952,0.0,5.1535,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-05,0,0.36829993439121766,0.0,0.009865,0.0,5.0997,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-06,-2,-1.33574624698149,0.0,0.0093,0.0,5.2388,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-07,0,-0.6203051409107375,0.0,0.009556,0.0,5.1736,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-08,0,-0.40786423348696693,0.0,0.009643,0.0,5.1745,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-09,0,-0.24510322606320034,0.0,0.009901,0.0,5.2674,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-10,0,0.09974080273260374,0.0,0.010102,0.0,5.2712,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-11,0,-0.9017119857652941,0.0,0.009905,0.0,5.428,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-12,-1,-1.0083844092006533,11485905.300022695,0.009878,-20824.435613608683,5.4483,200000,226915.54510724836,26915.545107248356,1.1345777255362417
2020-10-13,-1,-0.6632528388235234,11485905.300022695,0.009907,-20824.435613608683,5.3502,200000,225205.75922725402,25205.75922725402,1.12602879613627
2020-10-14,-1,-0.7395255459027223,11485905.300022695,0.0099,-20824.435613608683,5.3812,200000,225770.91539417574,25770.91539417574,1.1288545769708787
2020-10-15,-1,-0.601626165685972,11485905.300022695,0.009838,-20824.435613608683,5.3321,200000,224036.30947694613,24036.30947694613,1.1201815473847307
2020-10-16,0,-0.140323316896194,0.0,0.009704,0.0,5.1737,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-17,0,-0.5170228718474665,0.0,0.009573,0.0,5.1938,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-18,0,0.06116751530816797,0.0,0.009858,0.0,5.2282,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-19,0,0.10018835942946822,0.0,0.009765,0.0,5.2086,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-20,0,0.11272478070103091,0.0,0.009498,0.0,5.0807,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-21,0,0.20729789540211033,0.0,0.010006,0.0,5.3379,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-22,-2,-1.2854422688817588,0.0,0.010143,0.0,5.612,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-23,0,-0.45876656196680593,0.0,0.010094,0.0,5.482,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-24,0,0.1209732530069944,0.0,0.010287,0.0,5.529,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-25,-2,-1.4965182276682718,0.0,0.010001,0.0,5.5585,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-26,-2,-1.8465382972490016,0.0,0.009737,0.0,5.435,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-27,-1,-1.0546842759970176,11271371.710431037,0.009901,-20445.90731467841,5.4582,200000,223195.7026099554,23195.70260995539,1.115978513049777
2020-10-28,-1,-0.9139659858897069,11271371.710431037,0.009571,-20445.90731467841,5.2714,200000,215656.85445913122,15656.854459131224,1.078284272295656
2020-10-29,-2,-2.6075879634407677,0.0,0.009362,0.0,5.4065,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-10-30,-2,-1.698660361967711,0.0,0.00927,0.0,5.2584,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-10-31,-2,-1.4991275246662985,0.0,0.009301,0.0,5.2734,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-01,-2,-1.669738723299959,0.0,0.009161,0.0,5.2434,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-02,0,-0.5989322919437359,0.0,0.008963,0.0,4.9961,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-03,0,-0.5946270244603736,0.0,0.008755,0.0,4.8866,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-04,-2,-1.5372045232168274,0.0,0.008475,0.0,4.8774,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-05,-2,-1.8887997287590372,0.0,0.008693,0.0,5.0979,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-06,-2,-1.589741077383867,0.0,0.00916,0.0,5.3597,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-07,-1,-1.0781535015692434,12972596.55262101,0.008796,-22474.829977123638,5.0771,200000,228213.91855370882,28213.91855370882,1.1410695927685441
2020-11-08,-1,-0.3160700269332771,12972596.55262101,0.009168,-22474.829977123638,5.1801,200000,235354.6319589276,35354.63195892761,1.176773159794638
2020-11-09,-1,-0.4565669565356651,12972596.55262101,0.008844,-22474.829977123638,5.0283,200000,227739.831485351,27739.831485350995,1.138699157426755
2020-11-10,-1,-0.6590283421430801,12972596.55262101,0.008962,-22474.829977123638,5.1324,200000,231610.22767917885,31610.227679178846,1.1580511383958942
2020-11-11,-1,-0.712340214512083,12972596.55262101,0.008863,-22474.829977123638,5.0917,200000,229411.21504040045,29411.21504040045,1.1470560752020023
2020-11-12,-1,-1.1524852259026093,12972596.55262101,0.008668,-22474.829977123638,5.0448,200000,225827.48918671225,25827.48918671225,1.1291374459335612
2020-11-13,-1,-0.5400144923911597,12972596.55262101,0.008936,-22474.829977123638,5.1344,200000,231317.88982876495,31317.88982876495,1.1565894491438247
2020-11-14,-1,-1.1669109363121162,12972596.55262101,0.008634,-22474.829977123638,5.0333,200000,225127.9603591862,25127.960359186196,1.125639801795931
2020-11-15,-2,-1.4905140234593963,0.0,0.008533,0.0,5.0241,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-16,-2,-3.0369345874469467,0.0,0.00866,0.0,5.395,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-17,-2,-3.3105177272295903,0.0,0.008727,0.0,5.7751,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-18,-2,-2.9875241932545236,0.0,0.008698,0.0,6.0431,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-19,-2,-2.223039601948579,0.0,0.008646,0.0,5.9188,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-20,-2,-1.8490071335098042,0.0,0.008891,0.0,6.0635,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-21,-2,-1.9750419556585312,0.0,0.009271,0.0,6.5853,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-22,-2,-1.220516242491848,0.0,0.008973,0.0,6.0316,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-23,-2,-1.6243718065136066,0.0,0.009236,0.0,6.5685,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-24,-2,-1.203382235267006,0.0,0.010515,0.0,7.2767,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-25,0,0.5660478792777399,0.0,0.011755,0.0,6.95,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-26,0,-0.2721402917718539,0.0,0.009628,0.0,6.1404,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-27,0,-0.6944460220213752,0.0,0.009312,0.0,6.2115,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-28,0,-0.5909797703772076,0.0,0.009509,0.0,6.3268,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-29,0,-0.6920293410555041,0.0,0.009457,0.0,6.3926,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-11-30,0,-0.8589370686013662,0.0,0.009765,0.0,6.7458,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-01,0,0.6319827305203619,0.0,0.009941,0.0,6.1466,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-02,2,1.6391852462274594,0.0,0.010823,0.0,6.2376,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-03,2,1.2879502013611164,0.0,0.011109,0.0,6.587,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-04,2,2.9992181793390675,0.0,0.011875,0.0,5.9515,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-05,2,2.481434840054465,0.0,0.012431,0.0,6.1922,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-06,2,1.8010769736617838,0.0,0.011956,0.0,6.1708,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-07,2,2.180861855632999,0.0,0.01297,0.0,6.1525,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-08,2,2.676163506953869,0.0,0.014005,0.0,5.7707,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-09,2,2.8125013065148163,0.0,0.016865,0.0,6.0625,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-10,2,1.9106979966805688,0.0,0.015172,0.0,5.8918,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-11,2,1.2800135459782676,0.0,0.01376,0.0,5.7895,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-12,0,0.9920532020639795,0.0,0.013732,0.0,5.971,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-13,0,0.845228192762755,0.0,0.013928,0.0,6.1209,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-14,2,1.9417367048808694,0.0,0.017339,0.0,6.0388,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-15,2,1.4491607814977634,0.0,0.01654,0.0,6.0499,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-16,2,1.3132890792252523,0.0,0.017725,0.0,6.4654,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-17,0,0.9082500336798328,0.0,0.016781,0.0,6.4786,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-18,1,1.1162550278209742,-6578956.930801707,0.017513,18026.64049583514,6.3915,200000,230434.5454582606,30434.545458260603,1.152172727291303
2020-12-19,1,0.8584752081090428,-6578956.930801707,0.017049,18026.64049583514,6.4149,200000,227803.73282997118,27803.73282997118,1.1390186641498559
2020-12-20,1,0.4783013316230055,-6578956.930801707,0.01639,18026.64049583514,6.4949,200000,224910.33145223965,24910.331452239654,1.1245516572611982
2020-12-21,1,0.5535476725160313,-6578956.930801707,0.015772,18026.64049583514,6.1075,200000,213861.01554091767,13861.015540917666,1.0693050777045883
2020-12-22,1,1.0947075423651396,-6578956.930801707,0.01718,18026.64049583514,6.1198,200000,223345.91457758524,23345.914577585238,1.1167295728879263
2020-12-23,2,2.741233773458445,0.0,0.018202,0.0,5.099,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-24,2,2.0811162494345203,0.0,0.019371,0.0,5.6031,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-25,2,2.794499676068451,0.0,0.023837,0.0,5.7568,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-26,2,3.5482731713334306,0.0,0.035034,0.0,5.8379,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-27,2,1.731264778880619,0.0,0.02702,0.0,5.8101,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-28,2,1.8280639687380276,0.0,0.029779,0.0,5.9188,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-29,2,1.491479634369036,0.0,0.02797,0.0,5.719,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-30,2,1.372947571734107,0.0,0.028098,0.0,5.6799,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2020-12-31,2,1.8836727419803947,0.0,0.03333,0.0,5.6562,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-01,2,1.6396035695035354,0.0,0.03345,0.0,5.6938,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-02,2,1.868958526657862,0.0,0.037912,0.0,5.7763,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-03,0,0.5969546873283103,0.0,0.032107,0.0,6.5678,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-04,0,0.025878373077714886,0.0,0.029352,0.0,7.0374,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-05,0,-0.05177658899013829,0.0,0.03009,0.0,7.271,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-06,0,-0.19678444735524084,0.0,0.030533,0.0,7.5723,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-07,0,-0.3384424484036647,0.0,0.028364,0.0,7.2142,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-08,0,-0.48498615059368844,0.0,0.026742,0.0,6.9565,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-09,0,-0.8255829472202769,0.0,0.027671,0.0,7.763,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-10,-2,-1.4401392342888037,0.0,0.026263,0.0,8.8346,200000,258266.87962444988,58266.87962444988,1.2913343981222494
2021-01-11,-1,-1.0765246093340115,5214773.646659328,0.024763,-17880.317333216783,7.2221,200000,258266.87962444985,58266.87962444985,1.2913343981222494
2021-01-12,-1,-0.9148545280244984,5214773.646659328,0.025337,-17880.317333216783,7.0544,200000,258261.63048085186,58261.63048085186,1.2913081524042593
2021-01-13,-1,-0.7613499121060868,5214773.646659328,0.028643,-17880.317333216783,7.595,200000,285167.77170704457,85167.77170704457,1.4258388585352229
2021-01-14,-1,-0.7377578271174023,5214773.646659328,0.029342,-17880.317333216783,7.788,200000,292263.7997313703,92263.7997313703,1.4613189986568516
2021-01-15,-1,-0.77019960074293,5214773.646659328,0.02767,-17880.317333216783,7.567,200000,279593.14806351496,79593.14806351496,1.397965740317575
2021-01-16,-1,-0.8212407947061223,5214773.646659328,0.027542,-17880.317333216783,7.7799,200000,282732.37659698445,82732.37659698445,1.4136618829849223
2021-01-17,-1,-0.8278263824968531,5214773.646659328,0.026523,-17880.317333216783,7.684,200000,275703.7998187831,75703.79981878313,1.3785189990939157
2021-01-18,-1,-0.6429452948848781,5214773.646659328,0.027466,-17880.317333216783,7.7078,200000,281046.8829201134,81046.88292011339,1.4052344146005669
2021-01-19,-1,-0.3977229452437085,5214773.646659328,0.029265,-17880.317333216783,7.8177,200000,292393.3075853741,92393.3075853741,1.4619665379268705
2021-01-20,-1,-0.30657186724891594,5214773.646659328,0.029638,-17880.317333216783,7.9,200000,295809.9682721017,95809.96827210172,1.4790498413605087
2021-01-21,-1,-0.5582764350690963,5214773.646659328,0.024845,-17880.317333216783,7.1346,200000,257129.96329681945,57129.96329681945,1.2856498164840973
2021-01-22,-1,-0.20096225980648724,5214773.646659328,0.027276,-17880.317333216783,7.4292,200000,275074.61951821396,75074.61951821396,1.3753730975910698
2021-01-23,0,0.8761177667694132,0.0,0.029377,0.0,7.4488,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-24,0,0.2219659451248246,0.0,0.028501,0.0,7.6294,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-25,0,0.9055296402856827,0.0,0.02909,0.0,7.4976,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-26,2,2.6997605678928496,0.0,0.033123,0.0,7.4342,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-27,2,1.7945777564877265,0.0,0.029239,0.0,6.8713,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-28,0,0.41873501328695056,0.0,0.029324,0.0,7.6533,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-29,0,0.4863917275136125,0.0,0.029445,0.0,7.6132,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-30,0,0.13299607788691414,0.0,0.028771,0.0,7.5859,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-01-31,0,-0.07335102634691025,0.0,0.027867,0.0,7.4155,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-01,0,0.41067108022081245,0.0,0.029253,0.0,7.5241,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-02,0,0.507679947255327,0.0,0.030505,0.0,7.7835,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-03,2,1.2776906356178486,0.0,0.032849,0.0,7.9413,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-04,2,1.553101005180203,0.0,0.032624,0.0,7.6584,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-05,1,1.0382757480420883,-3369147.6280183825,0.035359,13986.626315436868,8.5174,200000,238259.38195820397,38259.38195820397,1.1912969097910198
2021-02-06,0,-0.010421022036296421,0.0,0.03417,0.0,8.7691,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-07,2,1.4709555735313766,0.0,0.03559,0.0,8.2787,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-08,2,1.9475795814105832,0.0,0.039173,0.0,8.6941,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-09,2,1.3063815243867387,0.0,0.041884,0.0,9.578,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-10,0,0.06093521529763789,0.0,0.042009,0.0,10.3754,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-11,0,-0.8647391985583918,0.0,0.044899,0.0,11.7205,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-12,0,-0.1295232542630029,0.0,0.047867,0.0,11.9265,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-13,-2,-2.6490065190513032,0.0,0.053836,0.0,16.6377,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-14,-2,-1.3784648422020571,0.0,0.057474,0.0,16.072,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-15,0,0.5371102183193446,0.0,0.060898,0.0,14.6826,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-16,0,0.17749511053625391,0.0,0.057983,0.0,14.3907,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-17,0,-0.5581080040201323,0.0,0.058393,0.0,15.3015,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-18,0,0.2953702373482731,0.0,0.060869,0.0,14.9458,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-19,2,3.359873924073088,0.0,0.086817,0.0,15.3876,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-20,2,2.815101484231844,0.0,0.089168,0.0,15.0833,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-21,2,2.1028113388977245,0.0,0.090146,0.0,15.669,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-22,2,2.5533746618997286,0.0,0.092491,0.0,13.9359,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-23,2,2.5991911590431958,0.0,0.084445,0.0,11.3651,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-24,2,2.075861647259503,0.0,0.087108,0.0,11.8729,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-25,2,1.6537973518412101,0.0,0.078599,0.0,11.039,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-26,2,1.805536070775084,0.0,0.082858,0.0,10.7153,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-27,2,1.9702626461854016,0.0,0.094728,0.0,11.0991,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-02-28,2,1.8559577876098146,0.0,0.092106,0.0,10.3656,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-01,2,2.11546926702021,0.0,0.112899,0.0,11.0783,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-02,2,2.149214414004354,0.0,0.122481,0.0,10.9081,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-03,2,1.9072434095197006,0.0,0.128678,0.0,11.2516,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-04,2,2.1009182288846073,0.0,0.143324,0.0,11.0004,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-05,2,1.76903087502813,0.0,0.139971,0.0,10.9437,200000,230733.03158489466,30733.031584894663,1.1536651579244732
2021-03-06,2,1.5353295181551259,0.0,0.140474,0.0,11.1134,200000,230733.03158489466,30733.031584894663,1.1536651579244732
