date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-07-30,2,1.616427344926216,0.0,7.3422,0.0,19.97,200000,176967.0879500518,-23032.91204994821,0.8848354397502589
2020-07-31,0,0.8269854472075917,0.0,7.3976,0.0,20.6615,200000,176967.0879500518,-23032.91204994821,0.8848354397502589
2020-08-01,1,1.170177335229555,-11296.252262865555,7.833,4093.276709551177,21.6168,200000,176967.0879500518,-23032.91204994821,0.8848354397502589
2020-08-02,0,-0.7314365556253448,0.0,7.1939,0.0,20.9898,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-03,-2,-2.043720009999589,0.0,7.1658,0.0,22.0504,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-04,-2,-2.023642790410016,0.0,7.139,0.0,22.2818,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-05,-2,-2.2333193321375253,0.0,7.2239,0.0,23.2728,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-06,-2,-1.8154200067512665,0.0,7.0997,0.0,22.7487,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-07,-2,-1.7696407164499606,0.0,6.8756,0.0,22.3323,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-08,-2,-1.7749168189298563,0.0,6.9377,0.0,22.9234,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-09,-2,-1.3996286338426787,0.0,6.8798,0.0,22.422,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-10,-1,-1.0484294660818145,12195.086811260102,7.0649,-3806.0453866417884,22.6369,200000,172314.137625743,-27685.862374257005,0.861570688128715
2020-08-11,-1,-0.7619124665653582,12195.086811260102,6.743,-3806.0453866417884,21.2902,200000,163262.93785900786,-36737.062140992144,0.8163146892950393
2020-08-12,-1,-0.7974697392516468,12195.086811260102,6.7535,-3806.0453866417884,21.4919,200000,164158.66562501175,-35841.33437498825,0.8207933281250588
2020-08-13,-1,-0.6050148123352804,12195.086811260102,6.9236,-3806.0453866417884,21.7667,200000,167278.95116385625,-32721.048836143746,0.8363947558192812
2020-08-14,-2,-1.332470798618641,0.0,6.8833,0.0,23.1047,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-15,0,-0.7322572500067016,0.0,7.1732,0.0,23.0881,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-16,0,-0.7591477500429243,0.0,7.2479,0.0,23.529,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-17,0,-0.41309057470275784,0.0,7.3884,0.0,23.4961,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-18,0,-0.2356872038051803,0.0,7.2702,0.0,22.9705,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-19,0,-0.8282263500087199,0.0,6.798,0.0,22.3761,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-20,0,-0.9083040879197836,0.0,6.9696,0.0,23.0888,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-21,-1,-1.18931217057493,13291.510872575453,6.6324,-3989.1132872042563,22.0988,200000,176309.23342253885,-23690.766577461152,0.8815461671126943
2020-08-22,-1,-0.7428904221546778,13291.510872575453,6.7702,-3989.1132872042563,22.2044,200000,178562.05398390852,-21437.946016091475,0.8928102699195426
2020-08-23,0,-0.03134578950317824,0.0,6.7588,0.0,21.8555,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-24,0,-0.8994093463153868,0.0,6.8537,0.0,22.5953,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-25,0,-0.9556595808989539,0.0,6.4692,0.0,21.3882,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-26,-2,-2.2939463977131846,0.0,6.46,0.0,22.1999,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-27,-2,-3.0369456206808287,0.0,6.3544,0.0,23.1127,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-28,-2,-1.9249483993554064,0.0,6.5278,0.0,23.0811,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-29,-2,-1.6597141667010258,0.0,6.4926,0.0,22.9398,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-30,-2,-1.4523331081376762,0.0,6.6907,0.0,23.6208,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-08-31,-2,-1.2229343796128473,0.0,6.5858,0.0,23.1477,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-01,-2,-1.8452767537387333,0.0,6.7359,0.0,24.7028,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-02,-2,-2.524552968861188,0.0,6.2946,0.0,24.7652,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-03,-2,-1.4105568315016113,0.0,5.4849,0.0,20.3592,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-04,-2,-2.0052249956362753,0.0,5.3018,0.0,20.9712,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-05,-2,-1.527816123038474,0.0,5.023,0.0,19.4698,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-06,-2,-2.584135180021768,0.0,5.1492,0.0,23.142,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-07,-2,-2.0405103689544783,0.0,5.0983,0.0,22.4426,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-08,-2,-2.0039153704698887,0.0,5.0882,0.0,23.2837,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-09,-2,-2.0407680066672,0.0,5.0505,0.0,24.4716,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-10,-2,-1.64910794622216,0.0,5.1856,0.0,24.5489,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-11,-2,-1.6148362142893053,0.0,5.2164,0.0,25.399,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-12,-2,-1.950698704875473,0.0,5.2316,0.0,28.505,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-13,-2,-2.1336729081547,0.0,5.06,0.0,31.1656,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-14,-2,-1.8169820116380082,0.0,5.1494,0.0,31.2523,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-15,-1,-1.0855469491315144,16798.738119628204,5.1688,-3201.895324257019,27.1181,200000,173658.63518546853,-26341.364814531466,0.8682931759273427
2020-09-16,-1,-1.1315352829647483,16798.738119628204,5.1179,-3201.895324257019,27.8695,200000,175209.48356182617,-24790.51643817383,0.8760474178091309
2020-09-17,-1,-0.8412379131223813,16798.738119628204,5.2043,-3201.895324257019,27.095,200000,174181.026606725,-25818.973393274995,0.870905133033625
2020-09-18,-1,-0.8625621796248523,16798.738119628204,5.1854,-3201.895324257019,27.629,200000,175573.34255941727,-24426.657440582727,0.8778667127970864
2020-09-19,-1,-0.6810965831642216,16798.738119628204,5.2177,-3201.895324257019,27.2035,200000,174753.5353402099,-25246.4646597901,0.8737676767010495
2020-09-20,-1,-0.5649831204170435,16798.738119628204,5.0895,-3201.895324257019,26.316,200000,169758.25501299545,-30241.744987004553,0.8487912750649772
2020-09-21,0,-0.029702371164086028,0.0,4.8161,0.0,23.1232,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-22,0,-0.038694519151549804,0.0,4.9453,0.0,24.0468,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-23,0,0.32154698801198095,0.0,4.8357,0.0,22.8331,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-24,0,0.038913606071094314,0.0,4.9688,0.0,24.5745,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-25,0,0.1771727354819896,0.0,4.9772,0.0,24.6924,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-26,0,0.43125144120192016,0.0,5.3621,0.0,26.1998,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-27,0,0.7180993329840791,0.0,5.444,0.0,26.251,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-28,0,0.3387688717122519,0.0,5.411,0.0,26.9855,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-29,0,-0.5321946304244719,0.0,5.4137,0.0,28.8946,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-09-30,0,-0.6646848369525413,0.0,5.3972,0.0,29.2656,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-10-01,0,0.08404412319119006,0.0,5.3287,0.0,27.4673,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-10-02,0,-0.28056704187890513,0.0,5.1802,0.0,27.3369,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-10-03,-1,-1.0624835314637748,16243.57711082634,5.1341,-2958.7056748286786,28.1867,200000,166792.29848938703,-33207.70151061297,0.8339614924469352
2020-10-04,-2,-1.7261419203583566,0.0,5.1535,0.0,28.9668,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-05,-2,-1.5304304745148551,0.0,5.0997,0.0,28.6158,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-06,0,-0.5119316229457942,0.0,5.2388,0.0,27.6812,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-07,0,-0.7131931553815639,0.0,5.1736,0.0,27.6898,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-08,0,-0.7356970058314849,0.0,5.1745,0.0,27.7424,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-09,0,-0.7972871732900444,0.0,5.2674,0.0,28.4076,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-10,0,-0.7551731604939339,0.0,5.2712,0.0,28.4414,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-11,0,-0.22337550415063498,0.0,5.428,0.0,28.5271,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-12,-2,-1.3140475843970476,0.0,5.4483,0.0,30.6503,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-13,-2,-1.569718005781188,0.0,5.3502,0.0,30.7256,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-14,-2,-1.3827414902733206,0.0,5.3812,0.0,30.838,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-15,-2,-1.6289476052081946,0.0,5.3321,0.0,31.3256,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-16,-2,-1.3376519706218724,0.0,5.1737,0.0,30.0516,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-17,-2,-1.3728017888902695,0.0,5.1938,0.0,30.2414,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-18,-2,-1.460473592126363,0.0,5.2282,0.0,30.6593,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-19,0,-0.8834284331897279,0.0,5.2086,0.0,29.9107,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-20,0,-0.5427931352474917,0.0,5.0807,0.0,28.8227,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-21,0,-0.013413274268135704,0.0,5.3379,0.0,29.7329,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-22,0,0.6006949622247669,0.0,5.612,0.0,30.6396,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-23,0,-0.03315922096601011,0.0,5.482,0.0,30.6377,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-24,0,0.16406776759287947,0.0,5.529,0.0,30.6639,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-25,0,0.758453348825337,0.0,5.5585,0.0,30.128,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-26,0,-0.6200891637827548,0.0,5.435,0.0,31.0467,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-27,0,-0.8095284972782197,0.0,5.4582,0.0,31.4826,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-28,0,-0.6632602874702733,0.0,5.2714,0.0,30.3338,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-29,0,0.6722739068130523,0.0,5.4065,0.0,29.8702,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-30,2,1.3472371986835314,0.0,5.2584,0.0,28.4909,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-10-31,2,1.6500330899207458,0.0,5.2734,0.0,28.5058,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-01,2,1.2741966672816774,0.0,5.2434,0.0,28.5318,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-02,0,0.42087985349353213,0.0,4.9961,0.0,27.7983,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-03,0,0.775553221925374,0.0,4.8866,0.0,26.8638,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-04,0,0.5046154840819452,0.0,4.8774,0.0,26.96,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-05,1,1.0755443914918879,-16554.390963962695,5.0979,3048.0408016319793,27.6875,200000,168785.25939037086,-31214.740609629138,0.8439262969518543
2020-11-06,1,1.0717951680248106,-16554.390963962695,5.3597,3048.0408016319793,29.0435,200000,177252.34227174925,-22747.65772825075,0.8862617113587462
2020-11-07,1,0.6305681484982926,-16554.390963962695,5.0771,3048.0408016319793,27.7651,200000,168677.45602452708,-31322.543975472916,0.8433872801226354
2020-11-08,1,0.4216213597562673,-16554.390963962695,5.1801,3048.0408016319793,28.4101,200000,172348.54461086786,-27651.45538913214,0.8617427230543393
2020-11-09,0,-0.5452616722775638,0.0,5.0283,0.0,28.0941,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-10,0,0.23823880015313748,0.0,5.1324,0.0,28.2188,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-11,0,0.22175371443557082,0.0,5.0917,0.0,28.016,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-12,0,0.30904808645064014,0.0,5.0448,0.0,27.6874,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-13,0,0.24970456849994968,0.0,5.1344,0.0,28.1974,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-14,0,-0.23414029831001265,0.0,5.0333,0.0,27.9311,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-15,0,0.06142872610698545,0.0,5.0241,0.0,27.6786,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-16,2,3.033732294000555,0.0,5.395,0.0,27.9451,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-17,2,3.5295901379609216,0.0,5.7751,0.0,28.5552,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-18,2,3.406552628501221,0.0,6.0431,0.0,28.0931,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-19,2,2.286055828031716,0.0,5.9188,0.0,28.1387,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-20,2,1.8596037255199986,0.0,6.0635,0.0,28.9715,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-21,2,2.019345486827107,0.0,6.5853,0.0,30.5161,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-22,0,0.7909798497416309,0.0,6.0316,0.0,30.0226,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-23,2,1.4487098587734388,0.0,6.5685,0.0,30.995,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-24,2,1.4443769256467913,0.0,7.2767,0.0,33.9407,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-25,2,1.714291907468465,0.0,6.95,0.0,31.2953,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-26,2,1.2671514131253279,0.0,6.1404,0.0,28.2356,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-27,1,1.1845386111514014,-13394.006310016539,6.2115,2923.229664682675,28.4606,200000,166393.74038933546,-33606.259610664536,0.8319687019466773
2020-11-28,1,0.9935532512920536,-13394.006310016539,6.3268,2923.229664682675,29.1766,200000,170031.10175679316,-29968.898243206844,0.8501555087839658
2020-11-29,1,0.6376329854636056,-13394.006310016539,6.3926,2923.229664682675,30.1045,200000,173624.89217785132,-26375.107822148682,0.8681244608892567
2020-11-30,1,0.6785834014443302,-13394.006310016539,6.7458,2923.229664682675,31.4935,200000,182416.0212107934,-17583.978789206594,0.912080106053967
2020-12-01,0,-0.11902657458883406,0.0,6.1466,0.0,30.1996,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-02,0,-0.033543859977253794,0.0,6.2376,0.0,30.2875,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-03,0,0.5624493887779887,0.0,6.587,0.0,30.7065,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-04,0,-0.4348182635183056,0.0,5.9515,0.0,29.0231,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-05,0,-0.32271000537997513,0.0,6.1922,0.0,29.728,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-06,0,-0.3848923735864537,0.0,6.1708,0.0,29.5026,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-07,0,-0.4202470676139783,0.0,6.1525,0.0,29.37,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-08,0,-0.5338858708020598,0.0,5.7707,0.0,27.6705,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-09,0,0.6857136545052119,0.0,6.0625,0.0,28.1452,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-10,0,0.16847762662848725,0.0,5.8918,0.0,27.6926,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-11,0,0.019144351475602436,0.0,5.7895,0.0,27.3419,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-12,0,-0.03473949400744269,0.0,5.971,0.0,28.1603,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-13,0,-0.4597217331368169,0.0,6.1209,0.0,29.1571,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-14,-2,-1.9601500613454579,0.0,6.0388,0.0,30.0338,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-15,-1,-1.1448837149735922,13259.803715179773,6.0499,-2718.850053938313,29.5053,200000,160440.97299293222,-39559.02700706778,0.8022048649646611
2020-12-16,0,0.28315828578865604,0.0,6.4654,0.0,30.5577,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-17,0,0.9924732289871595,0.0,6.4786,0.0,30.2255,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-18,0,-0.8159044798334226,0.0,6.3915,0.0,30.9882,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-19,-2,-2.9155309881977574,0.0,6.4149,0.0,33.3167,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-20,-2,-2.6464978367489613,0.0,6.4949,0.0,34.3148,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-21,-2,-2.0784858019267682,0.0,6.1075,0.0,32.05,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-22,-2,-2.4262967648706133,0.0,6.1198,0.0,33.5151,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-23,-2,-3.017619488319355,0.0,5.099,0.0,31.1843,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-24,-2,-1.960669153014749,0.0,5.6031,0.0,32.4895,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-25,-2,-1.6491046780015932,0.0,5.7568,0.0,33.1996,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-26,-2,-1.449888327852515,0.0,5.8379,0.0,33.6361,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-27,-2,-1.3465863268295175,0.0,5.8101,0.0,33.674,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-28,-2,-1.5781080535880734,0.0,5.9188,0.0,35.951,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-29,-2,-2.1390892278870335,0.0,5.719,0.0,39.0667,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-30,-2,-1.7557604837693708,0.0,5.6799,0.0,38.1558,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2020-12-31,-2,-1.46171858665898,0.0,5.6562,0.0,37.3588,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-01,-2,-1.344713789787098,0.0,5.6938,0.0,37.7762,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-02,-2,-1.205292952332664,0.0,5.7763,0.0,38.2331,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-03,0,-0.760357754199082,0.0,6.5678,0.0,41.2575,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-04,0,-0.15271565460704475,0.0,7.0374,0.0,41.1333,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-05,0,0.0754502727148487,0.0,7.271,0.0,41.8219,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-06,0,0.5213023712468139,0.0,7.5723,0.0,42.2417,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-07,0,-0.21489715777836296,0.0,7.2142,0.0,43.5728,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-08,0,-0.22696386455780268,0.0,6.9565,0.0,42.356,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-09,0,0.8515973044440035,0.0,7.763,0.0,43.8479,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-10,2,2.8120812557221306,0.0,8.8346,0.0,42.4031,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-11,2,1.4304896429334248,0.0,7.2221,0.0,38.1674,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-12,1,1.0114409887279574,-11184.001640539218,7.0544,2062.430462957431,38.2541,200000,157792.84234603972,-42207.15765396028,0.7889642117301986
2021-01-13,2,1.2253845204684837,0.0,7.595,0.0,40.1114,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-14,0,0.9533404206903476,0.0,7.788,0.0,41.8723,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-15,0,0.8507220516468869,0.0,7.567,0.0,40.8668,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-16,0,0.5348321089800702,0.0,7.7799,0.0,43.142,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-17,0,-0.23334413877830612,0.0,7.684,0.0,45.8675,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-18,0,-0.1672138757279144,0.0,7.7078,0.0,45.3412,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-19,0,0.6344154258920053,0.0,7.8177,0.0,42.5241,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-20,0,0.6634468053440126,0.0,7.9,0.0,42.6069,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-21,0,0.5365436511032888,0.0,7.1346,0.0,38.6343,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-22,0,0.2106706461350631,0.0,7.4292,0.0,40.8936,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-23,0,0.1593111414171297,0.0,7.4488,0.0,40.9109,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-24,0,0.13965847839082352,0.0,7.6294,0.0,41.8263,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-25,0,-0.2109101258904919,0.0,7.4976,0.0,41.8347,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-26,0,-0.3587101838408137,0.0,7.4342,0.0,41.8396,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-27,-2,-1.3767711989562628,0.0,6.8713,0.0,40.8826,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-28,0,-0.24532719305354522,0.0,7.6533,0.0,42.5254,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-29,0,-0.5175026492897786,0.0,7.6132,0.0,42.8618,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-30,-2,-1.6125756411521521,0.0,7.5859,0.0,44.7849,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-01-31,-2,-1.7023886375178725,0.0,7.4155,0.0,44.3292,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-01,-2,-3.102928056407908,0.0,7.5241,0.0,51.4781,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-02,-2,-2.0730462954111406,0.0,7.7835,0.0,51.0071,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-03,-2,-1.80467820677188,0.0,7.9413,0.0,52.12,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-04,-2,-2.4470230279033203,0.0,7.6584,0.0,55.9599,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-05,-2,-2.490700273801672,0.0,8.5174,0.0,67.7005,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-06,-2,-2.260167690647562,0.0,8.7691,0.0,72.8356,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-07,-2,-1.8869583129893517,0.0,8.2787,0.0,68.3542,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-08,-2,-2.0317063527500276,0.0,8.6941,0.0,79.8374,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-09,-2,-2.2790443375895117,0.0,9.578,0.0,107.3469,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-10,-2,-2.138291636919024,0.0,10.3754,0.0,128.9711,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-11,-2,-1.5107881687334441,0.0,11.7205,0.0,124.085,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-12,-2,-1.5264017878045586,0.0,11.9265,0.0,136.6139,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-13,0,-0.39043554579042916,0.0,16.6377,0.0,133.3496,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-14,0,-0.5094937032321546,0.0,16.072,0.0,135.8623,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-15,0,-0.6054435871147072,0.0,14.6826,0.0,130.303,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-16,0,-0.5988395303297455,0.0,14.3907,0.0,130.183,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-17,-1,-1.09892146830792,5228.518822797253,15.3015,-483.92562189983005,165.3233,200000,160008.36153406434,-39991.638465935655,0.8000418076703217
2021-02-18,-2,-1.5313062954385341,0.0,14.9458,0.0,195.6,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
2021-02-19,-2,-2.2370628109659667,0.0,15.3876,0.0,333.111,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
2021-02-20,-2,-1.6398828645773342,0.0,15.0833,0.0,253.0,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
2021-02-21,-2,-1.650106679367649,0.0,15.669,0.0,295.2597,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
2021-02-22,-2,-1.5315382252179157,0.0,13.9359,0.0,267.5147,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
2021-02-23,-2,-1.5062476229934538,0.0,11.3651,0.0,231.3646,200000,176519.81655590792,-23480.18344409208,0.8825990827795396
