date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-03-01,0,0.5155127043269423,0.0,0.0006107,0.0,49.1,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-02,0,0.06506645862944371,0.0,0.0006394,0.0,52.33,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-03,0,0.3804732951781158,0.0,0.000631,0.0,50.78,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-04,0,0.8779097870543556,0.0,0.0006388,0.0,50.17,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-05,0,0.5453006616815793,0.0,0.0006517,0.0,51.84,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-06,0,-0.11536379693936193,0.0,0.0006483,0.0,53.3,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-07,0,0.9968769110954031,0.0,0.0006335,0.0,50.59,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-08,1,1.1481648228817896,-210440721.08054313,0.0005399,2652.742127279599,42.83,200000,227233.89062277044,27233.890622770443,1.1361694531138522
2020-03-09,1,1.1081579167692899,-210440721.08054313,0.0005328,2652.742127279599,42.18,200000,224015.47912036686,24015.479120366857,1.1200773956018342
2020-03-10,2,2.0227584369486866,0.0,0.0005435,0.0,41.4,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-11,2,1.5817032005325904,0.0,0.0005245,0.0,40.24,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-12,-2,-2.321113322514504,0.0,0.0002819,0.0,25.45,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-13,0,-0.9162053964604749,0.0,0.0003223,0.0,27.34,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-14,0,0.09577751776412793,0.0,0.0003081,0.0,24.95,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-15,0,-0.4019287775043675,0.0,0.0003117,0.0,25.68,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-16,-2,-1.9275664344076648,0.0,0.0002807,0.0,24.68,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-17,0,-0.9572254452988208,0.0,0.0002965,0.0,25.06,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-18,-2,-2.993993791852417,0.0,0.0003,0.0,29.73,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-19,-2,-2.1543714462087173,0.0,0.0003304,0.0,31.95,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-20,-2,-2.22562144839694,0.0,0.0003259,0.0,33.08,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-21,-2,-1.922608195247731,0.0,0.0003237,0.0,33.03,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-22,-2,-1.2764687801374324,0.0,0.0003046,0.0,29.49,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-23,-2,-1.2395211283273282,0.0,0.0003273,0.0,32.05,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-24,-1,-1.1270374202253837,346464721.16692114,0.0003345,-3534.3839350513917,32.79,200000,231784.89846067026,31784.898460670258,1.1589244923033513
2020-03-25,-2,-1.222971940562936,0.0,0.0003198,0.0,32.2,200000,234792.64334014367,34792.643340143666,1.1739632167007183
2020-03-26,-1,-1.0413273042612707,361108341.0337491,0.0003251,-3616.64576925668,32.46,200000,234792.64334014367,34792.643340143666,1.1739632167007183
2020-03-27,-1,-0.9274168130802395,361108341.0337491,0.0003112,-3616.64576925668,31.01,200000,224529.10103435238,24529.10103435238,1.1226455051717619
2020-03-28,-1,-0.47072600814333426,361108341.0337491,0.0003188,-3616.64576925668,30.38,200000,224995.03759157716,24995.03759157716,1.1249751879578858
2020-03-29,0,0.004129746986025877,0.0,0.0003091,0.0,28.22,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-03-30,0,-0.03503941989438246,0.0,0.0003298,0.0,30.54,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-03-31,0,0.25609837446488154,0.0,0.0003378,0.0,30.9,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-01,0,-0.0876528504060365,0.0,0.0003331,0.0,31.32,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-02,0,-0.5157507754828925,0.0,0.0003299,0.0,32.23,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-03,0,-0.5582097012604352,0.0,0.0003317,0.0,32.66,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-04,0,-0.8285880817018126,0.0,0.0003292,0.0,33.03,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-05,0,-0.5015289651315838,0.0,0.0003285,0.0,32.52,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-06,-2,-2.1381296722094123,0.0,0.0003525,0.0,37.56,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-07,-2,-1.7997332546761786,0.0,0.0003431,0.0,36.45,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-08,-2,-1.4758229023618803,0.0,0.0003585,0.0,37.86,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-09,-2,-2.167885955254067,0.0,0.0003647,0.0,40.71,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-10,-2,-1.3634874873875917,0.0,0.0003415,0.0,36.62,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-11,-1,-1.1783437134705834,332500441.00241417,0.0003387,-3110.9916952352946,36.2,200000,225235.79873503535,25235.79873503535,1.1261789936751767
2020-04-12,-2,-1.3055678559769333,0.0,0.0003346,0.0,36.38,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-13,0,-0.8436835244381559,0.0,0.000337,0.0,35.75,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-14,0,-0.7479095264196209,0.0,0.0003357,0.0,35.51,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-15,0,-0.8946261561132615,0.0,0.0003268,0.0,35.08,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-16,-2,-1.6544750024367652,0.0,0.0003363,0.0,38.74,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-17,-2,-1.8310044549071418,0.0,0.0003376,0.0,40.4,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-18,-2,-1.8702379956976303,0.0,0.0003437,0.0,42.13,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-19,-2,-2.522154020301955,0.0,0.0003348,0.0,46.44,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-20,-2,-1.9908509752443995,0.0,0.000312,0.0,41.89,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-21,-2,-1.7538224849485087,0.0,0.0003146,0.0,42.09,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-22,-2,-1.9496813994688647,0.0,0.0003193,0.0,45.53,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-23,-2,-1.4712751908501076,0.0,0.0003251,0.0,44.46,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-24,-1,-1.1043552898098017,340772620.83451486,0.0003333,-2576.667752362609,44.08,200000,227159.0290482876,27159.0290482876,1.135795145241438
2020-04-25,-1,-0.9468466155339246,340772620.83451486,0.000341,-2576.667752362609,44.7,200000,231380.5122351782,31380.512235178205,1.156902561175891
2020-04-26,-1,-0.737045166476299,340772620.83451486,0.0003455,-2576.667752362609,44.59,200000,232630.55557617365,32630.555576173647,1.1631527778808683
2020-04-27,-1,-0.6320401508594867,340772620.83451486,0.0003457,-2576.667752362609,44.46,200000,232363.74329253339,32363.743292533385,1.161818716462667
2020-04-28,-1,-0.6623455905502972,340772620.83451486,0.0003426,-2576.667752362609,44.62,200000,231719.61500832438,31719.615008324385,1.1585980750416218
2020-04-29,-1,-0.5894999226242312,340772620.83451486,0.0003616,-2576.667752362609,47.07,200000,244507.1307974686,44507.13079746859,1.2225356539873429
2020-04-30,-1,-0.3335812392406906,340772620.83451486,0.000351,-2576.667752362609,44.76,200000,234942.8385086651,34942.838508665096,1.1747141925433255
2020-05-01,0,-0.15826180382930646,0.0,0.0003623,0.0,45.73,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-02,2,1.8195105519923687,0.0,0.0004421,0.0,46.5,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-03,2,3.01505548376848,0.0,0.0005045,0.0,44.78,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-04,2,3.144707521937406,0.0,0.0005696,0.0,44.02,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-05,2,2.332788572097406,0.0,0.0005493,0.0,43.84,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-06,2,1.6784628092318628,0.0,0.0004995,0.0,42.3,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-07,2,1.6852030655843713,0.0,0.0005433,0.0,44.17,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-08,1,1.0759324552760339,-210138612.06173873,0.0005271,2368.778067103133,46.76,200000,221528.12483548495,21528.124835484952,1.1076406241774248
2020-05-09,1,1.0787575595414283,-210138612.06173873,0.0005186,2368.778067103133,45.0,200000,215572.89723485868,15572.897234858683,1.0778644861742934
2020-05-10,1,0.949838570685552,-210138612.06173873,0.0004688,2368.778067103133,40.9,200000,195396.00427906125,-4603.99572093875,0.9769800213953063
2020-05-11,2,1.2206472359373,0.0,0.0004898,0.0,39.68,200000,230460.9033206723,30460.90332067231,1.1523045166033616
2020-05-12,0,0.8623383457889626,0.0,0.0004961,0.0,42.21,200000,230460.9033206723,30460.90332067231,1.1523045166033616
2020-05-13,0,0.9528043958808001,0.0,0.0005215,0.0,42.89,200000,230460.9033206723,30460.90332067231,1.1523045166033616
2020-05-14,0,0.7753674613175273,0.0,0.0005167,0.0,43.2,200000,230460.9033206723,30460.90332067231,1.1523045166033616
2020-05-15,1,1.0121385843080313,-217415946.52893615,0.00053,2752.1005889738753,41.87,200000,230460.9033206723,30460.90332067231,1.1523045166033616
2020-05-16,1,0.8696440816637963,-217415946.52893615,0.0005333,2752.1005889738753,42.51,200000,232939.7203211611,32939.72032116109,1.1646986016058054
2020-05-17,1,0.33704940667145467,-217415946.52893615,0.000539,2752.1005889738753,46.25,200000,244471.8474191383,44471.8474191383,1.2223592370956915
2020-05-18,0,-0.03522718222029277,0.0,0.0005363,0.0,48.07,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-19,0,-0.28864692451340795,0.0,0.0005372,0.0,48.97,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-20,0,-0.6655361670960933,0.0,0.0005203,0.0,48.39,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-21,0,-0.6554494755936598,0.0,0.0005134,0.0,46.0,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-22,0,-0.88245516847117,0.0,0.000535,0.0,47.7,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-23,0,-0.8519995256550221,0.0,0.0005269,0.0,46.91,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-24,0,0.17167054690673883,0.0,0.0005315,0.0,45.0,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-25,1,1.1100442515775362,-189757554.45499784,0.0005659,2337.4793222917565,45.94,200000,214767.60013216658,14767.600132166583,1.073838000660833
2020-05-26,2,1.4002457090513158,0.0,0.0005634,0.0,44.85,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-05-27,0,0.6131834164436087,0.0,0.0005584,0.0,46.21,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-05-28,0,0.2621253841268494,0.0,0.0005685,0.0,47.73,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-05-29,0,0.40607925067374995,0.0,0.00056,0.0,46.6,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-05-30,-2,-1.725665862661479,0.0,0.0005828,0.0,54.55,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-05-31,0,0.7120949892585403,0.0,0.000627,0.0,51.51,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-06-01,0,-0.383572436759052,0.0,0.000628,0.0,54.65,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-06-02,0,0.6307154446707159,0.0,0.0006233,0.0,51.48,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-06-03,0,0.9617100022540435,0.0,0.000652,0.0,52.83,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-06-04,1,1.108235165790543,-167367288.28907615,0.0006478,2075.4312663411856,52.24,200000,216841.05870732706,16841.058707327058,1.0842052935366353
2020-06-05,1,0.7328740425158168,-167367288.28907615,0.000638,2075.4312663411856,52.57,200000,215885.75159998672,15885.751599986717,1.0794287579999335
2020-06-06,1,0.576625559272589,-167367288.28907615,0.0006376,2075.4312663411856,52.83,200000,216358.4168139198,16358.416813919786,1.081792084069599
2020-06-07,1,0.43992320820888864,-167367288.28907615,0.0006279,2075.4312663411856,52.21,200000,213448.18673238423,13448.18673238423,1.067240933661921
2020-06-08,1,0.6282266192566033,-167367288.28907615,0.0006394,2075.4312663411856,52.5,200000,215974.78561494756,15974.785614947556,1.0798739280747378
2020-06-09,1,0.6206123720267331,-167367288.28907615,0.0006348,2075.4312663411856,51.98,200000,214125.67183032038,14125.671830320382,1.070628359151602
2020-06-10,0,-0.8471338895152399,0.0,0.0006364,0.0,55.21,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-11,0,-0.667223633838878,0.0,0.0005783,0.0,49.64,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-12,0,-0.5934710225276878,0.0,0.0006051,0.0,51.61,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-13,0,-0.9584703077571004,0.0,0.00061,0.0,52.81,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-14,0,-0.7468598629870508,0.0,0.0005931,0.0,51.1,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-15,-2,-1.2455332380263149,0.0,0.0005923,0.0,52.2,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-16,-2,-1.7622860160990221,0.0,0.0005834,0.0,52.97,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-17,-2,-1.5708738088873304,0.0,0.0005821,0.0,52.91,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-18,-2,-1.2064928608604004,0.0,0.0005773,0.0,51.95,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-19,-2,-1.5635210022509478,0.0,0.0005653,0.0,51.41,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-20,-1,-1.0105757473640704,181223125.65954712,0.000576,-2030.8272447451195,51.4,200000,208769.04075979828,8769.040759798285,1.0438452037989914
2020-06-21,-1,-0.7545489724467678,181223125.65954712,0.0005715,-2030.8272447451195,50.51,200000,206146.10044650716,6146.10044650716,1.0307305022325357
2020-06-22,-2,-1.30908894987907,0.0,0.0005875,0.0,53.53,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-23,-2,-2.5965736119296574,0.0,0.0005815,0.0,58.23,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-24,-2,-1.959131926200421,0.0,0.0005625,0.0,55.2,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-25,-2,-1.8885482939900748,0.0,0.0005608,0.0,55.81,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-26,-2,-1.8090753157164086,0.0,0.0005526,0.0,55.7,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-27,-2,-1.2963129030263385,0.0,0.0005318,0.0,52.24,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-28,0,-0.9979643324420936,0.0,0.000535,0.0,51.81,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-29,0,-0.9060930282246672,0.0,0.000542,0.0,52.42,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-06-30,0,-0.9412001971575902,0.0,0.0005276,0.0,51.44,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-01,0,-0.33639870779819364,0.0,0.000549,0.0,51.86,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-02,0,-0.03404149603622066,0.0,0.0005484,0.0,51.18,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-03,0,-0.04737349501686771,0.0,0.0005451,0.0,51.11,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-04,0,0.1886644556362313,0.0,0.000552,0.0,51.43,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-05,0,0.6473959679403068,0.0,0.000558,0.0,51.16,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-06,0,-0.854117543501092,0.0,0.0005672,0.0,55.55,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-07,-1,-1.0279509119815877,189894381.61088967,0.0005556,-1915.4923460967736,55.08,200000,211010.63684602058,11010.636846020585,1.055053184230103
2020-07-08,0,0.8730005610539477,0.0,0.0006315,0.0,57.94,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-09,2,3.7873742074490915,0.0,0.0008031,0.0,56.86,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-10,2,2.176299217491226,0.0,0.0007321,0.0,56.07,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-11,2,1.7451560310354646,0.0,0.0007172,0.0,55.84,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-12,0,0.8870510928575741,0.0,0.0007,0.0,58.65,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-13,0,0.5008360858111164,0.0,0.000708,0.0,61.26,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-14,0,0.4716270045370374,0.0,0.0007188,0.0,62.02,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-15,0,0.050357546805565326,0.0,0.0006824,0.0,61.14,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-16,1,1.073565957934021,-137466640.40244275,0.000735,1709.6105024669275,59.1,200000,202075.96139159083,2075.9613915908267,1.0103798069579542
2020-07-17,1,0.709563516101556,-137466640.40244275,0.0007209,1709.6105024669275,59.5,200000,200821.52596290316,821.5259629031643,1.0041076298145157
2020-07-18,1,0.4213901941661742,-137466640.40244275,0.0007007,1709.6105024669275,59.06,200000,197292.47120568837,-2707.5287943116273,0.9864623560284419
2020-07-19,1,0.8515953466349981,-137466640.40244275,0.0007258,1709.6105024669275,58.38,200000,199580.34873811217,-419.65126188783324,0.9979017436905608
2020-07-20,1,0.7501057789098081,-137466640.40244275,0.0007081,1709.6105024669275,57.05,200000,194873.4072347079,-5126.592765292095,0.9743670361735395
2020-07-21,1,0.3882672149154156,-137466640.40244275,0.0007553,1709.6105024669275,62.45,200000,210593.72937502465,10593.729375024646,1.0529686468751231
2020-07-22,1,0.2587891480163266,-137466640.40244275,0.0007726,1709.6105024669275,64.28,200000,216100.48947350137,16100.489473501366,1.080502447367507
2020-07-23,1,0.5116850847154374,-137466640.40244275,0.0007841,1709.6105024669275,63.51,200000,216364.95575122995,16364.95575122995,1.0818247787561497
2020-07-24,1,0.35223698224649613,-137466640.40244275,0.0007721,1709.6105024669275,63.01,200000,213860.55081516714,13860.550815167138,1.0693027540758357
2020-07-25,0,-0.35296055155180944,0.0,0.0007637,0.0,65.69,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-26,0,-0.804513313016865,0.0,0.0007493,0.0,66.15,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-27,-2,-2.212260680962163,0.0,0.0007187,0.0,70.77,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-28,-2,-1.3285165114736162,0.0,0.000769,0.0,70.57,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-29,-2,-1.8365502117469168,0.0,0.0007538,0.0,72.13,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-30,-2,-1.2642489718152403,0.0,0.0007611,0.0,70.48,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-07-31,-2,-1.8853924823455965,0.0,0.0007611,0.0,74.9,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
2020-08-01,-2,-2.5344034508967854,0.0,0.000811,0.0,89.37,200000,194754.92075988388,-5245.079240116116,0.9737746037994194
