date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-01-30,0,0.32009746851506604,0.0,0.294,0.0,67.98,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-01-31,0,0.26823544868801025,0.0,0.2942,0.0,68.0,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-01,0,0.1886647356829247,0.0,0.3059,0.0,70.72,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-02,0,0.3757119413690943,0.0,0.3083,0.0,69.93,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-03,2,1.7102772253613765,0.0,0.3363,0.0,69.65,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-04,2,1.6613180496740891,0.0,0.3319,0.0,68.07,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-05,0,0.27446890848107725,0.0,0.3267,0.0,72.59,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-06,0,0.16479121644740483,0.0,0.3309,0.0,73.6,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-07,0,-0.6387494735730705,0.0,0.3209,0.0,74.3,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-08,-2,-1.773899332001055,0.0,0.3073,0.0,76.56,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-09,0,-0.9904709311730544,0.0,0.3226,0.0,77.0,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-10,0,-0.5679439301886607,0.0,0.3178,0.0,74.02,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-11,0,-0.38494857112302827,0.0,0.3322,0.0,76.46,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-12,-2,-1.2545145257347718,0.0,0.3327,0.0,81.17,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-13,-2,-1.460482046497151,0.0,0.3224,0.0,80.55,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-14,-2,-1.641011712431165,0.0,0.3232,0.0,83.14,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-15,-2,-1.7826473246751235,0.0,0.2883,0.0,76.7,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-16,-2,-1.6776163522951342,0.0,0.2774,0.0,74.67,200000,208913.9747034484,8913.974703448388,1.044569873517242
2020-02-17,-1,-1.1553341181011882,368584.9941839245,0.2834,-1422.925859579406,73.41,200000,208913.97470344842,8913.974703448417,1.0445698735172422
2020-02-18,-2,-1.378575896586491,0.0,0.2905,0.0,77.25,200000,211761.05654552745,11761.056545527448,1.0588052827276373
2020-02-19,-1,-1.1806084061384257,396259.46209866664,0.2672,-1499.5118010588262,70.61,200000,211761.05654552745,11761.056545527448,1.0588052827276373
2020-02-20,-1,-0.9616006276510276,396259.46209866664,0.2656,-1499.5118010588262,69.4,200000,209312.63212688843,9312.632126888435,1.046563160634442
2020-02-21,-2,-1.2871693324041762,0.0,0.2681,0.0,73.25,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-22,-2,-1.2622098365924916,0.0,0.2704,0.0,74.79,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-23,-2,-1.4889952503567851,0.0,0.2777,0.0,79.52,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-24,-2,-1.5327426231976131,0.0,0.2621,0.0,75.59,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-25,-2,-1.3552239688083232,0.0,0.2476,0.0,70.98,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-26,-1,-1.0738268205350459,500611.6554728822,0.2151,-1778.9784750077147,60.53,200000,215363.13418443393,15363.134184433933,1.0768156709221697
2020-02-27,-2,-1.2231076448973064,0.0,0.2151,0.0,61.77,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-02-28,0,-0.6862844845852519,0.0,0.2161,0.0,59.89,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-02-29,0,-0.4383033655312776,0.0,0.2122,0.0,58.05,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-01,0,-0.3803462381970702,0.0,0.2106,0.0,57.7,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-02,0,-0.2728222367863136,0.0,0.2244,0.0,61.42,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-03,0,-0.09798229408271994,0.0,0.2236,0.0,61.01,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-04,0,0.13331959575508676,0.0,0.2222,0.0,60.38,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-05,0,0.11933135864925239,0.0,0.2275,0.0,62.06,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-06,0,0.27768147307636754,0.0,0.2326,0.0,63.22,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-07,0,0.34588031151607346,0.0,0.2228,0.0,60.46,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-08,1,1.1245618768784909,-567768.9652751657,0.1916,2133.0300734651323,51.0,200000,217569.0674934435,17569.067493443494,1.0878453374672175
2020-03-09,2,1.551025941300797,0.0,0.1919,0.0,50.39,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-10,2,2.34977293728969,0.0,0.1978,0.0,50.26,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-11,2,2.544781995916444,0.0,0.1952,0.0,48.53,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-12,0,-0.1382630539240422,0.0,0.1086,0.0,29.83,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-13,-2,-1.2825815873638307,0.0,0.1299,0.0,37.52,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-14,0,-0.2953517850240043,0.0,0.1244,0.0,34.4,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-15,-2,-2.013739205193478,0.0,0.1215,0.0,36.38,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-16,-2,-2.030261498580054,0.0,0.1094,0.0,33.2,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-17,0,-0.5960993892774399,0.0,0.1206,0.0,34.07,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-18,0,-0.05033791643777759,0.0,0.1264,0.0,34.71,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-19,0,0.9170497090579296,0.0,0.1485,0.0,38.9,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-20,0,0.3627773543463695,0.0,0.1419,0.0,38.08,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-21,0,-0.2785563714382755,0.0,0.1385,0.0,38.32,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-22,0,-0.5655171598946972,0.0,0.126,0.0,35.4,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-23,0,0.11099801999790043,0.0,0.1432,0.0,38.94,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-24,0,-0.5041145875635533,0.0,0.1446,0.0,40.57,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-25,0,-0.29552685816473007,0.0,0.1409,0.0,39.17,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-26,0,-0.2931774199949417,0.0,0.1452,0.0,40.41,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-27,0,-0.3776076124065212,0.0,0.1359,0.0,38.04,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-28,0,-0.25370995532435536,0.0,0.1394,0.0,38.87,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-29,0,-0.4339642798868283,0.0,0.1315,0.0,37.11,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-30,0,0.19268041206769487,0.0,0.1413,0.0,38.91,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-03-31,0,0.7204274246007756,0.0,0.1434,0.0,39.08,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-01,2,1.2981332417982383,0.0,0.1471,0.0,39.23,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-02,0,0.8301613432537434,0.0,0.1476,0.0,39.86,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-03,0,0.6665437212995955,0.0,0.1492,0.0,40.46,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-04,0,0.5561809153465345,0.0,0.1499,0.0,40.71,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-05,0,0.5897943746860627,0.0,0.1486,0.0,40.31,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-06,0,0.5340869608385694,0.0,0.1661,0.0,45.04,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-07,0,0.17487860476628034,0.0,0.164,0.0,44.77,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-08,0,0.8247006262056978,0.0,0.172,0.0,46.55,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-09,2,1.4293380038428276,0.0,0.1725,0.0,46.21,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-10,2,2.2078744555439616,0.0,0.1611,0.0,42.25,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-11,2,1.4256366941039138,0.0,0.1603,0.0,42.54,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-12,2,2.095364310901316,0.0,0.1616,0.0,42.0,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-13,2,1.9126123431498117,0.0,0.159,0.0,41.22,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-14,2,1.45694658279621,0.0,0.158,0.0,41.22,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-15,0,0.7500121771981751,0.0,0.1481,0.0,39.22,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-16,0,-0.2318546089533249,0.0,0.1572,0.0,42.53,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-17,0,-0.27391391293355283,0.0,0.1561,0.0,42.19,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-18,0,-0.639901661409144,0.0,0.1627,0.0,44.14,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-19,0,-0.6664503726689354,0.0,0.1558,0.0,42.23,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-20,0,-0.7465854412819606,0.0,0.1482,0.0,40.21,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-21,0,0.13415688196830683,0.0,0.1518,0.0,40.59,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-22,0,-0.014901024632254005,0.0,0.156,0.0,41.8,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-23,0,-0.5581292650332658,0.0,0.159,0.0,42.98,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-24,0,0.4677144372807411,0.0,0.1677,0.0,44.53,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-25,2,1.3694885779592778,0.0,0.17,0.0,44.38,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-26,2,2.6235587594490126,0.0,0.1764,0.0,44.52,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-27,2,1.7478662244589283,0.0,0.174,0.0,44.46,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-28,0,0.341600722393066,0.0,0.1738,0.0,45.69,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-29,0,0.3554392329512239,0.0,0.1859,0.0,48.81,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-04-30,0,0.3702617027695445,0.0,0.1765,0.0,46.33,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-01,0,0.9041829171284084,0.0,0.1816,0.0,47.07,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-02,2,1.260979259217829,0.0,0.1915,0.0,49.2,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-03,0,0.22021358388485338,0.0,0.1827,0.0,48.05,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-04,2,1.2862937206318361,0.0,0.183,0.0,46.96,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-05,2,2.2860736674923685,0.0,0.1876,0.0,46.54,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-06,2,1.3459695981547217,0.0,0.1776,0.0,44.94,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-07,0,0.7706121692564583,0.0,0.1848,0.0,47.37,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-08,2,2.9685660774952054,0.0,0.2027,0.0,47.69,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-09,2,2.199732525804581,0.0,0.1976,0.0,46.95,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-10,2,2.517692276694431,0.0,0.1834,0.0,42.06,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-11,2,1.6984982775248443,0.0,0.1768,0.0,41.51,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-12,2,2.07579877451865,0.0,0.1859,0.0,42.18,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-13,2,1.9681091767841292,0.0,0.1923,0.0,43.18,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-14,2,2.5526966029892226,0.0,0.2092,0.0,43.98,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-15,2,1.8032020491280258,0.0,0.198,0.0,42.74,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-16,2,1.3781409159509979,0.0,0.1971,0.0,43.25,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-17,2,1.248595267653744,0.0,0.1994,0.0,43.71,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-18,0,0.972983219371935,0.0,0.2042,0.0,45.32,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-19,0,0.6326973197910456,0.0,0.2022,0.0,45.73,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-20,0,0.8071565727874354,0.0,0.1992,0.0,44.25,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-21,0,0.40939328025027977,0.0,0.1882,0.0,42.73,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-22,0,0.8920004490864423,0.0,0.202,0.0,44.23,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-23,0,0.7356820433939576,0.0,0.1992,0.0,43.85,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-24,0,0.5037411601912452,0.0,0.1895,0.0,42.08,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-25,0,0.8621162680296413,0.0,0.1978,0.0,42.97,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-26,0,0.77874351609546,0.0,0.1943,0.0,42.27,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-27,0,0.04903046489133347,0.0,0.1967,0.0,43.85,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-28,0,0.35708694655758666,0.0,0.2032,0.0,44.77,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-29,0,0.1408101787488737,0.0,0.2012,0.0,44.47,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-30,0,0.6266240481752513,0.0,0.2188,0.0,47.72,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-05-31,2,2.5778244159810835,0.0,0.2197,0.0,45.61,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-01,2,2.6092319633191408,0.0,0.2364,0.0,48.25,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-02,2,2.8849882585769224,0.0,0.2338,0.0,45.99,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-03,2,3.02676458338078,0.0,0.2515,0.0,47.16,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-04,2,2.1871858870360126,0.0,0.2492,0.0,47.43,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-05,2,1.5728412915696115,0.0,0.2411,0.0,46.83,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-06,2,1.549476316964789,0.0,0.2435,0.0,46.79,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-07,2,1.294169110883133,0.0,0.2412,0.0,46.63,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-08,2,1.2458210644519367,0.0,0.2415,0.0,46.43,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-09,2,1.586445789850837,0.0,0.2469,0.0,45.87,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-10,2,1.4212621069636888,0.0,0.2509,0.0,46.63,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-11,0,0.6510123682849926,0.0,0.2222,0.0,43.22,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-12,0,0.27107543968069525,0.0,0.2251,0.0,44.72,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-13,0,0.32059041545785066,0.0,0.2287,0.0,45.08,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-14,0,0.11376025927063822,0.0,0.2215,0.0,44.05,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-15,0,-0.09968082002544776,0.0,0.218,0.0,43.73,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-16,0,-0.1611719537732629,0.0,0.2193,0.0,43.88,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-17,0,0.14693669793791936,0.0,0.2248,0.0,44.07,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-18,0,0.27393196872056175,0.0,0.2237,0.0,43.43,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-19,0,-0.08126429218782509,0.0,0.2193,0.0,42.89,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-20,-1,-1.0248240136271412,502847.90295647335,0.2178,-2513.6624572852857,43.57,200000,219040.5465278398,19040.54652783979,1.0952027326391989
2020-06-21,-1,-0.6552372449843635,502847.90295647335,0.2177,-2513.6624572852857,43.0,200000,217557.47413689154,17557.474136891542,1.0877873706844576
2020-06-22,0,0.7627725550577555,0.0,0.2323,0.0,44.3,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-23,0,0.2960311766014334,0.0,0.2287,0.0,44.18,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-24,0,0.2032282027049652,0.0,0.2201,0.0,42.65,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-25,0,0.5431162933887096,0.0,0.2203,0.0,42.35,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-26,-2,-1.2003361640797277,0.0,0.215,0.0,43.09,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-27,-2,-1.3962172089398628,0.0,0.2031,0.0,41.06,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-28,0,-0.518913391351638,0.0,0.2088,0.0,41.37,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-29,0,0.3057074264665616,0.0,0.2148,0.0,41.87,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-06-30,2,3.219294366924269,0.0,0.2266,0.0,41.17,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-01,2,2.5511796078425166,0.0,0.2305,0.0,41.77,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-02,2,2.3497353082643606,0.0,0.2292,0.0,41.05,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-03,2,1.572457172861823,0.0,0.2255,0.0,41.14,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-04,2,2.2050306990937556,0.0,0.2403,0.0,42.11,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-05,2,1.7327515228179933,0.0,0.2353,0.0,41.58,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-06,2,1.3306383734904752,0.0,0.2467,0.0,44.06,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-07,2,1.3318765280754123,0.0,0.2447,0.0,43.39,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-08,2,1.2511952103637207,0.0,0.2565,0.0,45.35,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-09,2,1.414992799699031,0.0,0.2548,0.0,44.33,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-10,0,0.9973112723195275,0.0,0.2507,0.0,44.3,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-11,0,0.6735643552409672,0.0,0.2499,0.0,44.69,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-12,0,0.6976998292020351,0.0,0.2511,0.0,44.7,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-13,0,0.8056691787756153,0.0,0.249,0.0,43.92,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-14,0,0.7268156504170017,0.0,0.2488,0.0,43.88,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-15,0,0.6182913798116766,0.0,0.2453,0.0,43.33,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-16,0,0.840467858919941,0.0,0.2413,0.0,42.09,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-17,0,0.9340540717007069,0.0,0.2411,0.0,41.9,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-18,0,0.07833130643112542,0.0,0.2386,0.0,42.45,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-19,2,1.97340103471552,0.0,0.2478,0.0,42.64,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-20,2,2.82937412230866,0.0,0.2501,0.0,41.94,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-21,2,2.817495759405103,0.0,0.2655,0.0,43.77,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-22,2,2.775746499218374,0.0,0.2787,0.0,44.96,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-23,2,2.3720519859510603,0.0,0.2796,0.0,44.94,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-24,2,1.3427218314094203,0.0,0.267,0.0,44.11,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-25,0,-0.839720021457115,0.0,0.2755,0.0,49.16,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-26,0,-0.9024749929898249,0.0,0.2689,0.0,48.1,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-27,-2,-2.5833708517493132,0.0,0.271,0.0,53.28,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-28,-2,-2.612338654149651,0.0,0.2711,0.0,55.75,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-29,-2,-1.4674352028976234,0.0,0.2854,0.0,55.16,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-30,-1,-1.049665749824841,355855.0908510316,0.3001,-1881.7993438659837,56.75,200000,213584.22552878916,13584.22552878916,1.0679211276439458
2020-07-31,-2,-1.3126085250293344,0.0,0.2993,0.0,58.13,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-01,-2,-1.3150055850272773,0.0,0.3142,0.0,61.65,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-02,-2,-1.2277039714500848,0.0,0.2884,0.0,56.77,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-03,0,-0.9864364737797021,0.0,0.3007,0.0,58.48,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-04,0,-0.5007987104400702,0.0,0.307,0.0,57.61,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-05,0,-0.7743685205021014,0.0,0.3051,0.0,58.88,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-06,0,-0.3406766662359649,0.0,0.3157,0.0,59.03,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-07,0,0.20801738922688004,0.0,0.319,0.0,57.17,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-08,0,0.40018362550890896,0.0,0.3304,0.0,58.46,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-09,2,1.4367466507187987,0.0,0.348,0.0,56.96,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-10,2,2.197951253702628,0.0,0.3826,0.0,58.27,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-11,2,2.335529849163425,0.0,0.3681,0.0,54.1,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-12,2,2.3724754554569243,0.0,0.3849,0.0,54.52,200000,216465.79269600502,16465.792696005024,1.082328963480025
