date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-08-13,2,1.5071504983874,0.0,0.3771,0.0,57.14,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-14,2,2.0007315938128865,0.0,0.4074,0.0,56.78,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-15,2,1.560292947339454,0.0,0.4193,0.0,59.85,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-16,0,0.9794135370106559,0.0,0.4232,0.0,63.87,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-17,0,0.2899566757441434,0.0,0.4119,0.0,67.22,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-18,0,0.11275078722740285,0.0,0.3945,0.0,65.4,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-19,0,0.005851037717345967,0.0,0.3719,0.0,62.12,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-20,0,0.43102247897866325,0.0,0.3987,0.0,62.8,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-21,0,0.25727507080022616,0.0,0.3715,0.0,59.2,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-22,0,0.80904444796709,0.0,0.4036,0.0,60.21,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-23,0,0.19825569457713105,0.0,0.3852,0.0,60.55,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-24,0,0.06306983204773937,0.0,0.3925,0.0,62.02,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-25,0,-0.2878332123262484,0.0,0.3619,0.0,58.34,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-26,0,-0.5660511211155457,0.0,0.3566,0.0,58.1,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-27,0,-0.8921103155844504,0.0,0.3394,0.0,56.1,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-28,0,-0.9242503036687733,0.0,0.3494,0.0,57.38,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-29,0,-0.03461948479350616,0.0,0.3665,0.0,56.97,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-30,-2,-1.562758872435932,0.0,0.365,0.0,62.89,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-08-31,-1,-1.1148957341361976,299565.1711818503,0.3613,-1776.639795600829,60.92,200000,216465.79269600502,16465.792696005024,1.082328963480025
2020-09-01,-2,-1.30407471243169,0.0,0.3648,0.0,62.69,200000,218561.96703508202,18561.967035082023,1.09280983517541
2020-09-02,-1,-1.163558922857769,323220.8917998847,0.3381,-1882.2077767402861,58.06,200000,218561.96703508202,18561.967035082023,1.09280983517541
2020-09-03,-2,-1.2724604497729841,0.0,0.2732,0.0,47.28,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-04,-2,-1.391066131238039,0.0,0.2889,0.0,50.32,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-05,-2,-1.9108289906798142,0.0,0.2646,0.0,47.83,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-06,0,-0.3268532148178261,0.0,0.2863,0.0,47.92,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-07,0,-0.8071980391169428,0.0,0.2844,0.0,48.84,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-08,0,-0.7491346052752363,0.0,0.2767,0.0,47.47,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-09,0,-0.21010938525179718,0.0,0.2855,0.0,47.82,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-10,0,0.4524425777308636,0.0,0.2994,0.0,48.67,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-11,0,-0.007948886353423001,0.0,0.2931,0.0,48.96,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-12,0,-0.3913339455808472,0.0,0.2987,0.0,50.8,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-13,0,-0.5204768277656027,0.0,0.281,0.0,48.15,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-14,0,-0.6205636210046468,0.0,0.2847,0.0,49.08,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-15,-2,-1.2082163862109438,0.0,0.2736,0.0,48.31,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-16,-1,-1.060187890908333,404816.8446817472,0.2708,-2295.3182901971763,47.76,200000,219248.80307963426,19248.803079634265,1.0962440153981714
2020-09-17,-1,-0.5458320137469531,404816.8446817472,0.2812,-2295.3182901971763,48.85,200000,225960.7952006394,25960.795200639404,1.129803976003197
2020-09-18,-2,-1.3177851174311213,0.0,0.2735,0.0,48.54,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-19,-2,-1.3849156715708781,0.0,0.2719,0.0,48.52,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-20,-2,-1.3829553446183038,0.0,0.2627,0.0,47.09,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-21,-2,-1.3682541862381166,0.0,0.2398,0.0,43.16,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-22,-2,-1.614159534575978,0.0,0.2436,0.0,44.47,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-23,-2,-1.7129258601098436,0.0,0.2326,0.0,42.96,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-24,-1,-1.175053029500847,445415.44322670583,0.2469,-2448.1984179134834,44.92,200000,219946.14586534735,19946.145865347353,1.0997307293267369
2020-09-25,-1,-0.8776798051528137,445415.44322670583,0.2558,-2448.1984179134834,46.02,200000,226603.36156976988,26603.361569769884,1.1330168078488494
2020-09-26,0,-0.03343660798938703,0.0,0.263,0.0,46.03,200000,215492.45747328133,15492.457473281334,1.0774622873664066
2020-09-27,0,-0.3757084451009398,0.0,0.2597,0.0,46.05,200000,215492.45747328133,15492.457473281334,1.0774622873664066
2020-09-28,1,1.139570393424816,-401140.0920947158,0.2686,2382.1850262356993,45.23,200000,215492.45747328133,15492.457473281334,1.0774622873664066
2020-09-29,2,1.4277530720150624,0.0,0.2741,0.0,45.69,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-09-30,2,2.11194782919404,0.0,0.2833,0.0,46.24,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-01,0,0.9040585491544288,0.0,0.272,0.0,46.25,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-02,2,1.4015262412584348,0.0,0.2688,0.0,44.88,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-03,0,0.645081458402268,0.0,0.2659,0.0,45.51,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-04,0,0.8516207418257224,0.0,0.275,0.0,46.69,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-05,0,0.6091974879332744,0.0,0.2712,0.0,46.34,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-06,-1,-1.0487942207347078,427562.0269793404,0.2533,-2354.89152932957,45.99,200000,216602.92286773387,16602.92286773387,1.0830146143386694
2020-10-07,-1,-0.8690222438417519,427562.0269793404,0.2574,-2354.89152932957,46.55,200000,219674.6664347737,19674.66643477371,1.0983733321738685
2020-10-08,-1,-0.6883626831683406,427562.0269793404,0.2626,-2354.89152932957,47.21,200000,223452.2173844238,23452.2173844238,1.117261086922119
2020-10-09,-1,-0.29147753228729656,427562.0269793404,0.2699,-2354.89152932957,47.78,200000,227915.70835309083,27915.708353090828,1.139578541765454
2020-10-10,-1,-0.6052717266684338,427562.0269793404,0.2729,-2354.89152932957,48.88,200000,231788.77511629136,31788.775116291363,1.1589438755814567
2020-10-11,-1,-0.5732955765682173,427562.0269793404,0.2823,-2354.89152932957,50.48,200000,239575.6846168245,39575.684616824496,1.1978784230841224
2020-10-12,0,-0.17180772288047003,0.0,0.2877,0.0,50.58,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-13,0,-0.21356074780043904,0.0,0.2842,0.0,49.89,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-14,-2,-1.2990668200890212,0.0,0.2734,0.0,49.79,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-15,0,-0.8068865822731636,0.0,0.2767,0.0,49.53,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-16,0,-0.9623903689788499,0.0,0.2639,0.0,47.6,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-17,0,0.041656788527550774,0.0,0.2695,0.0,46.93,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-18,0,0.0416578291027472,0.0,0.2725,0.0,47.54,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-19,0,0.32788952665315085,0.0,0.2769,0.0,47.99,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-20,0,-0.45989204447717813,0.0,0.2635,0.0,46.88,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-21,-2,-2.208513397016632,0.0,0.2809,0.0,52.98,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-22,-2,-2.4179792193843297,0.0,0.2828,0.0,54.35,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-23,-2,-2.7590063978955595,0.0,0.2761,0.0,55.42,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-24,-2,-2.593231281108395,0.0,0.288,0.0,59.23,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-25,-2,-2.472681508814075,0.0,0.2782,0.0,58.84,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-26,-2,-1.8506559375780844,0.0,0.2738,0.0,56.82,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-27,-2,-1.6764690089431058,0.0,0.2775,0.0,57.91,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-28,-2,-1.4028542464524698,0.0,0.2692,0.0,55.77,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-29,-2,-1.4674500436222464,0.0,0.2595,0.0,54.87,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-30,-2,-1.2460338206909003,0.0,0.2571,0.0,54.01,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-10-31,-2,-1.5315358508345365,0.0,0.2539,0.0,55.72,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-11-01,-2,-1.3933060275497016,0.0,0.2527,0.0,55.6,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-11-02,-1,-1.1787032214580302,431097.97579908243,0.2467,-1976.8005693240452,53.8,200000,212703.74125926726,12703.741259267263,1.0635187062963363
2020-11-03,-1,-1.1350044459888338,431097.97579908243,0.2455,-1976.8005693240452,53.96,200000,212502.7117794002,12502.711779400212,1.0625135588970012
2020-11-04,-2,-1.4761570950617608,0.0,0.2359,0.0,54.67,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-05,-2,-1.4855144199886536,0.0,0.2492,0.0,58.95,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-06,-2,-1.363597395974203,0.0,0.2674,0.0,63.2,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-07,0,-0.9961000229667991,0.0,0.2573,0.0,58.9,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-08,0,-0.980511144537993,0.0,0.2662,0.0,61.02,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-09,-2,-1.3095171002352415,0.0,0.2514,0.0,59.23,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-10,0,-0.7780349433908615,0.0,0.2544,0.0,57.93,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-11,-2,-1.2873234657721389,0.0,0.2513,0.0,59.27,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-12,-2,-1.7168357839503285,0.0,0.2484,0.0,60.72,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-13,-2,-2.1441451258008466,0.0,0.2566,0.0,65.96,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-14,-2,-1.708318630601876,0.0,0.2515,0.0,63.85,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-15,-2,-1.2956095223419495,0.0,0.2503,0.0,62.28,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-16,-2,-2.632413557668248,0.0,0.2532,0.0,73.84,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-17,-2,-2.112353473985631,0.0,0.2658,0.0,76.32,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-18,-2,-1.7994515707687415,0.0,0.2572,0.0,73.42,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-19,-2,-2.33728962152394,0.0,0.2536,0.0,81.53,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-20,-2,-1.7937721372696354,0.0,0.266,0.0,82.53,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-21,0,-0.5623043278573456,0.0,0.3267,0.0,87.14,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-22,0,-0.2486268486718428,0.0,0.3196,0.0,82.87,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-23,0,0.3029514200225315,0.0,0.3612,0.0,89.03,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-24,0,0.9356210316715786,0.0,0.3845,0.0,89.25,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-25,0,0.999968079812601,0.0,0.3552,0.0,81.75,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-26,0,0.8514263781701759,0.0,0.3046,0.0,71.0,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-27,2,1.368539546836001,0.0,0.3126,0.0,69.15,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-28,2,1.614368152858588,0.0,0.3397,0.0,72.7,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-29,0,0.8611963192922356,0.0,0.3435,0.0,78.91,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-11-30,0,0.14992307554355672,0.0,0.3523,0.0,87.65,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-01,0,-0.2340306214922134,0.0,0.3263,0.0,85.08,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-02,0,-0.11514345744560726,0.0,0.3445,0.0,88.9,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-03,0,-0.012291763615982465,0.0,0.3489,0.0,89.0,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-04,0,0.27873012823318033,0.0,0.322,0.0,79.52,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-05,0,0.4040959375147438,0.0,0.3415,0.0,83.14,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-06,0,0.20194804060596577,0.0,0.3383,0.0,83.55,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-07,0,-0.40946902662999,0.0,0.3186,0.0,83.37,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-08,0,-0.28047564498482236,0.0,0.2991,0.0,76.76,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-09,0,-0.1981423252253055,0.0,0.3084,0.0,77.41,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-10,-1,-1.0044899286817208,384080.3223934244,0.2852,-1466.395019365524,74.7,200000,219079.41589320928,19079.415893209283,1.0953970794660464
2020-12-11,-1,-1.1246060162475284,384080.3223934244,0.2738,-1466.395019365524,72.2,200000,211034.9126695104,11034.912669510406,1.055174563347552
2020-12-12,-1,-1.0998619101143787,384080.3223934244,0.2907,-1466.395019365524,76.67,200000,224080.65585452318,24080.655854523182,1.120403279272616
2020-12-13,-2,-1.432597075062016,0.0,0.3014,0.0,82.28,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-14,-2,-1.2523432486116965,0.0,0.3025,0.0,82.35,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-15,0,-0.8676563131549149,0.0,0.3054,0.0,81.32,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-16,-2,-1.4498356765244143,0.0,0.3296,0.0,92.94,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-17,-2,-2.3718601668236916,0.0,0.3206,0.0,101.01,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-18,-2,-2.7113470844396588,0.0,0.3239,0.0,109.34,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-19,-2,-2.5267611435034385,0.0,0.3405,0.0,119.85,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-20,-2,-2.112371917613709,0.0,0.3243,0.0,114.58,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-21,-2,-1.6524591072778192,0.0,0.3044,0.0,104.45,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-22,-2,-1.8559165024018596,0.0,0.3072,0.0,114.32,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-23,-2,-1.7833023637569585,0.0,0.2647,0.0,102.45,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-24,-2,-1.4728582408973383,0.0,0.2944,0.0,111.13,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-25,-2,-1.8673627600849423,0.0,0.2926,0.0,127.78,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-26,-2,-1.7579479653823704,0.0,0.2867,0.0,129.61,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-27,-2,-1.3996508256798097,0.0,0.297,0.0,127.88,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-28,-2,-1.2099549606428512,0.0,0.3064,0.0,129.83,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-29,-1,-1.1244257721377906,370202.62630946527,0.3025,-869.4588079084878,128.8,200000,223972.58891722647,23972.588917226472,1.1198629445861323
2020-12-30,-1,-1.143817672798836,370202.62630946527,0.2954,-869.4588079084878,130.05,200000,222430.9737803149,22430.973780314904,1.1121548689015746
2020-12-31,-1,-0.8610461553744136,370202.62630946527,0.2964,-869.4588079084878,124.21,200000,217723.53696843877,17723.53696843877,1.0886176848421938
2021-01-01,-1,-0.9248237735490958,370202.62630946527,0.2912,-869.4588079084878,126.24,200000,217563.48469168379,17563.484691683785,1.0878174234584188
2021-01-02,-2,-1.237821866930815,0.0,0.2863,0.0,136.96,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-03,-2,-1.4731361751502308,0.0,0.3098,0.0,161.24,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-04,0,-0.8338983402353288,0.0,0.3433,0.0,155.34,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-05,0,-0.776232758152487,0.0,0.352,0.0,158.43,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-06,0,-0.5928403515074063,0.0,0.3819,0.0,168.92,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-07,0,-0.5138826320600438,0.0,0.3831,0.0,169.35,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-08,0,-0.8781602351064947,0.0,0.3693,0.0,172.19,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-09,0,0.4139288297211853,0.0,0.432,0.0,177.26,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-10,1,1.0063452869135043,-277593.2732271348,0.427,696.9620019285385,170.07,200000,237064.65533597308,37064.655335973075,1.1853232766798654
2021-01-11,2,1.8017690599894993,0.0,0.368,0.0,138.87,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-12,2,1.9040569918811772,0.0,0.3592,0.0,133.42,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-13,2,2.297500434419137,0.0,0.4151,0.0,147.38,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-14,2,1.84102512031465,0.0,0.4251,0.0,152.5,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-15,2,2.2540476858881444,0.0,0.4324,0.0,143.65,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-16,2,1.7796512329686371,0.0,0.425,0.0,143.52,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-17,2,1.7864949694648593,0.0,0.4357,0.0,142.8,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-18,2,1.771574083233194,0.0,0.4774,0.0,151.96,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-19,2,1.4417294063485557,0.0,0.4693,0.0,151.86,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-20,2,1.4379003348634272,0.0,0.4728,0.0,149.69,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-21,2,1.4317094962638397,0.0,0.4189,0.0,129.72,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-22,2,1.4583352230501667,0.0,0.4556,0.0,137.66,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-23,2,1.2862202203742725,0.0,0.451,0.0,137.67,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-24,1,1.0816189366480216,-265649.6457108728,0.4563,859.6265040626286,141.01,200000,242431.8666757425,42431.866675742494,1.2121593333787124
2021-01-25,1,0.7931731939271587,-265649.6457108728,0.4324,859.6265040626286,137.07,200000,232695.91171724588,32695.91171724588,1.1634795585862294
2021-01-26,1,0.8788657320995741,-265649.6457108728,0.4332,859.6265040626286,134.67,200000,230845.32782406424,30845.32782406424,1.154226639120321
2021-01-27,1,0.7539987919524769,-265649.6457108728,0.3915,859.6265040626286,122.44,200000,209254.50545323495,9254.505453234946,1.0462725272661748
2021-01-28,0,0.12271816692704086,0.0,0.4038,0.0,133.27,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-01-29,0,0.15193629118820265,0.0,0.4125,0.0,134.65,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-01-30,0,0.8082311603496732,0.0,0.4296,0.0,133.36,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-01-31,0,0.37689931711734204,0.0,0.4079,0.0,129.36,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-01,0,0.29698025480744333,0.0,0.4164,0.0,132.0,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-02,0,-0.7482595226182497,0.0,0.4304,0.0,141.98,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-03,-2,-2.071121369739387,0.0,0.453,0.0,155.93,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-04,0,-0.8474796588144317,0.0,0.4411,0.0,145.07,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-05,2,1.735677201256845,0.0,0.5176,0.0,155.05,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-06,2,2.99024534117889,0.0,0.5639,0.0,155.57,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-07,2,2.6310005285438818,0.0,0.5587,0.0,150.76,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-08,2,3.3904344722361723,0.0,0.7234,0.0,167.28,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-09,2,2.256816142839219,0.0,0.7522,0.0,181.49,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-10,2,2.9259239278515823,0.0,0.8853,0.0,181.56,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-11,2,3.3959194622469266,0.0,1.1757,0.0,183.62,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-12,2,2.496838092369156,0.0,1.2363,0.0,196.69,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-13,2,1.7644774970635873,0.0,1.3157,0.0,225.76,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-14,2,1.3709601617381928,0.0,1.1903,0.0,213.49,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-15,2,1.6005459942008724,0.0,1.2719,0.0,207.83,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-16,2,1.3211566976441917,0.0,1.2548,0.0,210.26,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-17,0,0.8553375730319158,0.0,1.3007,0.0,237.49,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-18,2,1.5194565713962898,0.0,1.4956,0.0,226.59,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-19,1,1.1620262829342978,-79059.50151885091,1.4871,497.12213407477043,236.5,200000,235138.76941736642,35138.76941736642,1.1756938470868321
2021-02-20,1,0.9174863565053465,-79059.50151885091,1.3788,497.12213407477043,226.65,200000,221679.97238223837,21679.972382238368,1.1083998619111919
2021-02-21,1,0.9126157774079153,-79059.50151885091,1.409,497.12213407477043,227.13,200000,224306.18795246354,24306.187952463544,1.1215309397623177
2021-02-22,1,0.89550989780021,-79059.50151885091,1.3115,497.12213407477043,208.32,200000,207247.01921242915,7247.01921242915,1.0362350960621458
2021-02-23,1,0.7153009851866579,-79059.50151885091,1.0921,497.12213407477043,177.34,200000,174500.5208655569,-25499.4791344431,0.8725026043277845
2021-02-24,1,1.0159813630223669,-79059.50151885091,1.1956,497.12213407477043,181.43,200000,184716.40880112376,-15283.591198876238,0.9235820440056188
2021-02-25,1,0.5088903215943283,-79059.50151885091,1.0979,497.12213407477043,179.36,200000,175963.25268519725,-24036.74731480275,0.8798162634259863
2021-02-26,1,0.9308294279703497,-79059.50151885091,1.1196,497.12213407477043,170.25,200000,173150.06122673515,-26849.938773264847,0.8657503061336758
2021-02-27,1,1.0492585842853681,-79059.50151885091,1.1489,497.12213407477043,171.76,200000,176217.15904369036,-23782.840956309636,0.8810857952184519
2021-02-28,1,1.1738308665396608,-79059.50151885091,1.1247,497.12213407477043,165.22,200000,171052.7403500852,-28947.259649914806,0.855263701750426
2021-03-01,2,1.4613632782024963,0.0,1.2144,0.0,175.89,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-02,0,0.874890090739825,0.0,1.1847,0.0,179.08,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-03,0,0.5253044367422502,0.0,1.2171,0.0,187.64,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-04,2,1.6979298892203083,0.0,1.2712,0.0,180.67,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-05,2,2.092114574249694,0.0,1.3285,0.0,180.23,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-06,2,1.2093890393391726,0.0,1.2805,0.0,182.85,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-07,0,0.8297527310221366,0.0,1.3112,0.0,190.75,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-08,0,0.5524932043733949,0.0,1.3015,0.0,191.85,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-09,1,1.0289515137044976,-85548.23641513886,1.4244,597.8848336672577,203.81,200000,243709.8158994476,43709.815899447596,1.218549079497238
2021-03-10,0,-0.26586329423412947,0.0,1.307,0.0,200.29,200000,235771.00755881902,35771.00755881902,1.1788550377940952
2021-03-11,0,0.7170573609790316,0.0,1.39,0.0,201.36,200000,235771.00755881902,35771.00755881902,1.1788550377940952
2021-03-12,-2,-1.8391095452048691,0.0,1.321,0.0,220.84,200000,235771.00755881902,35771.00755881902,1.1788550377940952
2021-03-13,-2,-1.477003356653366,0.0,1.378,0.0,226.06,200000,235771.00755881902,35771.00755881902,1.1788550377940952
