date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,ONEUSDT_position,ONEUSDT_price,init,total_asset,pnl,return
2020-02-10,2,2.488202518567805,0.0,25.1465,0.0,0.00633,200000,197937.49891021708,-2062.5010897829197,0.9896874945510854
2020-02-11,2,1.790837075289326,0.0,25.6963,0.0,0.00664,200000,197937.49891021708,-2062.5010897829197,0.9896874945510854
2020-02-12,2,1.750274980646004,0.0,26.4243,0.0,0.00674,200000,197937.49891021708,-2062.5010897829197,0.9896874945510854
2020-02-13,1,1.0526653432356379,-3887.5456913220864,25.4579,14705609.13151687,0.00673,200000,197937.49891021708,-2062.5010897829197,0.9896874945510854
2020-02-14,1,0.33089996306478836,-3887.5456913220864,26.3547,14705609.13151687,0.00727,200000,209364.87881721384,9364.878817213845,1.0468243940860693
2020-02-15,1,0.7891578024144862,-3887.5456913220864,24.2576,14705609.13151687,0.00647,200000,189447.8194427288,-10552.180557271204,0.947239097213644
2020-02-16,2,1.325924283702584,0.0,23.3193,0.0,0.00596,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-17,2,1.7919708056781474,0.0,23.4555,0.0,0.00572,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-18,2,1.2029873576710328,0.0,24.0821,0.0,0.00606,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-19,2,1.3932830656178945,0.0,22.3709,0.0,0.00549,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-20,2,1.3104155865145641,0.0,22.1626,0.0,0.00541,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-21,1,1.0696538508239701,-4528.115822532621,22.1888,18368090.742780954,0.00547,200000,200946.91272602364,946.9127260236419,1.0047345636301181
2020-02-22,1,1.0018157410698005,-4528.115822532621,21.9689,18368090.742780954,0.0054,200000,198665.41370465406,-1334.5862953459437,0.9933270685232702
2020-02-23,1,0.9954492529845448,-4528.115822532621,22.8452,18368090.742780954,0.00558,200000,205939.65793363994,5939.6579336399445,1.0296982896681997
2020-02-24,1,1.0775327211275563,-4528.115822532621,22.0965,18368090.742780954,0.00533,200000,197957.43493161452,-2042.5650683854765,0.9897871746580726
2020-02-25,2,1.5488047002777903,0.0,20.3193,0.0,0.0047,200000,206625.0300677402,6625.030067740212,1.0331251503387011
2020-02-26,2,1.8682836337323485,0.0,18.7441,0.0,0.00421,200000,206625.0300677402,6625.030067740212,1.0331251503387011
2020-02-27,2,1.8763853460298274,0.0,19.2,0.0,0.0043,200000,206625.0300677402,6625.030067740212,1.0331251503387011
2020-02-28,0,0.9037936331679643,0.0,18.9838,0.0,0.00448,200000,206625.0300677402,6625.030067740212,1.0331251503387011
2020-02-29,1,1.0420453166202353,-5372.465680388461,19.23,23060829.248631723,0.00448,200000,206625.0300677402,6625.030067740212,1.0331251503387011
2020-03-01,1,1.1176950404747321,-5372.465680388461,18.902,23060829.248631723,0.00436,200000,202095.561814737,2095.5618147370114,1.010477809073685
2020-03-02,1,0.7411813594206597,-5372.465680388461,19.9289,23060829.248631723,0.00467,200000,214761.40388900373,14761.403889003734,1.0738070194450187
2020-03-03,1,0.30491885502080723,-5372.465680388461,19.6882,23060829.248631723,0.00471,200000,214390.6845696795,14390.684569679492,1.0719534228483973
2020-03-04,0,-0.4789192649731051,0.0,19.95,0.0,0.00496,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-05,0,-0.48133389558742457,0.0,20.7462,0.0,0.00511,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-06,0,0.009482763274256616,0.0,21.3389,0.0,0.00512,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-07,0,0.44648230021215396,0.0,20.25,0.0,0.00477,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-08,0,0.1763148476783458,0.0,16.894,0.0,0.00401,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-09,0,0.4734849360271482,0.0,16.5888,0.0,0.00389,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-10,2,1.667499203083519,0.0,16.8671,0.0,0.00379,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-11,2,1.7703202725518126,0.0,16.5705,0.0,0.00368,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-12,2,3.661053191149665,0.0,9.2566,0.0,0.00174,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-13,2,3.0853951738829273,0.0,10.9204,0.0,0.00195,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-14,2,2.588504752953179,0.0,10.1487,0.0,0.00177,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-15,2,2.053180692647364,0.0,10.3898,0.0,0.00183,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-16,2,1.9863833767669423,0.0,9.4285,0.0,0.00161,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-17,2,1.292284379230547,0.0,10.2576,0.0,0.00186,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-18,0,0.8814863933909237,0.0,10.3866,0.0,0.00196,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-19,0,0.5326978773263662,0.0,12.2597,0.0,0.0024,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-20,0,0.6734694063133618,0.0,11.9147,0.0,0.00227,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-21,0,0.8868139669720037,0.0,12.1,0.0,0.00222,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-22,2,1.2093271129278615,0.0,11.167,0.0,0.00194,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-23,1,1.0855444606101239,-8180.692252589557,12.1887,47033963.99015959,0.00212,200000,199424.00731827668,-575.9926817233209,0.9971200365913834
2020-03-24,1,0.8879622330874333,-8180.692252589557,12.426,47033963.99015959,0.00219,200000,204657.66306912736,4657.66306912736,1.0232883153456367
2020-03-25,1,0.5873730798302064,-8180.692252589557,12.3251,47033963.99015959,0.00223,200000,205713.58978044745,5713.589780447452,1.0285679489022372
2020-03-26,2,1.253606634765972,0.0,13.199,0.0,0.0022,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-03-27,0,0.9162438830012168,0.0,12.3354,0.0,0.00211,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-03-28,0,0.6266617948569484,0.0,12.1888,0.0,0.00213,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-03-29,0,0.46908034410076593,0.0,11.3008,0.0,0.00199,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-03-30,0,0.2990034849316189,0.0,12.1365,0.0,0.00215,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-03-31,0,0.9680896614581564,0.0,12.5451,0.0,0.00215,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-01,0,0.6593924838646472,0.0,12.72,0.0,0.0022,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-02,0,-0.1130611257739196,0.0,13.0166,0.0,0.00232,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-03,0,-0.8386665060535669,0.0,13.3615,0.0,0.00246,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-04,0,0.7820737555976965,0.0,13.7606,0.0,0.00237,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-05,0,0.8771451658988443,0.0,13.6888,0.0,0.00235,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-06,2,1.722562105825872,0.0,15.1989,0.0,0.0025,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-07,2,1.5671059554383244,0.0,14.7266,0.0,0.00242,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-08,2,1.705306927746155,0.0,15.0888,0.0,0.00246,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-09,2,1.2989533686836074,0.0,15.0096,0.0,0.00248,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-10,2,1.5054389560509196,0.0,13.72,0.0,0.00224,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-11,2,1.3909515563802375,0.0,13.807,0.0,0.00225,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-12,2,2.0677554489828647,0.0,14.2808,0.0,0.00224,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-13,2,3.092940766744877,0.0,15.0277,0.0,0.00214,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-14,2,2.8183260393379994,0.0,15.6148,0.0,0.00214,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-15,2,1.8063116129192496,0.0,14.5755,0.0,0.00209,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-16,2,1.707080866632558,0.0,15.7394,0.0,0.00223,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-17,2,1.5327120627126214,0.0,15.64,0.0,0.00221,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-18,2,1.6159941102926645,0.0,16.6137,0.0,0.00229,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-19,0,0.7906183635796579,0.0,16.0683,0.0,0.00236,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-20,0,0.8658697769384802,0.0,14.9892,0.0,0.00217,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-21,0,0.831249445394952,0.0,15.1283,0.0,0.00218,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-22,0,-0.4838952259329248,0.0,15.7104,0.0,0.00253,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-23,0,-0.8979020277819402,0.0,16.034,0.0,0.00265,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-24,0,-0.6286530221892821,0.0,15.9319,0.0,0.00256,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-25,0,-0.8509597561317147,0.0,16.2283,0.0,0.00264,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-26,0,-0.7672525135712125,0.0,16.3588,0.0,0.00264,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-27,0,-0.23619406032268117,0.0,16.4229,0.0,0.00254,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-28,0,-0.24017745505224752,0.0,16.34,0.0,0.00252,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-29,0,0.1367806284167031,0.0,17.3667,0.0,0.0026,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-04-30,0,0.12493679290785495,0.0,16.9542,0.0,0.00253,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-01,0,0.3536132904240511,0.0,17.466,0.0,0.00256,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-02,0,0.5630452383723359,0.0,17.5333,0.0,0.00253,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-03,0,0.8430620637039675,0.0,17.1071,0.0,0.00243,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-04,0,0.9565102258144141,0.0,17.0074,0.0,0.00241,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-05,0,0.6022426238534125,0.0,16.8886,0.0,0.00244,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-06,0,-0.6088266235797956,0.0,16.3743,0.0,0.00254,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-07,0,0.1254881561391576,0.0,17.0003,0.0,0.00254,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-08,0,-0.2984669530595435,0.0,17.1371,0.0,0.00263,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-09,-2,-2.075615731947016,0.0,16.7751,0.0,0.00289,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-10,-2,-1.7254435248028537,0.0,15.3506,0.0,0.00263,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-11,-2,-2.075976254391852,0.0,15.0811,0.0,0.00272,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-12,-1,-1.1495026686541023,6457.776314881536,15.7892,-38188435.127688214,0.00267,200000,203926.2435818551,3926.2435818550875,1.0196312179092755
2020-05-13,-2,-1.4253421303790645,0.0,16.2164,0.0,0.00282,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-14,-2,-2.437790530146736,0.0,16.3777,0.0,0.00329,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-15,-2,-2.281661076009864,0.0,15.7222,0.0,0.0033,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-16,-2,-1.8614091091731573,0.0,16.058,0.0,0.00332,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-17,-2,-1.3695565125161142,0.0,16.2959,0.0,0.00321,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-18,-2,-1.5263242043390732,0.0,16.6299,0.0,0.00347,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-19,-1,-1.0361288148119614,6010.9863801232705,17.2098,-30696698.339657407,0.00337,200000,206895.74680929093,6895.746809290926,1.0344787340464547
2020-05-20,-1,-0.9386806925417432,6010.9863801232705,16.8998,-30696698.339657407,0.00331,200000,203190.53913107325,3190.539131073252,1.0159526956553662
2020-05-21,-1,-1.111988485675514,6010.9863801232705,16.0888,-30696698.339657407,0.00331,200000,198315.62917679327,-1684.3708232067293,0.9915781458839663
2020-05-22,-2,-1.2939016776849412,0.0,16.5864,0.0,0.00361,200000,218010.20332017756,18010.203320177563,1.0900510166008879
2020-05-23,-1,-1.0966260170721465,6614.387236655873,16.48,-30967358.426161584,0.00352,200000,218010.20332017756,18010.203320177563,1.0900510166008879
2020-05-24,-1,-1.0411804428119258,6614.387236655873,15.9624,-30967358.426161584,0.00342,200000,211489.86064386833,11489.860643868335,1.0574493032193417
2020-05-25,-2,-1.4571902820503566,0.0,16.3807,0.0,0.00382,200000,227957.21950062597,27957.21950062597,1.13978609750313
2020-05-26,-2,-1.2775191797375651,0.0,16.2159,0.0,0.00374,200000,227957.21950062597,27957.21950062597,1.13978609750313
2020-05-27,-2,-1.7441996095294485,0.0,16.47,0.0,0.00417,200000,227957.21950062597,27957.21950062597,1.13978609750313
2020-05-28,-1,-1.144503762458962,6674.314861353909,17.0772,-28782477.209674995,0.00396,200000,227957.21950062597,27957.21950062597,1.13978609750313
2020-05-29,-1,-0.5905293850244329,6674.314861353909,17.0031,-28782477.209674995,0.00371,200000,220267.03346698088,20267.03346698088,1.1013351673349043
2020-05-30,-1,-0.7996920584383379,6674.314861353909,17.7277,-28782477.209674995,0.004,200000,233450.16040632367,33450.160406323674,1.1672508020316184
2020-05-31,-1,-0.24632672373552456,6674.314861353909,17.0916,-28782477.209674995,0.00366,200000,219418.58647172694,19418.586471726943,1.0970929323586347
2020-06-01,-1,-0.3903686134292808,6674.314861353909,17.9477,-28782477.209674995,0.00393,200000,232903.7362711443,32903.7362711443,1.1645186813557216
2020-06-02,0,0.010853966466083383,0.0,17.2669,0.0,0.0037,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-03,0,0.051114019021007935,0.0,17.5779,0.0,0.00377,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-04,0,0.17915898385714835,0.0,17.517,0.0,0.00373,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-05,0,0.4853558437110037,0.0,17.6914,0.0,0.0037,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-06,0,-0.25235270692380657,0.0,17.5511,0.0,0.00386,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-07,0,-0.6930518835001556,0.0,17.4135,0.0,0.00395,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-08,0,-0.7559610997238635,0.0,17.4489,0.0,0.00399,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-09,0,-0.3417908526544644,0.0,17.3733,0.0,0.0039,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-10,0,-0.5481732043827328,0.0,17.406,0.0,0.00396,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-11,0,0.10813969334559285,0.0,16.2298,0.0,0.00359,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-12,0,-0.26493608456516643,0.0,16.6377,0.0,0.00375,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-13,-2,-2.5855409487199656,0.0,16.8101,0.0,0.00438,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-14,-2,-1.8678376426378613,0.0,16.5729,0.0,0.0042,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-15,-2,-1.9112937618889625,0.0,16.377,0.0,0.00425,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-16,-2,-2.3289121924320115,0.0,16.4329,0.0,0.00451,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-17,-2,-1.6587214886104789,0.0,16.3983,0.0,0.00433,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-18,-2,-1.7523251322380744,0.0,16.1608,0.0,0.00442,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-19,-2,-2.1849048773330226,0.0,15.9512,0.0,0.00483,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-20,-2,-1.876037743112845,0.0,16.059,0.0,0.00487,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-21,-2,-1.6948303709216574,0.0,15.9775,0.0,0.0049,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-22,-2,-1.4292654219955503,0.0,16.5051,0.0,0.00499,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-23,-2,-1.237507082967176,0.0,16.3898,0.0,0.00491,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-24,-1,-1.0011496905473323,6851.609631204728,15.9968,-23369686.34295433,0.00469,200000,219207.6578969116,19207.65789691161,1.096038289484558
2020-06-25,-1,-0.8744686670990053,6851.609631204728,15.906,-23369686.34295433,0.00463,200000,217183.35056182096,17183.35056182096,1.0859167528091047
2020-06-26,-1,-0.3595506475335382,6851.609631204728,15.7694,-23369686.34295433,0.00432,200000,209002.81791988254,9002.817919882538,1.0450140895994127
2020-06-27,0,0.07491277374727773,0.0,15.1242,0.0,0.00396,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-06-28,0,-0.9794065317549234,0.0,15.3782,0.0,0.00464,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-06-29,0,-0.5463856354576497,0.0,15.4656,0.0,0.00446,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-06-30,0,-0.5183005526370904,0.0,15.3838,0.0,0.00446,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-01,0,-0.6915404499575261,0.0,15.8144,0.0,0.00469,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-02,-2,-2.0794607345395812,0.0,15.3634,0.0,0.00516,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-03,-2,-1.9836868408636097,0.0,15.2863,0.0,0.00524,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-04,-2,-1.482980610951153,0.0,15.5548,0.0,0.00515,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-05,0,-0.9441694498823512,0.0,15.4885,0.0,0.00493,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-06,0,-0.8273678001930636,0.0,16.311,0.0,0.00518,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-07,-2,-1.2016429461789897,0.0,16.8048,0.0,0.00554,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-08,-2,-1.8939572674889382,0.0,17.2819,0.0,0.00616,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-09,-2,-1.790576353857611,0.0,16.8274,0.0,0.0061,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-10,-2,-1.4511732933124017,0.0,17.3123,0.0,0.00618,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-11,0,-0.9511882398412844,0.0,17.6205,0.0,0.00603,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-12,0,-0.5237675346802887,0.0,18.2994,0.0,0.00603,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-13,0,-0.44998782230644296,0.0,18.4046,0.0,0.00605,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-14,0,-0.28852851821923275,0.0,18.079,0.0,0.00588,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-15,0,-0.022747738902543113,0.0,17.6351,0.0,0.00562,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-16,0,-0.732443539859463,0.0,17.1647,0.0,0.00589,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-17,0,-0.5875399511523631,0.0,17.0676,0.0,0.0058,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-18,0,-0.49564381064124596,0.0,17.1507,0.0,0.00582,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-19,-1,-1.173672829246192,5776.349718317223,18.0154,-16184020.328984775,0.00643,200000,208126.5014307442,8126.501430744189,1.040632507153721
2020-07-20,-2,-2.0897108582393806,0.0,17.4645,0.0,0.00667,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-21,-2,-2.6251798178652033,0.0,17.7285,0.0,0.00721,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-22,-2,-1.8152186345235297,0.0,18.09,0.0,0.0071,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-23,0,-0.7703820328327242,0.0,18.75,0.0,0.00684,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-24,-2,-1.5439526344956012,0.0,19.1853,0.0,0.00754,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-25,-2,-1.477871338582398,0.0,19.8242,0.0,0.00786,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-26,-2,-1.2176212654223482,0.0,19.5557,0.0,0.00766,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-27,-2,-2.8795427873304,0.0,19.7474,0.0,0.0101,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-28,-2,-1.728790704096127,0.0,20.1732,0.0,0.00917,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-29,-1,-1.0815501205829599,5407.127427748165,19.899,-12793867.857878802,0.00841,200000,215192.8573695215,15192.857369521487,1.0759642868476074
2020-07-30,-1,-1.194752248014119,5407.127427748165,19.97,-12793867.857878802,0.00872,200000,219542.86245283403,19542.86245283403,1.0977143122641702
2020-07-31,-1,-0.8400036322896198,5407.127427748165,20.6615,-12793867.857878802,0.00869,200000,222898.0750333855,22898.07503338551,1.1144903751669275
2020-08-01,0,-0.1802560263841329,0.0,21.6168,0.0,0.0084,200000,205776.5551955569,5776.555195556895,1.0288827759777845
2020-08-02,0,0.006030625463119296,0.0,20.9898,0.0,0.00804,200000,205776.5551955569,5776.555195556895,1.0288827759777845
