date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-01-30,2,2.7009983253336567,0.0,0.1244,0.0,0.0383,200000,200000.0,0.0,1.0
2020-01-31,2,3.2335995772391763,0.0,0.1429,0.0,0.0389,200000,200000.0,0.0,1.0
2020-02-01,2,2.420431294639124,0.0,0.1404,0.0,0.03862,200000,200000.0,0.0,1.0
2020-02-02,2,1.9705563052745465,0.0,0.1419,0.0,0.0394,200000,200000.0,0.0,1.0
2020-02-03,2,1.483919313881695,0.0,0.144,0.0,0.04111,200000,200000.0,0.0,1.0
2020-02-04,2,1.78415085103036,0.0,0.1529,0.0,0.04117,200000,200000.0,0.0,1.0
2020-02-05,2,1.854288126652909,0.0,0.1584,0.0,0.04095,200000,200000.0,0.0,1.0
2020-02-06,0,0.765035084511334,0.0,0.1609,0.0,0.04684,200000,200000.0,0.0,1.0
2020-02-07,0,0.7363252696300291,0.0,0.1614,0.0,0.04669,200000,200000.0,0.0,1.0
2020-02-08,0,0.7388248680227222,0.0,0.1565,0.0,0.04483,200000,200000.0,0.0,1.0
2020-02-09,0,0.18655232334063024,0.0,0.1621,0.0,0.04946,200000,200000.0,0.0,1.0
2020-02-10,0,-0.028951238738881287,0.0,0.1557,0.0,0.04853,200000,200000.0,0.0,1.0
2020-02-11,0,-0.27025529523431885,0.0,0.1607,0.0,0.05124,200000,200000.0,0.0,1.0
2020-02-12,0,0.3734166921980873,0.0,0.1808,0.0,0.05301,200000,200000.0,0.0,1.0
2020-02-13,0,0.7565090691721934,0.0,0.1948,0.0,0.05431,200000,200000.0,0.0,1.0
2020-02-14,2,1.5780191287700396,0.0,0.2128,0.0,0.05425,200000,200000.0,0.0,1.0
2020-02-15,2,2.306505697637168,0.0,0.2142,0.0,0.04983,200000,200000.0,0.0,1.0
2020-02-16,2,1.626815317880962,0.0,0.1902,0.0,0.0465,200000,200000.0,0.0,1.0
2020-02-17,1,1.1686569524088621,-551571.9801434088,0.1813,2183406.113537118,0.0458,200000,200000.0,0.0,1.0
2020-02-18,1,0.6062809961700775,-551571.9801434088,0.182,2183406.113537118,0.04787,200000,204905.75104112222,4905.751041122217,1.024528755205611
2020-02-19,1,1.0358342053098473,-551571.9801434088,0.1671,2183406.113537118,0.04213,200000,184154.57744528237,-15845.422554717632,0.9207728872264118
2020-02-20,1,0.9721222277352431,-551571.9801434088,0.1628,2183406.113537118,0.04101,200000,179337.40308350415,-20662.59691649585,0.8966870154175207
2020-02-21,1,1.0167132447473146,-551571.9801434088,0.1687,2183406.113537118,0.04205,200000,184862.42012442884,-15137.579875571158,0.9243121006221442
2020-02-22,1,0.35618391168911445,-551571.9801434088,0.16,2183406.113537118,0.04199,200000,179932.73953036897,-20067.26046963103,0.8996636976518448
2020-02-23,1,0.483625561000654,-551571.9801434088,0.168,2183406.113537118,0.04342,200000,187467.58611387433,-12532.413886125665,0.9373379305693716
2020-02-24,1,0.36117266468873344,-551571.9801434088,0.1558,2183406.113537118,0.04061,200000,174603.03677708545,-25396.96322291455,0.8730151838854272
2020-02-25,0,0.17136949985254527,0.0,0.1418,0.0,0.03761,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-02-26,0,-0.0930487983650171,0.0,0.1209,0.0,0.03268,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-02-27,0,0.6085969951191819,0.0,0.1292,0.0,0.03278,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-02-28,0,0.693649185698053,0.0,0.1294,0.0,0.03242,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-02-29,0,0.32061714135122515,0.0,0.1254,0.0,0.03215,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-01,0,0.46840421621466344,0.0,0.1281,0.0,0.03232,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-02,0,-0.042436623005088624,0.0,0.135,0.0,0.03483,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-03,0,-0.16678516267120572,0.0,0.1319,0.0,0.03397,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-04,-2,-2.205269660511817,0.0,0.1308,0.0,0.03653,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-05,-2,-1.2032357405653245,0.0,0.135,0.0,0.03638,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-06,-2,-1.6332269780162374,0.0,0.1355,0.0,0.03714,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-07,-2,-1.6960674661150834,0.0,0.128,0.0,0.03539,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-08,0,-0.9321816548222223,0.0,0.1111,0.0,0.02999,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-09,2,1.2143950569188082,0.0,0.1145,0.0,0.02859,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-10,1,1.0582819467991649,-853328.9941436222,0.1149,3400884.544817974,0.02883,200000,196095.0028542044,-3904.9971457956126,0.9804750142710219
2020-03-11,1,0.5320626008610337,-853328.9941436222,0.1106,3400884.544817974,0.0283,200000,190623.21937063328,-9376.780629366724,0.9531160968531663
2020-03-12,2,3.901606335725158,0.0,0.0554,0.0,0.01071,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-13,2,2.369040806232767,0.0,0.0616,0.0,0.01262,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-14,2,3.0003001307590664,0.0,0.0637,0.0,0.01116,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-15,2,3.2251638496363126,0.0,0.0796,0.0,0.01147,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-16,2,2.2208559497519267,0.0,0.0645,0.0,0.00987,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-17,2,1.6004118276231778,0.0,0.0669,0.0,0.01088,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-18,2,1.3744293784833932,0.0,0.0665,0.0,0.01092,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-19,2,1.3181869940083735,0.0,0.0784,0.0,0.01264,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-20,2,1.295032689755131,0.0,0.0833,0.0,0.01311,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-21,0,0.9413270574279284,0.0,0.0818,0.0,0.01353,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-22,0,0.8792067142757753,0.0,0.0722,0.0,0.01187,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-23,0,0.6643911764327071,0.0,0.0797,0.0,0.01348,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-24,0,0.6393647959030548,0.0,0.0821,0.0,0.01374,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-25,0,0.3496925972310114,0.0,0.0818,0.0,0.0143,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-26,0,0.3601315649782972,0.0,0.0831,0.0,0.01429,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-27,0,0.12943036475119574,0.0,0.0796,0.0,0.01405,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-28,0,0.20261572013383472,0.0,0.0788,0.0,0.01354,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-29,0,0.7181046306280028,0.0,0.0789,0.0,0.0125,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-30,0,0.28062196339692275,0.0,0.0835,0.0,0.01381,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-03-31,0,-0.04824557471066146,0.0,0.0835,0.0,0.01404,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-01,0,-0.31857747018674315,0.0,0.0829,0.0,0.01411,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-02,0,-0.6947970503793542,0.0,0.0844,0.0,0.01446,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-03,0,-0.6794583041225708,0.0,0.0847,0.0,0.01447,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-04,0,-0.9848589955908498,0.0,0.0854,0.0,0.01478,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-05,0,-0.4295212240464655,0.0,0.0846,0.0,0.01437,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-06,-2,-1.403670553747575,0.0,0.0892,0.0,0.01573,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-07,-2,-1.5215328272582658,0.0,0.0877,0.0,0.01564,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-08,-1,-1.1719310453371004,1137065.690410772,0.091,-6430887.372739607,0.01609,200000,206945.95565476053,6945.955654760532,1.0347297782738027
2020-04-09,-2,-1.998340886744836,0.0,0.0912,0.0,0.0167,200000,210641.38381404954,10641.383814049535,1.0532069190702478
2020-04-10,-2,-1.57945592818945,0.0,0.0818,0.0,0.01487,200000,210641.38381404954,10641.383814049535,1.0532069190702478
2020-04-11,-1,-1.1567611297339595,1268923.9988798164,0.083,-7059027.607709435,0.01492,200000,210641.38381404954,10641.383814049535,1.0532069190702478
2020-04-12,-1,-0.6967868115072398,1268923.9988798164,0.0849,-7059027.607709435,0.01505,200000,213970.0130009234,13970.013000923413,1.069850065004617
2020-04-13,-1,-0.9044209042250078,1268923.9988798164,0.0832,-7059027.607709435,0.01491,200000,210824.5783377484,10824.57833774839,1.054122891688742
2020-04-14,-1,-0.7338580177531752,1268923.9988798164,0.0841,-7059027.607709435,0.015,200000,212601.92242143408,12601.92242143408,1.0630096121071704
2020-04-15,0,0.041037037703094636,0.0,0.0813,0.0,0.01411,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-16,0,-0.33112291532395494,0.0,0.0848,0.0,0.01491,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-17,0,-0.6739605664639416,0.0,0.0842,0.0,0.01502,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-18,0,-0.48232369819692583,0.0,0.087,0.0,0.01544,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-19,-2,-1.3022892953966059,0.0,0.0855,0.0,0.01555,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-20,2,1.7460489566822,0.0,0.0852,0.0,0.01438,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-21,0,0.6315433775105328,0.0,0.083,0.0,0.01441,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-22,0,0.45403731347150905,0.0,0.0853,0.0,0.01489,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-23,0,-0.5819246283262554,0.0,0.0858,0.0,0.01536,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-24,-2,-2.692421549060068,0.0,0.0883,0.0,0.01693,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-25,-2,-3.761894580753657,0.0,0.0897,0.0,0.02032,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-26,-2,-1.5866562496252328,0.0,0.0938,0.0,0.01874,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-27,-2,-2.4313655126538496,0.0,0.0911,0.0,0.02023,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-28,-2,-2.050023273492584,0.0,0.0922,0.0,0.02055,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-29,-2,-1.6856513146503134,0.0,0.095,0.0,0.02094,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-04-30,-2,-1.3924110520281876,0.0,0.0918,0.0,0.01997,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-05-01,-1,-1.0628610610611922,1070738.0674762183,0.0967,-5043369.270577218,0.02053,200000,207080.7422499006,7080.742249900592,1.035403711249503
2020-05-02,-1,-0.20741190948321142,1070738.0674762183,0.1043,-5043369.270577218,0.02029,200000,214007.94293778134,14007.942937781336,1.0700397146889067
2020-05-03,-1,-0.6764661472902466,1070738.0674762183,0.0974,-5043369.270577218,0.02005,200000,205409.4416472569,5409.441647256899,1.0270472082362845
2020-05-04,-1,-0.4195689371359961,1070738.0674762183,0.0938,-5043369.270577218,0.0189,200000,195754.9099431787,-4245.0900568212965,0.9787745497158935
2020-05-05,-1,-0.7887708882883137,1070738.0674762183,0.0926,-5043369.270577218,0.01959,200000,197949.94905890553,-2050.050941094465,0.9897497452945276
2020-05-06,-1,-0.4295658689925512,1070738.0674762183,0.0903,-5043369.270577218,0.01852,200000,190090.84638419258,-9909.153615807416,0.9504542319209629
2020-05-07,0,0.08678073056207264,0.0,0.0922,0.0,0.01806,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-08,0,0.08918991317444504,0.0,0.0959,0.0,0.01889,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-09,0,-0.22110117814494837,0.0,0.0922,0.0,0.01879,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-10,2,1.4344361335895257,0.0,0.0988,0.0,0.01768,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-11,0,0.9599536931928042,0.0,0.0906,0.0,0.01697,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-12,0,0.529808634883807,0.0,0.0914,0.0,0.01785,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-13,0,0.17152388862536275,0.0,0.0919,0.0,0.01853,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-14,0,-0.5421960236400497,0.0,0.0917,0.0,0.01944,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-15,-1,-1.0157348828578106,1112957.262584921,0.0896,-5113895.934749175,0.0195,200000,199441.94145521784,-558.058544782165,0.9972097072760892
2020-05-16,-2,-1.8268600610108219,0.0,0.092,0.0,0.02156,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-17,-2,-1.2078446052295708,0.0,0.0918,0.0,0.02058,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-18,0,-0.4836615126212168,0.0,0.0953,0.0,0.02023,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-19,0,-0.7253193644367468,0.0,0.0952,0.0,0.0205,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-20,0,0.7642176396685368,0.0,0.1009,0.0,0.01967,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-21,1,1.0400182484224048,-1031370.4957741159,0.1005,5412675.447796274,0.01915,200000,207305.4696505973,7305.469650597312,1.0365273482529866
2020-05-22,2,1.335872607862335,0.0,0.1092,0.0,0.02034,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-23,0,0.6212645674372222,0.0,0.1032,0.0,0.02003,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-24,0,-0.05618143518033584,0.0,0.0985,0.0,0.01999,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-25,0,0.5090026898053177,0.0,0.1158,0.0,0.02256,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-26,2,2.6650727313135456,0.0,0.1467,0.0,0.02386,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-27,1,1.0350191578553187,-832027.3956421671,0.1261,4573611.795574423,0.02294,200000,209837.30918095453,9837.30918095453,1.0491865459047727
2020-05-28,1,0.8742276947839969,-832027.3956421671,0.1206,4573611.795574423,0.02211,200000,201465.06071459583,1465.0607145958347,1.0073253035729792
2020-05-29,1,0.5933609509472823,-832027.3956421671,0.1216,4573611.795574423,0.02271,200000,205041.2551875827,5041.25518758269,1.0252062759379135
2020-05-30,1,0.7256935682698682,-832027.3956421671,0.121,4573611.795574423,0.02242,200000,203215.6913294808,3215.691329480789,1.016078456647404
2020-05-31,1,0.32877130221753115,-832027.3956421671,0.1165,4573611.795574423,0.02233,200000,199059.94298748934,-940.0570125106606,0.9952997149374467
2020-06-01,0,0.15517677762340326,0.0,0.122,0.0,0.02372,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-02,2,1.3792138250004315,0.0,0.1323,0.0,0.02303,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-03,0,-0.05169749671168552,0.0,0.1276,0.0,0.02496,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-04,0,-0.05557890820926727,0.0,0.126,0.0,0.02452,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-05,0,-0.5252227731399862,0.0,0.1241,0.0,0.02481,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-06,-2,-1.7795955086614217,0.0,0.1274,0.0,0.02799,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-07,-2,-1.664860289493614,0.0,0.1257,0.0,0.02752,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-08,-2,-1.2443456412513372,0.0,0.1284,0.0,0.02709,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-09,0,-0.6845082353907602,0.0,0.1358,0.0,0.02752,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-10,-2,-1.603953230774968,0.0,0.1318,0.0,0.02926,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-11,-2,-1.8171930223481687,0.0,0.1125,0.0,0.02621,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-12,-1,-1.1112516406504713,807558.0400408979,0.1256,-3681643.9139432586,0.02755,200000,202858.57965827355,2858.5796582735493,1.0142928982913677
2020-06-13,-2,-1.4721113693793029,0.0,0.1279,0.0,0.02961,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-14,-2,-1.4888598435414426,0.0,0.1225,0.0,0.02905,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-15,-2,-1.3938842944374688,0.0,0.1212,0.0,0.02858,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-16,-2,-2.1092586260518686,0.0,0.1216,0.0,0.03274,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-17,0,-0.8140442588391504,0.0,0.1347,0.0,0.03102,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-18,0,-0.14509541662461273,0.0,0.1416,0.0,0.03046,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-19,0,-0.8269822457446833,0.0,0.1334,0.0,0.0312,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-20,0,-0.5949010765127026,0.0,0.1347,0.0,0.03097,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-21,0,0.4334582152400151,0.0,0.1494,0.0,0.03117,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-22,2,2.0895059199049206,0.0,0.1696,0.0,0.03128,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-23,2,2.237771934065138,0.0,0.1686,0.0,0.03004,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-24,2,2.468222403649895,0.0,0.172,0.0,0.02888,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-25,2,3.1628799088624913,0.0,0.2028,0.0,0.02803,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-26,2,3.38894926244995,0.0,0.2574,0.0,0.02742,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-27,2,2.3515748055645114,0.0,0.2322,0.0,0.02621,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-28,2,2.2967507519249697,0.0,0.2577,0.0,0.02662,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-29,2,2.2606440650246507,0.0,0.2896,0.0,0.02722,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-06-30,2,1.2358871581931317,0.0,0.242,0.0,0.02772,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-07-01,1,1.0640827504210808,-434915.3099017986,0.2398,3740770.850590076,0.02788,200000,208585.38262890262,8585.382628902618,1.0429269131445131
2020-07-02,1,0.3706909955214466,-434915.3099017986,0.2068,3740770.850590076,0.02895,200000,198235.80221227463,-1764.1977877253667,0.9911790110613732
2020-07-03,0,-0.008645555497220191,0.0,0.1962,0.0,0.03069,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-04,0,0.261941081235715,0.0,0.2113,0.0,0.02968,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-05,0,0.32531895267885563,0.0,0.2069,0.0,0.02799,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-06,0,-0.12427910095951995,0.0,0.2059,0.0,0.03112,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-07,0,-0.2847905977118978,0.0,0.2067,0.0,0.03214,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-08,0,-0.760063153467406,0.0,0.2055,0.0,0.0365,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-09,0,-0.9097061881254068,0.0,0.1942,0.0,0.03538,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-10,-1,-1.07957952738159,480965.3840682762,0.1862,-2555814.911915326,0.03504,200000,179111.50902702607,-20888.49097297393,0.8955575451351303
2020-07-11,-2,-1.2352055853625015,0.0,0.1951,0.0,0.0383,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-12,-2,-1.5588729515018527,0.0,0.1899,0.0,0.04318,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-13,-2,-1.657010278952993,0.0,0.1865,0.0,0.04705,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-14,-2,-1.306001681803843,0.0,0.2035,0.0,0.04591,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-15,-2,-1.400591568845096,0.0,0.1916,0.0,0.04875,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-16,-2,-1.459123261335126,0.0,0.1809,0.0,0.05205,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-17,-2,-1.2338069820136666,0.0,0.1865,0.0,0.05088,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-18,-2,-1.247498794917262,0.0,0.1867,0.0,0.05448,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-19,-2,-1.2343823802351548,0.0,0.1859,0.0,0.05423,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-20,-1,-1.193406167528313,490002.3374041261,0.1869,-1647148.1449789782,0.0556,200000,183162.87372166236,-16837.126278337644,0.9158143686083118
2020-07-21,-1,-1.1806382110680556,490002.3374041261,0.186,-1647148.1449789782,0.05648,200000,184171.36198558015,-15828.638014419848,0.9208568099279008
2020-07-22,-1,-0.9872555366663116,490002.3374041261,0.1887,-1647148.1449789782,0.05486,200000,182825.98830170534,-17174.011698294664,0.9141299415085267
2020-07-23,-1,-0.8482303678242245,490002.3374041261,0.1863,-1647148.1449789782,0.0531,200000,178751.00195677244,-21248.998043227562,0.8937550097838622
2020-07-24,-1,-0.6617265796156055,490002.3374041261,0.1811,-1647148.1449789782,0.04941,200000,170125.01314729857,-29874.986852701433,0.8506250657364929
2020-07-25,-1,-0.6200907488343789,490002.3374041261,0.1834,-1647148.1449789782,0.05028,200000,172685.03740945976,-27314.962590540235,0.8634251870472989
2020-07-26,-1,-0.8182922588460643,490002.3374041261,0.1788,-1647148.1449789782,0.05289,200000,174730.08331579593,-25269.916684204072,0.8736504165789796
2020-07-27,-2,-1.5500360817617824,0.0,0.1667,0.0,0.06221,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-07-28,-2,-1.7995590183893126,0.0,0.1709,0.0,0.07266,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-07-29,-2,-1.4640983929151195,0.0,0.1763,0.0,0.06878,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-07-30,-2,-1.7480261016632408,0.0,0.1746,0.0,0.07629,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-07-31,-2,-1.6154291870903852,0.0,0.1744,0.0,0.07437,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-01,-2,-1.4726618794507278,0.0,0.176,0.0,0.07495,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-02,-2,-1.3027071137695014,0.0,0.1693,0.0,0.07163,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-03,-2,-1.227825688081576,0.0,0.1697,0.0,0.07168,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-04,-2,-1.3990032536242607,0.0,0.1687,0.0,0.07713,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-05,-2,-1.5736017169147078,0.0,0.1719,0.0,0.08762,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
2020-08-06,-2,-1.6199744568466066,0.0,0.1753,0.0,0.097,200000,203948.57017553676,3948.5701755367627,1.0197428508776838
