date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-01-29,0,0.28411080743773415,0.0,0.8699,0.0,0.005733,200000,200000.0,0.0,1.0
2020-01-30,0,0.518528286156874,0.0,0.8696,0.0,0.005687,200000,200000.0,0.0,1.0
2020-01-31,0,0.5757513265476771,0.0,0.8824,0.0,0.005766,200000,200000.0,0.0,1.0
2020-02-01,0,0.3435640810706229,0.0,0.9111,0.0,0.005997,200000,200000.0,0.0,1.0
2020-02-02,0,0.9467052453966676,0.0,0.9594,0.0,0.006229,200000,200000.0,0.0,1.0
2020-02-03,2,1.2156740758904363,0.0,0.9809,0.0,0.006304,200000,200000.0,0.0,1.0
2020-02-04,0,-0.7353114632987207,0.0,0.9643,0.0,0.006532,200000,200000.0,0.0,1.0
2020-02-05,0,0.5281306509972049,0.0,0.9899,0.0,0.006472,200000,200000.0,0.0,1.0
2020-02-06,0,0.3103288525302431,0.0,1.0364,0.0,0.0068,200000,200000.0,0.0,1.0
2020-02-07,2,2.685556749023685,0.0,1.092,0.0,0.006817,200000,200000.0,0.0,1.0
2020-02-08,2,1.8397365061163222,0.0,1.058,0.0,0.006669,200000,200000.0,0.0,1.0
2020-02-09,2,2.4304592895729002,0.0,1.11,0.0,0.006825,200000,200000.0,0.0,1.0
2020-02-10,2,4.141572241488631,0.0,1.4376,0.0,0.00651,200000,200000.0,0.0,1.0
2020-02-11,2,1.7602117344720432,0.0,1.4117,0.0,0.007485,200000,200000.0,0.0,1.0
2020-02-12,2,1.6899898679630008,0.0,1.4324,0.0,0.00747,200000,200000.0,0.0,1.0
2020-02-13,0,0.6696734360905341,0.0,1.4038,0.0,0.008059,200000,200000.0,0.0,1.0
2020-02-14,2,1.2269960243791707,0.0,1.5529,0.0,0.008301,200000,200000.0,0.0,1.0
2020-02-15,2,1.5177174715393178,0.0,1.4686,0.0,0.00747,200000,200000.0,0.0,1.0
2020-02-16,2,1.2876309901461145,0.0,1.3809,0.0,0.007081,200000,200000.0,0.0,1.0
2020-02-17,2,1.2884554924717926,0.0,1.3366,0.0,0.006743,200000,200000.0,0.0,1.0
2020-02-18,2,1.5393050890310658,0.0,1.4693,0.0,0.007058,200000,200000.0,0.0,1.0
2020-02-19,2,1.4924006078197767,0.0,1.3717,0.0,0.006484,200000,200000.0,0.0,1.0
2020-02-20,2,1.8947445064587674,0.0,1.4854,0.0,0.00649,200000,200000.0,0.0,1.0
2020-02-21,2,1.3227405201581381,0.0,1.4459,0.0,0.006633,200000,200000.0,0.0,1.0
2020-02-22,1,1.10619835905196,-70432.45527539091,1.4198,15167602.002123464,0.006593,200000,200000.0,0.0,1.0
2020-02-23,1,0.7307149805480254,-70432.45527539091,1.4439,15167602.002123464,0.006955,200000,207188.0940969056,7188.09409690561,1.035940470484528
2020-02-24,1,0.5388563513749444,-70432.45527539091,1.3735,15167602.002123464,0.006713,200000,198559.08956100425,-1440.9104389957502,0.9927954478050213
2020-02-25,1,0.8006771240929915,-70432.45527539091,1.3215,15167602.002123464,0.006211,200000,187282.4656816179,-12717.534318382095,0.9364123284080895
2020-02-26,1,0.5240999516211812,-70432.45527539091,1.1562,15167602.002123464,0.005554,200000,165674.86630920068,-34325.133690799325,0.8283743315460034
2020-02-27,1,0.5010762072711702,-70432.45527539091,1.2148,15167602.002123464,0.005806,200000,173624.4438928737,-26375.556107126293,0.8681222194643685
2020-02-28,0,-0.09321910401972307,0.0,1.1529,0.0,0.00575,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-02-29,0,-0.18409705090293224,0.0,1.1317,0.0,0.005615,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-01,0,0.22248437749342131,0.0,1.1176,0.0,0.005427,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-02,0,-0.07126403216071589,0.0,1.1853,0.0,0.005837,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-03,0,-0.24244662119995597,0.0,1.1639,0.0,0.005773,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-04,0,-0.7417282733147261,0.0,1.1998,0.0,0.006035,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-05,2,1.3278421976001735,0.0,1.3394,0.0,0.006129,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-06,2,1.7221863300941813,0.0,1.375,0.0,0.00614,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-07,2,1.3860765646671815,0.0,1.2858,0.0,0.005788,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-08,2,2.1690806342195543,0.0,1.0936,0.0,0.004698,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-09,2,1.91408972169564,0.0,1.0925,0.0,0.004674,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-10,2,3.332850060631034,0.0,1.2875,0.0,0.004691,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-11,2,3.132633510141028,0.0,1.337,0.0,0.004462,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-12,2,3.1755823580786844,0.0,0.795,0.0,0.002283,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-13,2,1.8271549691145543,0.0,0.8707,0.0,0.002823,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-14,2,1.7347007673753618,0.0,0.805,0.0,0.002545,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-15,2,1.931309526420031,0.0,0.8629,0.0,0.002524,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-16,2,1.4481589912334218,0.0,0.7386,0.0,0.00226,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-17,2,1.6249755041254965,0.0,0.8612,0.0,0.002467,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-18,2,1.3207680661387378,0.0,0.8667,0.0,0.002544,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-19,0,0.9918533921130969,0.0,0.9516,0.0,0.002907,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-20,1,1.0099465403057624,-101895.08676057793,0.9519,34092770.856729046,0.002845,200000,193987.86617478827,-6012.1338252117275,0.9699393308739414
2020-03-21,1,0.7289040993442931,-101895.08676057793,0.9354,34092770.856729046,0.002897,200000,194079.42132778864,-5920.578672211355,0.9703971066389432
2020-03-22,1,0.6673900199475309,-101895.08676057793,0.8452,34092770.856729046,0.00261,200000,175103.85926610327,-24896.140733896726,0.8755192963305164
2020-03-23,1,0.5682795899031495,-101895.08676057793,0.9221,34092770.856729046,0.002859,200000,191428.69138131727,-8571.308618682728,0.9571434569065863
2020-03-24,0,0.14124845242866604,0.0,0.9339,0.0,0.00306,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-25,0,-0.19350949366506778,0.0,0.8992,0.0,0.003056,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-26,0,-0.420669446364588,0.0,0.8917,0.0,0.003079,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-27,0,-0.673339272076311,0.0,0.859,0.0,0.002998,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-28,-2,-1.2508327710487812,0.0,0.8144,0.0,0.002969,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-29,-2,-1.2505476661891175,0.0,0.771,0.0,0.002721,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-30,-2,-1.366673509098451,0.0,0.8262,0.0,0.002933,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-03-31,0,0.16000397495908072,0.0,0.99,0.0,0.003108,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-01,0,-0.2361222806826584,0.0,0.9698,0.0,0.003153,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-02,0,-0.6472461521410598,0.0,0.9615,0.0,0.003228,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-03,0,-0.7032242484114315,0.0,0.9629,0.0,0.00326,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-04,0,-0.7317479739470657,0.0,0.9505,0.0,0.003245,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-05,0,-0.624967376189029,0.0,0.9486,0.0,0.00323,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-06,-2,-1.5769516776881265,0.0,0.9867,0.0,0.003643,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-07,-2,-2.022671551605297,0.0,0.9928,0.0,0.003872,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-08,-2,-1.8949645237434256,0.0,1.0067,0.0,0.003979,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-09,-1,-1.0300852005258434,88364.79674837497,1.0458,-23903751.79499497,0.003866,200000,184823.8088789011,-15176.191121098906,0.9241190443945054
2020-04-10,-1,-0.6379458483328333,88364.79674837497,0.9998,-23903751.79499497,0.003608,200000,174591.86026536714,-25408.13973463286,0.8729593013268357
2020-04-11,-1,-0.9469828245702154,88364.79674837497,0.9912,-23903751.79499497,0.003679,200000,175529.08939077577,-24470.91060922423,0.8776454469538788
2020-04-12,-1,-0.8109904041448784,88364.79674837497,0.9965,-23903751.79499497,0.003681,200000,176045.23031713214,-23954.76968286786,0.8802261515856606
2020-04-13,-1,-0.3803369714017583,88364.79674837497,0.9991,-23903751.79499497,0.003609,200000,174553.90865943825,-25446.091340561747,0.8727695432971913
2020-04-14,-1,-0.7277970863771708,88364.79674837497,0.9899,-23903751.79499497,0.003667,200000,175127.37013346294,-24872.629866537056,0.8756368506673147
2020-04-15,-1,-1.0905074556422876,88364.79674837497,0.959,-23903751.79499497,0.003658,200000,172181.7641477832,-27818.235852216807,0.860908820738916
2020-04-16,-1,-0.9654234051693403,88364.79674837497,1.0056,-23903751.79499497,0.003828,200000,180363.2014814066,-19636.798518593394,0.901816007407033
2020-04-17,-1,-0.8608601632424225,88364.79674837497,0.9975,-23903751.79499497,0.003783,200000,178571.77779696998,-21428.222203030018,0.8928588889848499
2020-04-18,-1,-0.8591479320137962,88364.79674837497,1.0411,-23903751.79499497,0.003968,200000,186846.6770172732,-13153.322982726793,0.934233385086366
2020-04-19,-1,-0.9269979097146605,88364.79674837497,1.0138,-23903751.79499497,0.003904,200000,182904.4779511629,-17095.522048837098,0.9145223897558146
2020-04-20,-1,-0.45161462213242626,88364.79674837497,0.9731,-23903751.79499497,0.003644,200000,173093.05525680532,-26906.944743194676,0.8654652762840266
2020-04-21,-1,-0.7149719868979347,88364.79674837497,0.9639,-23903751.79499497,0.003677,200000,173068.9229359551,-26931.07706404489,0.8653446146797755
2020-04-22,-1,-1.1037664158824647,88364.79674837497,0.998,-23903751.79499497,0.003898,200000,181364.8916517686,-18635.108348231413,0.906824458258843
2020-04-23,-1,-1.140014044673946,88364.79674837497,1.0074,-23903751.79499497,0.003952,200000,183486.32333813305,-16513.67666186695,0.9174316166906653
2020-04-24,-2,-1.7371586958351652,0.0,1.0107,0.0,0.004085,200000,193160.33488787297,-6839.665112127026,0.9658016744393648
2020-04-25,-2,-2.209437476055656,0.0,1.0221,0.0,0.004216,200000,193160.33488787297,-6839.665112127026,0.9658016744393648
2020-04-26,-2,-2.394501315807912,0.0,1.0522,0.0,0.00448,200000,193160.33488787297,-6839.665112127026,0.9658016744393648
2020-04-27,-2,-1.5503328963385972,0.0,1.055,0.0,0.004356,200000,193160.33488787297,-6839.665112127026,0.9658016744393648
2020-04-28,-1,-1.1813320132287202,91684.22958414325,1.0534,-22528613.819439348,0.004287,200000,193160.33488787297,-6839.665112127026,0.9658016744393648
2020-04-29,-2,-2.0407652825395868,0.0,1.099,0.0,0.004766,200000,199770.7400383475,-229.25996165251127,0.9988537001917375
2020-04-30,-1,-1.0578849002594846,94660.13079906534,1.0552,-22946328.97293217,0.004353,200000,199770.7400383475,-229.25996165251127,0.9988537001917375
2020-05-01,-1,-0.9646958854050197,94660.13079906534,1.0751,-22946328.97293217,0.004437,200000,203581.9682749752,3581.9682749751955,1.017909841374876
2020-05-02,-1,-0.9624331373261129,94660.13079906534,1.0884,-22946328.97293217,0.004515,200000,206630.76167449146,6630.761674491456,1.0331538083724572
2020-05-03,-1,-0.5615005920205716,94660.13079906534,1.0624,-22946328.97293217,0.004332,200000,199970.42007166918,-29.579928330815164,0.9998521003583459
2020-05-04,-1,-1.0496208221045402,94660.13079906534,1.06,-22946328.97293217,0.004444,200000,202313.22460271983,2313.224602719827,1.011566123013599
2020-05-05,-1,-0.9936339029561941,94660.13079906534,1.0517,-22946328.97293217,0.004419,200000,200953.8872927643,953.8872927642951,1.0047694364638216
2020-05-06,-1,-0.649336050053104,94660.13079906534,1.024,-22946328.97293217,0.00425,200000,194453.87207320466,-5546.127926795336,0.9722693603660233
2020-05-07,-2,-1.387254855047777,0.0,1.0444,0.0,0.00451,200000,204395.64309972775,4395.643099727749,1.0219782154986388
2020-05-08,-2,-2.079165448979354,0.0,1.0551,0.0,0.004783,200000,204395.64309972775,4395.643099727749,1.0219782154986388
2020-05-09,-2,-1.2363686340994042,0.0,1.0406,0.0,0.004549,200000,204395.64309972775,4395.643099727749,1.0219782154986388
2020-05-10,-1,-1.1394239095460335,106991.019210494,0.9552,-24537292.088802848,0.004165,200000,204395.64309972775,4395.643099727749,1.0219782154986388
2020-05-11,-2,-1.3774147623083366,0.0,0.931,0.0,0.004113,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-12,2,1.5200145763745967,0.0,1.0699,0.0,0.004243,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-13,0,-0.02370551748671458,0.0,1.06,0.0,0.004459,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-14,0,-0.5719406292615513,0.0,1.0461,0.0,0.004494,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-15,0,-0.20315417416921214,0.0,1.0298,0.0,0.004377,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-16,0,-0.6714876760822794,0.0,1.0299,0.0,0.004449,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-17,0,0.1012410656589365,0.0,1.0497,0.0,0.004426,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-18,0,0.1539216103263502,0.0,1.0638,0.0,0.004487,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-19,0,-0.28268931261970076,0.0,1.0615,0.0,0.004534,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-20,0,-0.38374307521522033,0.0,1.0542,0.0,0.004525,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-21,0,0.6343978521448992,0.0,1.0167,0.0,0.004237,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-22,0,-0.743169283001996,0.0,1.0665,0.0,0.00464,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-23,0,-0.33887561215474377,0.0,1.0699,0.0,0.004609,200000,205708.88657600395,5708.886576003948,1.0285444328800197
2020-05-24,-1,-1.0894662756826154,101664.9632183473,1.0117,-23025395.8558321,0.004467,200000,205708.88657600398,5708.886576003977,1.02854443288002
2020-05-25,-2,-2.7286550516642913,0.0,1.0576,0.0,0.005064,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-26,-2,-1.4252595117931404,0.0,1.0645,0.0,0.004871,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-27,-2,-1.3756055823320406,0.0,1.0653,0.0,0.004896,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-28,-2,-2.7123149817252807,0.0,1.087,0.0,0.005508,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-29,-2,-2.2830078427091256,0.0,1.0859,0.0,0.005547,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-30,-2,-2.613356505067269,0.0,1.1137,0.0,0.006227,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-05-31,-2,-2.26378763728193,0.0,1.0945,0.0,0.006247,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-01,-2,-2.044419055320337,0.0,1.1485,0.0,0.006655,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-02,-2,-2.2969274340401444,0.0,1.118,0.0,0.00725,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-03,-2,-1.852426769805894,0.0,1.1176,0.0,0.007099,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-04,-2,-1.3494021156860716,0.0,1.1256,0.0,0.006732,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-05,-1,-1.1628472635574385,94997.18093330985,1.1305,-16045766.180353623,0.006693,200000,214788.6260902136,14788.626090213598,1.073943130451068
2020-06-06,-2,-1.3827787170901498,0.0,1.1487,0.0,0.007301,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-07,-2,-1.2324686753501815,0.0,1.1443,0.0,0.007246,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-08,-2,-1.279342777202114,0.0,1.1852,0.0,0.007787,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-09,-2,-1.4104177013194126,0.0,1.1721,0.0,0.008181,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-10,-2,-1.4497664761171865,0.0,1.2423,0.0,0.009008,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-11,-2,-1.5611740062390103,0.0,1.1335,0.0,0.008762,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-12,-2,-1.5743254160906113,0.0,1.2103,0.0,0.00971,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-13,-2,-1.2963747360558042,0.0,1.2489,0.0,0.009597,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-14,0,-0.9983969826216325,0.0,1.1748,0.0,0.00864,200000,222815.50323488234,22815.503234882344,1.1140775161744116
2020-06-15,-1,-1.1684503825265218,95555.1519147793,1.1659,-12364900.290504014,0.00901,200000,222815.50323488237,22815.503234882373,1.1140775161744119
2020-06-16,-1,-0.7602118937249349,95555.1519147793,1.2563,-12364900.290504014,0.009061,200000,232084.2988827941,32084.2988827941,1.1604214944139706
2020-06-17,-1,-0.634167650921935,95555.1519147793,1.2609,-12364900.290504014,0.009013,200000,231930.3373676579,31930.337367657892,1.1596516868382896
2020-06-18,-1,-0.4041315667344879,95555.1519147793,1.2375,-12364900.290504014,0.00866,200000,225329.53701030414,25329.537010304135,1.1266476850515206
2020-06-19,0,-0.1943956786261647,0.0,1.2151,0.0,0.008379,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-20,0,-0.10496875307297515,0.0,1.2023,0.0,0.00829,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-21,0,-0.45429129594770035,0.0,1.1997,0.0,0.008626,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-22,0,-0.9151766471465634,0.0,1.2258,0.0,0.009283,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-23,0,-0.2940954927746069,0.0,1.239,0.0,0.008903,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-24,0,-0.8341318348110998,0.0,1.1849,0.0,0.008996,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-25,0,-0.6410969950009041,0.0,1.1848,0.0,0.008882,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-26,-1,-1.0606943008794527,91107.2334419369,1.1542,-11750583.175626725,0.008949,200000,210311.93767736712,10311.937677367125,1.0515596883868357
2020-06-27,-1,-0.9983470853185253,91107.2334419369,1.1133,-11750583.175626725,0.008608,200000,202578.7029667032,2578.7029667031893,1.0128935148335159
2020-06-28,-1,-0.7881366263833506,91107.2334419369,1.1339,-11750583.175626725,0.00869,200000,205419.05979600849,5419.059796008485,1.0270952989800424
2020-06-29,-1,-0.5822413750722327,91107.2334419369,1.141,-11750583.175626725,0.008691,200000,206077.67173662188,6077.67173662188,1.0303883586831093
2020-06-30,-2,-1.2153860978493272,0.0,1.12,0.0,0.008837,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-01,-2,-1.7797338670594278,0.0,1.1515,0.0,0.009436,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-02,-2,-2.15688416464188,0.0,1.1258,0.0,0.009556,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-03,-2,-2.5348660800224505,0.0,1.121,0.0,0.010223,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-04,-2,-3.0757044233905653,0.0,1.1305,0.0,0.012525,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-05,-2,-2.8418340689798476,0.0,1.116,0.0,0.014307,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-06,-2,-2.1958662841985483,0.0,1.1597,0.0,0.01442,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-07,-2,-2.2829394456323717,0.0,1.1672,0.0,0.017325,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-08,-2,-2.1207878485699783,0.0,1.2117,0.0,0.019932,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-09,-2,-1.736058742704828,0.0,1.1704,0.0,0.01825,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-10,-2,-1.4384488883888482,0.0,1.1585,0.0,0.017119,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-11,-2,-1.3760382982209414,0.0,1.2008,0.0,0.018535,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-12,-1,-1.1798543055517667,87569.87026067672,1.2111,-5841689.334767588,0.018155,200000,212111.73974541115,12111.739745411149,1.0605586987270557
2020-07-13,-1,-1.1488769453187664,87569.87026067672,1.1835,-5841689.334767588,0.018461,200000,211482.36826265533,11482.368262655335,1.0574118413132767
2020-07-14,-1,-0.8138324808709889,87569.87026067672,1.3189,-5841689.334767588,0.01845,200000,223275.07011326854,23275.070113268535,1.1163753505663427
2020-07-15,-1,-0.7950441988010113,87569.87026067672,1.3215,-5841689.334767588,0.018996,200000,226692.31415272938,26692.314152729377,1.1334615707636468
2020-07-16,-1,-0.5370760504462918,87569.87026067672,1.3487,-5841689.334767588,0.018036,200000,223466.19286244293,23466.192862442927,1.1173309643122147
2020-07-17,-1,-0.2637634434353029,87569.87026067672,1.4601,-5841689.334767588,0.018211,200000,234243.77204306662,34243.77204306662,1.171218860215333
2020-07-18,0,-0.1529891457617517,0.0,1.4689,0.0,0.018168,200000,189612.16915356065,-10387.830846439349,0.9480608457678033
2020-07-19,0,-0.05000291413178019,0.0,1.4572,0.0,0.018017,200000,189612.16915356065,-10387.830846439349,0.9480608457678033
2020-07-20,1,1.0362973037350804,-59268.62001549158,1.5996,5898101.566304611,0.016074,200000,189612.16915356065,-10387.830846439349,0.9480608457678033
2020-07-21,1,0.9784418699186016,-59268.62001549158,1.6581,5898101.566304611,0.0175,200000,201490.07625801727,1490.076258017274,1.0074503812900863
2020-07-22,2,1.2863161506595213,0.0,1.6715,0.0,0.017467,200000,185657.5274508122,-14342.472549187805,0.9282876372540609
2020-07-23,1,1.185446312030351,-58456.40033086026,1.588,5340818.349082682,0.017381,200000,185657.5274508122,-14342.472549187805,0.9282876372540609
2020-07-24,2,1.2126523771102573,0.0,1.5617,0.0,0.016995,200000,186181.6800048565,-13818.319995143509,0.9309084000242824
2020-07-25,0,0.5162365614681721,0.0,1.527,0.0,0.018218,200000,186181.6800048565,-13818.319995143509,0.9309084000242824
2020-07-26,0,0.7310647563358781,0.0,1.525,0.0,0.017554,200000,186181.6800048565,-13818.319995143509,0.9309084000242824
2020-07-27,1,1.1917505721073456,-63180.969188562674,1.4734,5951719.19969492,0.015641,200000,186181.6800048565,-13818.319995143509,0.9309084000242824
2020-07-28,1,1.0631954775893653,-63180.969188562674,1.4994,5951719.19969492,0.01598,200000,189842.01801245572,-10157.981987544277,0.9492100900622786
2020-07-29,1,1.1512571144494401,-63180.969188562674,1.5003,5951719.19969492,0.015583,200000,187536.04836244654,-12463.951637553459,0.9376802418122328
2020-07-30,1,0.418347559939409,-63180.969188562674,1.5293,5951719.19969492,0.017315,200000,199676.67412278644,-323.3258772135596,0.9983833706139322
2020-07-31,1,0.3468251405818484,-63180.969188562674,1.5206,5951719.19969492,0.017204,200000,198466.3588596798,-1533.6411403201928,0.992331794298399
2020-08-01,1,0.48684789292568925,-63180.969188562674,1.5707,5951719.19969492,0.017319,200000,202316.17312399173,2316.173123991728,1.0115808656199587
2020-08-02,2,1.2481970761893315,0.0,1.599,0.0,0.016207,200000,190748.53666791262,-9251.463332087384,0.953742683339563
2020-08-03,2,1.457907778270626,0.0,1.6956,0.0,0.0167,200000,190748.53666791262,-9251.463332087384,0.953742683339563
2020-08-04,0,-0.3009893383562031,0.0,1.6458,0.0,0.018734,200000,190748.53666791262,-9251.463332087384,0.953742683339563
