date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-04-13,-2,-1.551899342370113,0.0,5.1805,0.0,1.341,200000,204779.314896974,4779.314896974014,1.02389657448487
2020-04-14,0,-0.6568172557142464,0.0,5.2449,0.0,1.331,200000,204779.314896974,4779.314896974014,1.02389657448487
2020-04-15,0,-0.6444533057534544,0.0,5.1002,0.0,1.295,200000,204779.314896974,4779.314896974014,1.02389657448487
2020-04-16,0,-0.9366632777750693,0.0,5.4755,0.0,1.403,200000,204779.314896974,4779.314896974014,1.02389657448487
2020-04-17,-1,-1.068501845245416,19064.49018721712,5.3707,-74034.45947106797,1.383,200000,204779.31489697399,4779.314896973985,1.02389657448487
2020-04-18,-1,-0.42919123927687114,19064.49018721712,5.6573,-74034.45947106797,1.437,200000,214241.05859606812,14241.05859606812,1.0712052929803406
2020-04-19,-1,-0.31175225194805195,19064.49018721712,5.4796,-74034.45947106797,1.391,200000,207447.71355413046,7447.71355413046,1.0372385677706524
2020-04-20,0,0.5050904730344671,0.0,5.2249,0.0,1.311,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-21,0,0.13468756012456942,0.0,5.1993,0.0,1.315,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-22,0,-0.06657343451871486,0.0,5.3867,0.0,1.367,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-23,2,2.0256892976130842,0.0,5.6028,0.0,1.389,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-24,0,-0.4105043763069269,0.0,5.5931,0.0,1.426,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-25,-2,-1.2582942818208207,0.0,5.75,0.0,1.482,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-26,2,2.342123910483766,0.0,6.2159,0.0,1.532,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-27,2,2.0034822131087315,0.0,6.103,0.0,1.505,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-28,2,1.2788901737185423,0.0,6.1423,0.0,1.527,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-29,2,2.486519579596099,0.0,6.7433,0.0,1.633,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-04-30,2,2.578702328726515,0.0,6.4418,0.0,1.536,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-01,2,2.117513310678387,0.0,6.647,0.0,1.585,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-02,2,3.3591704715318724,0.0,7.4719,0.0,1.642,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-03,2,2.569165067423342,0.0,7.2077,0.0,1.584,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-04,2,2.354217885760773,0.0,7.214,0.0,1.558,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-05,2,2.0248628345968736,0.0,7.1905,0.0,1.547,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-06,2,1.4117765770262969,0.0,6.8379,0.0,1.508,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-07,1,1.0439352191654787,-14261.525845158912,7.09,63673.94095854955,1.588,200000,202228.43648435338,2228.436484353384,1.011142182421767
2020-05-08,1,0.419205947248296,-14261.525845158912,7.1445,63673.94095854955,1.657,200000,207399.19156905444,7399.191569054441,1.036995957845272
2020-05-09,1,0.7630274304518495,-14261.525845158912,7.0544,63673.94095854955,1.594,200000,202102.76981001702,2102.7698100170237,1.0105138490500851
2020-05-10,1,0.20802199460911797,-14261.525845158912,6.1909,63673.94095854955,1.442,200000,180109.50321702275,-19890.49678297725,0.9005475160851137
2020-05-11,0,0.15171121755162673,0.0,6.0165,0.0,1.401,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-12,0,-0.49728127008886497,0.0,6.0888,0.0,1.468,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-13,0,-0.4388100443758937,0.0,6.2145,0.0,1.49,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-14,0,-0.8685266548153358,0.0,6.2779,0.0,1.536,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-15,0,0.1305803770894254,0.0,6.5011,0.0,1.501,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-16,0,0.1412259565430979,0.0,6.6938,0.0,1.54,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-17,0,-0.15123921739368512,0.0,6.6575,0.0,1.547,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-18,0,-0.5368395926087576,0.0,6.712,0.0,1.579,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-19,0,-0.7809536096573426,0.0,6.6712,0.0,1.582,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-20,-2,-1.4368968290387096,0.0,6.4513,0.0,1.576,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-21,-2,-1.3694119904231898,0.0,6.1255,0.0,1.497,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-22,-2,-2.7667307746951413,0.0,6.4632,0.0,1.763,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-23,-2,-1.4264064364177573,0.0,6.5575,0.0,1.668,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-24,0,-0.1035628195815504,0.0,6.5819,0.0,1.56,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-25,0,-0.548829333215297,0.0,6.8067,0.0,1.657,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-26,0,-0.7912786182716347,0.0,6.708,0.0,1.658,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-27,0,-0.17487719858854492,0.0,6.7757,0.0,1.635,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-28,0,-0.5881158519672127,0.0,6.8609,0.0,1.689,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-29,0,0.8037995497226355,0.0,7.2254,0.0,1.687,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-30,0,0.06669048498181779,0.0,7.4928,0.0,1.802,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-05-31,-1,-1.014432556062962,14327.096576412641,6.9388,-56904.89852570808,1.747,200000,198825.71544882405,-1174.2845511759515,0.9941285772441203
2020-06-01,-2,-1.7531503976893554,0.0,7.2045,0.0,1.89,200000,203156.40637764745,3156.4063776474504,1.0157820318882373
2020-06-02,-1,-1.1770186977276746,14556.713602388003,6.9781,-56621.07201160743,1.794,200000,203156.40637764745,3156.4063776474504,1.0157820318882373
2020-06-03,-2,-1.5164649237195793,0.0,6.9413,0.0,1.829,200000,205673.83095862158,5673.830958621576,1.028369154793108
2020-06-04,-2,-1.5086751818586532,0.0,6.9152,0.0,1.838,200000,205673.83095862158,5673.830958621576,1.028369154793108
2020-06-05,-1,-1.1749554789154422,15026.727961790693,6.8436,-57195.16989950544,1.798,200000,205673.83095862158,5673.830958621576,1.028369154793108
2020-06-06,-2,-1.498111520422458,0.0,6.862,0.0,1.848,200000,208257.0976590999,8257.097659099905,1.0412854882954996
2020-06-07,-1,-1.0408538074433473,15239.959726831652,6.8326,-57625.096197869374,1.807,200000,208257.0976590999,8257.097659099905,1.0412854882954996
2020-06-08,-1,-0.9460121308108345,15239.959726831652,6.9004,-57625.096197869374,1.825,200000,210327.61866014072,10327.618660140724,1.0516380933007037
2020-06-09,-1,-0.9707231717949537,15239.959726831652,6.7826,-57625.096197869374,1.805,200000,207379.8494803626,7379.849480362609,1.036899247401813
2020-06-10,-2,-1.357576075726054,0.0,6.8084,0.0,1.863,200000,211852.91007156993,11852.910071569931,1.0592645503578497
2020-06-11,-1,-1.0732184019161095,16910.35361363106,6.264,-62827.07890615953,1.686,200000,211852.91007156993,11852.910071569931,1.0592645503578497
2020-06-12,-1,-1.191082665692401,16910.35361363106,6.4048,-62827.07890615953,1.745,200000,217940.68551583262,17940.68551583262,1.089703427579163
2020-06-13,-1,-1.182575525995948,16910.35361363106,6.4923,-62827.07890615953,1.778,200000,221493.6350609286,21493.635060928587,1.107468175304643
2020-06-14,-1,-0.973827705076998,16910.35361363106,6.3165,-62827.07890615953,1.72,200000,214876.82431909497,14876.824319094972,1.0743841215954748
2020-06-15,-1,-0.6042006756583024,16910.35361363106,6.2414,-62827.07890615953,1.674,200000,210716.81113302795,10716.81113302795,1.0535840556651397
2020-06-16,-1,-1.1460019383155475,16910.35361363106,6.2527,-62827.07890615953,1.732,200000,214551.86870541924,14551.868705419241,1.0727593435270961
2020-06-17,-1,-0.707980356150783,16910.35361363106,6.2823,-62827.07890615953,1.71,200000,213670.2194364472,13670.219436447194,1.0683510971822359
2020-06-18,-1,-0.5812546758338522,16910.35361363106,6.2085,-62827.07890615953,1.682,200000,210663.07713038876,10663.07713038876,1.0533153856519437
2020-06-19,0,0.4268185369399975,0.0,6.3406,0.0,1.676,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-20,0,-0.09443371334271432,0.0,6.2619,0.0,1.68,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-21,-2,-1.7761162637547456,0.0,6.2125,0.0,1.729,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-22,-2,-2.82892277715924,0.0,6.3745,0.0,1.838,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-23,-2,-1.632418802839231,0.0,6.3735,0.0,1.796,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-24,-1,-1.097794304875622,16867.752956523123,6.2228,-60463.50984899315,1.736,200000,209929.3061957042,9929.306195704208,1.049646530978521
2020-06-25,-1,-1.0326677093564127,16867.752956523123,6.1534,-60463.50984899315,1.718,200000,207670.3409632396,7670.340963239607,1.038351704816198
2020-06-26,-1,-0.7240059894879439,16867.752956523123,6.044,-60463.50984899315,1.678,200000,203406.46839583624,3406.468395836244,1.0170323419791811
2020-06-27,-2,-1.2721363087887358,0.0,5.589,0.0,1.577,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-06-28,0,-0.9818650551302931,0.0,5.7511,0.0,1.615,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-06-29,-2,-1.691641663623597,0.0,5.8253,0.0,1.671,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-06-30,-2,-1.489575393980192,0.0,5.7284,0.0,1.643,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-01,-2,-1.7031402012439667,0.0,5.7095,0.0,1.657,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-02,-2,-1.6715186732246443,0.0,5.6408,0.0,1.647,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-03,-2,-1.2524905158822355,0.0,5.6483,0.0,1.636,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-04,-2,-1.8217880534388564,0.0,5.6977,0.0,1.695,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-05,-2,-2.622811282583026,0.0,5.6498,0.0,1.774,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-06,-2,-1.2445678623715475,0.0,6.1047,0.0,1.821,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-07,0,-0.5398697061961713,0.0,6.2192,0.0,1.807,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-08,-2,-1.4962064279317915,0.0,6.634,0.0,2.019,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-09,-2,-2.329785066370637,0.0,6.6456,0.0,2.13,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-10,-2,-1.988860697708324,0.0,6.3821,0.0,2.037,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-11,-2,-1.7602830629485302,0.0,6.5017,0.0,2.079,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-12,-2,-1.3903613191965163,0.0,6.4603,0.0,2.045,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-13,-2,-2.4954473856950177,0.0,6.3015,0.0,2.211,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-14,-2,-2.522905935710105,0.0,6.3273,0.0,2.346,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-15,-2,-2.0614887264278514,0.0,6.2219,0.0,2.293,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-16,-2,-2.0407161160773266,0.0,6.0317,0.0,2.303,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-17,-2,-2.0069748712462063,0.0,6.029,0.0,2.392,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-18,-2,-1.6609489030480382,0.0,6.0518,0.0,2.364,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-19,-2,-1.3738760215810057,0.0,6.1004,0.0,2.344,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-20,0,-0.9323441405203554,0.0,6.0289,0.0,2.215,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-21,-1,-1.0820054966436454,17041.932379786023,6.1908,-44875.880466516086,2.351,200000,211006.38995355862,11006.389953558624,1.0550319497677931
2020-07-22,-1,-0.8672825677328075,17041.932379786023,6.3569,-44875.880466516086,2.376,200000,214958.951933504,14958.951933503995,1.07479475966752
2020-07-23,-1,-0.6180248042729508,17041.932379786023,6.4402,-44875.880466516086,2.357,200000,215525.9031718764,15525.903171876387,1.0776295158593818
2020-07-24,-1,-0.5350914099794848,17041.932379786023,6.2548,-44875.880466516086,2.287,200000,209225.01727600791,9225.017276007915,1.0461250863800395
2020-07-25,-1,-0.30907898751761226,17041.932379786023,6.7067,-44875.880466516086,2.409,200000,222401.12393534815,22401.12393534815,1.1120056196767407
2020-07-26,0,-0.11663542320091157,0.0,6.6358,0.0,2.357,200000,203691.98532735297,3691.9853273529734,1.0184599266367649
2020-07-27,1,1.0311498424802776,-14310.845288360686,7.1167,43899.13476882607,2.32,200000,203691.98532735297,3691.9853273529734,1.0184599266367649
2020-07-28,1,1.0476647041851206,-14310.845288360686,7.2125,43899.13476882607,2.374,200000,207433.51758349454,7433.51758349454,1.0371675879174727
2020-07-29,2,1.3116240531446481,0.0,7.2644,0.0,2.351,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-07-30,2,1.3596334022368946,0.0,7.3422,0.0,2.373,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-07-31,2,1.2275844685048152,0.0,7.3976,0.0,2.42,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-01,0,0.8363883786094739,0.0,7.833,0.0,2.65,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-02,0,0.9745059468619416,0.0,7.1939,0.0,2.403,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-03,0,-0.3801137298120943,0.0,7.1658,0.0,2.621,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-04,-2,-1.4292317563891488,0.0,7.139,0.0,2.848,200000,204444.82399861026,4444.823998610256,1.0222241199930513
