date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-08-05,0,-0.937909864625409,0.0,7.2239,0.0,2.773,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-06,-1,-1.1383754401878896,14398.131188543899,7.0997,-37010.286748481216,2.762,200000,204444.82399861026,4444.823998610256,1.0222241199930513
2020-08-07,-1,-1.0018716343198553,14398.131188543899,6.8756,-37010.286748481216,2.642,200000,196776.9683894398,-3223.031610560196,0.983884841947199
2020-08-08,-2,-1.3733125098681223,0.0,6.9377,0.0,2.756,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-09,-2,-1.2066094530843379,0.0,6.8798,0.0,2.717,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-10,-2,-1.6080729826613613,0.0,7.0649,0.0,2.926,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-11,-2,-1.2363523829303842,0.0,6.743,0.0,2.722,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-12,-2,-1.367522952423594,0.0,6.7535,0.0,2.799,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-13,-2,-1.218120864924385,0.0,6.9236,0.0,2.86,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-14,-2,-1.72613312414972,0.0,6.8833,0.0,3.1,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-15,-2,-1.2410143015372737,0.0,7.1732,0.0,3.095,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-16,-2,-1.5504865188268366,0.0,7.2479,0.0,3.336,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-17,-2,-1.429954645092431,0.0,7.3884,0.0,3.418,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-18,-1,-1.1785773280341676,14205.610542396595,7.2702,-31362.77855005518,3.293,200000,206555.25953066343,6555.259530663432,1.0327762976533172
2020-08-19,-2,-1.5595411747274206,0.0,6.798,0.0,3.296,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-20,-2,-2.4145385701420703,0.0,6.9696,0.0,4.078,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-21,-2,-1.9862884081758765,0.0,6.6324,0.0,3.769,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-22,-2,-2.1552982012922657,0.0,6.7702,0.0,4.162,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-23,-2,-1.7142800312160773,0.0,6.7588,0.0,3.988,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-24,-2,-1.2584927970091515,0.0,6.8537,0.0,3.818,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-25,0,-0.9701467915182003,0.0,6.4692,0.0,3.482,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-26,-2,-1.288647061795451,0.0,6.46,0.0,3.784,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-27,0,-0.6715045561858046,0.0,6.3544,0.0,3.37,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-28,0,-0.3857544872835472,0.0,6.5278,0.0,3.342,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-29,0,-0.512972886858424,0.0,6.4926,0.0,3.431,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-30,0,-0.27431147617118934,0.0,6.6907,0.0,3.449,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-08-31,0,-0.11078460489618362,0.0,6.5858,0.0,3.359,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-01,0,-0.21447403912683946,0.0,6.7359,0.0,3.518,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-02,0,0.0242896106467228,0.0,6.2946,0.0,3.238,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-03,2,1.7328757228071574,0.0,5.4849,0.0,2.388,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-04,0,0.6786318342607719,0.0,5.3018,0.0,2.578,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-05,1,1.161461772604159,-21238.02878403676,5.023,45511.35605043372,2.344,200000,213357.2371644333,13357.237164433289,1.0667861858221666
2020-09-06,1,1.0926068317075328,-21238.02878403676,5.1492,45511.35605043372,2.422,200000,219587.3621689126,19587.3621689126,1.097936810844563
2020-09-07,1,1.098893833697276,-21238.02878403676,5.0983,45511.35605043372,2.41,200000,217960.21023119992,17960.21023119992,1.0898010511559997
2020-09-08,2,1.2703658418471642,0.0,5.0882,0.0,2.359,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-09,0,0.7140044105869934,0.0,5.0505,0.0,2.439,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-10,0,0.12853690821951683,0.0,5.1856,0.0,2.622,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-11,0,-0.7410405104694721,0.0,5.2164,0.0,2.816,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-12,0,-0.9740021653673193,0.0,5.2316,0.0,2.854,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-13,0,-0.49433108241835516,0.0,5.06,0.0,2.648,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-14,0,-0.24274123028620054,0.0,5.1494,0.0,2.639,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-15,0,0.7559395083691082,0.0,5.1688,0.0,2.466,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-16,0,0.637445210568566,0.0,5.1179,0.0,2.448,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-17,0,0.08651258901760878,0.0,5.2043,0.0,2.566,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-18,-2,-1.3645001029412156,0.0,5.1854,0.0,2.804,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-19,0,-0.28702965639604805,0.0,5.2177,0.0,2.631,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-20,0,-0.009817854815623575,0.0,5.0895,0.0,2.52,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-21,0,0.8075700182178519,0.0,4.8161,0.0,2.263,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-22,0,0.6087498171505793,0.0,4.9453,0.0,2.341,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-23,2,1.6668089519372422,0.0,4.8357,0.0,2.176,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-24,0,0.8952114491316818,0.0,4.9688,0.0,2.319,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-25,0,0.6224656358051998,0.0,4.9772,0.0,2.36,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-26,2,1.5957178663552989,0.0,5.3621,0.0,2.399,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-27,2,1.851887997822559,0.0,5.444,0.0,2.37,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-28,2,1.2845882103951773,0.0,5.411,0.0,2.425,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-29,1,1.1388616941254759,-19770.146692686696,5.4137,43990.81099473818,2.433,200000,214059.28630039596,14059.286300395965,1.0702964315019798
2020-09-30,1,0.976748458509711,-19770.146692686696,5.3972,43990.81099473818,2.435,200000,213821.0605019561,13821.06050195609,1.0691053025097805
2020-10-01,1,1.1330912471753674,-19770.146692686696,5.3287,43990.81099473818,2.365,200000,209387.4486838754,9387.44868387541,1.046937243419377
2020-10-02,1,1.1390796783579236,-19770.146692686696,5.1802,43990.81099473818,2.288,200000,203064.28945341657,3064.289453416568,1.0153214472670828
2020-10-03,1,0.8340267028534838,-19770.146692686696,5.1341,43990.81099473818,2.297,200000,202548.80298983637,2548.8029898363748,1.012744014949182
2020-10-04,1,0.7523768249134241,-19770.146692686696,5.1535,43990.81099473818,2.306,200000,203328.26113462713,3328.2611346271296,1.0166413056731356
2020-10-05,1,0.5290192032108718,-19770.146692686696,5.0997,43990.81099473818,2.302,200000,202088.66399858164,2088.6639985816437,1.0104433199929082
2020-10-06,2,1.8981910055984275,0.0,5.2388,0.0,2.172,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-07,2,1.338570023991694,0.0,5.1736,0.0,2.192,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-08,0,0.8563596398934874,0.0,5.1745,0.0,2.251,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-09,0,0.4132573966476081,0.0,5.2674,0.0,2.33,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-10,0,0.7113202455104617,0.0,5.2712,0.0,2.3,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-11,0,0.8110367140066227,0.0,5.428,0.0,2.354,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-12,0,0.9750657290497465,0.0,5.4483,0.0,2.345,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-13,0,0.5235857693825698,0.0,5.3502,0.0,2.33,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-14,2,1.684677585121918,0.0,5.3812,0.0,2.254,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-15,2,1.7016364641310422,0.0,5.3321,0.0,2.23,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-16,2,1.4702784503384778,0.0,5.1737,0.0,2.166,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-17,2,1.2643241541126973,0.0,5.1938,0.0,2.179,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-18,0,0.8152505695705307,0.0,5.2282,0.0,2.216,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-19,0,0.6678851693108752,0.0,5.2086,0.0,2.212,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-20,0,0.7855130432401991,0.0,5.0807,0.0,2.146,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-21,0,0.24612351540742441,0.0,5.3379,0.0,2.283,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-22,1,1.1176996638493464,-19786.447729282936,5.612,47433.380887114836,2.341,200000,222083.0893134717,22083.08931347169,1.1104154465673584
2020-10-23,1,0.958076215010115,-19786.447729282936,5.482,47433.380887114836,2.291,200000,217139.18206430913,17139.182064309134,1.0856959103215456
2020-10-24,1,0.8614944749449247,-19786.447729282936,5.529,47433.380887114836,2.312,200000,219065.24610621485,19065.24610621485,1.0953262305310743
2020-10-25,2,2.5067100178963084,0.0,5.5585,0.0,2.229,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-26,2,2.2250674051196704,0.0,5.435,0.0,2.174,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-27,2,1.7502381552203732,0.0,5.4582,0.0,2.194,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-28,2,2.064779740560693,0.0,5.2714,0.0,2.079,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-29,2,2.8139469204384957,0.0,5.4065,0.0,2.033,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-30,2,2.5507341676650004,0.0,5.2584,0.0,1.946,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-10-31,2,2.019151496408657,0.0,5.2734,0.0,1.964,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-11-01,2,1.2633794172155697,0.0,5.2434,0.0,2.008,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-11-02,1,1.0416083370457425,-22651.373373162256,4.9961,58819.40047279416,1.924,200000,226337.05301931192,26337.05301931192,1.1316852650965596
2020-11-03,1,1.0842830081460528,-22651.373373162256,4.8866,58819.40047279416,1.868,200000,220562.84120847416,20562.841208474158,1.1028142060423707
2020-11-04,2,1.2960829255910244,0.0,4.8774,0.0,1.833,200000,229000.90044294178,29000.900442941784,1.1450045022147088
2020-11-05,1,1.023254464164968,-22460.317036715292,5.0979,59295.93486352713,1.931,200000,229000.90044294178,29000.900442941784,1.1450045022147088
2020-11-06,1,0.5483082760699511,-22460.317036715292,5.3597,59295.93486352713,2.071,200000,243182.44232404768,43182.442324047675,1.2159122116202383
2020-11-07,1,0.6073230852488395,-22460.317036715292,5.0771,59295.93486352713,1.949,200000,229601.0526761216,29601.052676121588,1.148005263380608
2020-11-08,0,0.12552181979998597,0.0,5.1801,0.0,2.027,200000,225154.72875646118,25154.728756461176,1.1257736437823058
2020-11-09,0,-0.1982624705892849,0.0,5.0283,0.0,1.989,200000,225154.72875646118,25154.728756461176,1.1257736437823058
2020-11-10,0,-0.01829237417170317,0.0,5.1324,0.0,2.006,200000,225154.72875646118,25154.728756461176,1.1257736437823058
2020-11-11,0,-0.9625859328998179,0.0,5.0917,0.0,2.054,200000,225154.72875646118,25154.728756461176,1.1257736437823058
2020-11-12,-1,-1.0291781598886018,22315.525764793565,5.0448,-55456.82974297074,2.03,200000,225154.72875646118,25154.728756461176,1.1257736437823058
2020-11-13,-2,-1.5915716277836034,0.0,5.1344,0.0,2.094,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-14,-2,-1.341104661120959,0.0,5.0333,0.0,2.04,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-15,0,-0.43185389792106527,0.0,5.0241,0.0,1.978,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-16,0,0.3295688202713038,0.0,5.395,0.0,2.073,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-17,0,0.48517324783461124,0.0,5.7751,0.0,2.206,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-18,2,2.5158894921460684,0.0,6.0431,0.0,2.15,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-19,0,0.5229454952072005,0.0,5.9188,0.0,2.25,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-20,0,-0.16645594458919963,0.0,6.0635,0.0,2.362,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-21,-2,-1.4917589562959495,0.0,6.5853,0.0,2.695,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-22,-2,-2.050053652118466,0.0,6.0316,0.0,2.557,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-23,-2,-1.8197528503534603,0.0,6.5685,0.0,2.794,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-24,-2,-1.5115798134823082,0.0,7.2767,0.0,3.079,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-25,-2,-1.2489547295320247,0.0,6.95,0.0,2.924,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-26,0,-0.6717410379514324,0.0,6.1404,0.0,2.522,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-27,0,-0.9844200319067328,0.0,6.2115,0.0,2.602,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-28,-1,-1.1635657759496305,17916.20525000678,6.3268,-42138.381924067995,2.69,200000,226704.49475148582,26704.49475148582,1.133522473757429
2020-11-29,-1,-1.1575115265825138,17916.20525000678,6.3926,-42138.381924067995,2.734,200000,229737.46986159525,29737.46986159525,1.1486873493079763
2020-11-30,-2,-1.3055422918833464,0.0,6.7458,0.0,2.932,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-01,-2,-1.4377594854504343,0.0,6.1466,0.0,2.718,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-02,-2,-1.4314143443938496,0.0,6.2376,0.0,2.787,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-03,0,-0.9907728204553451,0.0,6.587,0.0,2.877,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-04,0,-0.8656825052852062,0.0,5.9515,0.0,2.591,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-05,0,-0.8965436029161907,0.0,6.1922,0.0,2.718,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-06,0,-0.5111387993314211,0.0,6.1708,0.0,2.653,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-07,0,-0.23561280823701242,0.0,6.1525,0.0,2.612,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-08,0,0.2838322864481647,0.0,5.7707,0.0,2.41,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-09,1,1.010908666369462,-18919.18294246247,6.0625,46044.77984290595,2.491,200000,229395.09317735746,29395.093177357456,1.1469754658867872
2020-12-10,2,1.2429176728561644,0.0,5.8918,0.0,2.43,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-11,2,1.9903882327858489,0.0,5.7895,0.0,2.337,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-12,0,0.9807209675125534,0.0,5.971,0.0,2.469,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-13,0,0.5624933802428123,0.0,6.1209,0.0,2.557,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-14,0,0.5579699077377798,0.0,6.0388,0.0,2.521,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-15,0,-0.26292961207500387,0.0,6.0499,0.0,2.586,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-16,0,-0.22857144354100284,0.0,6.4654,0.0,2.766,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-17,0,0.8898236657843211,0.0,6.4786,0.0,2.688,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-18,0,-0.3021862988880719,0.0,6.3915,0.0,2.74,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-19,-1,-1.0158029342138624,17847.068560655374,6.4149,-40728.26755949775,2.811,200000,228974.32021949632,28974.320219496323,1.1448716010974815
2020-12-20,-1,-0.4908058741969001,17847.068560655374,6.4949,-40728.26755949775,2.802,200000,230035.53129631327,30035.531296313275,1.1501776564815664
2020-12-21,0,0.02220031282680614,0.0,6.1075,0.0,2.592,200000,225541.01849951182,25541.018499511818,1.1277050924975591
2020-12-22,0,0.28002932044313067,0.0,6.1198,0.0,2.574,200000,225541.01849951182,25541.018499511818,1.1277050924975591
2020-12-23,1,1.1505446250343472,-22116.201068789156,5.099,53802.72387870034,2.096,200000,225541.01849951182,25541.018499511818,1.1277050924975591
2020-12-24,1,0.8928355681296868,-22116.201068789156,5.6031,53802.72387870034,2.312,200000,248311.18381608772,48311.18381608772,1.2415559190804386
2020-12-25,2,2.2420131991129013,0.0,5.7568,0.0,2.288,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-26,2,2.6015544153831995,0.0,5.8379,0.0,2.26,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-27,2,1.8593840222651097,0.0,5.8101,0.0,2.275,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-28,0,0.8649153128135224,0.0,5.9188,0.0,2.384,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-29,2,1.2114608093484998,0.0,5.719,0.0,2.271,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-30,2,1.5674712269333746,0.0,5.6799,0.0,2.215,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2020-12-31,2,1.2689047346022584,0.0,5.6562,0.0,2.222,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-01,0,0.8214041690155589,0.0,5.6938,0.0,2.268,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-02,2,1.289994610859445,0.0,5.7763,0.0,2.249,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-03,2,1.9104395848138107,0.0,6.5678,0.0,2.466,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-04,2,2.471491476033725,0.0,7.0374,0.0,2.515,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-05,2,1.997336720181568,0.0,7.271,0.0,2.612,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-06,0,0.05011652154775913,0.0,7.5723,0.0,3.013,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-07,0,-0.15977704289980638,0.0,7.2142,0.0,2.894,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-08,0,-0.7269006123201309,0.0,6.9565,0.0,2.861,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-09,-1,-1.027180209859191,14798.333928755046,7.763,-35588.43441416525,3.228,200000,229758.93257785085,29758.93257785085,1.1487946628892542
2021-01-10,0,0.6474692255722507,0.0,8.8346,0.0,3.383,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-11,0,-0.4927405802901666,0.0,7.2221,0.0,2.898,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-12,0,0.1367386658963955,0.0,7.0544,0.0,2.75,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-13,0,0.1777061525162618,0.0,7.595,0.0,2.948,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-14,0,0.16362570603885646,0.0,7.788,0.0,3.021,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-15,0,0.11785312031537253,0.0,7.567,0.0,2.941,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-16,0,-0.1544715376612903,0.0,7.7799,0.0,3.056,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-17,-2,-1.4342116756294576,0.0,7.684,0.0,3.188,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-18,-2,-1.8736804347210714,0.0,7.7078,0.0,3.301,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-19,0,-0.6129814806280244,0.0,7.8177,0.0,3.161,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-20,0,-0.8406228427358345,0.0,7.9,0.0,3.238,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-21,0,0.5463953358628234,0.0,7.1346,0.0,2.736,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-22,0,0.03329862603398629,0.0,7.4292,0.0,2.918,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-23,-2,-3.327168582645112,0.0,7.4488,0.0,3.938,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-24,-2,-1.7136532420539463,0.0,7.6294,0.0,3.545,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-25,0,-0.9304288588498775,0.0,7.4976,0.0,3.284,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-26,-2,-1.4240943752552924,0.0,7.4342,0.0,3.434,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-27,-1,-1.0813737288580494,15966.210562338461,6.8713,-35253.41344376487,3.112,200000,219417.24527399254,19417.245273992536,1.0970862263699628
2021-01-28,-1,-0.3661188542103536,15966.210562338461,7.6533,-35253.41344376487,3.271,200000,237508.11467129982,37508.114671299816,1.187540573356499
2021-01-29,-1,-0.5313193346963989,15966.210562338461,7.6132,-35253.41344376487,3.307,200000,238136.99251172558,38136.99251172558,1.190684962558628
2021-01-30,-1,-0.4699707488768005,15966.210562338461,7.5859,-35253.41344376487,3.297,200000,237348.58082893613,37348.58082893613,1.1867429041446806
2021-01-31,-1,-0.6300180153123126,15966.210562338461,7.4155,-35253.41344376487,3.283,200000,234134.39076090092,34134.39076090092,1.1706719538045045
2021-02-01,-1,-1.0067820632485005,15966.210562338461,7.5241,-35253.41344376487,3.471,200000,242495.96295539866,42495.96295539866,1.2124798147769933
2021-02-02,-1,-0.7684217537711393,15966.210562338461,7.7835,-35253.41344376487,3.543,200000,249175.84374322035,49175.84374322035,1.2458792187161016
2021-02-03,-1,-0.8975128283104096,15966.210562338461,7.9413,-35253.41344376487,3.683,200000,256630.7896520844,56630.78965208441,1.2831539482604222
2021-02-04,-1,-0.6632462867125737,15966.210562338461,7.6584,-35253.41344376487,3.506,200000,245874.09450445249,45874.094504452485,1.2293704725222625
2021-02-05,-1,-0.44984259953881095,15966.210562338461,8.5174,-35253.41344376487,3.857,200000,271963.01749626274,71963.01749626274,1.3598150874813137
2021-02-06,-2,-1.6283509452896496,0.0,8.7691,0.0,4.432,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-07,-2,-1.5724560966740928,0.0,8.2787,0.0,4.246,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-08,-2,-1.8833947852846846,0.0,8.6941,0.0,4.731,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-09,-2,-1.3624182616026592,0.0,9.578,0.0,5.015,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-10,-2,-3.014477805844771,0.0,10.3754,0.0,7.514,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-11,-2,-1.9471667294002228,0.0,11.7205,0.0,7.411,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-12,-2,-1.619494838336655,0.0,11.9265,0.0,7.345,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-13,0,0.35792705495279986,0.0,16.6377,0.0,7.718,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-14,0,0.890753966934873,0.0,16.072,0.0,6.986,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-15,0,0.8157823468002395,0.0,14.6826,0.0,6.412,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-16,0,0.6237181938021387,0.0,14.3907,0.0,6.426,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-17,0,0.8734084974766505,0.0,15.3015,0.0,6.639,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-18,0,0.14683298060082708,0.0,14.9458,0.0,7.133,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-19,0,0.27505628200417337,0.0,15.3876,0.0,7.262,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-20,0,0.7913229879459242,0.0,15.0833,0.0,6.693,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-21,0,0.5829172221697713,0.0,15.669,0.0,7.118,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-22,0,0.510205309859206,0.0,13.9359,0.0,6.389,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-23,0,0.5981778729305692,0.0,11.3651,0.0,5.148,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-24,0,0.7017826391772912,0.0,11.8729,0.0,5.303,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-25,0,0.3891275018517628,0.0,11.039,0.0,5.128,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-26,0,0.04740537045927719,0.0,10.7153,0.0,5.184,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-27,0,0.17123312297829305,0.0,11.0991,0.0,5.267,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-02-28,0,0.2246637333043642,0.0,10.3656,0.0,4.855,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-01,0,0.06006883570605718,0.0,11.0783,0.0,5.27,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-02,0,-0.11608051847592821,0.0,10.9081,0.0,5.193,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-03,0,-0.29154688169921034,0.0,11.2516,0.0,5.34,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-04,-2,-2.493962106180156,0.0,11.0004,0.0,5.685,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-05,-2,-3.289986245270863,0.0,10.9437,0.0,6.588,200000,235651.07661455625,35651.07661455625,1.1782553830727813
2021-03-06,-2,-2.1625614782450104,0.0,11.1134,0.0,6.315,200000,235651.07661455625,35651.07661455625,1.1782553830727813
