date,statusList,zscore,VETUSDT_position,VETUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-11,2,1.9724604469471907,0.0,0.007485,0.0,0.000771,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-12,0,-0.5985972571320546,0.0,0.00747,0.0,0.0008498,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-13,0,0.6197239149214936,0.0,0.008059,0.0,0.0008714,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-14,0,0.7481703174174904,0.0,0.008301,0.0,0.0008915,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-15,0,-0.625544856250787,0.0,0.00747,0.0,0.000849,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-16,-1,-1.1675020831121046,14751736.836689528,0.007081,-126491945.43545476,0.0008258,200000,208914.09708119708,8914.097081197076,1.0445704854059854
2020-02-17,-1,-1.187218537162066,14751736.836689528,0.006743,-126491945.43545476,0.0007907,200000,199488.14274561155,-511.8572543884511,0.9974407137280578
2020-02-18,-1,-0.3281558033608741,14751736.836689528,0.007058,-126491945.43545476,0.0007956,200000,204754.7503818025,4754.7503818025,1.0237737519090124
2020-02-19,-1,-0.24880840996944148,14751736.836689528,0.006484,-126491945.43545476,0.0007284,200000,187786.99470428017,-12213.005295719835,0.9389349735214009
2020-02-20,0,-0.05584843277711969,0.0,0.00649,0.0,0.0007235,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-21,0,0.17502935623367555,0.0,0.006633,0.0,0.0007332,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-22,0,0.16624442690097554,0.0,0.006593,0.0,0.0007301,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-23,0,0.8750135828058531,0.0,0.006955,0.0,0.0007501,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-24,2,1.771182139088659,0.0,0.006713,0.0,0.0006961,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-25,2,1.2837035658407046,0.0,0.006211,0.0,0.0006552,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-26,0,-0.026998213660700578,0.0,0.005554,0.0,0.0006203,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-27,0,0.13935033936780367,0.0,0.005806,0.0,0.000643,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-28,0,0.1483872329248845,0.0,0.00575,0.0,0.0006341,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-02-29,0,0.0883010071857908,0.0,0.005615,0.0,0.0006189,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-03-01,0,-0.5531925553935179,0.0,0.005427,0.0,0.0006107,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-03-02,0,0.3606538129145536,0.0,0.005837,0.0,0.0006394,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-03-03,0,0.3752376664382894,0.0,0.005773,0.0,0.000631,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-03-04,2,1.3913602575811483,0.0,0.006035,0.0,0.0006388,200000,204692.24753363358,4692.247533633577,1.023461237668168
2020-03-05,1,1.1995929959721578,-16698665.975985771,0.006129,157044842.3612349,0.0006517,200000,204692.24753363355,4692.247533633548,1.0234612376681678
2020-03-06,2,1.283795531609269,0.0,0.00614,0.0,0.0006483,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-07,0,0.04530521021102168,0.0,0.005788,0.0,0.0006335,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-08,-2,-1.753347184335446,0.0,0.004698,0.0,0.0005399,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-09,-2,-1.4084023004712323,0.0,0.004674,0.0,0.0005328,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-10,-2,-1.7788834327023835,0.0,0.004691,0.0,0.0005435,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-11,-2,-1.93009766290713,0.0,0.004462,0.0,0.0005245,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-12,-2,-2.5171340088837146,0.0,0.002283,0.0,0.0002819,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-13,0,-0.7130902101075647,0.0,0.002823,0.0,0.0003223,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-14,-2,-1.7422040520261868,0.0,0.002545,0.0,0.0003081,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-15,-2,-1.8864580899030927,0.0,0.002524,0.0,0.0003117,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-16,-2,-1.7553456982957074,0.0,0.00226,0.0,0.0002807,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-17,-1,-1.0474223291181057,41631513.036764815,0.002467,-346391037.64485264,0.0002965,200000,205409.8853233976,5409.8853233976115,1.027049426616988
2020-03-18,-1,-0.6358481370230203,41631513.036764815,0.002544,-346391037.64485264,0.0003,200000,209827.88045898546,9827.880458985455,1.0491394022949272
2020-03-19,0,0.08740775032518888,0.0,0.002907,0.0,0.0003304,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-20,0,-0.026543966237234436,0.0,0.002845,0.0,0.0003259,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-21,0,0.45579715413777716,0.0,0.002897,0.0,0.0003237,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-22,0,-0.33523979771877754,0.0,0.00261,0.0,0.0003046,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-23,0,0.09089500837389312,0.0,0.002859,0.0,0.0003273,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-24,1,1.1470884988754189,-32489326.10512771,0.00306,297211772.441527,0.0003345,200000,198834.6757633816,-1165.3242366184131,0.9941733788169079
2020-03-25,2,2.053704015096549,0.0,0.003056,0.0,0.0003198,200000,203073.73151385153,3073.731513851526,1.0153686575692575
2020-03-26,2,1.8523428070005836,0.0,0.003079,0.0,0.0003251,200000,203073.73151385153,3073.731513851526,1.0153686575692575
2020-03-27,2,1.9884179588050788,0.0,0.002998,0.0,0.0003112,200000,203073.73151385153,3073.731513851526,1.0153686575692575
2020-03-28,1,1.1810850565966786,-34199011.706610225,0.002969,318497069.50102186,0.0003188,200000,203073.7315138515,3073.731513851497,1.0153686575692575
2020-03-29,0,0.11912660720796325,0.0,0.002721,0.0,0.0003091,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-03-30,0,0.2791230177174099,0.0,0.002933,0.0,0.0003298,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-03-31,0,0.8346477815443102,0.0,0.003108,0.0,0.0003378,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-01,2,1.2547276976180062,0.0,0.003153,0.0,0.0003331,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-02,2,1.6679401856015135,0.0,0.003228,0.0,0.0003299,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-03,2,1.5582090439810414,0.0,0.00326,0.0,0.0003317,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-04,2,1.4762642127190506,0.0,0.003245,0.0,0.0003292,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-05,2,1.345847735257676,0.0,0.00323,0.0,0.0003285,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-06,2,2.0638676550332877,0.0,0.003643,0.0,0.0003525,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-07,2,2.8706594059521633,0.0,0.003872,0.0,0.0003431,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-08,2,2.135399166743689,0.0,0.003979,0.0,0.0003585,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-09,2,1.3103575104484904,0.0,0.003866,0.0,0.0003647,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-10,1,1.1385698819567087,-27394927.686359767,0.003608,289431622.5252885,0.0003415,200000,197681.79818477208,-2318.2018152279197,0.9884089909238604
2020-04-11,2,1.3899864133538713,0.0,0.003679,0.0,0.0003387,200000,200437.24659357444,437.24659357444034,1.0021862329678721
2020-04-12,2,1.424726903796106,0.0,0.003681,0.0,0.0003346,200000,200437.24659357444,437.24659357444034,1.0021862329678721
2020-04-13,0,0.9390857466982668,0.0,0.003609,0.0,0.000337,200000,200437.24659357444,437.24659357444034,1.0021862329678721
2020-04-14,1,1.1055306950958623,-27329867.274826076,0.003667,298536262.4271291,0.0003357,200000,200437.24659357447,437.24659357446944,1.0021862329678723
2020-04-15,2,1.3021442934554017,0.0,0.003658,0.0,0.0003268,200000,202848.25052370247,2848.2505237024743,1.0142412526185123
2020-04-16,2,1.3706513850563056,0.0,0.003828,0.0,0.0003363,200000,202848.25052370247,2848.2505237024743,1.0142412526185123
2020-04-17,1,1.0480456165540364,-26810500.994409528,0.003783,300426911.3206494,0.0003376,200000,202848.25052370247,2848.2505237024743,1.0142412526185123
2020-04-18,2,1.363459325311619,0.0,0.003968,0.0,0.0003437,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-19,2,1.4298490870004763,0.0,0.003904,0.0,0.0003348,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-20,2,1.3682646631198276,0.0,0.003644,0.0,0.000312,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-21,2,1.2909946286247616,0.0,0.003677,0.0,0.0003146,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-22,2,1.860218483348147,0.0,0.003898,0.0,0.0003193,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-23,2,1.6247362899333233,0.0,0.003952,0.0,0.0003251,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-24,2,1.639440026698784,0.0,0.004085,0.0,0.0003333,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-25,2,1.7099611626562994,0.0,0.004216,0.0,0.000341,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-26,2,2.285749032595052,0.0,0.00448,0.0,0.0003455,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-27,2,1.522359529223254,0.0,0.004356,0.0,0.0003457,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-28,2,1.2525859887964785,0.0,0.004287,0.0,0.0003426,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-29,2,1.889002692854246,0.0,0.004766,0.0,0.0003616,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-04-30,0,0.7924640759834065,0.0,0.004353,0.0,0.000351,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-01,0,0.5061882622098413,0.0,0.004437,0.0,0.0003623,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-02,-2,-2.1366097686823866,0.0,0.004515,0.0,0.0004421,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-03,-2,-3.0540847482245956,0.0,0.004332,0.0,0.0005045,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-04,-2,-2.8019535469522436,0.0,0.004444,0.0,0.0005696,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-05,-2,-2.1624079109572976,0.0,0.004419,0.0,0.0005493,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-06,-2,-1.6378238111620014,0.0,0.00425,0.0,0.0004995,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-07,-2,-1.5578869339585437,0.0,0.00451,0.0,0.0005433,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-08,-1,-1.036076223224564,21532049.869183805,0.004783,-195385684.92564246,0.0005271,200000,205975.58904861228,5975.589048612281,1.0298779452430613
2020-05-09,-1,-1.0863480917546229,21532049.869183805,0.004549,-195385684.92564246,0.0005186,200000,199276.3110573553,-723.6889426446869,0.9963815552867765
2020-05-10,-1,-0.9370503257296486,21532049.869183805,0.004165,-195385684.92564246,0.0004688,200000,181277.79679829173,-18722.203201708267,0.9063889839914586
2020-05-11,-1,-1.0713820534824767,21532049.869183805,0.004113,-195385684.92564246,0.0004898,200000,184261.22958853267,-15738.770411467325,0.9213061479426634
2020-05-12,-1,-0.9006434365244235,21532049.869183805,0.004243,-195385684.92564246,0.0004961,200000,188291.3258865581,-11708.674113441899,0.9414566294327905
2020-05-13,-1,-0.8154248097881857,21532049.869183805,0.004459,-195385684.92564246,0.0005215,200000,197905.04505541315,-2094.954944586847,0.9895252252770658
2020-05-14,-1,-0.6665466540632234,21532049.869183805,0.004494,-195385684.92564246,0.0005167,200000,197720.81551319145,-2279.1844868085464,0.9886040775659573
2020-05-15,-1,-0.799799163327711,21532049.869183805,0.004377,-195385684.92564246,0.00053,200000,197800.19528800802,-2199.8047119919793,0.9890009764400401
2020-05-16,-1,-0.6810566665199346,21532049.869183805,0.004449,-195385684.92564246,0.0005333,200000,199995.2756388439,-4.724361156113446,0.9999763781942195
2020-05-17,-1,-0.6767761396952926,21532049.869183805,0.004426,-195385684.92564246,0.000539,200000,200613.7368959288,613.7368959287996,1.003068684479644
2020-05-18,-1,-0.5123807092832511,21532049.869183805,0.004487,-195385684.92564246,0.0005363,200000,201399.6505886498,1399.6505886497907,1.0069982529432489
2020-05-19,-1,-0.3920278453857759,21532049.869183805,0.004534,-195385684.92564246,0.0005372,200000,202587.5040489345,2587.5040489344974,1.0129375202446724
2020-05-20,0,-0.052806570270241014,0.0,0.004525,0.0,0.0005203,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-21,0,-0.6042199984894635,0.0,0.004237,0.0,0.0005134,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-22,0,0.6867323438061361,0.0,0.00464,0.0,0.000535,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-23,0,0.8957432768078033,0.0,0.004609,0.0,0.0005269,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-24,0,-0.4083491423245018,0.0,0.004467,0.0,0.0005315,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-25,2,1.5856766913436449,0.0,0.005064,0.0,0.0005659,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-26,0,0.34026797700461614,0.0,0.004871,0.0,0.0005634,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-27,0,0.7478977880812997,0.0,0.004896,0.0,0.0005584,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-28,2,3.224111342754507,0.0,0.005508,0.0,0.0005685,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-29,2,2.8019702016344366,0.0,0.005547,0.0,0.00056,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-30,2,3.054922988004296,0.0,0.006227,0.0,0.0005828,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-05-31,2,1.658513043534418,0.0,0.006247,0.0,0.000627,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-06-01,2,2.1260128511971645,0.0,0.006655,0.0,0.000628,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-06-02,2,2.5963496595667035,0.0,0.00725,0.0,0.0006233,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-06-03,2,1.6028407207921422,0.0,0.007099,0.0,0.000652,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-06-04,1,1.0218116091135407,-15612168.394040946,0.006732,162243157.80902076,0.0006478,200000,210202.2352573673,10202.235257367312,1.0510111762868366
2020-06-05,1,1.0082473949943584,-15612168.394040946,0.006693,162243157.80902076,0.000638,200000,208003.3777434713,8003.377743471297,1.0400168887173564
2020-06-06,2,1.678036260347268,0.0,0.007301,0.0,0.0006376,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-07,2,1.5557047359218614,0.0,0.007246,0.0,0.0006279,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-08,2,1.8228567715633184,0.0,0.007787,0.0,0.0006394,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-09,2,2.0165758246557175,0.0,0.008181,0.0,0.0006348,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-10,2,2.3872819992456793,0.0,0.009008,0.0,0.0006364,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-11,2,2.4084836591092467,0.0,0.008762,0.0,0.0005783,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-12,2,2.334812975597728,0.0,0.00971,0.0,0.0006051,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-13,2,1.8908765367459133,0.0,0.009597,0.0,0.00061,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-14,2,1.2373354483960672,0.0,0.00864,0.0,0.0005931,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-15,2,1.3773725238125794,0.0,0.00901,0.0,0.0005923,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-16,2,1.3802971096091012,0.0,0.009061,0.0,0.0005834,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-17,2,1.2293649411345728,0.0,0.009013,0.0,0.0005821,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-18,0,0.9205138966285668,0.0,0.00866,0.0,0.0005773,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-19,0,0.7562972450507217,0.0,0.008379,0.0,0.0005653,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-20,0,0.4829356299153061,0.0,0.00829,0.0,0.000576,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-21,0,0.7457871964688461,0.0,0.008626,0.0,0.0005715,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-22,1,1.0015297444680227,-11889499.045741064,0.009283,187864203.64530092,0.0005875,200000,220740.4392832286,20740.439283228596,1.103702196416143
2020-06-23,1,0.6737770496967395,-11889499.045741064,0.008903,187864203.64530092,0.0005815,200000,215095.24442397518,15095.244423975179,1.075476222119876
2020-06-24,1,0.9799674115417779,-11889499.045741064,0.008996,187864203.64530092,0.0005625,200000,212631.54796596838,12631.547965968377,1.063157739829842
2020-06-25,1,0.8479274356777997,-11889499.045741064,0.008882,187864203.64530092,0.0005608,200000,210956.77592855686,10956.77592855686,1.0547838796427844
2020-06-26,1,1.0499992304046122,-11889499.045741064,0.008949,187864203.64530092,0.0005526,200000,210212.88589473008,10212.885894730076,1.0510644294736504
2020-06-27,1,1.0513833580644416,-11889499.045741064,0.008608,187864203.64530092,0.0005318,200000,202250.99128431012,2250.991284310119,1.0112549564215505
2020-06-28,1,1.1525996905196787,-11889499.045741064,0.00869,187864203.64530092,0.000535,200000,203827.09565772582,3827.0956577258185,1.019135478288629
2020-06-29,1,0.9452765225548432,-11889499.045741064,0.008691,187864203.64530092,0.000542,200000,205154.0345822887,5154.034582288703,1.0257701729114435
2020-06-30,2,1.907925543883558,0.0,0.008837,0.0,0.0005276,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-01,2,2.143935640495338,0.0,0.009436,0.0,0.000549,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-02,2,2.0904866768896193,0.0,0.009556,0.0,0.0005484,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-03,2,2.724984472926994,0.0,0.010223,0.0,0.0005451,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-04,2,3.534621758428491,0.0,0.012525,0.0,0.000552,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-05,2,3.2173825355257213,0.0,0.014307,0.0,0.000558,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-06,2,2.4375953794581124,0.0,0.01442,0.0,0.0005672,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-07,2,2.8991700710024477,0.0,0.017325,0.0,0.0005556,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-08,2,2.3594724955202584,0.0,0.019932,0.0,0.0006315,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-09,0,0.6386660583086609,0.0,0.01825,0.0,0.0008031,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-10,0,0.6855310442756075,0.0,0.017119,0.0,0.0007321,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-11,1,1.041320501652924,-6115208.75390293,0.018535,158038753.83936253,0.0007172,200000,226690.7885071816,26690.788507181598,1.133453942535908
2020-07-12,1,0.95779846354455,-6115208.75390293,0.018155,158038753.83936253,0.0007,200000,221648.74261466146,21648.74261466146,1.1082437130733074
2020-07-13,1,0.8900877580416992,-6115208.75390293,0.018461,158038753.83936253,0.000708,200000,224784.30652407068,24784.30652407068,1.1239215326203533
2020-07-14,1,0.7323600265065922,-6115208.75390293,0.01845,158038753.83936253,0.0007188,200000,226423.85776924284,26423.857769242837,1.1321192888462142
2020-07-15,1,1.0395989935490684,-6115208.75390293,0.018996,158038753.83936253,0.0006824,200000,224010.15110912104,24010.15110912104,1.1200507555456052
2020-07-16,1,0.3370429435503427,-6115208.75390293,0.018036,158038753.83936253,0.000735,200000,226452.38915732468,26452.38915732468,1.1322619457866234
2020-07-17,1,0.4097613854016329,-6115208.75390293,0.018211,158038753.83936253,0.0007209,200000,225294.20426012273,25294.20426012273,1.1264710213006137
2020-07-18,1,0.47509659800779,-6115208.75390293,0.018168,158038753.83936253,0.0007007,200000,221838.86745614975,21838.867456149746,1.1091943372807487
2020-07-19,0,0.14398621310833912,0.0,0.018017,0.0,0.0007258,200000,222163.97708964138,22163.977089641383,1.110819885448207
2020-07-20,0,-0.48911746019185426,0.0,0.016074,0.0,0.0007081,200000,222163.97708964138,22163.977089641383,1.110819885448207
2020-07-21,0,-0.49674806510595065,0.0,0.0175,0.0,0.0007553,200000,222163.97708964138,22163.977089641383,1.110819885448207
2020-07-22,0,-0.8527127346226808,0.0,0.017467,0.0,0.0007726,200000,222163.97708964138,22163.977089641383,1.110819885448207
2020-07-23,-1,-1.1887901930670859,6391001.009425274,0.017381,-141668139.96278623,0.0007841,200000,222163.97708964138,22163.977089641383,1.110819885448207
2020-07-24,-2,-1.2170590094053015,0.0,0.016995,0.0,0.0007721,200000,222930.88579972606,22930.885799726064,1.1146544289986302
2020-07-25,0,-0.4820924546312628,0.0,0.018218,0.0,0.0007637,200000,222930.88579972606,22930.885799726064,1.1146544289986302
2020-07-26,0,-0.5997292509549068,0.0,0.017554,0.0,0.0007493,200000,222930.88579972606,22930.885799726064,1.1146544289986302
2020-07-27,-1,-1.1912750885016723,7126490.818992586,0.015641,-155093144.42724785,0.0007187,200000,222930.88579972606,22930.885799726064,1.1146544289986302
2020-07-28,-2,-1.7599954927342,0.0,0.01598,0.0,0.000769,200000,228316.19057677814,28316.190576778143,1.1415809528838907
2020-07-29,-2,-1.6476489313780485,0.0,0.015583,0.0,0.0007538,200000,228316.19057677814,28316.190576778143,1.1415809528838907
2020-07-30,0,-0.5742547345600627,0.0,0.017315,0.0,0.0007611,200000,228316.19057677814,28316.190576778143,1.1415809528838907
