date,statusList,zscore,FETUSDT_position,FETUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-05,-2,-1.9040956942765608,0.0,0.04095,0.0,0.006681,200000,200000.0,0.0,1.0
2020-02-06,0,-0.7068982157675792,0.0,0.04684,0.0,0.007113,200000,200000.0,0.0,1.0
2020-02-07,-1,-1.0662581361198604,2141786.2497322764,0.04669,-13700506.918755993,0.007299,200000,200000.0,0.0,1.0
2020-02-08,-1,-1.1110655659756399,2141786.2497322764,0.04483,-13700506.918755993,0.007077,200000,192974.76503953413,-7025.234960465867,0.9648738251976706
2020-02-09,-1,-0.6447969645004029,2141786.2497322764,0.04946,-13700506.918755993,0.007598,200000,210029.19948046643,10029.199480466428,1.0501459974023322
2020-02-10,-1,-0.6158044197916529,2141786.2497322764,0.04853,-13700506.918755993,0.007472,200000,206311.07439645217,6311.074396452168,1.0315553719822608
2020-02-11,0,0.024357104382063937,0.0,0.05124,0.0,0.007594,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-12,0,-0.09998704707305553,0.0,0.05301,0.0,0.007946,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-13,0,0.804499848866248,0.0,0.05431,0.0,0.007778,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-14,0,-0.43661848116336094,0.0,0.05425,0.0,0.008343,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-15,0,0.5780282303200022,0.0,0.04983,0.0,0.007382,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-16,2,1.5795486818983409,0.0,0.0465,0.0,0.006682,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-17,2,1.5991004150171528,0.0,0.0458,0.0,0.006532,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-18,2,1.5639132872794932,0.0,0.04787,0.0,0.006785,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-19,0,0.5876958881929423,0.0,0.04213,0.0,0.006205,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-20,0,0.01805006347064113,0.0,0.04101,0.0,0.006189,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-21,0,-0.006010537654939432,0.0,0.04205,0.0,0.006347,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-22,0,0.4169377974727209,0.0,0.04199,0.0,0.006222,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-23,0,0.41528809418440843,0.0,0.04342,0.0,0.006432,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-24,0,-0.3194885604230457,0.0,0.04061,0.0,0.006165,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-25,0,0.14698888503738497,0.0,0.03761,0.0,0.005595,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-26,-1,-1.0473730160401096,2972713.0064986404,0.03268,-19237279.416311994,0.00505,200000,194296.52210475114,-5703.477895248856,0.9714826105237557
2020-02-27,-2,-1.9010578116304548,0.0,0.03278,0.0,0.00523,200000,197461.96109903743,-2538.038900962565,0.9873098054951872
2020-02-28,-2,-2.1391897101637585,0.0,0.03242,0.0,0.005251,200000,197461.96109903743,-2538.038900962565,0.9873098054951872
2020-02-29,-2,-1.5260676222072056,0.0,0.03215,0.0,0.005115,200000,197461.96109903743,-2538.038900962565,0.9873098054951872
2020-03-01,-1,-1.0192351832773934,3054795.190269762,0.03232,-19554561.408104323,0.005049,200000,197461.96109903743,-2538.038900962565,0.9873098054951872
2020-03-02,-1,-0.22371273317133672,3054795.190269762,0.03483,-19554561.408104323,0.005283,200000,209705.26439611096,9705.264396110957,1.0485263219805547
2020-03-03,-1,-0.3683956460909679,3054795.190269762,0.03397,-19554561.408104323,0.005186,200000,205181.34807589283,5181.3480758928345,1.0259067403794642
2020-03-04,0,0.20858417516147523,0.0,0.03653,0.0,0.005471,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-05,0,0.05309399996216983,0.0,0.03638,0.0,0.005473,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-06,0,-0.49960232215031236,0.0,0.03714,0.0,0.00571,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-07,0,-0.14467276524345116,0.0,0.03539,0.0,0.005386,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-08,0,-0.39143739149488327,0.0,0.02999,0.0,0.004615,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-09,-1,-1.0767535027184962,3372740.438303984,0.02859,-21437672.105627146,0.004498,200000,192853.2982622218,-7146.701737778203,0.964266491311109
2020-03-10,-1,-1.1759445909840356,3372740.438303984,0.02883,-21437672.105627146,0.004562,200000,195034.7669821749,-4965.233017825114,0.9751738349108744
2020-03-11,-1,-0.8074649580128201,3372740.438303984,0.0283,-21437672.105627146,0.004444,200000,190717.56924140977,-9282.430758590228,0.9535878462070488
2020-03-12,-2,-3.9288403862044423,0.0,0.01071,0.0,0.002293,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-13,-2,-2.5554793677944714,0.0,0.01262,0.0,0.002562,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-14,-2,-2.7257633705403363,0.0,0.01116,0.0,0.002599,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-15,-2,-2.3239927960769133,0.0,0.01147,0.0,0.002761,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-16,-2,-2.0154417947478387,0.0,0.00987,0.0,0.002417,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-17,-2,-1.5389882745209376,0.0,0.01088,0.0,0.002515,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-18,-2,-1.3500307218585135,0.0,0.01092,0.0,0.00251,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-19,-1,-1.1412281527960035,8144297.084896722,0.01264,-36158733.80860364,0.002847,200000,205887.83030618913,5887.830306189135,1.0294391515309456
2020-03-20,-2,-1.2530010776666411,0.0,0.01311,0.0,0.003146,200000,212871.47208506014,12871.472085060144,1.0643573604253007
2020-03-21,-2,-1.3038187884166297,0.0,0.01353,0.0,0.003433,200000,212871.47208506014,12871.472085060144,1.0643573604253007
2020-03-22,-1,-1.1217412609233424,8966784.839303292,0.01187,-35970171.0180906,0.002959,200000,212871.47208506014,12871.472085060144,1.0643573604253007
2020-03-23,-1,-0.9157898209814099,8966784.839303292,0.01348,-35970171.0180906,0.003258,200000,238063.07681074756,38063.07681074756,1.1903153840537377
2020-03-24,-1,-0.8557020166482925,8966784.839303292,0.01374,-35970171.0180906,0.003346,200000,243559.8159185584,43559.81591855839,1.217799079592792
2020-03-25,-1,-0.3688757725662613,8966784.839303292,0.0143,-35970171.0180906,0.003137,200000,241063.44968578732,41063.44968578732,1.2053172484289365
2020-03-26,-1,-0.33019239542779605,8966784.839303292,0.01429,-35970171.0180906,0.003161,200000,241837.06594182845,41837.06594182845,1.2091853297091422
2020-03-27,0,-0.01983164411323844,0.0,0.01405,0.0,0.00297,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-03-28,0,-0.09627913163617538,0.0,0.01354,0.0,0.002958,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-03-29,0,-0.007511132243403254,0.0,0.0125,0.0,0.002743,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-03-30,0,0.45958558859455034,0.0,0.01381,0.0,0.002925,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-03-31,0,0.8381576328993288,0.0,0.01404,0.0,0.003034,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-01,0,0.9183372738778772,0.0,0.01411,0.0,0.003036,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-02,0,0.9967545458246077,0.0,0.01446,0.0,0.003122,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-03,0,0.6776063659192689,0.0,0.01447,0.0,0.003169,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-04,0,0.5843711994668739,0.0,0.01478,0.0,0.003241,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-05,0,0.4778780932697898,0.0,0.01437,0.0,0.003157,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-06,0,0.25631342465662144,0.0,0.01573,0.0,0.00349,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-07,0,0.6138769783555558,0.0,0.01564,0.0,0.003395,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-08,0,0.18205984696296293,0.0,0.01609,0.0,0.003571,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-09,2,1.2050350003442967,0.0,0.0167,0.0,0.003491,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-10,0,0.7823006571551725,0.0,0.01487,0.0,0.003169,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-11,0,0.9871599803358326,0.0,0.01492,0.0,0.00315,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-12,1,1.0551281911186792,-6435865.548723522,0.01505,30564776.430510886,0.003169,200000,193719.553016578,-6280.446983422007,0.96859776508289
2020-04-13,1,0.8374592069700939,-6435865.548723522,0.01491,30564776.430510886,0.003172,200000,192910.22616904823,-7089.773830951774,0.9645511308452411
2020-04-14,1,1.1796124415057307,-6435865.548723522,0.015,30564776.430510886,0.003163,200000,193214.37108055875,-6785.628919441253,0.9660718554027937
2020-04-15,1,0.31632972271675486,-6435865.548723522,0.01411,30564776.430510886,0.003021,200000,183146.25248906226,-16853.74751093774,0.9157312624453113
2020-04-16,0,-1.007687624971433,0.0,0.01491,0.0,0.003279,200000,189456.40643240052,-10543.593567599484,0.9472820321620026
2020-04-17,0,-0.3303986771368062,0.0,0.01502,0.0,0.00326,200000,189456.40643240052,-10543.593567599484,0.9472820321620026
2020-04-18,-1,-1.1519855538258812,6135246.322292763,0.01544,-27820323.99888407,0.003405,200000,189456.40643240052,-10543.593567599484,0.9472820321620026
2020-04-19,0,1.2412033676037901,0.0,0.01555,0.0,0.003277,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-20,0,0.7991136842155887,0.0,0.01438,0.0,0.003052,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-21,0,0.9723761466486234,0.0,0.01441,0.0,0.003044,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-22,0,0.414896745013469,0.0,0.01489,0.0,0.003178,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-23,0,-0.48768360004054867,0.0,0.01536,0.0,0.003336,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-24,0,0.6997480077762885,0.0,0.01693,0.0,0.003587,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-25,2,4.006904536045267,0.0,0.02032,0.0,0.003527,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-26,2,1.7318322881210597,0.0,0.01874,0.0,0.003577,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-27,2,2.5903271213786043,0.0,0.02023,0.0,0.003538,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-28,2,2.338949182040206,0.0,0.02055,0.0,0.00352,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-29,1,1.028314406702414,-4422648.7073804,0.02094,23613019.870613355,0.003922,200000,185220.52786509116,-14779.472134908836,0.9261026393254558
2020-04-30,1,1.1755913030452219,-4422648.7073804,0.01997,23613019.870613355,0.00366,200000,174743.94741283148,-25256.052587168524,0.8737197370641574
2020-05-01,1,0.9834110184866673,-4422648.7073804,0.02053,23613019.870613355,0.003791,200000,180313.93629201484,-19686.06370798516,0.9015696814600742
2020-05-02,1,0.3648089532072162,-4422648.7073804,0.02029,23613019.870613355,0.003933,200000,182605.54942387063,-17394.45057612937,0.9130277471193532
2020-05-03,1,0.5540459610624342,-4422648.7073804,0.02005,23613019.870613355,0.003804,200000,178498.03417079023,-21501.965829209774,0.8924901708539511
2020-05-04,0,-0.011252055296945316,0.0,0.0189,0.0,0.003754,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-05,0,0.5197882009142741,0.0,0.01959,0.0,0.003699,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-06,0,0.20396969541420665,0.0,0.01852,0.0,0.00357,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-07,0,-0.5813117560958524,0.0,0.01806,0.0,0.003699,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-08,0,-0.5382678593226045,0.0,0.01889,0.0,0.003831,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-09,0,-0.3191363445271515,0.0,0.01879,0.0,0.003734,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-10,0,0.26703048039389754,0.0,0.01768,0.0,0.003352,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-11,0,-0.026548099428815464,0.0,0.01697,0.0,0.003268,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-12,0,0.08059574948144703,0.0,0.01785,0.0,0.003396,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-13,0,-0.1164089350980487,0.0,0.01853,0.0,0.003544,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-14,0,0.6868826236818568,0.0,0.01944,0.0,0.00355,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-15,2,1.3220293225886408,0.0,0.0195,0.0,0.003472,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-16,2,2.6497407771161092,0.0,0.02156,0.0,0.003495,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-17,2,1.629930192454221,0.0,0.02058,0.0,0.003502,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-18,0,0.7342298804314062,0.0,0.02023,0.0,0.003639,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-19,1,1.122399291470319,-4394275.898543858,0.0205,25092661.81619752,0.00359,200000,180165.31184029818,-19834.688159701822,0.9008265592014909
2020-05-20,1,0.44055018609654784,-4394275.898543858,0.01967,25092661.81619752,0.00358,200000,176267.1362263448,-23732.863773655205,0.881335681131724
2020-05-21,0,0.060227059388499066,0.0,0.01915,0.0,0.003566,200000,174835.2632608527,-25164.73673914731,0.8741763163042635
2020-05-22,-2,-1.3700934072226318,0.0,0.02034,0.0,0.00417,200000,174835.2632608527,-25164.73673914731,0.8741763163042635
2020-05-23,0,-0.7140743853014098,0.0,0.02003,0.0,0.003939,200000,174835.2632608527,-25164.73673914731,0.8741763163042635
2020-05-24,0,-0.1278420986467666,0.0,0.01999,0.0,0.003773,200000,174835.2632608527,-25164.73673914731,0.8741763163042635
2020-05-25,-1,-1.1969022224120005,3874895.019079182,0.02256,-19012099.093176674,0.004598,200000,174835.2632608527,-25164.73673914731,0.8741763163042635
2020-05-26,0,0.06256114961242608,0.0,0.02386,0.0,0.004459,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-05-27,0,-0.4344162038711186,0.0,0.02294,0.0,0.00441,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-05-28,-2,-1.4593345647599434,0.0,0.02211,0.0,0.004558,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-05-29,0,-0.8776020972231153,0.0,0.02271,0.0,0.004499,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-05-30,-2,-1.6416407182214883,0.0,0.02242,0.0,0.004752,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-05-31,-2,-1.4319597316632229,0.0,0.02233,0.0,0.00471,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-01,-2,-1.4741962761476635,0.0,0.02372,0.0,0.005093,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-02,-2,-1.2464116572874457,0.0,0.02303,0.0,0.004899,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-03,0,-0.5337413251823597,0.0,0.02496,0.0,0.00501,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-04,0,-0.5366189211439947,0.0,0.02452,0.0,0.004952,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-05,0,-0.809188100959335,0.0,0.02481,0.0,0.005146,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-06,0,0.5643793903021236,0.0,0.02799,0.0,0.005327,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-07,0,0.8811514143511806,0.0,0.02752,0.0,0.005165,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-08,0,0.40814479016561606,0.0,0.02709,0.0,0.005267,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-09,0,0.21315965287612582,0.0,0.02752,0.0,0.005431,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-10,0,0.7429723781482116,0.0,0.02926,0.0,0.005658,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-11,0,0.6024711304559046,0.0,0.02621,0.0,0.005085,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-12,0,-0.5716348561039885,0.0,0.02755,0.0,0.00564,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-13,0,-0.4820045019348552,0.0,0.02961,0.0,0.006057,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-14,0,0.816260190893025,0.0,0.02905,0.0,0.005607,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-15,0,0.8873883173586553,0.0,0.02858,0.0,0.00552,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-16,2,2.247205234384971,0.0,0.03274,0.0,0.005911,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-17,2,1.555770389323236,0.0,0.03102,0.0,0.005715,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-18,1,1.0814204237584741,-2743847.963921507,0.03046,14634496.407117685,0.005711,200000,167155.2179620982,-32844.78203790181,0.8357760898104909
2020-06-19,1,0.9174805067774995,-2743847.963921507,0.0312,14634496.407117685,0.00587,200000,171512.5503841318,-28487.449615868187,0.857562751920659
2020-06-20,0,0.012138298672929345,0.0,0.03097,0.0,0.006064,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-21,0,0.41693993314851197,0.0,0.03117,0.0,0.00597,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-22,-2,-2.2859086052020423,0.0,0.03128,0.0,0.006767,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-23,-2,-2.0723066098649094,0.0,0.03004,0.0,0.006545,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-24,-2,-1.945080272061058,0.0,0.02888,0.0,0.006352,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-25,-2,-1.7379580526619496,0.0,0.02803,0.0,0.006149,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-26,-2,-1.7298850624554194,0.0,0.02742,0.0,0.006122,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-27,0,-0.8137244034621248,0.0,0.02621,0.0,0.005522,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-28,0,-0.7836824329763357,0.0,0.02662,0.0,0.005625,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-29,0,-0.3892228496775676,0.0,0.02722,0.0,0.005613,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-06-30,0,0.1692806844799593,0.0,0.02772,0.0,0.005518,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-07-01,0,-0.12476253886344323,0.0,0.02788,0.0,0.00567,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-07-02,1,1.032020153962646,-2821910.2451120145,0.02895,15009057.798271691,0.005443,200000,163388.60319198563,-36611.39680801437,0.8169430159599281
2020-07-03,2,1.6250852302985823,0.0,0.03069,0.0,0.005488,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-04,0,0.7762445625882252,0.0,0.02968,0.0,0.005601,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-05,-2,-2.1432789134855614,0.0,0.02799,0.0,0.006866,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-06,0,-0.19111879728974188,0.0,0.03112,0.0,0.006409,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-07,0,0.13479274819502793,0.0,0.03214,0.0,0.006483,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-08,2,1.5359881661213508,0.0,0.0365,0.0,0.006624,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-09,2,1.4725684082671635,0.0,0.03538,0.0,0.006415,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-10,2,1.238784298521548,0.0,0.03504,0.0,0.006419,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-11,2,2.0453792413679177,0.0,0.0383,0.0,0.00645,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-12,2,2.7785162851026475,0.0,0.04318,0.0,0.006368,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-13,2,3.022896889624765,0.0,0.04705,0.0,0.006015,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-14,2,2.12881885889418,0.0,0.04591,0.0,0.006164,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-15,2,2.257181459328359,0.0,0.04875,0.0,0.006028,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-16,2,2.3808643907045135,0.0,0.05205,0.0,0.005841,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-17,2,1.8108559915969866,0.0,0.05088,0.0,0.005945,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-18,2,1.9575668126748444,0.0,0.05448,0.0,0.005871,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-19,2,1.554256368956348,0.0,0.05423,0.0,0.006039,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-20,2,1.5724092094297553,0.0,0.0556,0.0,0.005934,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-21,2,1.3718164951887772,0.0,0.05648,0.0,0.006069,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-22,0,0.946840551482951,0.0,0.05486,0.0,0.006288,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-23,0,0.7553359653482643,0.0,0.0531,0.0,0.006229,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-24,0,0.5395282142181431,0.0,0.04941,0.0,0.005979,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-25,0,0.46404551591382176,0.0,0.05028,0.0,0.006084,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-26,0,0.7545305436810343,0.0,0.05289,0.0,0.00598,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-27,2,2.083710431367435,0.0,0.06221,0.0,0.005545,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-28,2,2.399290492677448,0.0,0.07266,0.0,0.005826,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-29,2,1.915149528666721,0.0,0.06878,0.0,0.0057,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-30,2,2.2469336200688876,0.0,0.07629,0.0,0.005749,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-07-31,2,1.7433413085208775,0.0,0.07437,0.0,0.005862,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-08-01,2,1.4488490662411015,0.0,0.07495,0.0,0.006032,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-08-02,2,1.648300712090473,0.0,0.07163,0.0,0.005414,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-08-03,2,1.3849833654129187,0.0,0.07168,0.0,0.005509,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
2020-08-04,2,1.5770058579001882,0.0,0.07713,0.0,0.005589,200000,167623.31941755832,-32376.68058244168,0.8381165970877916
