date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-08-02,0,0.6542101871974535,0.0,0.1693,0.0,0.005414,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
2020-08-03,0,0.34275059894102233,0.0,0.1697,0.0,0.005509,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
2020-08-04,0,-0.38623805344487044,0.0,0.1687,0.0,0.005589,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
2020-08-05,0,0.3826600366863012,0.0,0.1719,0.0,0.005596,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
2020-08-06,1,1.0468111612848352,-379772.4197681274,0.1753,11835396.477396041,0.005625,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
2020-08-07,0,-0.270849682816192,0.0,0.1767,0.0,0.005853,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-08,0,0.1620098612794645,0.0,0.1861,0.0,0.006114,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-09,2,1.8701492042798968,0.0,0.193,0.0,0.006132,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-10,0,-0.5463096664400164,0.0,0.1968,0.0,0.006566,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-11,0,-0.765156874224604,0.0,0.1831,0.0,0.006139,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-12,-2,-1.7957007080970144,0.0,0.1858,0.0,0.006396,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-13,-1,-1.1300653493460544,353240.07918428944,0.1854,-10393701.107882442,0.006301,200000,130981.42136153454,-69018.57863846546,0.6549071068076726
2020-08-14,-2,-2.73911327129373,0.0,0.1855,0.0,0.006723,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-15,-2,-3.0417886744071128,0.0,0.1832,0.0,0.007066,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-16,-2,-1.3168472175413972,0.0,0.1968,0.0,0.007034,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-17,-2,-2.150360512821169,0.0,0.1949,0.0,0.007432,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-18,-2,-1.667086164865675,0.0,0.1924,0.0,0.007234,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-19,-1,-1.1656080020290571,363796.3419923185,0.186,-9904291.512085954,0.006832,200000,135332.2392211425,-64667.76077885751,0.6766611961057125
2020-08-20,-1,-0.937896881284318,363796.3419923185,0.2075,-9904291.512085954,0.007554,200000,150304.7590457034,-49695.240954296605,0.751523795228517
2020-08-21,-2,-1.5124828529694319,0.0,0.19,0.0,0.007278,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-22,0,-0.9311250088686596,0.0,0.1991,0.0,0.007366,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-23,0,-0.6581987275170345,0.0,0.1984,0.0,0.007242,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-24,0,-0.9952862575288669,0.0,0.1998,0.0,0.007515,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-25,0,-0.2690978301491349,0.0,0.1907,0.0,0.00686,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-26,0,-0.05158602578416646,0.0,0.1911,0.0,0.006817,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-27,0,0.21554901160885206,0.0,0.1823,0.0,0.006428,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-28,0,0.582207208920986,0.0,0.1854,0.0,0.006439,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-29,0,0.43597052266750874,0.0,0.1896,0.0,0.006697,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-30,0,0.768079918054257,0.0,0.1966,0.0,0.006882,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-08-31,0,-0.7790958324244507,0.0,0.1904,0.0,0.007111,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-01,0,-0.193567542490718,0.0,0.1936,0.0,0.007094,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-02,0,-0.797299438485601,0.0,0.1776,0.0,0.006661,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-03,0,-0.3805454339110509,0.0,0.1367,0.0,0.005066,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-04,0,-0.5129909464713172,0.0,0.1473,0.0,0.005465,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-05,2,1.4230615797459096,0.0,0.138,0.0,0.004833,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-06,0,0.16001000436136348,0.0,0.1399,0.0,0.005073,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-07,-2,-3.480199137302594,0.0,0.1355,0.0,0.005963,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-08,-2,-2.2966691261564547,0.0,0.1553,0.0,0.006604,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-09,0,-0.7154570074014591,0.0,0.1617,0.0,0.00625,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-10,-2,-2.753614574768163,0.0,0.1633,0.0,0.007731,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-11,-2,-1.924834453332891,0.0,0.166,0.0,0.007514,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-12,-2,-2.508863318923439,0.0,0.159,0.0,0.008372,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-13,-2,-1.8011976159410301,0.0,0.1485,0.0,0.007372,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-14,0,-0.866887499445377,0.0,0.1541,0.0,0.006765,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-15,0,-0.74248634495114,0.0,0.1447,0.0,0.006313,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-16,-1,-1.1520251138199302,486609.3169161279,0.1421,-10337447.142141094,0.006689,200000,138294.36786756356,-61705.63213243644,0.6914718393378179
2020-09-17,-1,-0.6110954032244847,486609.3169161279,0.1463,-10337447.142141094,0.00644,200000,137764.1026602182,-62235.897339781804,0.688820513301091
2020-09-18,-1,-0.8999229233411072,486609.3169161279,0.1406,-10337447.142141094,0.006525,200000,135869.11256087822,-64130.88743912178,0.6793455628043911
2020-09-19,-1,-0.7039070316100028,486609.3169161279,0.139,-10337447.142141094,0.006347,200000,133250.4720625113,-66749.52793748869,0.6662523603125565
2020-09-20,-1,-0.7273726098819006,486609.3169161279,0.1335,-10337447.142141094,0.00618,200000,128847.76714673504,-71152.23285326496,0.6442388357336752
2020-09-21,-1,-0.4665411580663356,486609.3169161279,0.12,-10337447.142141094,0.005421,200000,114432.41898748222,-85567.58101251778,0.5721620949374111
2020-09-22,-1,-0.35644964677852164,486609.3169161279,0.1226,-10337447.142141094,0.00551,200000,116617.63600711472,-83382.36399288528,0.5830881800355736
2020-09-23,-1,-0.6549117082290862,486609.3169161279,0.1126,-10337447.142141094,0.005294,200000,109518.65425525096,-90481.34574474904,0.5475932712762548
2020-09-24,-1,-0.8171154146593723,486609.3169161279,0.1198,-10337447.142141094,0.005795,200000,118201.30235525977,-81798.69764474023,0.5910065117762988
2020-09-25,-1,-0.7785714314169734,486609.3169161279,0.121,-10337447.142141094,0.005842,200000,119271.09355123976,-80728.90644876024,0.5963554677561989
2020-09-26,-1,-0.5844435217736583,486609.3169161279,0.1226,-10337447.142141094,0.00583,200000,119925.61909259987,-80074.38090740013,0.5996280954629993
2020-09-27,-1,-0.7372716975631117,486609.3169161279,0.1204,-10337447.142141094,0.005815,200000,118700.01688825226,-81299.98311174774,0.5935000844412612
2020-09-28,-1,-0.8397806358907652,486609.3169161279,0.1211,-10337447.142141094,0.005927,200000,120198.43749001336,-79801.56250998664,0.6009921874500668
2020-09-29,0,0.3054722073902052,0.0,0.1294,0.0,0.005964,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-09-30,2,1.36608767982902,0.0,0.1356,0.0,0.005923,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-01,2,2.5411356373178613,0.0,0.1416,0.0,0.005696,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-02,2,1.5787072562340576,0.0,0.1296,0.0,0.005456,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-03,2,1.2184300472799738,0.0,0.1259,0.0,0.005366,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-04,0,0.37153973648273875,0.0,0.1235,0.0,0.005502,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-05,0,0.014413068951653042,0.0,0.1211,0.0,0.005509,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-06,0,-0.600704323534258,0.0,0.1125,0.0,0.005287,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-07,0,0.256699189299377,0.0,0.1194,0.0,0.00537,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-08,0,0.22841015374737872,0.0,0.1215,0.0,0.005464,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-09,0,-0.01363982832364944,0.0,0.1274,0.0,0.0058,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-10,0,-0.07629852120025454,0.0,0.1264,0.0,0.005769,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-11,0,-0.5646506082415326,0.0,0.1267,0.0,0.005945,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-12,0,-0.391889716922421,0.0,0.1263,0.0,0.005883,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-13,-1,-1.1620335137271394,554124.8261098142,0.1236,-11365719.964681884,0.006026,200000,136979.65701434607,-63020.34298565393,0.6848982850717303
2020-10-14,-1,-0.9224115175108586,554124.8261098142,0.1203,-11365719.964681884,0.005782,200000,132377.80941680132,-67622.19058319868,0.6618890470840066
2020-10-15,-1,-0.6363955857026052,554124.8261098142,0.1224,-11365719.964681884,0.00578,200000,133518.74011170256,-66481.25988829744,0.6675937005585129
2020-10-16,0,-0.09977543067390417,0.0,0.1192,0.0,0.005459,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-17,0,0.02896131882228634,0.0,0.1217,0.0,0.00552,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-18,0,-0.09903720934864388,0.0,0.1219,0.0,0.005543,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-19,0,-0.3665601642884705,0.0,0.1211,0.0,0.005576,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-20,0,0.4105191086142846,0.0,0.1154,0.0,0.005131,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-21,0,-0.47451884846279035,0.0,0.1187,0.0,0.005511,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-22,0,-0.23833887215833063,0.0,0.1208,0.0,0.00558,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-23,1,1.0096155100289212,-541864.0710238575,0.1227,12073129.020270076,0.005507,200000,132973.44302925462,-67026.55697074538,0.6648672151462731
2020-10-24,2,1.8582264367760806,0.0,0.125,0.0,0.005481,200000,134533.63174713653,-65466.36825286347,0.6726681587356826
2020-10-25,2,2.220078209360745,0.0,0.1255,0.0,0.00539,200000,134533.63174713653,-65466.36825286347,0.6726681587356826
2020-10-26,1,1.1716310866990862,-564792.7445303801,0.1191,12810286.77843616,0.005251,200000,134533.63174713653,-65466.36825286347,0.6726681587356826
2020-10-27,1,0.645059094941045,-564792.7445303801,0.1178,12810286.77843616,0.005274,200000,134094.03777515108,-65905.96222484892,0.6704701888757554
2020-10-28,1,1.1871610026818953,-564792.7445303801,0.1132,12810286.77843616,0.004975,200000,127665.71540355892,-72334.28459644108,0.6383285770177947
2020-10-29,0,0.05590982772413598,0.0,0.1081,0.0,0.004921,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-10-30,0,-0.8366205842948561,0.0,0.1042,0.0,0.004891,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-10-31,0,-0.18655527453919882,0.0,0.1058,0.0,0.004855,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-01,0,-0.6239259843734519,0.0,0.1071,0.0,0.004984,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-02,0,0.0745696530256721,0.0,0.1024,0.0,0.004645,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-03,2,1.5891525542760052,0.0,0.1015,0.0,0.004405,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-04,2,2.3656104659998394,0.0,0.1025,0.0,0.004309,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-05,2,1.357674617349899,0.0,0.1065,0.0,0.004583,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-06,0,0.4342832464252048,0.0,0.1143,0.0,0.005049,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-07,2,1.8456411699368884,0.0,0.1097,0.0,0.004605,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-08,2,1.2267225859972042,0.0,0.1192,0.0,0.005081,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-09,2,1.6777968143665987,0.0,0.1181,0.0,0.004922,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-10,0,0.5928999206953647,0.0,0.12,0.0,0.005183,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-11,0,0.7829332825385208,0.0,0.1203,0.0,0.005147,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-12,0,0.4461711390567745,0.0,0.1162,0.0,0.005019,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-13,0,0.29634498356079847,0.0,0.1184,0.0,0.005137,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-14,2,1.282762832768751,0.0,0.1161,0.0,0.004861,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-15,2,1.2580514745901041,0.0,0.1158,0.0,0.00483,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-16,2,1.2113499078245122,0.0,0.1167,0.0,0.004852,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-17,2,1.4859359543299553,0.0,0.1178,0.0,0.004816,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-18,2,2.7419468658539548,0.0,0.1229,0.0,0.004638,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-19,2,1.7504062714043693,0.0,0.12,0.0,0.004694,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-20,2,1.420325276382718,0.0,0.1221,0.0,0.004817,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-21,0,0.17671409754728482,0.0,0.1286,0.0,0.005356,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-22,0,-0.25905447677196136,0.0,0.1238,0.0,0.005232,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-23,-1,-1.0324594992583016,517766.8210710401,0.128,-11864331.02346816,0.005586,200000,132548.30619418627,-67451.69380581373,0.6627415309709314
2020-11-24,-2,-2.1911424572926865,0.0,0.1359,0.0,0.00637,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-25,2,4.2117102756639335,0.0,0.384,0.0,0.006273,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-26,2,1.6746477570108909,0.0,0.2355,0.0,0.005612,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-27,2,1.259190729712416,0.0,0.22,0.0,0.005576,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-28,2,1.9128321496386478,0.0,0.2886,0.0,0.005881,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-29,2,1.5043058663668503,0.0,0.2814,0.0,0.006002,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-11-30,1,1.040555428473469,-258849.27438956054,0.2661,11097114.856623499,0.006207,200000,137759.58383012412,-62240.41616987588,0.6887979191506206
2020-12-01,1,0.901808039779874,-258849.27438956054,0.2565,11097114.856623499,0.006059,200000,133632.25779720407,-66367.74220279593,0.6681612889860205
2020-12-02,1,0.8611042197424044,-258849.27438956054,0.272,11097114.856623499,0.00634,200000,140762.71082495345,-59237.28917504655,0.7038135541247672
2020-12-03,1,0.6803538606179749,-258849.27438956054,0.2601,11097114.856623499,0.006244,200000,136617.08143348183,-63382.91856651817,0.6830854071674091
2020-12-04,0,0.17884296912884667,0.0,0.2186,0.0,0.006009,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-05,0,0.32440538206844993,0.0,0.239,0.0,0.006174,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-06,0,0.38854666540104754,0.0,0.2419,0.0,0.006027,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-07,0,0.2085925684058814,0.0,0.2303,0.0,0.005934,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-08,0,0.04035551897955711,0.0,0.2083,0.0,0.005546,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-09,0,-0.38862884504745493,0.0,0.2061,0.0,0.006129,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-10,0,-0.5568692930631521,0.0,0.1915,0.0,0.005897,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-11,0,-0.7010593327810167,0.0,0.1808,0.0,0.005692,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-12,0,-0.6686457143456478,0.0,0.1954,0.0,0.00594,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-13,0,-0.4928852372335663,0.0,0.2093,0.0,0.005905,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-14,0,-0.7084414276678397,0.0,0.2178,0.0,0.006184,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-15,-1,-1.1407245581889394,307321.7911368114,0.2077,-10172228.847667843,0.006275,200000,127661.47203823144,-72338.52796176856,0.6383073601911572
2020-12-16,-1,-1.1461993755922157,307321.7911368114,0.2085,-10172228.847667843,0.006424,200000,129422.9915694434,-70577.0084305566,0.6471149578472171
2020-12-17,-2,-1.2755354037906086,0.0,0.1996,0.0,0.006419,200000,131615.57950050378,-68384.42049949622,0.6580778975025189
2020-12-18,-1,-1.0007080424900958,310853.99031767546,0.2117,-10037795.874046963,0.006556,200000,131615.57950050378,-68384.42049949622,0.6580778975025189
2020-12-19,-1,-0.6166107057073164,310853.99031767546,0.2233,-10037795.874046963,0.00661,200000,135763.52676538736,-64236.47323461264,0.6788176338269367
2020-12-20,-1,-0.9149447827123783,310853.99031767546,0.2086,-10037795.874046963,0.006469,200000,129778.64388947691,-70221.35611052309,0.6488932194473845
2020-12-21,-1,-0.507461748021882,310853.99031767546,0.2066,-10037795.874046963,0.006164,200000,126095.40816725724,-73904.59183274276,0.6304770408362862
2020-12-22,-1,-0.8284705736856915,310853.99031767546,0.1975,-10037795.874046963,0.006132,200000,122945.42738739689,-77054.57261260311,0.6147271369369844
2020-12-23,-1,-0.7456183614736378,310853.99031767546,0.1639,-10037795.874046963,0.005073,200000,101870.70748210725,-98129.29251789275,0.5093535374105362
2020-12-24,-1,-0.80778079415868,310853.99031767546,0.1809,-10037795.874046963,0.005668,200000,113127.71386256568,-86872.28613743432,0.5656385693128284
2020-12-25,-1,-0.7398815712290682,310853.99031767546,0.1856,-10037795.874046963,0.005818,200000,116094.39699816579,-83905.60300183421,0.5804719849908289
2020-12-26,0,0.5395254806476202,0.0,0.2019,0.0,0.005847,200000,127545.15133091768,-72454.84866908232,0.6377257566545884
2020-12-27,0,0.31696410439191486,0.0,0.1949,0.0,0.005785,200000,127545.15133091768,-72454.84866908232,0.6377257566545884
2020-12-28,0,-0.17744790795644483,0.0,0.193,0.0,0.005892,200000,127545.15133091768,-72454.84866908232,0.6377257566545884
2020-12-29,0,-0.4519182921009783,0.0,0.1877,0.0,0.005797,200000,127545.15133091768,-72454.84866908232,0.6377257566545884
2020-12-30,-1,-1.0173705026630484,338855.343599675,0.1882,-10727094.308739923,0.005945,200000,127545.15133091767,-72454.84866908233,0.6377257566545883
2020-12-31,0,-0.10600658186627483,0.0,0.186,0.0,0.005673,200000,125372.86343485971,-74627.13656514029,0.6268643171742986
2021-01-01,0,0.40429013361456995,0.0,0.1933,0.0,0.005787,200000,125372.86343485971,-74627.13656514029,0.6268643171742986
2021-01-02,2,2.7106438317812724,0.0,0.2049,0.0,0.005615,200000,125372.86343485971,-74627.13656514029,0.6268643171742986
2021-01-03,2,1.8147743260866547,0.0,0.2025,0.0,0.005726,200000,125372.86343485971,-74627.13656514029,0.6268643171742986
2021-01-04,0,-0.050314754258582374,0.0,0.1908,0.0,0.005796,200000,125372.86343485971,-74627.13656514029,0.6268643171742986
2021-01-05,1,1.0646610230934441,-316438.3226523466,0.1981,10922884.076917555,0.005739,200000,125372.8634348597,-74627.1365651403,0.6268643171742985
2021-01-06,1,0.7169496505229239,-316438.3226523466,0.2088,10922884.076917555,0.006113,200000,132843.91213200698,-67156.08786799302,0.664219560660035
2021-01-07,2,1.6169108608725284,0.0,0.2262,0.0,0.006353,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-08,-2,-3.385904376598346,0.0,0.2178,0.0,0.008581,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-09,-2,-3.3296257209343665,0.0,0.2313,0.0,0.011344,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-10,-2,-2.1603302389863845,0.0,0.2312,0.0,0.010123,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-11,-2,-1.8989101640088197,0.0,0.2383,0.0,0.010585,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-12,-2,-1.8813562104553283,0.0,0.2182,0.0,0.010376,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-13,-2,-2.047344104554069,0.0,0.2255,0.0,0.012541,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-14,-2,-2.054712946126306,0.0,0.2278,0.0,0.01478,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-15,-2,-2.3684567910512797,0.0,0.2247,0.0,0.024766,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-16,-2,-1.8168024026914107,0.0,0.2294,0.0,0.02079,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-17,-2,-1.5676401135237523,0.0,0.233,0.0,0.020653,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-18,-2,-1.3292012734204222,0.0,0.2435,0.0,0.020286,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-19,-1,-1.0726659716599152,266969.7142699106,0.2389,-3567460.831137803,0.017878,200000,127558.12947816329,-72441.87052183671,0.6377906473908164
2021-01-20,-1,-1.0335357994225376,266969.7142699106,0.2312,-3567460.831137803,0.01825,200000,126829.55810746823,-73170.44189253177,0.6341477905373412
2021-01-21,-1,-0.8544916300507557,266969.7142699106,0.2016,-3567460.831137803,0.014886,200000,106926.31632913131,-93073.68367086869,0.5346315816456566
2021-01-22,-1,-0.7935826068051826,266969.7142699106,0.2105,-3567460.831137803,0.015771,200000,112459.54962169047,-87540.45037830953,0.5622977481084523
2021-01-23,-1,-0.6447067105812982,266969.7142699106,0.2167,-3567460.831137803,0.01545,200000,112969.60692336867,-87030.39307663133,0.5648480346168434
2021-01-24,-1,-0.7291572208680551,266969.7142699106,0.2234,-3567460.831137803,0.017724,200000,122870.70993898445,-77129.29006101555,0.6143535496949223
2021-01-25,-1,-0.5798990336770321,266969.7142699106,0.2162,-3567460.831137803,0.016313,200000,115914.84076350565,-84085.15923649435,0.5795742038175282
2021-01-26,-1,-0.5850345371223004,266969.7142699106,0.2159,-3567460.831137803,0.016927,200000,118025.1707995433,-81974.8292004567,0.5901258539977166
2021-01-27,-1,-0.6264708005091809,266969.7142699106,0.1954,-3567460.831137803,0.015691,200000,108142.91006972379,-91857.08993027621,0.5407145503486189
2021-01-28,-1,-0.6105983795839224,266969.7142699106,0.2097,-3567460.831137803,0.017132,200000,117101.2880414531,-82898.7119585469,0.5855064402072655
2021-01-29,-1,-0.47631158318500877,266969.7142699106,0.2114,-3567460.831137803,0.016936,200000,116855.91423280892,-83144.08576719108,0.5842795711640446
2021-01-30,-1,-0.24357880943431315,266969.7142699106,0.2089,-3567460.831137803,0.01605,200000,113027.71965074606,-86972.28034925394,0.5651385982537303
2021-01-31,0,-0.18182138752912608,0.0,0.2027,0.0,0.015755,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-01,0,-0.1571556712851394,0.0,0.2036,0.0,0.016121,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-02,0,0.03247311021474066,0.0,0.2112,0.0,0.01666,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-03,0,0.5772830465216878,0.0,0.2283,0.0,0.017367,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-04,2,1.401971024198401,0.0,0.2251,0.0,0.016295,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-05,1,1.0985782472628514,-261493.976987149,0.2479,3558454.0207012263,0.018217,200000,129648.71379022849,-70351.28620977151,0.6482435689511424
2021-02-06,1,0.2638520155955881,-261493.976987149,0.2597,3558454.0207012263,0.019791,200000,138335.34934726058,-61664.65065273942,0.6916767467363029
2021-02-07,1,0.2911045355609628,-261493.976987149,0.2483,3558454.0207012263,0.018838,200000,131963.11132787878,-68036.88867212122,0.659815556639394
2021-02-08,1,0.41982828186787313,-261493.976987149,0.2655,3558454.0207012263,0.02006,200000,140809.2385453547,-59190.76145464531,0.7040461927267734
2021-02-09,0,-0.04448544556668615,0.0,0.285,0.0,0.021872,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-10,2,1.202429648775708,0.0,0.3065,0.0,0.022485,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-11,0,-0.05539904739513114,0.0,0.3457,0.0,0.026566,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-12,-2,-3.0266907369423035,0.0,0.3456,0.0,0.031099,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-13,-2,-2.141788539018732,0.0,0.3969,0.0,0.034867,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-14,-2,-1.368931204105619,0.0,0.3657,0.0,0.031014,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-15,-2,-1.8184764941590064,0.0,0.344,0.0,0.030545,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-16,2,1.213195345661295,0.0,0.424,0.0,0.030866,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-17,-2,-2.4874494808945267,0.0,0.409,0.0,0.0402,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-18,-2,-1.9478161786496233,0.0,0.4426,0.0,0.042707,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-19,-2,-1.7044956308837578,0.0,0.451,0.0,0.043628,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-20,-1,-1.1763109945960384,140632.22494522342,0.4492,-1522216.757720346,0.0415,200000,126343.99089078873,-73656.00910921127,0.6317199544539436
2021-02-21,-1,-0.6568383873831437,140632.22494522342,0.6419,-1522216.757720346,0.056268,200000,175923.91771574735,-24076.082284252654,0.8796195885787368
