date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-05-30,0,0.9504953567191026,0.0,0.004752,0.0,0.121,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-05-31,2,1.3443516418088601,0.0,0.00471,0.0,0.1165,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-01,2,1.6948262262588836,0.0,0.005093,0.0,0.122,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-02,0,-0.2733234558552994,0.0,0.004899,0.0,0.1323,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-03,0,0.6591313781706967,0.0,0.00501,0.0,0.1276,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-04,0,0.6591885535632662,0.0,0.004952,0.0,0.126,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-05,2,1.409298974851779,0.0,0.005146,0.0,0.1241,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-06,2,1.3928052055788855,0.0,0.005327,0.0,0.1274,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-07,1,1.03608195617827,-15457894.700350836,0.005165,635163.2945689106,0.1257,200000,159680.05225462414,-40319.94774537586,0.7984002612731207
2020-06-08,1,0.9287876348703169,-15457894.700350836,0.005267,635163.2945689106,0.1284,200000,162971.69840939596,-37028.30159060404,0.8148584920469798
2020-06-09,1,0.4967741689814203,-15457894.700350836,0.005431,635163.2945689106,0.1358,200000,170207.00152006344,-29792.998479936563,0.8510350076003173
2020-06-10,2,1.3974565132411392,0.0,0.005658,0.0,0.1318,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-11,2,1.8712841789293417,0.0,0.005085,0.0,0.1125,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-12,2,1.5588861844767623,0.0,0.00564,0.0,0.1256,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-13,2,1.9297146398616836,0.0,0.006057,0.0,0.1279,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-14,2,1.3514894849764278,0.0,0.005607,0.0,0.1225,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-15,2,1.309191485645841,0.0,0.00552,0.0,0.1212,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-16,2,1.9938041662955293,0.0,0.005911,0.0,0.1216,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-17,0,0.09857965833268544,0.0,0.005715,0.0,0.1347,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-18,0,-0.6388809927362781,0.0,0.005711,0.0,0.1416,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-19,0,0.5006563156354952,0.0,0.00587,0.0,0.1334,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-20,0,0.7625144194798661,0.0,0.006064,0.0,0.1347,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-21,0,-0.8842266960687417,0.0,0.00597,0.0,0.1494,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-22,-1,-1.0249071130492315,12075240.006282456,0.006767,-481799.22831670626,0.1696,200000,163426.29824502676,-36573.70175497324,0.8171314912251337
2020-06-23,-2,-1.3842927654572823,0.0,0.006545,0.0,0.1686,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-24,-2,-1.8766827832118933,0.0,0.006352,0.0,0.172,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-25,-2,-2.86392212767895,0.0,0.006149,0.0,0.2028,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-26,-2,-2.999315493017832,0.0,0.006122,0.0,0.2574,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-27,-2,-2.367220449110413,0.0,0.005522,0.0,0.2322,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-28,-2,-2.161077998187454,0.0,0.005625,0.0,0.2577,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-29,-2,-2.046847094700914,0.0,0.005613,0.0,0.2896,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-06-30,-2,-1.480705408642434,0.0,0.005518,0.0,0.242,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-01,-2,-1.2505200219148707,0.0,0.00567,0.0,0.2398,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-02,0,-0.8915554678675408,0.0,0.005443,0.0,0.2068,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-03,0,-0.6507721342553977,0.0,0.005488,0.0,0.1962,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-04,0,-0.7191669346640837,0.0,0.005601,0.0,0.2113,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-05,0,0.04472594269466921,0.0,0.006866,0.0,0.2069,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-06,0,-0.09289027916164128,0.0,0.006409,0.0,0.2059,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-07,0,0.0019202360117483996,0.0,0.006483,0.0,0.2067,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-08,0,0.16764715241543424,0.0,0.006624,0.0,0.2055,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-09,0,0.37260709337805653,0.0,0.006415,0.0,0.1942,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-10,0,0.7334224294356874,0.0,0.006419,0.0,0.1862,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-11,0,0.6022901623376853,0.0,0.00645,0.0,0.1951,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-12,0,0.7962120401712252,0.0,0.006368,0.0,0.1899,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-13,0,0.6742297159434608,0.0,0.006015,0.0,0.1865,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-14,0,0.3751995199602454,0.0,0.006164,0.0,0.2035,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-15,0,0.6108541255239155,0.0,0.006028,0.0,0.1916,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-16,0,0.7080548497868573,0.0,0.005841,0.0,0.1809,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-17,0,0.5463568292462522,0.0,0.005945,0.0,0.1865,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-18,0,0.3724567807212195,0.0,0.005871,0.0,0.1867,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-19,0,0.5777777777955058,0.0,0.006039,0.0,0.1859,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-20,0,0.26464204665551594,0.0,0.005934,0.0,0.1869,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-21,0,0.5333971457366583,0.0,0.006069,0.0,0.186,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-22,0,0.8146629494638261,0.0,0.006288,0.0,0.1887,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-23,0,0.8186352410430631,0.0,0.006229,0.0,0.1863,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-24,0,0.600405113027997,0.0,0.005979,0.0,0.1811,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-25,0,0.7594512282296658,0.0,0.006084,0.0,0.1834,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-26,0,0.9362633947118474,0.0,0.00598,0.0,0.1788,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-27,0,0.672209031461627,0.0,0.005545,0.0,0.1667,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-28,2,1.3721402346034604,0.0,0.005826,0.0,0.1709,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-29,0,-0.34917316756435135,0.0,0.0057,0.0,0.1763,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-30,0,0.35413930094264623,0.0,0.005749,0.0,0.1746,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-07-31,1,1.049730648579533,-14127021.690387646,0.005862,474842.89649685996,0.1744,200000,165625.20229810476,-34374.79770189524,0.8281260114905238
2020-08-01,2,1.6282641884280888,0.0,0.006032,0.0,0.176,200000,167267.0473510757,-32732.952648924314,0.8363352367553785
2020-08-02,0,-0.6805030689129274,0.0,0.005414,0.0,0.1693,200000,167267.0473510757,-32732.952648924314,0.8363352367553785
