date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-02-24,-1,-0.9400888281939012,140246525.06555593,0.0006961,-7336.002866381224,13.361,200000,195641.94039585302,-4358.0596041469835,0.978209701979265
2020-02-25,-1,-0.6687462236780052,140246525.06555593,0.0006552,-7336.002866381224,12.393,200000,182804.60674601473,-17195.39325398527,0.9140230337300737
2020-02-26,0,0.41514882724528895,0.0,0.0006203,0.0,11.007,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-02-27,0,0.36540003921407554,0.0,0.000643,0.0,11.51,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-02-28,0,0.7729210079985568,0.0,0.0006341,0.0,11.311,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-02-29,0,0.6468559894228292,0.0,0.0006189,0.0,11.103,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-01,0,-0.12608012664472518,0.0,0.0006107,0.0,11.31,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-02,0,-0.5843685214210883,0.0,0.0006394,0.0,12.088,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-03,0,0.3246748709659987,0.0,0.000631,0.0,11.556,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-04,0,0.3022228388315716,0.0,0.0006388,0.0,11.755,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-05,0,0.0804482604744517,0.0,0.0006517,0.0,12.073,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-06,0,-0.7514689472529502,0.0,0.0006483,0.0,12.377,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-07,0,0.6976489553041201,0.0,0.0006335,0.0,11.589,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-08,0,0.06680335013540352,0.0,0.0005399,0.0,10.05,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-09,0,0.045279793258258684,0.0,0.0005328,0.0,9.902,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-10,0,0.8161082112579102,0.0,0.0005435,0.0,9.87,200000,199409.96840822502,-590.0315917749831,0.9970498420411251
2020-03-11,1,1.111017490567119,-190095298.76856533,0.0005245,10573.169056639716,9.43,200000,199409.96840822505,-590.031591774954,0.9970498420411252
2020-03-12,0,-2.704642560677106,0.0,0.0002819,0.0,5.706,200000,192667.33049389737,-7332.669506102626,0.9633366524694869
2020-03-13,-1,-1.170888111611989,298894400.39388365,0.0003223,-15497.693894296764,6.216,200000,192667.33049389737,-7332.669506102626,0.9633366524694869
2020-03-14,-1,-0.2220561924614286,298894400.39388365,0.0003081,-15497.693894296764,5.752,200000,181232.10004135052,-18767.899958649476,0.9061605002067527
2020-03-15,-1,-1.0601581891972116,298894400.39388365,0.0003117,-15497.693894296764,5.979,200000,185826.09639677388,-14173.903603226121,0.9291304819838694
2020-03-16,-1,-1.0672123372284097,298894400.39388365,0.0002807,-15497.693894296764,5.394,200000,167494.2190563999,-32505.78094360011,0.8374710952819995
2020-03-17,-1,-0.6118476789043173,298894400.39388365,0.0002965,-15497.693894296764,5.626,200000,175812.2155661001,-24187.784433899913,0.8790610778305005
2020-03-18,-1,-0.7168118660919057,298894400.39388365,0.0003,-15497.693894296764,5.726,200000,178408.11535690835,-21591.884643091646,0.8920405767845417
2020-03-19,-2,-1.4129915140095533,0.0,0.0003304,0.0,6.472,200000,194213.6954876469,-5786.30451235309,0.9710684774382345
2020-03-20,0,-0.7665545873156991,0.0,0.0003259,0.0,6.273,200000,194213.6954876469,-5786.30451235309,0.9710684774382345
2020-03-21,0,-0.723216414278744,0.0,0.0003237,0.0,6.236,200000,194213.6954876469,-5786.30451235309,0.9710684774382345
2020-03-22,-1,-1.0857125985190799,318801207.3007993,0.0003046,-16328.71157622725,5.947,200000,194213.6954876469,-5786.30451235309,0.9710684774382345
2020-03-23,-2,-2.100912462672512,0.0,0.0003273,0.0,6.683,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-24,-2,-2.0000305697349363,0.0,0.0003345,0.0,6.897,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-25,-2,-2.494435819131389,0.0,0.0003198,0.0,6.93,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-26,-2,-2.0381900393331933,0.0,0.0003251,0.0,7.03,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-27,-2,-1.2881299637253785,0.0,0.0003112,0.0,6.503,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-28,-1,-1.0807958045645274,312099811.4837234,0.0003188,-15011.680733405403,6.628,200000,198994.83980202203,-1005.1601979779662,0.9949741990101102
2020-03-29,-1,-0.30850708965442175,312099811.4837234,0.0003091,-15011.680733405403,6.179,200000,189227.2269813309,-10772.773018669104,0.9461361349066545
2020-03-30,0,-0.1562367282175533,0.0,0.0003298,0.0,6.568,200000,194661.04103169672,-5338.958968303283,0.9733052051584836
2020-03-31,0,-0.1991433519759541,0.0,0.0003378,0.0,6.772,200000,194661.04103169672,-5338.958968303283,0.9733052051584836
2020-04-01,0,-0.6426906488715514,0.0,0.0003331,0.0,6.812,200000,194661.04103169672,-5338.958968303283,0.9733052051584836
2020-04-02,-2,-1.245911514472374,0.0,0.0003299,0.0,6.976,200000,194661.04103169672,-5338.958968303283,0.9733052051584836
2020-04-03,-1,-1.162443614183486,293429365.43819225,0.0003317,-13864.746512229112,7.02,200000,194661.04103169672,-5338.958968303283,0.9733052051584836
2020-04-04,-2,-1.6219057786504263,0.0,0.0003292,0.0,7.188,200000,197723.8918593467,-2276.1081406532903,0.9886194592967336
2020-04-05,-1,-1.058010995292184,300949607.0918519,0.0003285,-14088.919186215384,7.017,200000,197723.8918593467,-2276.1081406532903,0.9886194592967336
2020-04-06,-2,-1.6652316265074232,0.0,0.0003525,0.0,7.823,200000,201856.77015323183,1856.7701532318315,1.0092838507661592
2020-04-07,-2,-1.7417548912349117,0.0,0.0003431,0.0,7.721,200000,201856.77015323183,1856.7701532318315,1.0092838507661592
2020-04-08,-2,-1.401697999328276,0.0,0.0003585,0.0,7.995,200000,201856.77015323183,1856.7701532318315,1.0092838507661592
2020-04-09,-1,-1.0392688005551756,276743583.97755945,0.0003647,-12586.156014043636,8.019,200000,201856.77015323186,1856.7701532318606,1.0092838507661592
2020-04-10,-1,-0.3596133896259528,276743583.97755945,0.0003415,-12586.156014043636,7.299,200000,186374.28667484107,-13625.713325158926,0.9318714333742054
2020-04-11,-1,-0.5046004141754409,276743583.97755945,0.0003387,-12586.156014043636,7.306,200000,185687.50773180218,-14312.49226819782,0.9284375386590109
2020-04-12,-1,-0.9047468649769477,276743583.97755945,0.0003346,-12586.156014043636,7.356,200000,185182.1668381964,-14817.833161803603,0.925910834190982
2020-04-13,-1,-0.3920910720051293,276743583.97755945,0.000337,-12586.156014043636,7.281,200000,184902.38973868923,-15097.610261310765,0.9245119486934462
2020-04-14,-1,-0.4110135240954174,276743583.97755945,0.0003357,-12586.156014043636,7.257,200000,184240.55533518136,-15759.444664818642,0.9212027766759068
2020-04-15,0,-0.15138035449861653,0.0,0.0003268,0.0,6.993,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-16,-2,-1.4586420931004638,0.0,0.0003363,0.0,7.616,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-17,0,-0.7986625643864272,0.0,0.0003376,0.0,7.468,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-18,-2,-1.5371489862741985,0.0,0.0003437,0.0,7.877,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-19,-2,-1.2990973957066945,0.0,0.0003348,0.0,7.614,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-20,-2,-1.6916074008859645,0.0,0.000312,0.0,7.205,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-21,-2,-1.4831212094914852,0.0,0.0003146,0.0,7.227,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-22,-2,-2.041056159965663,0.0,0.0003193,0.0,7.534,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-23,-2,-2.291744490905106,0.0,0.0003251,0.0,7.854,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-24,-2,-1.9719615883999857,0.0,0.0003333,0.0,8.07,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-25,-2,-2.079284062613974,0.0,0.000341,0.0,8.428,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-26,-2,-1.9419601380135953,0.0,0.0003455,0.0,8.631,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-27,-2,-1.3174904932796876,0.0,0.0003457,0.0,8.426,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-28,-2,-1.3813666583898534,0.0,0.0003426,0.0,8.457,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-29,-2,-1.6651099032167886,0.0,0.0003616,0.0,9.207,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-04-30,-2,-1.4367113129745668,0.0,0.000351,0.0,8.897,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-05-01,-1,-1.0326686880262117,275230411.1448697,0.0003623,-11066.027961134869,9.011,200000,199431.9559155726,-568.0440844274126,0.997159779577863
2020-05-02,0,1.9202794412731736,0.0,0.0004421,0.0,9.225,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-03,2,3.208586698253374,0.0,0.0005045,0.0,9.069,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-04,2,3.2530226482557,0.0,0.0005696,0.0,9.005,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-05,2,2.2527839427510186,0.0,0.0005493,0.0,9.101,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-06,2,1.279091098105557,0.0,0.0004995,0.0,9.148,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-07,2,1.2053546920276192,0.0,0.0005433,0.0,9.891,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-08,0,0.08430379096588708,0.0,0.0005271,0.0,11.301,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-09,0,0.1336992311223397,0.0,0.0005186,0.0,10.994,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-10,0,0.23958585617635955,0.0,0.0004688,0.0,9.725,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-11,0,0.5441898882942724,0.0,0.0004898,0.0,9.629,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-12,0,0.33017053279930064,0.0,0.0004961,0.0,10.001,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-13,0,0.4201298296834435,0.0,0.0005215,0.0,10.285,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-14,0,0.3652832432650397,0.0,0.0005167,0.0,10.186,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-15,0,0.5823293073573653,0.0,0.00053,0.0,10.033,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-16,0,0.5731299401486551,0.0,0.0005333,0.0,10.008,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-17,0,0.4707254986122596,0.0,0.000539,0.0,10.156,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-18,0,0.28763941029283246,0.0,0.0005363,0.0,10.245,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-19,0,0.14578208193458161,0.0,0.0005372,0.0,10.328,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-20,0,-0.09594697861147274,0.0,0.0005203,0.0,10.14,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-21,0,0.33236857219172955,0.0,0.0005134,0.0,9.537,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-22,0,-0.2869840972257459,0.0,0.000535,0.0,10.388,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-23,0,-0.20473053535693467,0.0,0.0005269,0.0,10.203,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-24,1,1.0221832577121015,-169178456.34044674,0.0005315,9336.346126564993,9.631,200000,179836.6990898949,-20163.300910105114,0.8991834954494744
2020-05-25,2,1.933244888159049,0.0,0.0005659,0.0,9.923,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-26,2,1.6785925225562506,0.0,0.0005634,0.0,9.935,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-27,2,1.3121813605319512,0.0,0.0005584,0.0,10.009,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-28,0,0.7986948792393826,0.0,0.0005685,0.0,10.429,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-29,0,0.8000201138177405,0.0,0.00056,0.0,10.242,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-30,0,-0.08889663666178084,0.0,0.0005828,0.0,11.03,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-05-31,2,1.7647760752278052,0.0,0.000627,0.0,10.945,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-01,-2,-1.2996296451360272,0.0,0.000628,0.0,12.413,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-02,0,-0.9744170067877989,0.0,0.0006233,0.0,12.135,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-03,0,-0.4485036516449485,0.0,0.000652,0.0,12.393,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-04,0,-0.14183612104877677,0.0,0.0006478,0.0,12.164,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-05,0,0.233200016809837,0.0,0.000638,0.0,11.803,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-06,0,0.17184794521652552,0.0,0.0006376,0.0,11.813,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-07,0,-0.17684068861281568,0.0,0.0006279,0.0,11.776,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-08,0,0.5241750224963224,0.0,0.0006394,0.0,11.656,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-09,0,-0.5786031875882264,0.0,0.0006348,0.0,12.026,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-10,0,-0.2836984751204529,0.0,0.0006364,0.0,11.935,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-11,0,0.08474746008272419,0.0,0.0005783,0.0,10.679,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-12,0,0.7006543480165408,0.0,0.0006051,0.0,10.917,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-13,0,0.49461113162257,0.0,0.00061,0.0,11.08,200000,182930.22491904927,-17069.775080950727,0.9146511245952463
2020-06-14,1,1.038952980768539,-154215330.39879385,0.0005931,8616.590905277873,10.615,200000,182930.22491904924,-17069.775080950756,0.9146511245952462
2020-06-15,2,1.5730231768769813,0.0,0.0005923,0.0,10.43,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-16,0,0.6874914592756861,0.0,0.0005834,0.0,10.56,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-17,0,0.5094942915967714,0.0,0.0005821,0.0,10.588,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-18,0,0.7529668630666871,0.0,0.0005773,0.0,10.413,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-19,0,0.465803142405164,0.0,0.0005653,0.0,10.268,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-20,1,1.1997325337369407,-160070244.76754048,0.000576,8982.897601919654,10.264,200000,184400.92197220665,-15599.078027793352,0.9220046098610333
2020-06-21,1,0.7619202819645963,-160070244.76754048,0.0005715,8982.897601919654,10.298,200000,183986.024389218,-16013.975610782014,0.9199301219460899
2020-06-22,0,-0.18419259045654643,0.0,0.0005875,0.0,10.8,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-23,-2,-1.3433863818397198,0.0,0.0005815,0.0,10.941,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-24,0,-0.9548218213235717,0.0,0.0005625,0.0,10.491,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-25,0,-0.3729351768510749,0.0,0.0005608,0.0,10.335,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-26,0,-0.4454850904424258,0.0,0.0005526,0.0,10.196,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-27,0,0.055041964411564545,0.0,0.0005318,0.0,9.703,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-28,-2,-1.3075084387857463,0.0,0.000535,0.0,10.045,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-29,-2,-1.5321904584402748,0.0,0.000542,0.0,10.213,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-06-30,-2,-1.8519116133230218,0.0,0.0005276,0.0,10.034,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-01,0,-0.4442255881310128,0.0,0.000549,0.0,10.138,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-02,0,0.5672504891623452,0.0,0.0005484,0.0,9.922,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-03,0,0.9352728128077437,0.0,0.0005451,0.0,9.78,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-04,0,0.6305142287113648,0.0,0.000552,0.0,9.973,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-05,0,0.8240249295808921,0.0,0.000558,0.0,10.07,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-06,0,-0.8480168417239703,0.0,0.0005672,0.0,10.575,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-07,-2,-1.6154739075372733,0.0,0.0005556,0.0,10.56,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-08,2,2.0764674405893917,0.0,0.0006315,0.0,11.08,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-09,2,4.102506940945336,0.0,0.0008031,0.0,10.768,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-10,2,2.4057979540858967,0.0,0.0007321,0.0,10.499,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-11,2,1.6448802544043664,0.0,0.0007172,0.0,10.741,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-12,1,1.1979039713150474,-129590640.48028888,0.0007,8401.727177568047,10.797,200000,181426.89667240443,-18573.10332759557,0.9071344833620222
2020-07-13,2,1.2794340359001732,0.0,0.000708,0.0,10.677,200000,183471.82905755492,-16528.170942445082,0.9173591452877746
2020-07-14,1,1.1600741049739056,-127623698.56535539,0.0007188,8470.536890930513,10.83,200000,183471.8290575549,-16528.17094244511,0.9173591452877744
2020-07-15,1,0.4750329695175848,-127623698.56535539,0.0006824,8470.536890930513,10.989,200000,180173.14179543394,-19826.85820456606,0.9008657089771697
2020-07-16,2,1.3016700956201999,0.0,0.000735,0.0,10.694,200000,186691.3259914802,-13308.674008519796,0.933456629957401
2020-07-17,1,1.089447081680462,-129484898.03820239,0.0007209,8813.677933692768,10.591,200000,186691.3259914802,-13308.674008519796,0.933456629957401
2020-07-18,1,0.7788106984697785,-129484898.03820239,0.0007007,8813.677933692768,10.545,200000,183670.30186615867,-16329.698133841332,0.9183515093307933
2020-07-19,1,0.9222932547528893,-129484898.03820239,0.0007258,8813.677933692768,10.651,200000,187854.62266788897,-12145.377332111035,0.9392731133394449
2020-07-20,1,0.8400800851084328,-129484898.03820239,0.0007081,8813.677933692768,10.386,200000,183227.1153201842,-16772.88467981579,0.916135576600921
2020-07-21,1,0.6670256242030891,-129484898.03820239,0.0007553,8813.677933692768,11.184,200000,196372.1174986742,-3627.882501325803,0.981860587493371
2020-07-22,1,0.49041900385720055,-129484898.03820239,0.0007726,8813.677933692768,11.559,200000,201917.33545986988,1917.3354598698788,1.0095866772993494
2020-07-23,1,0.6860899886441195,-129484898.03820239,0.0007841,8813.677933692768,11.432,200000,202287.07468973025,2287.074689730245,1.0114353734486512
2020-07-24,1,0.7621297449166302,-129484898.03820239,0.0007721,8813.677933692768,11.101,200000,197815.9285172195,-2184.071482780506,0.9890796425860975
2020-07-25,0,0.03690342128287834,0.0,0.0007637,0.0,11.608,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
2020-07-26,0,-0.35469472638984484,0.0,0.0007493,0.0,11.62,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
2020-07-27,-2,-1.3276194483418018,0.0,0.0007187,0.0,11.619,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
2020-07-28,0,-0.5409939667566042,0.0,0.000769,0.0,11.738,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
2020-07-29,0,-0.8800333322811497,0.0,0.0007538,0.0,11.67,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
2020-07-30,0,-0.7764627919564004,0.0,0.0007611,0.0,11.774,200000,183269.76916894972,-16730.230831050285,0.9163488458447486
