date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-08-07,-1,-0.808759689598733,614920.5449602571,0.1767,-273.0591775756341,379.34,200000,212238.7287160185,12238.728716018493,1.0611936435800924
2020-08-08,-1,-0.7115753558188329,614920.5449602571,0.1861,-273.0591775756341,397.03,200000,222849.39868995786,22849.39868995786,1.1142469934497894
2020-08-09,-1,-0.405621133240965,614920.5449602571,0.193,-273.0591775756341,390.14,200000,225210.97271668754,25210.97271668754,1.1260548635834378
2020-08-10,-1,-0.28720621648350464,614920.5449602571,0.1968,-273.0591775756341,395.44,200000,228994.88442868736,28994.884428687365,1.1449744221434368
2020-08-11,-1,-0.38212886585717226,614920.5449602571,0.1831,-273.0591775756341,379.0,200000,216081.38008338842,16081.380083388416,1.080406900416942
2020-08-12,-1,-0.34563243378110736,614920.5449602571,0.1858,-273.0591775756341,387.18,200000,219975.2896273498,19975.28962734979,1.099876448136749
2020-08-13,-1,-1.0740144273957168,614920.5449602571,0.1854,-273.0591775756341,424.54,200000,229930.8122835914,29930.812283591396,1.149654061417957
2020-08-14,-2,-1.3054724971642204,0.0,0.1855,0.0,438.11,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-15,-2,-1.2453702939606315,0.0,0.1832,0.0,432.32,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-16,0,-0.42139420584621773,0.0,0.1968,0.0,433.62,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-17,0,-0.38274714933369647,0.0,0.1949,0.0,430.89,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-18,0,-0.17139386121060077,0.0,0.1924,0.0,421.95,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-19,0,-0.04404435553864717,0.0,0.186,0.0,407.46,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-20,2,1.745698511571302,0.0,0.2075,0.0,415.94,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-21,2,1.233143241150401,0.0,0.19,0.0,387.97,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-22,2,1.577957562653869,0.0,0.1991,0.0,395.24,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-23,2,1.5237925644848285,0.0,0.1984,0.0,390.71,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-24,0,0.8078780023012817,0.0,0.1998,0.0,407.68,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-25,0,0.998498392096833,0.0,0.1907,0.0,382.93,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-26,0,0.8115442822635351,0.0,0.1911,0.0,385.81,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-27,0,0.05116744047606375,0.0,0.1823,0.0,383.27,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-28,0,-0.19201432217573758,0.0,0.1854,0.0,395.11,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-29,0,0.08625686511551868,0.0,0.1896,0.0,398.65,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-30,0,-0.5106402451149992,0.0,0.1966,0.0,428.94,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-08-31,-1,-1.146480290378125,580759.8168608181,0.1904,-254.9082946363442,433.79,200000,221153.33826059953,21153.33826059953,1.1057666913029975
2020-09-01,-2,-1.9671588221405871,0.0,0.1936,0.0,475.4,200000,229901.64098646317,29901.64098646317,1.149508204932316
2020-09-02,-2,-1.8631909614575632,0.0,0.1776,0.0,439.5,200000,229901.64098646317,29901.64098646317,1.149508204932316
2020-09-03,-2,-2.6233315584781547,0.0,0.1367,0.0,381.4,200000,229901.64098646317,29901.64098646317,1.149508204932316
2020-09-04,-2,-1.8146718772595147,0.0,0.1473,0.0,385.26,200000,229901.64098646317,29901.64098646317,1.149508204932316
2020-09-05,-1,-1.0294701155339856,832976.960095881,0.138,-343.1265350086015,335.01,200000,229901.64098646317,29901.64098646317,1.149508204932316
2020-09-06,-2,-1.2611990182761965,0.0,0.1399,0.0,352.8,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-07,-2,-1.3934832940122481,0.0,0.1355,0.0,353.59,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-08,0,0.2088753130608349,0.0,0.1553,0.0,337.39,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-09,0,0.26775495702869107,0.0,0.1617,0.0,350.85,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-10,0,-0.0490001376525723,0.0,0.1633,0.0,367.93,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-11,0,0.027230226925214946,0.0,0.166,0.0,373.63,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-12,0,-0.6802169182384888,0.0,0.159,0.0,387.78,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-13,0,-0.7144517914161129,0.0,0.1485,0.0,366.42,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-14,0,-0.5559310499479923,0.0,0.1541,0.0,377.12,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-15,0,-0.7799844396228081,0.0,0.1447,0.0,364.06,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-16,0,-0.9286936497353644,0.0,0.1421,0.0,365.11,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-17,-2,-1.2153864162175216,0.0,0.1463,0.0,389.36,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-18,-2,-1.4125877304742722,0.0,0.1406,0.0,384.39,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-19,-2,-1.4296807975819723,0.0,0.139,0.0,385.25,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-20,-2,-1.3128278255896524,0.0,0.1335,0.0,371.04,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-21,-2,-1.377861770304068,0.0,0.12,0.0,340.36,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-22,-1,-1.1537761165206946,956048.9633771781,0.1226,-340.523526074321,344.21,200000,234423.20582008405,34423.205820084055,1.1721160291004202
2020-09-23,-2,-1.2734071559859426,0.0,0.1126,0.0,320.72,200000,235984.79782637005,35984.79782637005,1.1799239891318503
2020-09-24,-2,-1.3685048332114151,0.0,0.1198,0.0,348.97,200000,235984.79782637005,35984.79782637005,1.1799239891318503
2020-09-25,-2,-1.2171268557026131,0.0,0.121,0.0,351.92,200000,235984.79782637005,35984.79782637005,1.1799239891318503
2020-09-26,-1,-1.0513599463089738,962417.6094060768,0.1226,-333.38720307748935,353.92,200000,235984.79782637005,35984.79782637005,1.1799239891318503
2020-09-27,-1,-1.1872303813924312,962417.6094060768,0.1204,-333.38720307748935,357.49,200000,235057.67140066333,35057.67140066333,1.1752883570033166
2020-09-28,-1,-0.9833503154590848,962417.6094060768,0.1211,-333.38720307748935,353.96,200000,234554.50690038403,34554.50690038403,1.1727725345019202
2020-09-29,-1,-0.4503409438124666,962417.6094060768,0.1294,-333.38720307748935,359.79,200000,244486.22045239623,44486.22045239623,1.2224311022619812
2020-09-30,0,0.19129317681824526,0.0,0.1356,0.0,359.83,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-01,2,1.3070241672867442,0.0,0.1416,0.0,352.85,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-02,0,0.3350318766962549,0.0,0.1296,0.0,345.6,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-03,0,-0.06676926908153917,0.0,0.1259,0.0,345.95,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-04,0,-0.6462583566713548,0.0,0.1235,0.0,352.37,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-05,-1,-1.011882438870815,930816.2150052808,0.1211,-318.7654647280683,353.62,200000,225443.68727427901,25443.687274279015,1.127218436371395
2020-10-06,-2,-1.5874691577790356,0.0,0.1125,0.0,340.75,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-07,0,-0.3616082034996906,0.0,0.1194,0.0,341.58,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-08,0,-0.5102999516194787,0.0,0.1215,0.0,350.95,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-09,0,-0.29929902617728665,0.0,0.1274,0.0,365.02,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-10,0,-0.7234526139836706,0.0,0.1264,0.0,370.52,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-11,0,-0.8197270993774293,0.0,0.1267,0.0,374.16,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-12,-2,-1.3713644971438446,0.0,0.1263,0.0,386.51,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-13,-2,-1.3569992863488591,0.0,0.1236,0.0,381.04,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-14,-2,-1.5429096869409935,0.0,0.1203,0.0,378.69,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-15,-1,-1.1261198965045847,936871.712386741,0.1224,-303.6571803732049,377.64,200000,229346.19519227417,29346.195192274172,1.1467309759613709
2020-10-16,-1,-0.9532296391001182,936871.712386741,0.1192,-303.6571803732049,365.5,200000,222661.8075429059,22661.80754290591,1.1133090377145296
2020-10-17,-1,-0.72661152507935,936871.712386741,0.1217,-303.6571803732049,368.32,200000,225860.30007252522,25860.30007252522,1.129301500362626
2020-10-18,-1,-1.0285329153799585,936871.712386741,0.1219,-303.6571803732049,378.11,200000,229020.4782108562,29020.478210856207,1.145102391054281
2020-10-19,-1,-1.0587113623955986,936871.712386741,0.1211,-303.6571803732049,379.3,200000,228632.33288559093,28632.332885590935,1.1431616644279547
2020-10-20,-2,-1.223109942603256,0.0,0.1154,0.0,368.52,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-21,-2,-1.7443387763208495,0.0,0.1187,0.0,390.38,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-22,-2,-2.2281729525220686,0.0,0.1208,0.0,413.98,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-23,-2,-1.6321337223357464,0.0,0.1227,0.0,409.11,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-24,-2,-1.2991471190248463,0.0,0.125,0.0,412.14,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-25,0,-0.8544179244155525,0.0,0.1255,0.0,405.86,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-26,-1,-1.0911874980716452,978736.119622073,0.1191,-296.972057084961,392.52,200000,233134.94369397778,33134.94369397778,1.165674718469889
2020-10-27,-2,-1.5964482037793875,0.0,0.1178,0.0,403.45,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-10-28,-2,-1.4758918928444786,0.0,0.1132,0.0,388.23,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-10-29,-2,-1.9880894035700167,0.0,0.1081,0.0,387.13,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-10-30,-2,-2.074524960964695,0.0,0.1042,0.0,382.49,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-10-31,-2,-1.786229720785755,0.0,0.1058,0.0,386.46,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-01,-2,-1.7389043569013325,0.0,0.1071,0.0,396.67,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-02,-2,-1.6482614633552009,0.0,0.1024,0.0,383.02,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-03,-2,-1.6788607201072823,0.0,0.1015,0.0,387.88,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-04,-2,-1.7538766317134185,0.0,0.1025,0.0,402.49,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-05,-2,-1.5384391947770606,0.0,0.1065,0.0,416.69,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-06,-2,-1.6007150143703357,0.0,0.1143,0.0,455.91,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-07,-2,-1.407389291933673,0.0,0.1097,0.0,435.21,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-08,0,-0.8621164507824728,0.0,0.1192,0.0,454.3,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-09,0,-0.623008555949516,0.0,0.1181,0.0,444.32,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-10,0,-0.5155094727418454,0.0,0.12,0.0,450.34,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-11,0,-0.7874191687069948,0.0,0.1203,0.0,463.09,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-12,-1,-1.1278127807534049,1022604.1533279911,0.1162,-256.9835044371906,462.39,200000,237653.20523342513,37653.205233425135,1.1882660261671256
2020-11-13,-1,-1.1830139871917562,1022604.1533279911,0.1184,-256.9835044371906,476.43,200000,243510.98277304487,43510.982773044874,1.2175549138652244
2020-11-14,-1,-0.9530301467411927,1022604.1533279911,0.1161,-256.9835044371906,460.89,200000,237165.46956143656,37165.46956143656,1.1858273478071828
2020-11-15,-1,-0.45918608754350876,1022604.1533279911,0.1158,-256.9835044371906,448.08,200000,233566.72962359776,33566.729623597756,1.1678336481179887
2020-11-16,-1,-0.8046723572883823,1022604.1533279911,0.1167,-256.9835044371906,460.55,200000,237691.65766192472,37691.65766192472,1.1884582883096235
2020-11-17,-2,-1.6493720050104324,0.0,0.1178,0.0,482.15,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-18,0,-0.23664978865253516,0.0,0.1229,0.0,478.41,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-19,0,-0.4299639859276618,0.0,0.12,0.0,471.25,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-20,-2,-2.1404788637986996,0.0,0.1221,0.0,510.12,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-21,-2,-2.4476516823619496,0.0,0.1286,0.0,552.35,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-22,-2,-2.8117124804010345,0.0,0.1238,0.0,560.03,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-23,-2,-2.7591295573306702,0.0,0.128,0.0,608.58,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-24,-2,-1.5395817169328707,0.0,0.1359,0.0,604.97,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-25,2,4.1964197761932205,0.0,0.384,0.0,569.5,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-26,2,1.6596242209039491,0.0,0.2355,0.0,519.83,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-27,2,1.2469751742587751,0.0,0.22,0.0,518.68,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-28,2,1.9218838880229374,0.0,0.2886,0.0,537.52,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-29,2,1.3618196697327865,0.0,0.2814,0.0,576.3,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-11-30,0,0.8439092124676155,0.0,0.2661,0.0,616.66,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-01,0,0.8167978923224803,0.0,0.2565,0.0,585.26,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-02,0,0.8612904168627776,0.0,0.272,0.0,596.89,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-03,0,0.5509791089889228,0.0,0.2601,0.0,615.85,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-04,0,0.22784076096980607,0.0,0.2186,0.0,567.24,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-05,0,0.29206911528230517,0.0,0.239,0.0,596.8,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-06,0,0.2522959287460334,0.0,0.2419,0.0,601.54,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-07,0,0.09956271885551554,0.0,0.2303,0.0,591.28,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-08,0,-0.0630316188389184,0.0,0.2083,0.0,554.94,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-09,0,-0.24307985973554933,0.0,0.2061,0.0,573.09,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-10,0,-0.4495996459222312,0.0,0.1915,0.0,558.99,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-11,0,-0.6155135689193622,0.0,0.1808,0.0,544.43,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-12,0,-0.6035609372647803,0.0,0.1954,0.0,568.04,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-13,0,-0.6357095524574776,0.0,0.2093,0.0,590.7,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-14,0,-0.5975921223840861,0.0,0.2178,0.0,586.29,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-15,0,-0.9360012923912487,0.0,0.2077,0.0,588.64,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-16,-2,-1.2686823483169865,0.0,0.2085,0.0,637.18,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-17,-2,-1.3971719082793015,0.0,0.1996,0.0,642.7,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-18,-1,-1.1762739182597004,569426.1517141692,0.2117,-184.3657051585067,653.85,200000,241095.03263577924,41095.03263577924,1.2054751631788962
2020-12-19,-1,-0.806750280752156,569426.1517141692,0.2233,-184.3657051585067,658.03,200000,248471.02464322612,48471.02464322612,1.2423551232161305
2020-12-20,-1,-1.0097844234435591,569426.1517141692,0.2086,-184.3657051585067,638.18,200000,236440.8009656315,36440.8009656315,1.1822040048281575
2020-12-21,-1,-0.610627674559752,569426.1517141692,0.2066,-184.3657051585067,607.58,200000,229660.35808435286,29660.35808435286,1.1483017904217643
2020-12-22,-2,-1.4136378065123143,0.0,0.1975,0.0,636.45,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-23,-2,-2.129176892443054,0.0,0.1639,0.0,585.56,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-24,-2,-1.4683636191703793,0.0,0.1809,0.0,612.31,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-25,-2,-1.3383641264678308,0.0,0.1856,0.0,626.82,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-26,0,-0.6222843226967795,0.0,0.2019,0.0,637.44,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-27,-2,-1.632702010235607,0.0,0.1949,0.0,685.11,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-28,-2,-2.065914748501401,0.0,0.193,0.0,730.41,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-29,-2,-1.9945071726101105,0.0,0.1877,0.0,732.0,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-30,-2,-1.868692120829581,0.0,0.1882,0.0,752.17,200000,245972.9207203624,45972.920720362396,1.229864603601812
2020-12-31,-2,-1.5751628092544092,0.0,0.186,0.0,736.42,200000,245972.9207203624,45972.920720362396,1.229864603601812
2021-01-01,-1,-1.1084141458864103,636246.5616150087,0.1933,-168.726537377977,728.91,200000,245972.9207203624,45972.920720362396,1.229864603601812
2021-01-02,-1,-1.0249099669924582,636246.5616150087,0.2049,-168.726537377977,774.56,200000,261055.74726640113,61055.74726640113,1.3052787363320055
2021-01-03,-2,-2.2760191384118893,0.0,0.2025,0.0,978.28,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-04,-2,-2.3872138832819596,0.0,0.1908,0.0,1041.43,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-05,-2,-2.057723368094627,0.0,0.1981,0.0,1099.56,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-06,-2,-1.8803723568024668,0.0,0.2088,0.0,1208.42,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-07,-2,-1.4677076036137302,0.0,0.2262,0.0,1224.87,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-08,-2,-1.4230821516472147,0.0,0.2178,0.0,1216.93,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-09,-2,-1.2523917436176049,0.0,0.2313,0.0,1276.0,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-10,-1,-1.1077241702962428,610282.8481389498,0.2312,-112.49543112595192,1254.25,200000,282194.7889794504,82194.78897945042,1.410973944897252
2021-01-11,-1,-0.34644238767165,610282.8481389498,0.2383,-112.49543112595192,1087.01,200000,267714.06129973277,67714.06129973277,1.3385703064986638
2021-01-12,-1,-0.5180087322740674,610282.8481389498,0.2182,-112.49543112595192,1050.16,200000,251301.91941514853,51301.91941514853,1.2565095970757427
2021-01-13,-1,-0.6150953033328416,610282.8481389498,0.2255,-112.49543112595192,1129.89,200000,264726.244930235,64726.24493023503,1.3236312246511752
2021-01-14,-1,-0.8542431426992095,610282.8481389498,0.2278,-112.49543112595192,1231.62,200000,277574.0556893976,77574.05568939762,1.387870278446988
2021-01-15,-1,-0.624561160858334,610282.8481389498,0.2247,-112.49543112595192,1168.53,200000,268584.84211043065,68584.84211043065,1.3429242105521533
2021-01-16,-1,-0.6999312732547793,610282.8481389498,0.2294,-112.49543112595192,1227.83,200000,278124.1505624526,78124.15056245262,1.3906207528122632
2021-01-17,-1,-0.5598806253433547,610282.8481389498,0.233,-112.49543112595192,1232.45,200000,280840.89770755474,80840.89770755474,1.4042044885377738
2021-01-18,-1,-0.3462987823962842,610282.8481389498,0.2435,-112.49543112595192,1258.45,200000,290173.7488222885,90173.74882228847,1.4508687441114423
2021-01-19,-1,-0.8786561982694873,610282.8481389498,0.2389,-112.49543112595192,1365.36,200000,299393.33426252485,99393.33426252485,1.4969666713126242
2021-01-20,-1,-1.0497193918783134,610282.8481389498,0.2312,-112.49543112595192,1376.99,200000,296002.47819584975,96002.47819584975,1.4800123909792489
2021-01-21,-1,-0.48267290278525943,610282.8481389498,0.2016,-112.49543112595192,1110.96,200000,248010.94634849986,48010.946348499856,1.2400547317424992
2021-01-22,-2,-1.2371619468550064,0.0,0.2105,0.0,1232.62,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-23,0,-0.7849548259102439,0.0,0.2167,0.0,1233.6,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-24,-2,-1.7459404063016781,0.0,0.2234,0.0,1392.51,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-25,-2,-1.3520606189581625,0.0,0.2162,0.0,1317.88,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-26,-2,-1.613534095561806,0.0,0.2159,0.0,1365.97,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-27,-2,-1.4554459923779668,0.0,0.1954,0.0,1239.03,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-28,-2,-1.3219512056389586,0.0,0.2097,0.0,1329.69,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-29,-2,-1.4148790109944336,0.0,0.2114,0.0,1379.5,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-30,-2,-1.346052437075307,0.0,0.2089,0.0,1378.05,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-01-31,-1,-1.1546402005076861,721249.0571304202,0.2027,-111.38408737216577,1312.55,200000,292394.36776067235,92394.36776067235,1.4619718388033618
2021-02-01,-2,-1.4334303839659515,0.0,0.2036,0.0,1374.17,200000,298608.7310731278,98608.73107312783,1.4930436553656392
2021-02-02,-2,-1.7755264425580919,0.0,0.2112,0.0,1511.87,200000,298608.7310731278,98608.73107312783,1.4930436553656392
2021-02-03,-2,-1.6899227763640436,0.0,0.2283,0.0,1664.49,200000,298608.7310731278,98608.73107312783,1.4930436553656392
2021-02-04,-2,-1.3355627824357648,0.0,0.2251,0.0,1595.67,200000,298608.7310731278,98608.73107312783,1.4930436553656392
2021-02-05,-1,-1.0474997220154212,602276.5854641545,0.2479,-86.8457619789342,1719.19,200000,298608.7310731278,98608.73107312783,1.4930436553656392
2021-02-06,-1,-0.3002120034830211,602276.5854641545,0.2597,-86.8457619789342,1676.35,200000,301995.12233842723,101995.12233842723,1.5099756116921361
2021-02-07,-1,-0.2670692374287862,602276.5854641545,0.2483,-86.8457619789342,1611.62,200000,289507.6430912395,89507.6430912395,1.4475382154561975
2021-02-08,-1,-0.38556009354441567,602276.5854641545,0.2655,-86.8457619789342,1750.15,200000,311897.5437681647,111897.5437681647,1.5594877188408236
2021-02-09,0,0.45922010269089164,0.0,0.285,0.0,1769.13,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-10,2,1.8937578157053565,0.0,0.3065,0.0,1740.78,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-11,2,2.7519924380195038,0.0,0.3457,0.0,1785.62,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-12,2,2.096808209597595,0.0,0.3456,0.0,1840.26,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-13,2,2.9227625221692457,0.0,0.3969,0.0,1814.96,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-14,2,1.8453080763220393,0.0,0.3657,0.0,1800.42,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-15,2,1.2657594068182252,0.0,0.344,0.0,1779.25,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-16,2,2.461933647678672,0.0,0.424,0.0,1781.99,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-17,2,1.629252801780615,0.0,0.409,0.0,1849.88,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-18,2,1.6221434138719626,0.0,0.4426,0.0,1939.61,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-19,2,1.4976090520727092,0.0,0.451,0.0,1955.0,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-20,2,1.4326326881615445,0.0,0.4492,0.0,1913.0,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-21,2,2.8971486601383885,0.0,0.6419,0.0,1933.53,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-22,2,1.9907292502998468,0.0,0.5432,0.0,1777.58,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-23,2,1.4028766325672524,0.0,0.4466,0.0,1577.89,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-24,2,1.9486309144227716,0.0,0.5354,0.0,1623.39,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-25,2,1.7707730303963987,0.0,0.4952,0.0,1481.75,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-26,2,1.6043860283594629,0.0,0.4866,0.0,1444.59,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-27,2,1.411846561856388,0.0,0.4879,0.0,1458.13,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-02-28,2,1.6885808595862686,0.0,0.5186,0.0,1419.18,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-03-01,1,1.1406339897270563,-265419.3597291295,0.5286,89.37145576855124,1569.86,200000,280601.3471056357,80601.34710563568,1.4030067355281783
2021-03-02,1,1.0332853688598826,-265419.3597291295,0.4999,89.37145576855124,1486.78,200000,265558.8309361584,65558.83093615843,1.327794154680792
2021-03-03,1,0.8733083331708004,-265419.3597291295,0.5203,89.37145576855124,1567.69,200000,278204.4303608662,78204.43036086619,1.3910221518043309
2021-03-04,2,1.2249133434857882,0.0,0.5541,0.0,1539.23,200000,290106.9884689192,90106.98846891918,1.450534942344596
