date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,XMRUSDT_position,XMRUSDT_price,init,total_asset,pnl,return
2020-08-07,2,1.2612723517644113,0.0,94.42,0.0,94.01,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-08,2,1.3779360039010493,0.0,97.08,0.0,94.87,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-09,0,0.8221442997299848,0.0,92.01,0.0,92.9,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-10,0,0.16248422148882646,0.0,89.01,0.0,93.76,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-11,0,-0.2016320536465479,0.0,80.88,0.0,87.25,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-12,0,-0.16656525432223404,0.0,83.52,0.0,89.54,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-13,0,0.049324743102553935,0.0,87.4,0.0,92.03,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-14,0,-0.30823608148777093,0.0,85.03,0.0,91.42,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-15,0,-0.09760161178319839,0.0,85.12,0.0,89.76,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-16,0,-0.3723705109484954,0.0,85.3,0.0,91.2,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-17,0,-0.6058896524872542,0.0,86.74,0.0,93.49,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-18,-2,-1.3055746826820116,0.0,83.14,0.0,93.43,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-19,-2,-2.1723957749781775,0.0,76.3,0.0,91.31,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-20,-2,-2.6023961737637644,0.0,78.87,0.0,101.56,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-21,-2,-1.9292008155322404,0.0,73.56,0.0,92.21,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-22,-2,-1.5106379921007593,0.0,76.88,0.0,94.5,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-23,0,-0.08564466073901829,0.0,84.36,0.0,91.26,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-24,0,-0.8646914697586829,0.0,80.26,0.0,93.64,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-25,-2,-1.2245533767529178,0.0,72.93,0.0,88.63,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-26,0,-0.8575524720322706,0.0,75.0,0.0,88.93,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-27,-2,-1.2809584166930998,0.0,72.13,0.0,89.66,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-28,-1,-1.1597439747141705,1167.4691920999092,76.24,-942.5802309191682,94.43,200000,178015.70241139413,-21984.29758860587,0.8900785120569706
2020-08-29,-1,-0.4437469946905844,1167.4691920999092,78.68,-942.5802309191682,92.65,200000,179186.5344290818,-20813.465570918197,0.8959326721454091
2020-08-30,-1,-0.4801138276097464,1167.4691920999092,81.11,-942.5802309191682,96.25,200000,185416.77339719358,-14583.226602806419,0.9270838669859679
2020-08-31,-1,-0.44607830974410473,1167.4691920999092,78.29,-942.5802309191682,93.1,200000,179155.38254807645,-20844.61745192355,0.8957769127403823
2020-09-01,0,-0.09452083465547693,0.0,83.17,0.0,96.99,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-02,0,-0.45591175294796155,0.0,75.9,0.0,91.07,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-03,-2,-2.0119844794003834,0.0,56.77,0.0,77.1,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-04,-2,-1.9555565379808415,0.0,59.64,0.0,82.08,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-05,-2,-1.8555782820132114,0.0,55.98,0.0,77.71,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-06,-2,-1.4765261210545018,0.0,58.92,0.0,80.15,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-07,-1,-1.1090193654632123,1392.9691747598997,61.86,-1043.714548820826,82.56,200000,172338.1463012948,-27661.853698705207,0.8616907315064739
2020-09-08,-2,-1.7846413988632006,0.0,58.69,0.0,84.19,200000,178455.1132998616,-21544.88670013839,0.8922755664993081
2020-09-09,-2,-1.4123847821199655,0.0,59.92,0.0,84.26,200000,178455.1132998616,-21544.88670013839,0.8922755664993081
2020-09-10,-1,-1.0911357221927973,1437.531120507988,62.07,-1042.2562393403903,85.61,200000,178455.1132998616,-21544.88670013839,0.8922755664993081
2020-09-11,-1,-0.5841492483550645,1437.531120507988,63.32,-1042.2562393403903,83.95,200000,178521.88184319157,-21478.11815680843,0.8926094092159579
2020-09-12,-1,-0.45846666063582187,1437.531120507988,65.68,-1042.2562393403903,86.7,200000,184780.6599457765,-15219.340054223489,0.9239032997288825
2020-09-13,-1,-0.926240181029945,1437.531120507988,62.54,-1042.2562393403903,86.18,200000,179724.8389829244,-20275.16101707559,0.8986241949146221
2020-09-14,-2,-1.3932271357160573,0.0,63.28,0.0,91.68,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-15,-2,-1.8010823873713826,0.0,59.4,0.0,91.16,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-16,-2,-1.4572438037275663,0.0,58.34,0.0,88.27,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-17,-2,-1.5365807450840545,0.0,59.65,0.0,92.82,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-18,-2,-1.6074990366636779,0.0,57.9,0.0,92.47,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-19,-2,-1.6327748641310944,0.0,57.97,0.0,94.61,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-20,-2,-1.3857080318714048,0.0,57.6,0.0,92.63,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-21,-2,-1.9198822664460136,0.0,51.63,0.0,89.13,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-22,-2,-1.8546558110544689,0.0,53.31,0.0,92.56,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-23,-2,-1.3690303597952076,0.0,51.84,0.0,87.17,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-24,-1,-1.145443350791593,1659.1932198771135,55.16,-996.5276351091198,91.84,200000,183042.19601684314,-16957.80398315686,0.9152109800842156
2020-09-25,-1,-1.1777891072715825,1659.1932198771135,54.87,-996.5276351091198,92.93,200000,183647.2451053477,-16352.754894652287,0.9182362255267386
2020-09-26,-1,-1.0175422530491605,1659.1932198771135,56.2,-996.5276351091198,94.63,200000,187548.0690674698,-12451.930932530202,0.937740345337349
2020-09-27,-2,-1.2427456499812874,0.0,55.55,0.0,97.09,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-09-28,0,-0.8494124461104569,0.0,56.22,0.0,95.12,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-09-29,0,-0.48560663685048444,0.0,61.25,0.0,100.51,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-09-30,0,-0.7222574907326513,0.0,64.1,0.0,108.6,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-01,0,-0.04248616629795104,0.0,64.67,0.0,103.74,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-02,0,0.23557324301225235,0.0,63.85,0.0,101.61,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-03,0,-0.8268218727066428,0.0,60.73,0.0,103.58,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-04,0,-0.3556222420749323,0.0,63.12,0.0,105.46,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-05,0,-0.8811138546368875,0.0,65.76,0.0,112.73,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-06,-1,-1.1090823460170154,1525.9180281832623,61.48,-881.4567356262985,106.43,200000,187626.88074541392,-12373.119254586083,0.9381344037270696
2020-10-07,-2,-1.9528340345694923,0.0,61.48,0.0,110.29,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-08,-2,-1.7727688172036933,0.0,61.99,0.0,111.36,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-09,-2,-1.887872801173768,0.0,63.52,0.0,115.92,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-10,0,-0.5047346640026521,0.0,66.79,0.0,115.88,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-11,0,-0.5154407886910536,0.0,72.46,0.0,125.81,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-12,0,-0.9861341289416934,0.0,72.93,0.0,129.0,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-13,-2,-1.6039720128085253,0.0,70.07,0.0,127.97,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-14,-2,-1.8328950402738724,0.0,68.75,0.0,128.41,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-15,-2,-1.9329385868174345,0.0,68.24,0.0,130.22,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-16,-2,-1.8128239969869935,0.0,62.59,0.0,120.62,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-17,-2,-1.4541305086299372,0.0,62.99,0.0,120.1,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-18,-2,-1.4723084892974942,0.0,64.42,0.0,124.44,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-19,-2,-1.5296609097730969,0.0,64.08,0.0,125.77,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-20,-2,-1.8156740111820648,0.0,57.85,0.0,118.25,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-21,0,-0.9877369982864732,0.0,62.72,0.0,121.24,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-22,-1,-1.0497013558480706,1457.3489757776274,65.54,-748.5474284675996,127.6,200000,191029.3037449314,-8970.696255068586,0.9551465187246571
2020-10-23,-2,-1.44614657641102,0.0,63.26,0.0,127.47,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-24,-2,-1.352968701668961,0.0,64.14,0.0,129.31,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-25,-2,-1.7216541466890365,0.0,62.77,0.0,131.08,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-26,-2,-2.066286491127343,0.0,60.2,0.0,131.42,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-27,-2,-1.8026367841153221,0.0,61.2,0.0,133.83,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-28,-2,-1.754755249664246,0.0,56.8,0.0,126.32,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-29,-2,-1.3820300310148095,0.0,56.87,0.0,124.38,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-30,0,-0.886983768832214,0.0,58.21,0.0,122.98,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-10-31,-1,-1.194517933423574,1670.002993844598,58.16,-767.6839560702009,126.52,200000,194254.74824400363,-5745.251755996374,0.9712737412200181
2020-11-01,-1,-1.1843351611263566,1670.002993844598,58.17,-767.6839560702009,127.08,200000,194701.3512893414,-5298.648710658599,0.973506756446707
2020-11-02,-1,-1.0003211603379716,1670.002993844598,54.77,-767.6839560702009,118.82,200000,182682.27163312992,-17317.728366870084,0.9134113581656496
2020-11-03,-2,-1.5878486036250195,0.0,53.2,0.0,121.13,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-04,0,-0.5272320136700681,0.0,54.09,0.0,115.67,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-05,0,-0.21946269227408788,0.0,56.69,0.0,119.56,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-06,2,1.427809907902968,0.0,61.57,0.0,119.37,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-07,2,1.48971623394474,0.0,57.4,0.0,110.96,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-08,0,0.9785073026576775,0.0,60.61,0.0,120.33,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-09,0,0.944873286746847,0.0,58.42,0.0,115.89,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-10,2,1.2543279692700273,0.0,59.06,0.0,115.54,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-11,2,1.5883861339777645,0.0,58.92,0.0,113.13,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-12,2,2.4943867573252776,0.0,62.99,0.0,112.16,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-13,2,2.372822403902017,0.0,65.8,0.0,114.09,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-14,2,1.4040527644545384,0.0,63.9,0.0,116.89,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-15,0,0.975764927216542,0.0,61.16,0.0,114.6,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-16,1,1.1255655708796797,-1536.7943189020486,64.55,836.9901559663115,118.52,200000,198400.14657025447,-1599.8534297455335,0.9920007328512723
2020-11-17,1,0.73883962037794,-1536.7943189020486,66.82,836.9901559663115,125.55,200000,207772.7104706053,7772.710470605292,1.0388635523530265
2020-11-18,0,0.15258268048277573,0.0,63.17,0.0,123.51,200000,192102.78953189775,-7897.2104681022465,0.9605139476594887
2020-11-19,0,0.48234441229469943,0.0,62.38,0.0,118.49,200000,192102.78953189775,-7897.2104681022465,0.9605139476594887
2020-11-20,0,0.3047838483766053,0.0,63.23,0.0,121.04,200000,192102.78953189775,-7897.2104681022465,0.9605139476594887
2020-11-21,2,1.3634038943411961,0.0,72.62,0.0,128.46,200000,192102.78953189775,-7897.2104681022465,0.9605139476594887
2020-11-22,1,1.0204969325275208,-1396.2988045638735,68.79,776.8006046578962,123.65,200000,192102.78953189775,-7897.2104681022465,0.9605139476594887
2020-11-23,2,2.411543918255484,0.0,79.52,0.0,129.88,200000,202245.6079378494,2245.6079378493887,1.011228039689247
2020-11-24,2,2.6397043223025842,0.0,86.8,0.0,135.15,200000,202245.6079378494,2245.6079378493887,1.011228039689247
2020-11-25,2,1.5763062405452677,0.0,78.15,0.0,128.8,200000,202245.6079378494,2245.6079378493887,1.011228039689247
2020-11-26,0,0.9142663516117804,0.0,70.16,0.0,119.98,200000,202245.6079378494,2245.6079378493887,1.011228039689247
2020-11-27,1,1.003304841657142,-1455.0043736535927,69.5,861.9400270109504,117.32,200000,202245.6079378494,2245.6079378493887,1.011228039689247
2020-11-28,2,1.4598226303461201,0.0,75.31,0.0,122.03,200000,206639.4458215552,6639.445821555186,1.033197229107776
2020-11-29,1,1.0687202636342632,-1376.495109389523,75.06,833.626939735175,123.94,200000,206639.4458215552,6639.445821555186,1.033197229107776
2020-11-30,1,0.9340237860626162,-1376.495109389523,78.91,833.626939735175,130.65,200000,217532.58875832788,17532.58875832788,1.0876629437916394
2020-12-01,1,0.6184350504527668,-1376.495109389523,74.82,833.626939735175,125.79,200000,207851.29683381176,7851.296833811764,1.0392564841690588
2020-12-02,1,0.6810103869121439,-1376.495109389523,76.66,833.626939735175,127.92,200000,212159.67321672442,12159.673216724419,1.060798366083622
2020-12-03,0,-0.17232164892990035,0.0,75.69,0.0,133.54,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-04,0,-0.7443033463072543,0.0,69.01,0.0,126.57,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-05,0,-0.9460922652918731,0.0,71.83,0.0,133.49,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-06,0,-0.5011168604624547,0.0,74.61,0.0,134.33,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-07,0,-0.8097935727526034,0.0,75.57,0.0,138.61,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-08,-2,-1.7202149007940009,0.0,69.61,0.0,135.87,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-09,-2,-1.3929707322451428,0.0,69.38,0.0,132.46,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-10,-2,-2.032521165303063,0.0,65.96,0.0,133.6,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-11,-2,-2.4485697990815924,0.0,63.71,0.0,141.43,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-12,-2,-2.0675078392217925,0.0,65.95,0.0,146.82,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-13,-2,-1.790432088377596,0.0,68.25,0.0,152.12,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-14,-2,-1.6474266257890071,0.0,68.0,0.0,152.52,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-15,-2,-1.417042992558105,0.0,67.63,0.0,150.5,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-16,-1,-1.1116720794959356,1362.5448649024238,73.21,-627.6468228748911,158.93,200000,199503.8191190129,-496.1808809871145,0.9975190955950645
2020-12-17,-1,-0.9712524999645201,1362.5448649024238,74.28,-627.6468228748911,160.42,200000,201896.93589054205,1896.9358905420522,1.0094846794527104
2020-12-18,-1,-0.6469392207896286,1362.5448649024238,73.89,-627.6468228748911,154.44,200000,197612.2153924383,-2387.7846075617126,0.9880610769621915
2020-12-19,-1,-0.6221444776516277,1362.5448649024238,73.5,-627.6468228748911,154.6,200000,197181.2463867863,-2818.7536132136884,0.9859062319339316
2020-12-20,-1,-0.4003250484782192,1362.5448649024238,73.69,-627.6468228748911,152.42,200000,196071.8598372505,-3928.140162749507,0.9803592991862524
2020-12-21,-1,-0.6837420219417549,1362.5448649024238,67.77,-627.6468228748911,145.66,200000,183762.7017143939,-16237.298285606113,0.9188135085719694
2020-12-22,-2,-1.3354254408370512,0.0,67.64,0.0,156.56,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-23,-2,-2.3934706263669594,0.0,55.42,0.0,150.92,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-24,-2,-1.5929951645594222,0.0,62.1,0.0,156.86,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-25,-2,-1.2952854332969712,0.0,64.27,0.0,159.14,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-26,-2,-1.3771363395638296,0.0,66.56,0.0,168.21,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-27,0,-0.614905741091405,0.0,66.97,0.0,156.99,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-28,0,-0.841898926854373,0.0,69.04,0.0,166.64,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-29,-1,-1.0466799348458553,1573.5930739806054,65.33,-636.3924447390922,161.54,200000,205605.67104630588,5605.671046305884,1.0280283552315295
2020-12-30,-1,-1.034947442452658,1573.5930739806054,64.09,-636.3924447390922,159.55,200000,202387.99466953916,2387.9946695391554,1.0119399733476957
2020-12-31,-1,-0.7383262191312814,1573.5930739806054,63.91,-636.3924447390922,156.22,200000,199985.56107524148,-14.438924758520443,0.9999278053762074
2021-01-01,-1,-0.45783739065358275,1573.5930739806054,56.6,-636.3924447390922,135.81,200000,175493.8259073184,-24506.174092681613,0.877469129536592
2021-01-02,-1,-0.8686333625044009,1573.5930739806054,57.46,-636.3924447390922,143.52,200000,181753.7016998801,-18246.298300119903,0.9087685084994005
2021-01-03,0,0.018693639040674278,0.0,59.35,0.0,138.26,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-04,0,0.6682518582285537,0.0,60.34,0.0,133.79,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-05,0,0.3348453638966642,0.0,59.64,0.0,136.0,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-06,0,0.6962978977928991,0.0,63.92,0.0,142.31,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-07,2,1.5009507939863274,0.0,67.75,0.0,142.9,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-08,2,1.7260979500846294,0.0,68.59,0.0,142.11,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-09,2,2.7008380385880875,0.0,78.44,0.0,147.4,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-10,2,2.0891351540715912,0.0,96.37,0.0,184.89,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-11,2,2.348908633760358,0.0,88.24,0.0,157.96,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-12,2,2.760699807044933,0.0,99.72,0.0,159.09,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-13,2,2.706621679235884,0.0,117.35,0.0,171.55,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-14,2,2.186569999098019,0.0,111.71,0.0,163.81,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-15,2,1.6769343068971063,0.0,103.25,0.0,156.98,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-16,2,1.7665611643628691,0.0,108.08,0.0,155.56,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-17,1,1.1330390978062672,-978.9757531304834,102.25,626.9982509088126,159.65,200000,200200.54151518387,200.5415151838679,1.0010027075759194
2021-01-18,2,1.2035245101728886,0.0,103.98,0.0,156.98,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-19,0,0.9992293760830143,0.0,102.42,0.0,157.27,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-20,0,0.878239557171692,0.0,98.99,0.0,152.77,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-21,0,0.679347153233616,0.0,82.92,0.0,130.53,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-22,0,0.6530776447377707,0.0,86.94,0.0,135.79,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-23,0,0.3459225779635143,0.0,85.95,0.0,139.03,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-24,0,0.6495705267133953,0.0,90.0,0.0,138.03,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-25,0,0.4390880633772402,0.0,87.89,0.0,137.16,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-26,0,0.45370873885323926,0.0,89.26,0.0,137.85,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-27,0,-0.0004586501633701874,0.0,78.41,0.0,125.45,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-28,0,0.1759818569214281,0.0,86.82,0.0,135.43,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-29,0,-0.689903899111647,0.0,85.49,0.0,140.31,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-30,-1,-1.1523267572617186,1204.4033540292635,84.51,-730.0016312774371,139.43,200000,203568.25489802612,3568.25489802612,1.0178412744901306
2021-01-31,-1,-0.9354956133769067,1204.4033540292635,85.65,-730.0016312774371,137.73,200000,203700.27194844783,3700.2719484478293,1.0185013597422392
2021-02-01,-1,-1.0364783434087907,1204.4033540292635,88.69,-730.0016312774371,143.36,200000,211471.56732878875,11471.567328788748,1.0573578366439438
2021-02-02,-2,-1.248555869421899,0.0,92.37,0.0,151.19,200000,202686.46371917878,2686.463719178777,1.0134323185958938
2021-02-03,0,-0.9586479646170822,0.0,95.23,0.0,154.6,200000,202686.46371917878,2686.463719178777,1.0134323185958938
2021-02-04,-1,-1.19463066487407,1126.0359095509932,90.0,-684.5665486327302,148.04,200000,202686.46371917875,2686.463719178748,1.0134323185958938
2021-02-05,-1,-0.5887008566589004,1126.0359095509932,96.44,-684.5665486327302,155.4,200000,214976.54477462405,14976.544774624053,1.0748827238731202
2021-02-06,-1,-0.576989996999714,1126.0359095509932,94.24,-684.5665486327302,152.06,200000,210212.81350117858,10212.813501178578,1.0510640675058929
2021-02-07,-1,-0.8428085630478357,1126.0359095509932,92.3,-684.5665486327302,150.31,200000,206830.31237654237,6830.312376542366,1.0341515618827117
2021-02-08,-2,-1.5464956430568386,0.0,98.01,0.0,163.21,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-09,2,1.2187818193293247,0.0,108.77,0.0,169.14,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-10,2,2.129710995414269,0.0,116.41,0.0,175.6,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-11,2,3.602029671093117,0.0,142.34,0.0,190.49,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-12,2,2.0657087113190133,0.0,142.79,0.0,200.64,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-13,2,2.1497693428406817,0.0,176.11,0.0,240.99,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-14,0,0.8688559751346661,0.0,156.33,0.0,230.14,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-15,1,1.135572518291604,-643.2500807844203,158.61,447.07022178351923,228.21,200000,204051.79062643385,4051.7906264338526,1.0202589531321693
2021-02-16,1,1.1822360737188813,-643.2500807844203,155.68,447.07022178351923,221.48,200000,199158.2852971324,-841.7147028676118,0.995791426485662
2021-02-17,0,-0.6057380367799895,0.0,168.37,0.0,272.25,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-18,0,-0.004394209232157436,0.0,169.25,0.0,260.94,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-19,0,-0.27935443989926007,0.0,180.19,0.0,282.51,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-20,0,-0.1852016836416689,0.0,164.09,0.0,255.11,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-21,0,0.0303512871198368,0.0,161.87,0.0,247.28,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-22,0,-0.25561057417984223,0.0,144.39,0.0,224.22,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-23,-2,-1.6928215695862328,0.0,127.13,0.0,220.85,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-24,0,-0.30215158069443937,0.0,130.96,0.0,204.27,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-25,0,-0.9913835943472707,0.0,121.25,0.0,198.98,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-26,-2,-1.5357170413690602,0.0,118.23,0.0,204.2,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-27,-2,-1.5462870100183503,0.0,119.78,0.0,209.26,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-02-28,-2,-2.3488938370067096,0.0,111.31,0.0,219.18,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-03-01,-2,-1.5881716220149156,0.0,124.4,0.0,230.4,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-03-02,-2,-1.3116709576937893,0.0,120.51,0.0,220.04,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-03-03,0,-0.7587676784326898,0.0,126.69,0.0,218.7,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-03-04,0,-0.9626972575738993,0.0,122.03,0.0,217.52,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
2021-03-05,0,-0.4257254571056005,0.0,121.12,0.0,205.84,200000,190640.93884754356,-9359.061152456445,0.9532046942377178
