date,statusList,zscore,LINKUSDT_position,LINKUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-08-02,-1,-0.6716184470041388,11316.301979216072,8.2814,-1528.077059474095,56.77,200000,180463.75787702436,-19536.242122975644,0.9023187893851218
2020-08-03,0,-0.1337361428718779,0.0,9.2502,0.0,58.48,200000,173095.79130305647,-26904.208696943533,0.8654789565152823
2020-08-04,0,0.4849249299567812,0.0,9.8687,0.0,57.61,200000,173095.79130305647,-26904.208696943533,0.8654789565152823
2020-08-05,0,0.1660080353265125,0.0,9.5253,0.0,58.88,200000,173095.79130305647,-26904.208696943533,0.8654789565152823
2020-08-06,0,0.8305576871216829,0.0,10.2343,0.0,59.03,200000,173095.79130305647,-26904.208696943533,0.8654789565152823
2020-08-07,1,1.0920560323607793,-8544.902123840238,10.1286,1513.8690860858533,57.17,200000,173095.79130305647,-26904.208696943533,0.8654789565152823
2020-08-08,2,2.677390196215044,0.0,12.7093,0.0,58.46,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-09,2,2.786346910540134,0.0,13.8104,0.0,56.96,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-10,2,2.0167958091188396,0.0,13.4722,0.0,58.27,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-11,2,1.9384821551093292,0.0,12.9971,0.0,54.1,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-12,2,2.6716555268739444,0.0,16.4635,0.0,54.52,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-13,2,2.160764584831533,0.0,17.1883,0.0,57.14,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-14,2,1.8128020715128268,0.0,16.9574,0.0,56.78,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-15,2,1.857404147020703,0.0,19.2285,0.0,59.85,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-16,2,1.3053521527861136,0.0,18.8061,0.0,63.87,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-17,0,0.5885487887329258,0.0,16.8196,0.0,67.22,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-18,0,0.47810015536569744,0.0,16.1927,0.0,65.4,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-19,0,0.6027455972396942,0.0,16.1863,0.0,62.12,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-20,0,0.44793677810542104,0.0,16.0483,0.0,62.8,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-21,0,-0.009723795616909153,0.0,13.8325,0.0,59.2,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-22,0,0.4461242363694639,0.0,15.8078,0.0,60.21,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-23,0,0.11722127519607585,0.0,15.1428,0.0,60.55,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-24,0,-0.094738662622129,0.0,15.1419,0.0,62.02,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-25,0,-0.2681814426174138,0.0,14.1164,0.0,58.34,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-26,0,0.14686225322693858,0.0,15.2,0.0,58.1,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-27,0,-0.06727329512368724,0.0,14.5234,0.0,56.1,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-28,0,0.017236088943990733,0.0,15.1207,0.0,57.38,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-29,0,0.8391978207276657,0.0,16.3612,0.0,56.97,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-30,0,-0.19416228557611134,0.0,16.4788,0.0,62.89,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-08-31,0,-0.4926955174657286,0.0,15.5772,0.0,60.92,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-01,0,-0.41693793188535955,0.0,16.0333,0.0,62.69,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-02,0,-0.3797379632893464,0.0,14.7982,0.0,58.06,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-03,0,-0.4631041640922574,0.0,11.8895,0.0,47.28,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-04,0,-0.7876649273221162,0.0,12.3708,0.0,50.32,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-05,-2,-2.397739918996673,0.0,10.6017,0.0,47.83,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-06,0,0.9703144161744607,0.0,12.8044,0.0,47.92,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-07,0,0.06291235946117814,0.0,12.47,0.0,48.84,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-08,0,-0.4750424915277136,0.0,11.746,0.0,47.47,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-09,0,0.3112306418185546,0.0,12.3444,0.0,47.82,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-10,0,0.12994832690368138,0.0,12.4957,0.0,48.67,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-11,0,-0.04707035793937613,0.0,12.4406,0.0,48.96,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-12,0,-0.34731039344262776,0.0,12.7187,0.0,50.8,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-13,0,-0.3595698681758696,0.0,12.067,0.0,48.15,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-14,0,-0.6647837016030801,0.0,12.1374,0.0,49.08,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-15,-2,-2.01204057999617,0.0,10.9314,0.0,48.31,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-16,-2,-1.812153177518864,0.0,10.7367,0.0,47.76,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-17,-2,-1.5534915157016662,0.0,11.0139,0.0,48.85,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-18,-2,-2.3997661907439993,0.0,10.094,0.0,48.54,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-19,-2,-1.9924775230915068,0.0,10.1209,0.0,48.52,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-20,-2,-1.799205088859023,0.0,9.7357,0.0,47.09,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-21,-2,-1.772028745297285,0.0,8.7114,0.0,43.16,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-22,-2,-1.7529013787297945,0.0,8.7401,0.0,44.47,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-23,-2,-2.1382658806307204,0.0,7.6364,0.0,42.96,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-24,0,-0.41941962138178074,0.0,9.87,0.0,44.92,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-25,0,0.09258306262164673,0.0,10.7279,0.0,46.02,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-26,0,-0.19226618731189485,0.0,10.3169,0.0,46.03,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-27,0,0.2995147451073065,0.0,10.7939,0.0,46.05,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-28,0,0.033862491052028904,0.0,10.283,0.0,45.23,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-29,0,-0.1414579009112706,0.0,10.135,0.0,45.69,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-09-30,0,-0.467093615379724,0.0,9.8694,0.0,46.24,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-01,0,-0.6470048292776822,0.0,9.6394,0.0,46.25,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-02,0,-0.7367915100197284,0.0,9.2167,0.0,44.88,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-03,0,-0.7670332900065134,0.0,9.269,0.0,45.51,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-04,0,-0.8661793661420821,0.0,9.3922,0.0,46.69,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-05,0,-0.35630543275912485,0.0,9.6176,0.0,46.34,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-06,-2,-1.3987631939731395,0.0,8.7689,0.0,45.99,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-07,-1,-1.1226017783091466,10757.06461614273,8.9799,-2075.131354382387,46.55,200000,193194.72909300023,-6805.270906999765,0.9659736454650012
2020-10-08,-1,-0.4396757215163418,10757.06461614273,9.5594,-2075.131354382387,47.21,200000,200798.03473194732,798.0347319473221,1.0039901736597365
2020-10-09,0,0.5617728495934646,0.0,10.3959,0.0,47.78,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-10,0,0.37091912304137986,0.0,10.5198,0.0,48.88,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-11,0,0.31098851476025613,0.0,10.8515,0.0,50.48,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-12,0,0.9568006587403921,0.0,11.4259,0.0,50.58,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-13,0,0.526327769459983,0.0,11.0016,0.0,49.89,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-14,0,0.38481657042916945,0.0,10.8896,0.0,49.79,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-15,0,0.3340090068735068,0.0,10.7483,0.0,49.53,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-16,0,0.8185326436951051,0.0,10.5877,0.0,47.6,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-17,2,1.2780274493884156,0.0,10.6267,0.0,46.93,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-18,2,1.5774398481509229,0.0,10.9409,0.0,47.54,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-19,2,1.269808179822764,0.0,10.9147,0.0,47.99,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-20,0,-0.23367885670099076,0.0,9.8589,0.0,46.88,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-21,0,-0.7949450479788682,0.0,10.7863,0.0,52.98,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-22,0,0.5696539245805741,0.0,11.9539,0.0,54.35,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-23,0,0.45925541330442504,0.0,12.1586,0.0,55.42,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-24,0,-0.0424098117915138,0.0,12.7001,0.0,59.23,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-25,0,-0.768949398106517,0.0,12.1481,0.0,58.84,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-26,0,-0.9970625331641693,0.0,11.7096,0.0,56.82,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-27,-2,-1.2526821339262462,0.0,11.9224,0.0,57.91,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-28,-2,-1.394563766455631,0.0,11.4403,0.0,55.77,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-29,-2,-1.2185147224875792,0.0,11.2772,0.0,54.87,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-30,-1,-1.1395515440077075,8138.644597043845,11.09,-1671.1269872471069,54.01,200000,180515.13716243248,-19484.862837567518,0.9025756858121624
2020-10-31,-2,-1.4154797779956685,0.0,11.2277,0.0,55.72,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-01,0,-0.6230084046663319,0.0,11.5722,0.0,55.6,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-02,-2,-1.3262521444077484,0.0,10.7814,0.0,53.8,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-03,-2,-1.8479975123623422,0.0,10.3911,0.0,53.96,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-04,-2,-1.688411319691325,0.0,10.4713,0.0,54.67,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-05,-2,-1.8661267375419106,0.0,10.9794,0.0,58.95,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-06,-2,-1.2226221528844474,0.0,12.1687,0.0,63.2,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-07,0,-0.528554964724525,0.0,11.7638,0.0,58.9,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-08,0,0.4719193812292558,0.0,12.71,0.0,61.02,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-09,0,0.7971979275411987,0.0,12.5107,0.0,59.23,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-10,2,1.9386846860611402,0.0,13.0017,0.0,57.93,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-11,1,1.0610880638717215,-7145.458831240183,12.753,1537.4731984951247,59.27,200000,182252.0729496121,-17747.927050387894,0.9112603647480605
2020-11-12,0,0.0038190037016716757,0.0,12.4038,0.0,60.72,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-13,0,-0.9242714129667625,0.0,12.8687,0.0,65.96,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-14,0,-0.6847776406604819,0.0,12.5574,0.0,63.85,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-15,0,-0.8394123369127311,0.0,12.1192,0.0,62.28,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-16,-2,-2.589535768920814,0.0,12.6223,0.0,73.84,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-17,-2,-1.8602421053401503,0.0,13.3944,0.0,76.32,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-18,-1,-1.0266430602751402,6546.097382996988,13.5598,-1208.9862611544886,73.42,200000,177527.5425879251,-22472.457412074902,0.8876377129396255
2020-11-19,-2,-1.9992981056588608,0.0,13.6187,0.0,81.53,200000,186946.85603002948,-13053.143969970522,0.9347342801501474
2020-11-20,-2,-1.532241398708727,0.0,14.0933,0.0,82.53,200000,186946.85603002948,-13053.143969970522,0.9347342801501474
2020-11-21,-1,-1.0031300697119496,6049.629347749657,15.4511,-1072.6810651252551,87.14,200000,186946.85603002948,-13053.143969970522,0.9347342801501474
2020-11-22,-1,-1.038797931699326,6049.629347749657,14.5098,-1072.6810651252551,82.87,200000,176671.99177690787,-23328.008223092125,0.8833599588845393
2020-11-23,-1,-1.149258880268455,6049.629347749657,15.2746,-1072.6810651252551,89.03,200000,187906.4636632384,-12093.536336761608,0.939532318316192
2020-11-24,-1,-0.8424552901288015,6049.629347749657,15.6703,-1072.6810651252551,89.25,200000,190536.29183047047,-9463.708169529535,0.9526814591523524
2020-11-25,-1,-0.8957357637733732,6049.629347749657,14.2016,-1072.6810651252551,81.75,200000,173606.09321899113,-26393.906781008875,0.8680304660949556
2020-11-26,-1,-0.627004487793951,6049.629347749657,12.603,-1072.6810651252551,71.0,200000,152403.83429358207,-47596.16570641793,0.7620191714679103
2020-11-27,-1,-0.3899029789831985,6049.629347749657,12.4989,-1072.6810651252551,69.15,200000,149789.6079079996,-50210.3920920004,0.748948039539998
2020-11-28,-1,-0.36567658821259064,6049.629347749657,13.0853,-1072.6810651252551,72.7,200000,157145.12833871465,-42854.871661285346,0.7857256416935733
2020-11-29,-1,-0.9043759298551403,6049.629347749657,13.38,-1072.6810651252551,78.91,200000,165589.3035219243,-34410.6964780757,0.8279465176096215
2020-11-30,-2,-1.3412910956475443,0.0,14.2677,0.0,87.65,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-01,-2,-1.7689885206079614,0.0,13.3461,0.0,85.08,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-02,-2,-1.6565517148892956,0.0,13.9799,0.0,88.9,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-03,-2,-1.540261372179999,0.0,13.9749,0.0,89.0,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-04,-2,-1.2594751232895907,0.0,12.68,0.0,79.52,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-05,-2,-1.3289208379791884,0.0,13.1748,0.0,83.14,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-06,0,-0.8919515501190095,0.0,13.5057,0.0,83.55,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-07,-2,-1.2849420138974588,0.0,13.0704,0.0,83.37,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-08,-1,-1.0586755498480849,8019.918864471898,12.1356,-1267.9328735237775,76.76,200000,194653.05474337033,-5346.945256629668,0.9732652737168517
2020-12-09,-1,-0.46785332201252977,8019.918864471898,12.6212,-1267.9328735237775,77.41,200000,199371.68371174834,-628.3162882516626,0.9968584185587417
2020-12-10,-1,-0.792278900183463,8019.918864471898,11.9172,-1267.9328735237775,74.7,200000,190289.5627439107,-9710.437256089295,0.9514478137195536
2020-12-11,-1,-0.5405720648253595,8019.918864471898,11.6335,-1267.9328735237775,72.2,200000,184844.47957825055,-15155.520421749447,0.9242223978912527
2020-12-12,-1,-0.6570501539717535,8019.918864471898,12.2259,-1267.9328735237775,76.67,200000,195263.13945821498,-4736.860541785019,0.9763156972910749
2020-12-13,-1,-0.8311102834031222,8019.918864471898,12.9392,-1267.9328735237775,82.28,200000,208096.85100471118,8096.851004711178,1.0404842550235558
2020-12-14,-1,-0.8850042637442203,8019.918864471898,12.8502,-1267.9328735237775,82.35,200000,207471.83352691983,7471.833526919829,1.0373591676345992
2020-12-15,-1,-0.8107004372478727,8019.918864471898,12.6818,-1267.9328735237775,81.32,200000,204815.3083304133,4815.308330413303,1.0240765416520665
2020-12-16,-2,-1.9492984416583146,0.0,13.4852,0.0,92.94,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-17,-2,-2.8590413080356623,0.0,13.444,0.0,101.01,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-18,-2,-3.0645457113496466,0.0,13.5001,0.0,109.34,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-19,-2,-2.9310578827200344,0.0,13.4747,0.0,119.85,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-20,-2,-2.266959605986606,0.0,13.0604,0.0,114.58,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-21,-2,-1.7461791598738787,0.0,12.3049,0.0,104.45,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-22,-2,-1.7889413878922513,0.0,12.7842,0.0,114.32,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-23,-2,-1.7514538814634757,0.0,10.9736,0.0,102.45,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-24,-2,-1.650096437233332,0.0,11.5724,0.0,111.13,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-25,-2,-1.9195340912997763,0.0,11.5543,0.0,127.78,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-26,-2,-1.8475786724425471,0.0,10.9809,0.0,129.61,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-27,-2,-1.3039132643225801,0.0,12.1541,0.0,127.88,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-28,-1,-1.1090854637940655,8103.700245774295,12.6081,-786.9695992355148,129.83,200000,204344.52613749378,4344.526137493784,1.021722630687469
2020-12-29,-1,-1.1950008322528218,8103.700245774295,11.7786,-786.9695992355148,128.8,200000,196811.92809641143,-3188.0719035885704,0.9840596404820572
2020-12-30,-2,-1.2507469803658477,0.0,11.2435,0.0,130.05,200000,215575.96880470918,15575.968804709177,1.077879844023546
2020-12-31,-1,-1.0099775939633626,9592.750738880299,11.2364,-867.7882972575042,124.21,200000,215575.96880470918,15575.968804709177,1.077879844023546
2021-01-01,-1,-0.8023513090048267,9592.750738880299,11.8477,-867.7882972575042,126.24,200000,223201.62757481943,23201.62757481943,1.1160081378740971
2021-01-02,-1,-0.9188250524809934,9592.750738880299,12.2215,-867.7882972575042,136.96,200000,236090.08834761335,36090.088347613346,1.1804504417380668
2021-01-03,-1,-1.0548457902409902,9592.750738880299,13.6814,-867.7882972575042,161.24,200000,271164.4450087169,71164.4450087169,1.3558222250435845
2021-01-04,-1,-0.9010585189762221,9592.750738880299,13.5935,-867.7882972575042,155.34,200000,265201.29126495006,65201.291264950065,1.3260064563247504
2021-01-05,-1,-0.6127992774877481,9592.750738880299,14.5162,-867.7882972575042,158.43,200000,276733.9882102406,76733.98821024061,1.383669941051203
2021-01-06,0,0.27091303835090325,0.0,17.2322,0.0,168.92,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-07,0,-0.2919061335610113,0.0,15.9628,0.0,169.35,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-08,0,-0.761627569374071,0.0,15.2381,0.0,172.19,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-09,0,0.3987904690636893,0.0,17.5501,0.0,177.26,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-10,0,0.14058109228709847,0.0,16.206,0.0,170.07,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-11,2,1.702515053165337,0.0,14.6393,0.0,138.87,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-12,2,1.6678501890345814,0.0,13.9655,0.0,133.42,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-13,2,2.046684774559228,0.0,15.9356,0.0,147.38,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-14,2,2.600762012029682,0.0,17.9804,0.0,152.5,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-15,2,3.373157014964407,0.0,20.7375,0.0,143.65,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-16,2,2.3948716730608943,0.0,20.1054,0.0,143.52,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-17,2,2.742849221696125,0.0,23.2819,0.0,142.8,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-18,2,1.656198912366274,0.0,22.0336,0.0,151.96,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-19,1,1.1188065037043897,-4788.418022614498,20.5557,648.1580689283343,151.86,200000,196858.5686949137,-3141.4313050862984,0.9842928434745685
2021-01-20,2,1.394965273629769,0.0,21.8482,0.0,149.69,200000,204454.1019987174,4454.101998717408,1.0222705099935872
2021-01-21,1,1.1098746367896788,-5552.227146538853,18.4119,788.0592892334158,129.72,200000,204454.1019987174,4454.101998717408,1.0222705099935872
2021-01-22,2,1.501856971315788,0.0,21.5519,0.0,137.66,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-23,2,2.0449983565123904,0.0,24.8046,0.0,137.67,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-24,2,1.6675312644600129,0.0,24.7935,0.0,141.01,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-25,2,1.331566512367134,0.0,23.3418,0.0,137.07,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-26,2,1.233970522711276,0.0,23.0981,0.0,134.67,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-27,1,1.1123149850395306,-5144.210598091859,20.9586,880.557434181379,122.44,200000,215630.90448233607,15630.904482336075,1.0781545224116804
2021-01-28,1,1.0742339038515036,-5144.210598091859,23.0145,880.557434181379,133.27,200000,235743.32406313746,35743.324063137465,1.1787166203156874
2021-01-29,1,0.8590015060896068,-5144.210598091859,22.748,880.557434181379,134.65,200000,235587.56119791628,35587.56119791628,1.1779378059895813
2021-01-30,1,1.0919347932176504,-5144.210598091859,23.6399,880.557434181379,133.36,200000,239039.76354026044,39039.763540260436,1.1951988177013022
2021-01-31,1,0.9036061523755282,-5144.210598091859,22.5613,880.557434181379,129.36,200000,229968.98825243305,29968.988252433046,1.1498449412621652
2021-02-01,1,0.7989635013477786,-5144.210598091859,22.8757,880.557434181379,132.0,200000,233910.99969071193,33910.999690711935,1.1695549984535596
2021-02-02,1,0.40204711664919984,-5144.210598091859,23.6582,880.557434181379,141.98,200000,246724.30767684898,46724.307676848985,1.233621538384245
2021-02-03,0,-0.06132929367788657,0.0,25.087,0.0,155.93,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-04,0,0.42037389948138193,0.0,24.492,0.0,145.07,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-05,0,0.40260979215679893,0.0,26.3034,0.0,155.05,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-06,0,-0.27298044198614724,0.0,25.0231,0.0,155.57,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-07,0,-0.10854295544927917,0.0,24.7254,0.0,150.76,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-08,-2,-1.3787336607196545,0.0,25.4115,0.0,167.28,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-09,-2,-1.469798243363899,0.0,27.6034,0.0,181.49,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-10,-2,-2.101951158528826,0.0,26.8121,0.0,181.56,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-11,-2,-1.5750928834366713,0.0,27.8475,0.0,183.62,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-12,-1,-1.0467865694955911,3385.603889519927,30.6265,-527.1706620691548,196.69,200000,207378.3950447641,7378.395044764096,1.0368919752238206
2021-02-13,-2,-1.357642019809789,0.0,34.1941,0.0,225.76,200000,210624.76575486315,10624.765754863154,1.0531238287743159
2021-02-14,0,-0.855207027355078,0.0,33.1565,0.0,213.49,200000,210624.76575486315,10624.765754863154,1.0531238287743159
2021-02-15,0,-0.6224599646594531,0.0,32.5899,0.0,207.83,200000,210624.76575486315,10624.765754863154,1.0531238287743159
2021-02-16,-1,-1.0315470053174303,3294.8009860536986,31.9632,-500.86741594897546,210.26,200000,210624.76575486315,10624.765754863154,1.0531238287743159
2021-02-17,-2,-2.2754496121408887,0.0,32.2324,0.0,237.49,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-18,-2,-1.383854552682527,0.0,32.4801,0.0,226.59,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-19,0,-0.9997568748729111,0.0,34.6846,0.0,236.5,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-20,0,-0.6261106103644554,0.0,33.9387,0.0,226.65,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-21,0,-0.5146847633316919,0.0,34.0915,0.0,227.13,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-22,0,-0.3389703571034279,0.0,31.4542,0.0,208.32,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-23,0,-0.836110075401307,0.0,25.9249,0.0,177.34,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-24,0,0.33666449589650854,0.0,28.0851,0.0,181.43,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-25,-2,-1.9033887313695306,0.0,24.7144,0.0,179.36,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-26,0,-0.3376805111796409,0.0,25.1862,0.0,170.25,200000,223376.42506570808,23376.425065708085,1.1168821253285404
2021-02-27,0,0.5344077891710695,0.0,26.1896,0.0,171.76,200000,223376.42506570808,23376.425065708085,1.1168821253285404
