date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-01-29,1,1.1119705911169908,-927.643784786642,121.97,149521531.10047847,0.0006531,200000,210797.2243921492,10797.22439214919,1.053986121960746
2020-01-30,1,1.188753149965946,-927.643784786642,121.9,149521531.10047847,0.000638,200000,208474.51420759695,8474.514207596949,1.0423725710379848
2020-01-31,1,0.8611282915824946,-927.643784786642,115.85,149521531.10047847,0.0006329,200000,202099.7095010253,2099.709501025296,1.0104985475051265
2020-02-01,1,0.7453561205968735,-927.643784786642,116.7,149521531.10047847,0.0006448,200000,204667.5129381896,4667.512938189611,1.0233375646909482
2020-02-02,0,0.12570800456645595,0.0,114.29,0.0,0.0006719,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-03,0,0.29098410281571296,0.0,115.34,0.0,0.0006619,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-04,0,-0.7475062924002196,0.0,110.87,0.0,0.000695,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-05,0,0.6465315297183993,0.0,122.98,0.0,0.0006959,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-06,0,-0.5386629455871729,0.0,120.32,0.0,0.00074,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-07,-2,-1.5088888706699592,0.0,118.68,0.0,0.0007744,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-08,-2,-1.240200213993004,0.0,126.29,0.0,0.000808,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-09,0,-0.8289043369102344,0.0,128.51,0.0,0.0008003,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-10,0,-0.1588982086916674,0.0,127.58,0.0,0.0007595,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-11,0,-0.22902123740785338,0.0,129.2,0.0,0.000771,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-12,-1,-1.1533236158870412,769.7030308427088,133.53,-120944275.95719807,0.0008498,200000,205556.89141685382,5556.891416853818,1.0277844570842691
2020-02-13,-2,-1.6433949948240838,0.0,131.18,0.0,0.0008714,200000,209978.08990000968,9978.089900009683,1.0498904495000485
2020-02-14,-2,-1.5645737281439216,0.0,133.34,0.0,0.0008915,200000,209978.08990000968,9978.089900009683,1.0498904495000485
2020-02-15,-2,-1.8439493807945604,0.0,120.73,0.0,0.000849,200000,209978.08990000968,9978.089900009683,1.0498904495000485
2020-02-16,-2,-2.0315006056420537,0.0,110.73,0.0,0.0008258,200000,209978.08990000968,9978.089900009683,1.0498904495000485
2020-02-17,-1,-1.185390058078684,915.6553719693428,114.66,-132779872.20185259,0.0007907,200000,209978.08990000968,9978.089900009683,1.0498904495000485
2020-02-18,-1,-1.0719093151000512,915.6553719693428,115.56,-132779872.20185259,0.0007956,200000,211452.80110857118,11452.801108571177,1.057264005542856
2020-02-19,-1,-1.0912416458659968,915.6553719693428,104.87,-132779872.20185259,0.0007284,200000,192741.6377702544,-7258.362229745602,0.963708188851272
2020-02-20,-1,-0.9480962961913503,915.6553719693428,104.82,-132779872.20185259,0.0007235,200000,192045.23362786684,-7954.766372133163,0.9602261681393341
2020-02-21,-1,-0.7556406690944566,915.6553719693428,107.39,-132779872.20185259,0.0007332,200000,195686.43269418605,-4313.567305813951,0.9784321634709302
2020-02-22,-1,-1.0173958564461736,915.6553719693428,103.79,-132779872.20185259,0.0007301,200000,191978.4557512707,-8021.544248729304,0.9598922787563535
2020-02-23,-1,-0.777019815161286,915.6553719693428,108.09,-132779872.20185259,0.0007501,200000,198571.3712947759,-1428.6287052241096,0.9928568564738794
2020-02-24,-1,-0.3166734326167932,915.6553719693428,103.41,-132779872.20185259,0.0006961,200000,187115.9910550593,-12884.008944940695,0.9355799552752966
2020-02-25,-1,-0.5100279301311603,915.6553719693428,95.52,-132779872.20185259,0.0006552,200000,174460.7733971654,-25539.22660283459,0.8723038669858271
2020-02-26,-2,-1.4451829940906653,0.0,84.29,0.0,0.0006203,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-02-27,0,-0.9267212748584365,0.0,89.88,0.0,0.000643,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-02-28,0,-0.9224920568342725,0.0,88.09,0.0,0.0006341,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-02-29,0,-0.9397935677541757,0.0,85.35,0.0,0.0006189,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-01,0,-0.8412709169931241,0.0,84.59,0.0,0.0006107,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-02,0,-0.44537784183721246,0.0,90.26,0.0,0.0006394,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-03,0,-0.5387407998909787,0.0,88.56,0.0,0.000631,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-04,-2,-1.3964476847185112,0.0,86.88,0.0,0.0006388,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-05,0,-0.8818712870458422,0.0,89.87,0.0,0.0006517,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-06,0,0.812176411638266,0.0,93.94,0.0,0.0006483,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-07,0,-0.7288192338451055,0.0,88.12,0.0,0.0006335,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-08,-2,-1.2731831695719211,0.0,73.7,0.0,0.0005399,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-09,0,-0.7431242919294627,0.0,73.65,0.0,0.0005328,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-10,0,-0.90504472278868,0.0,74.6,0.0,0.0005435,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-11,0,-0.7018999174068166,0.0,72.24,0.0,0.0005245,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-12,2,3.1794978605922575,0.0,44.4,0.0,0.0002819,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-13,2,2.5872454306964783,0.0,51.16,0.0,0.0003223,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-14,1,1.0661468337806959,-2340.2311651459963,45.97,349173731.45654476,0.0003081,200000,215160.8533235229,15160.853323522897,1.0758042666176144
2020-03-15,2,1.382379554884862,0.0,47.31,0.0,0.0003117,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-16,2,1.4989259187676234,0.0,43.12,0.0,0.0002807,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-17,2,1.3478056126244353,0.0,45.57,0.0,0.0002965,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-18,2,3.771388304854837,0.0,62.64,0.0,0.0003,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-19,2,2.4296790407876965,0.0,65.47,0.0,0.0003304,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-20,2,2.6392881409610585,0.0,71.78,0.0,0.0003259,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-21,2,2.1621580619487712,0.0,71.37,0.0,0.0003237,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-22,2,1.4391092031899038,0.0,62.44,0.0,0.0003046,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-23,2,1.5912381838223089,0.0,70.87,0.0,0.0003273,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-24,1,1.1905287210556128,-1560.763250766396,69.53,324424122.0501869,0.0003345,200000,217039.737651575,17039.737651575007,1.085198688257875
2020-03-25,1,1.1785455835873446,-1560.763250766396,67.72,324424122.0501869,0.0003198,200000,209445.7215735501,9445.721573550109,1.0472286078677506
2020-03-26,1,1.0145189134113948,-1560.763250766396,68.23,324424122.0501869,0.0003251,200000,211961.15867830697,11961.158678306965,1.0598057933915348
2020-03-27,1,1.1131903410201216,-1560.763250766396,67.59,324424122.0501869,0.0003112,200000,206452.77490131883,6452.7749013188295,1.0322638745065942
2020-03-28,1,0.6616766657780059,-1560.763250766396,65.21,324424122.0501869,0.0003188,200000,205203.78169207624,5203.781692076242,1.0260189084603812
2020-03-29,1,0.31631013727957075,-1560.763250766396,60.46,324424122.0501869,0.0003091,200000,194643.24226704906,-5356.757732950937,0.9732162113352453
2020-03-30,1,0.36753596396191895,-1560.763250766396,65.81,324424122.0501869,0.0003298,200000,209708.90498508816,9708.904985088157,1.0485445249254408
2020-03-31,0,0.026940080871011043,0.0,64.97,0.0,0.0003378,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-01,0,0.18181760261929028,0.0,66.03,0.0,0.0003331,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-02,0,0.3642457039678383,0.0,67.51,0.0,0.0003299,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-03,0,0.21449281228962186,0.0,67.4,0.0,0.0003317,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-04,0,0.3581237261089462,0.0,68.46,0.0,0.0003292,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-05,0,-0.023923492984953266,0.0,66.89,0.0,0.0003285,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-06,0,0.12311340672359539,0.0,73.19,0.0,0.0003525,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-07,0,0.4729838469737272,0.0,72.22,0.0,0.0003431,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-08,0,0.4266933950320681,0.0,75.52,0.0,0.0003585,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-09,2,2.3033188669467237,0.0,82.83,0.0,0.0003647,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-10,1,1.1549671877226964,-1409.2581486188571,74.1,305786321.5597579,0.0003415,200000,208852.05762531463,8852.057625314628,1.0442602881265732
2020-04-11,2,1.4913089448852404,0.0,74.97,0.0,0.0003387,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-12,2,1.42552890914299,0.0,74.1,0.0,0.0003346,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-13,0,0.8626378277631138,0.0,73.13,0.0,0.000337,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-14,0,0.6652279831360807,0.0,72.32,0.0,0.0003357,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-15,0,0.7179010210615236,0.0,70.7,0.0,0.0003268,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-16,2,1.6202596930917517,0.0,76.09,0.0,0.0003363,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-17,2,1.4174473845329836,0.0,76.31,0.0,0.0003376,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-18,2,1.844408080024126,0.0,80.16,0.0,0.0003437,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-19,2,2.052903103950077,0.0,80.23,0.0,0.0003348,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-20,2,1.7620048442181744,0.0,74.29,0.0,0.000312,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-21,2,1.5001391221021885,0.0,74.48,0.0,0.0003146,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-22,2,2.343960703811776,0.0,80.8,0.0,0.0003193,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-23,2,1.8452214801108178,0.0,81.26,0.0,0.0003251,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-24,2,1.289245744168859,0.0,81.37,0.0,0.0003333,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-25,2,1.6290681025618872,0.0,85.78,0.0,0.000341,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-26,0,0.9732909349993949,0.0,84.12,0.0,0.0003455,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-27,0,0.6018532895248078,0.0,82.75,0.0,0.0003457,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-28,0,0.571085736736481,0.0,82.21,0.0,0.0003426,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-29,0,0.22264979190483777,0.0,85.36,0.0,0.0003616,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-04-30,0,-0.3330717724848849,0.0,80.74,0.0,0.000351,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-01,0,-0.4686599391791989,0.0,82.95,0.0,0.0003623,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-02,-2,-2.9130145039713176,0.0,83.26,0.0,0.0004421,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-03,-2,-3.1464829453401317,0.0,81.07,0.0,0.0005045,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-04,-2,-2.9043945882094926,0.0,79.54,0.0,0.0005696,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-05,-2,-2.23527582040263,0.0,79.37,0.0,0.0005493,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-06,-2,-1.6959103711220096,0.0,77.11,0.0,0.0004995,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-07,-2,-1.6872674591246626,0.0,78.76,0.0,0.0005433,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-08,-2,-1.2897204546314207,0.0,81.8,0.0,0.0005271,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-09,-1,-1.194838026885229,1325.1307570987585,79.59,-203368987.5771118,0.0005186,200000,210934.3139149804,10934.31391498039,1.054671569574902
2020-05-10,-1,-1.0723499843029207,1325.1307570987585,72.1,-203368987.5771118,0.0004688,200000,190881.3089629705,-9118.691037029494,0.9544065448148525
2020-05-11,-1,-1.1906047043627483,1325.1307570987585,69.73,-203368987.5771118,0.0004898,200000,192011.4978077658,-7988.502192234213,0.9600574890388289
2020-05-12,-1,-0.9744219104282642,1325.1307570987585,73.31,-203368987.5771118,0.0004961,200000,198036.69053991517,-1963.3094600848272,0.9901834526995759
2020-05-13,-1,-1.0089166790918198,1325.1307570987585,73.81,-203368987.5771118,0.0005215,200000,203864.82820292318,3864.8282029231777,1.0193241410146159
2020-05-14,-1,-0.858622674596153,1325.1307570987585,74.56,-203368987.5771118,0.0005167,200000,203882.50513037713,3882.5051303771324,1.0194125256518856
2020-05-15,-1,-0.9468795076449583,1325.1307570987585,72.44,-203368987.5771118,0.00053,200000,203778.0354601033,3778.035460103303,1.0188901773005166
2020-05-16,-1,-0.8308866603882473,1325.1307570987585,73.71,-203368987.5771118,0.0005333,200000,206132.06918062322,6132.069180623221,1.030660345903116
2020-05-17,-1,-0.7324383513700874,1325.1307570987585,75.03,-203368987.5771118,0.000539,200000,209040.44500918314,9040.445009183139,1.0452022250459156
2020-05-18,-1,-0.585457023052207,1325.1307570987585,76.2,-203368987.5771118,0.0005363,200000,210041.75172853045,10041.75172853045,1.0502087586426523
2020-05-19,-1,-0.46880432889699547,1325.1307570987585,77.15,-203368987.5771118,0.0005372,200000,211483.6580365937,11483.658036593697,1.0574182901829685
2020-05-20,0,-0.0904091783513744,0.0,78.35,0.0,0.0005203,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-21,0,-0.5057381318457231,0.0,73.09,0.0,0.0005134,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-22,0,-0.8932067820159292,0.0,74.77,0.0,0.000535,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-23,0,-0.7788889756812623,0.0,73.87,0.0,0.0005269,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-24,-2,-1.5732740892232377,0.0,71.67,0.0,0.0005315,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-25,-2,-1.9788740447588988,0.0,73.6,0.0,0.0005659,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-26,-2,-1.8874010674791586,0.0,72.61,0.0,0.0005634,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-27,-2,-1.3253792826404212,0.0,73.6,0.0,0.0005584,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-28,-2,-1.2043617121178187,0.0,75.06,0.0,0.0005685,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-29,-1,-1.068839601232124,1435.5663655114886,74.16,-190110002.97559285,0.00056,200000,212923.20333266398,12923.20333266398,1.0646160166633198
2020-05-30,-1,-0.5333608863578118,1435.5663655114886,79.01,-190110002.97559285,0.0005828,200000,224220.2082732382,24220.20827323821,1.121101041366191
2020-05-31,-2,-2.298748397205506,0.0,76.33,0.0,0.000627,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-01,-2,-1.337649789199509,0.0,80.06,0.0,0.000628,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-02,-2,-1.433855814562701,0.0,78.26,0.0,0.0006233,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-03,-2,-1.9029301386644146,0.0,78.2,0.0,0.000652,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-04,-2,-1.518875384880955,0.0,78.6,0.0,0.0006478,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-05,-2,-1.2910767972991708,0.0,77.81,0.0,0.000638,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-06,-1,-1.0770301082057387,1421.1072446926487,78.3,-174518032.08819696,0.0006376,200000,222545.39451886876,22545.394518868765,1.1127269725943438
2020-06-07,-1,-0.8288483708143649,1421.1072446926487,77.99,-174518032.08819696,0.0006279,200000,220412.02636175853,20412.02636175853,1.1020601318087926
2020-06-08,-1,-1.029725377211973,1421.1072446926487,77.77,-174518032.08819696,0.0006394,200000,222106.34013694042,22106.340136940416,1.1105317006847022
2020-06-09,-1,-0.9717797223121719,1421.1072446926487,77.42,-174518032.08819696,0.0006348,200000,220806.16965369228,20806.169653692283,1.1040308482684613
2020-06-10,-1,-0.7730831376974443,1421.1072446926487,78.21,-174518032.08819696,0.0006364,200000,222208.0732283406,22208.073228340596,1.111040366141703
2020-06-11,-1,-0.3786721736236923,1421.1072446926487,72.24,-174518032.08819696,0.0005783,200000,203584.56531320122,3584.565313201223,1.017922826566006
2020-06-12,-1,-1.003630820719242,1421.1072446926487,73.27,-174518032.08819696,0.0006051,200000,209725.38903519834,9725.389035198343,1.0486269451759918
2020-06-13,-1,-0.825832776991492,1421.1072446926487,74.18,-174518032.08819696,0.00061,200000,211873.73498510083,11873.734985100833,1.0593686749255042
2020-06-14,-1,-0.5979437501417739,1421.1072446926487,72.56,-174518032.08819696,0.0005931,200000,206622.1865064082,6622.1865064082085,1.0331109325320411
2020-06-15,-1,-0.7686973580976163,1421.1072446926487,71.77,-174518032.08819696,0.0005923,200000,205359.89735743045,5359.897357430455,1.0267994867871524
2020-06-16,0,0.03169336235705983,0.0,72.63,0.0,0.0005834,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-17,0,0.11110701462640946,0.0,72.42,0.0,0.0005821,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-18,0,0.0707916542814394,0.0,71.46,0.0,0.0005773,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-19,0,0.5623507234840025,0.0,70.1,0.0,0.0005653,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-20,0,0.13031707056356553,0.0,71.01,0.0,0.000576,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-21,0,-0.050803607607633874,0.0,70.14,0.0,0.0005715,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-22,0,0.318875070748199,0.0,72.33,0.0,0.0005875,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-23,2,2.7260578098602717,0.0,74.01,0.0,0.0005815,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-24,2,2.7287986401266022,0.0,72.42,0.0,0.0005625,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-25,2,1.5246123474781739,0.0,71.11,0.0,0.0005608,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-26,2,1.769424381949997,0.0,70.68,0.0,0.0005526,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-27,0,0.8012304869811758,0.0,66.92,0.0,0.0005318,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-28,1,1.0034890428478296,-1633.2658438485655,67.7,206676817.99728578,0.000535,200000,221144.1952570958,21144.195257095795,1.105720976285479
2020-06-29,1,1.1553515848203826,-1633.2658438485655,68.93,206676817.99728578,0.000542,200000,224599.84997101052,24599.849971010524,1.1229992498550527
2020-06-30,2,1.716003221583118,0.0,68.11,0.0,0.0005276,200000,223343.2427062536,23343.2427062536,1.116716213531268
2020-07-01,0,-0.14640519319536732,0.0,68.31,0.0,0.000549,200000,223343.2427062536,23343.2427062536,1.116716213531268
2020-07-02,-2,-1.3510696518660752,0.0,66.62,0.0,0.0005484,200000,223343.2427062536,23343.2427062536,1.116716213531268
2020-07-03,-1,-1.1881827291038332,1680.2831982113573,66.46,-204864467.71808258,0.0005451,200000,223343.2427062536,23343.2427062536,1.116716213531268
2020-07-04,-1,-0.9517707943764996,1680.2831982113573,67.63,-204864467.71808258,0.000552,200000,226722.73887541564,26722.73887541564,1.1336136943770783
2020-07-05,-2,-1.7256506810516494,0.0,67.24,0.0,0.000558,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-06,0,-0.3597948470847625,0.0,70.26,0.0,0.0005672,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-07,0,0.399674175137216,0.0,69.92,0.0,0.0005556,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-08,-2,-2.7982762354845128,0.0,72.7,0.0,0.0006315,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-09,-2,-3.910803591319256,0.0,71.86,0.0,0.0008031,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-10,-2,-2.3133100680833696,0.0,71.75,0.0,0.0007321,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-11,-2,-1.7186097020019706,0.0,72.68,0.0,0.0007172,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-12,-2,-1.4028499242396733,0.0,72.05,0.0,0.0007,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-13,-2,-1.36016659644227,0.0,71.84,0.0,0.000708,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-14,-2,-1.3291788566334521,0.0,71.82,0.0,0.0007188,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-15,0,-0.8929878382003669,0.0,71.12,0.0,0.0006824,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-16,-2,-1.491653148513629,0.0,69.28,0.0,0.000735,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-17,-1,-1.187248453920753,1614.5111630153208,69.58,-155829777.67042032,0.0007209,200000,224675.37344521203,24675.373445212026,1.1233768672260602
2020-07-18,-1,-0.9225016515295837,1614.5111630153208,69.2,-155829777.67042032,0.0007007,200000,220914.0976943237,20914.09769432369,1.1045704884716185
2020-07-19,-1,-0.9631505278942619,1614.5111630153208,70.35,-155829777.67042032,0.0007258,200000,226682.11295131885,26682.11295131885,1.1334105647565942
2020-07-20,-1,-0.8554464943970673,1614.5111630153208,68.86,-155829777.67042032,0.0007081,200000,221518.30425365962,21518.30425365962,1.107591521268298
2020-07-21,-1,-1.0087223357986936,1614.5111630153208,71.09,-155829777.67042032,0.0007553,200000,232473.82965322764,32473.829653227644,1.1623691482661382
2020-07-22,-1,-0.8494284128955024,1614.5111630153208,73.38,-155829777.67042032,0.0007726,200000,238866.91537023097,38866.91537023097,1.1943345768511548
2020-07-23,-1,-0.8838113432616542,1614.5111630153208,73.35,-155829777.67042032,0.0007841,200000,240610.52247855032,40610.52247855032,1.2030526123927516
2020-07-24,-1,-0.8392713343792554,1614.5111630153208,71.94,-155829777.67042032,0.0007721,200000,236464.10440665367,36464.10440665367,1.1823205220332684
2020-07-25,-1,-0.33057346643537655,1614.5111630153208,74.65,-155829777.67042032,0.0007637,200000,239530.45952599368,39530.459525993676,1.1976522976299684
2020-07-26,0,0.08467116284342326,0.0,75.3,0.0,0.0007493,200000,219865.93527860433,19865.93527860433,1.0993296763930216
2020-07-27,2,1.5630426086879974,0.0,77.55,0.0,0.0007187,200000,219865.93527860433,19865.93527860433,1.0993296763930216
2020-07-28,2,1.2137748312689098,0.0,79.82,0.0,0.000769,200000,219865.93527860433,19865.93527860433,1.0993296763930216
2020-07-29,2,1.9421758840800107,0.0,81.38,0.0,0.0007538,200000,219865.93527860433,19865.93527860433,1.0993296763930216
2020-07-30,2,1.4565522601649767,0.0,81.15,0.0,0.0007611,200000,219865.93527860433,19865.93527860433,1.0993296763930216
