date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-01-26,2,1.9905807640675668,0.0,0.00813,0.0,10.797,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-01-27,0,0.90320877032565,0.0,0.00781,0.0,11.082,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-01-28,0,0.44730653684010785,0.0,0.00776,0.0,11.36,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-01-29,0,0.4649031553480417,0.0,0.00764,0.0,11.201,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-01-30,0,-0.7380241887306963,0.0,0.00742,0.0,11.735,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-01-31,0,0.7684567389010903,0.0,0.00794,0.0,11.453,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-01,0,0.7128090452623931,0.0,0.00792,0.0,11.422,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-02,0,0.022997782356952733,0.0,0.00799,0.0,12.016,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-03,0,-0.009593549413500905,0.0,0.00792,0.0,11.88,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-04,0,0.45940647016180963,0.0,0.00837,0.0,12.177,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-05,0,-0.37347038848655506,0.0,0.00839,0.0,12.762,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-06,2,1.8219937303638685,0.0,0.00964,0.0,12.914,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-07,2,2.152427037249711,0.0,0.00988,0.0,12.792,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-08,0,0.9834742115092877,0.0,0.00925,0.0,12.688,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-09,0,-0.2524531477693158,0.0,0.00973,0.0,14.201,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-10,0,0.4394100385262615,0.0,0.00965,0.0,13.551,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-11,0,-0.17971016424730943,0.0,0.00954,0.0,13.791,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-12,0,0.8826114711450609,0.0,0.01082,0.0,14.822,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-13,2,1.62462028491781,0.0,0.01156,0.0,15.141,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-14,0,-0.3931649086818247,0.0,0.01146,0.0,16.676,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-15,0,-0.7837273205631,0.0,0.01013,0.0,15.127,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-16,-2,-1.3126895615823593,0.0,0.00944,0.0,14.625,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-17,-2,-2.054671209762224,0.0,0.00906,0.0,15.027,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-18,-2,-1.7451884101664943,0.0,0.00938,0.0,15.5,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-19,-2,-1.666817686553579,0.0,0.00848,0.0,14.043,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-20,-2,-1.7749261318457128,0.0,0.0082,0.0,14.03,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-21,-2,-1.331355317973194,0.0,0.00841,0.0,14.017,200000,205249.89257392866,5249.892573928664,1.0262494628696432
2020-02-22,-1,-1.036659525190637,12217255.510352897,0.0084,-7479.952353277284,13.72,200000,205249.89257392864,5249.892573928635,1.0262494628696432
2020-02-23,-2,-1.2729097619331589,0.0,0.00845,0.0,14.294,200000,208932.52244919218,8932.522449192184,1.044662612245961
2020-02-24,0,-0.948904905132132,0.0,0.00809,0.0,13.361,200000,208932.52244919218,8932.522449192184,1.044662612245961
2020-02-25,0,-0.971910679566786,0.0,0.00743,0.0,12.393,200000,208932.52244919218,8932.522449192184,1.044662612245961
2020-02-26,-1,-1.0250689483934006,16096496.336609567,0.00649,-9490.893179303725,11.007,200000,208932.52244919218,8932.522449192184,1.044662612245961
2020-02-27,-1,-1.1119842377496596,16096496.336609567,0.00667,-9490.893179303725,11.51,200000,216603.81105897168,16603.81105897168,1.0830190552948584
2020-02-28,-1,-0.9807564729043904,16096496.336609567,0.00658,-9490.893179303725,11.311,200000,213266.43864599537,13266.438645995368,1.0663321932299767
2020-02-29,-1,-1.0293135469154961,16096496.336609567,0.00636,-9490.893179303725,11.103,200000,207751.1036706461,7751.103670646087,1.0387555183532304
2020-03-01,-2,-1.2740999901761345,0.0,0.00624,0.0,11.31,200000,215832.3871666736,15832.387166673609,1.079161935833368
2020-03-02,-1,-1.1666073646657251,16203632.67017069,0.00666,-8927.54745064004,12.088,200000,215832.3871666736,15832.387166673609,1.079161935833368
2020-03-03,-1,-0.664995504533374,16203632.67017069,0.00665,-8927.54745064004,11.556,200000,210920.8955962314,10920.895596231392,1.054604477981157
2020-03-04,-1,-0.7446682943945866,16203632.67017069,0.00674,-8927.54745064004,11.755,200000,214155.80447922414,14155.804479224142,1.0707790223961207
2020-03-05,-1,-0.41660570764597576,16203632.67017069,0.00703,-8927.54745064004,12.073,200000,221693.8180428772,21693.81804287719,1.1084690902143859
2020-03-06,0,0.31966126215892615,0.0,0.00739,0.0,12.377,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-07,0,0.8216609876664035,0.0,0.00698,0.0,11.589,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-08,0,-0.3469598545819624,0.0,0.00584,0.0,10.05,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-09,2,1.5576084812291422,0.0,0.00609,0.0,9.902,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-10,2,1.731787074151237,0.0,0.00613,0.0,9.87,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-11,2,2.090612508380742,0.0,0.006,0.0,9.43,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-12,-2,-3.0534646315668006,0.0,0.0028,0.0,5.706,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-13,-2,-2.2288242485640066,0.0,0.00311,0.0,6.216,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-14,-2,-1.5621660471601904,0.0,0.00297,0.0,5.752,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-15,-2,-1.4847727841984164,0.0,0.00306,0.0,5.979,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-16,-1,-1.1325544063134991,36758682.656705335,0.00281,-19149.406426648497,5.394,200000,206583.796530684,6583.796530683991,1.03291898265342
2020-03-17,-2,-1.323047318650552,0.0,0.00285,0.0,5.626,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-18,-2,-1.2969303348357628,0.0,0.00287,0.0,5.726,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-19,0,-0.2405838533540483,0.0,0.00354,0.0,6.472,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-20,0,-0.6834259079523086,0.0,0.00329,0.0,6.273,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-21,0,-0.6476799897710287,0.0,0.00327,0.0,6.236,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-22,-1,-1.1622583405584281,35517985.00260987,0.00295,-17618.640618412497,5.947,200000,209556.11151539825,9556.111515398254,1.0477805575769912
2020-03-23,-2,-1.3841648681493788,0.0,0.00319,0.0,6.683,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-24,-2,-1.3670540887910667,0.0,0.00324,0.0,6.897,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-25,0,-0.9753747029514813,0.0,0.00336,0.0,6.93,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-26,0,-0.8292446665245768,0.0,0.00343,0.0,7.03,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-27,0,-0.3489232993137447,0.0,0.00331,0.0,6.503,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-28,0,-0.9394090783951149,0.0,0.00315,0.0,6.628,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-29,0,-0.7626501414177811,0.0,0.00297,0.0,6.179,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-30,0,-0.790406506317605,0.0,0.00314,0.0,6.568,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-03-31,0,-0.2562191252325366,0.0,0.00335,0.0,6.772,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-01,0,0.2191143384620626,0.0,0.00344,0.0,6.812,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-02,0,0.12077105024438667,0.0,0.00351,0.0,6.976,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-03,0,-0.7355364340023299,0.0,0.0034,0.0,7.02,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-04,0,-0.5463040393880653,0.0,0.0035,0.0,7.188,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-05,0,-0.1757735592947912,0.0,0.00346,0.0,7.017,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-06,0,0.0010222379692531325,0.0,0.00388,0.0,7.823,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-07,0,-0.9235106288165047,0.0,0.00368,0.0,7.721,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-08,0,0.20737151978480312,0.0,0.00396,0.0,7.995,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-09,0,-0.6435910047687095,0.0,0.00386,0.0,8.019,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-10,0,-0.8723693478323943,0.0,0.00349,0.0,7.299,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-11,-1,-1.1613476342915652,30924727.544786625,0.00346,-14645.436258549373,7.306,200000,213999.11460992345,13999.114609923447,1.0699955730496171
2020-04-12,-1,-0.7276343852452123,30924727.544786625,0.00352,-14645.436258549373,7.356,200000,216586.8700755381,16586.870075538114,1.0829343503776905
2020-04-13,0,2.529019856808179,0.0,0.0038,0.0,7.281,200000,203118.57133823226,3118.5713382322574,1.0155928566911614
2020-04-14,2,2.5721385439031357,0.0,0.00387,0.0,7.257,200000,203118.57133823226,3118.5713382322574,1.0155928566911614
2020-04-15,0,0.08906949564468851,0.0,0.00345,0.0,6.993,200000,203118.57133823226,3118.5713382322574,1.0155928566911614
2020-04-16,-1,-1.0026610693152058,28132766.11332857,0.00361,-13334.990240167559,7.616,200000,203118.57133823226,3118.5713382322574,1.0155928566911614
2020-04-17,-1,-0.5325945856373304,28132766.11332857,0.0036,-13334.990240167559,7.468,200000,200863.66512155416,863.6651215541642,1.0043183256077708
2020-04-18,-1,-0.3658390601835535,28132766.11332857,0.00382,-13334.990240167559,7.877,200000,212506.884674715,12506.884674714995,1.062534423373575
2020-04-19,-1,-0.7266097894428528,28132766.11332857,0.00365,-13334.990240167559,7.614,200000,204217.21200228506,4217.212002285058,1.0210860600114253
2020-04-20,-2,-1.317274800947811,0.0,0.00337,0.0,7.205,200000,204389.7542167222,4389.754216722213,1.021948771083611
2020-04-21,-1,-1.115113553436919,30145981.447894134,0.00339,-14140.705286890978,7.227,200000,204389.7542167222,4389.754216722213,1.021948771083611
2020-04-22,-1,-0.8934299076680411,30145981.447894134,0.00355,-14140.705286890978,7.534,200000,213554.3077714608,13554.307771460793,1.067771538857304
2020-04-23,-2,-1.8281030314079683,0.0,0.00354,0.0,7.854,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-24,-2,-1.2689311025004202,0.0,0.0037,0.0,8.07,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-25,-2,-1.7497828616625186,0.0,0.00374,0.0,8.428,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-26,-2,-1.4954282469237494,0.0,0.00384,0.0,8.631,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-27,0,-0.5943542330976122,0.0,0.00391,0.0,8.426,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-28,0,-0.6513525452445542,0.0,0.0039,0.0,8.457,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-29,-2,-1.7657393236726866,0.0,0.00396,0.0,9.207,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-04-30,-2,-1.7483038243291877,0.0,0.00377,0.0,8.897,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-05-01,-1,-1.166448363935721,26556498.627788637,0.00393,-11582.181734236974,9.011,200000,208734.0792144187,8734.079214418714,1.0436703960720937
2020-05-02,-2,-1.3019266904358209,0.0,0.00395,0.0,9.225,200000,210681.53613298968,10681.536132989684,1.0534076806649484
2020-05-03,-2,-1.2015912236492257,0.0,0.00389,0.0,9.069,200000,210681.53613298968,10681.536132989684,1.0534076806649484
2020-05-04,-2,-1.4669081166926639,0.0,0.00381,0.0,9.005,200000,210681.53613298968,10681.536132989684,1.0534076806649484
2020-05-05,-1,-1.131891411885569,27010453.350383293,0.0039,-11574.636640643317,9.101,200000,210681.53613298968,10681.536132989684,1.0534076806649484
2020-05-06,-2,-1.2502095828425699,0.0,0.00387,0.0,9.148,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-07,-2,-2.5851832382193565,0.0,0.00375,0.0,9.891,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-08,-2,-2.8127522598796366,0.0,0.00395,0.0,11.301,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-09,-2,-2.2022656488688828,0.0,0.0039,0.0,10.994,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-10,-2,-1.7354450579643081,0.0,0.00352,0.0,9.725,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-11,-2,-1.3927505948471606,0.0,0.00355,0.0,9.629,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-12,-2,-1.564794991945669,0.0,0.00355,0.0,10.001,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-13,-2,-1.555795711924086,0.0,0.00357,0.0,10.285,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-14,-1,-1.0082118968664384,28499443.2332811,0.00372,-10408.200356156067,10.186,200000,212035.85765561138,12035.857655611384,1.060179288278057
2020-05-15,-1,-0.9882712358082484,28499443.2332811,0.00363,-10408.200356156067,10.033,200000,207878.4531101242,7878.453110124188,1.039392265550621
2020-05-16,0,-0.09211739642898253,0.0,0.00396,0.0,10.008,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-17,0,-0.592576183498212,0.0,0.00379,0.0,10.156,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-18,0,-0.24884269398614797,0.0,0.00392,0.0,10.245,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-19,0,-0.47733092168288854,0.0,0.00385,0.0,10.328,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-20,0,-0.37958112542858524,0.0,0.00379,0.0,10.14,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-21,0,0.6904649823584995,0.0,0.00385,0.0,9.537,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-22,1,1.0171149016643968,-23810694.56864498,0.00427,9787.414883337897,10.388,200000,203343.33161622816,3343.3316162281553,1.0167166580811409
2020-05-23,2,1.8941722636514964,0.0,0.00446,0.0,10.203,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-24,2,2.794814865201693,0.0,0.00468,0.0,9.631,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-25,2,3.0620984255531876,0.0,0.00539,0.0,9.923,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-26,2,1.8802221949998867,0.0,0.00495,0.0,9.935,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-27,2,1.3856631534866313,0.0,0.00481,0.0,10.009,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-28,0,0.7651936459371348,0.0,0.00469,0.0,10.429,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-29,1,1.1288170338449595,-21439471.915919036,0.00489,10236.186064132406,10.242,200000,209678.0353376882,9678.035337688198,1.048390176688441
2020-05-30,1,0.5347238641170692,-21439471.915919036,0.00493,10236.186064132406,11.03,200000,218601.7288328613,18601.728832861292,1.0930086441643065
2020-05-31,0,0.0994448487343036,0.0,0.00465,0.0,10.945,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-01,0,-0.6696554607340729,0.0,0.00477,0.0,12.413,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-02,0,-0.5011225494193319,0.0,0.00482,0.0,12.135,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-03,0,-0.5652270424654322,0.0,0.00491,0.0,12.393,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-04,0,0.6414081145725804,0.0,0.00561,0.0,12.164,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-05,0,0.043473586277966325,0.0,0.00512,0.0,11.803,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-06,0,0.7089602617385319,0.0,0.00555,0.0,11.813,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-07,0,0.41915433232518173,0.0,0.00541,0.0,11.776,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-08,0,0.37322648225863103,0.0,0.00537,0.0,11.656,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-09,0,0.3729482624841026,0.0,0.00558,0.0,12.026,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-10,0,0.3742127158974163,0.0,0.00557,0.0,11.935,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-11,0,-0.13162913401441212,0.0,0.0048,0.0,10.679,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-12,0,0.04766927611753392,0.0,0.00499,0.0,10.917,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-13,0,0.7341140933252259,0.0,0.00534,0.0,11.08,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-14,2,2.5447638266196138,0.0,0.00585,0.0,10.615,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-15,2,1.9854511035562636,0.0,0.00562,0.0,10.43,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-16,2,2.926759626247792,0.0,0.00664,0.0,10.56,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-17,2,2.256936532304377,0.0,0.00659,0.0,10.588,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-18,2,1.6571639636928477,0.0,0.00623,0.0,10.413,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-19,2,1.5147392821771855,0.0,0.00619,0.0,10.268,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-20,2,1.4265564070281884,0.0,0.00626,0.0,10.264,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-21,2,1.2644501242989878,0.0,0.00625,0.0,10.298,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-22,0,0.8763978767199126,0.0,0.0063,0.0,10.8,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-23,0,0.5686665400774397,0.0,0.00619,0.0,10.941,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-24,0,0.5216165435788904,0.0,0.00595,0.0,10.491,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-25,0,0.5695109415319506,0.0,0.00595,0.0,10.335,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-26,0,0.4584145721160324,0.0,0.00584,0.0,10.196,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-27,0,-0.004799620208980487,0.0,0.00531,0.0,9.703,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-28,0,-0.0424329147527225,0.0,0.00552,0.0,10.045,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-29,0,0.1461473674084884,0.0,0.00577,0.0,10.213,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-06-30,0,0.06253711191137629,0.0,0.00567,0.0,10.034,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-07-01,0,0.050624825373119936,0.0,0.00578,0.0,10.138,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-07-02,0,-0.2111104422257988,0.0,0.00562,0.0,9.922,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-07-03,0,0.6579423310137293,0.0,0.00583,0.0,9.78,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-07-04,1,1.1053949413599213,-16201684.9979296,0.00609,9893.538718278478,9.973,200000,197336.52327478252,-2663.476725217479,0.9866826163739126
2020-07-05,0,-0.45585209298192586,0.0,0.00577,0.0,10.07,200000,191192.31081977207,-8807.689180227928,0.9559615540988604
2020-07-06,0,-0.6210839840891136,0.0,0.006,0.0,10.575,200000,191192.31081977207,-8807.689180227928,0.9559615540988604
2020-07-07,0,-0.9998854419035335,0.0,0.00589,0.0,10.56,200000,191192.31081977207,-8807.689180227928,0.9559615540988604
2020-07-08,-1,-1.1099443195208625,15594805.123961832,0.00613,-8627.811860098018,11.08,200000,191192.31081977207,-8807.689180227928,0.9559615540988604
2020-07-09,0,0.8774162240063379,0.0,0.00637,0.0,10.768,200000,184757.68028967065,-15242.31971032935,0.9237884014483533
2020-07-10,2,3.4943456743835197,0.0,0.00719,0.0,10.499,200000,184757.68028967065,-15242.31971032935,0.9237884014483533
2020-07-11,2,1.9622498641714279,0.0,0.00694,0.0,10.741,200000,184757.68028967065,-15242.31971032935,0.9237884014483533
2020-07-12,0,0.6613389758083786,0.0,0.00652,0.0,10.797,200000,184757.68028967065,-15242.31971032935,0.9237884014483533
2020-07-13,1,1.1280643541092779,-13870696.718443742,0.00666,8652.134508273422,10.677,200000,184757.68028967065,-15242.31971032935,0.9237884014483533
2020-07-14,2,1.237171394614141,0.0,0.00685,0.0,10.83,200000,186069.3360864091,-13930.663913590892,0.9303466804320455
2020-07-15,0,0.5584055223934448,0.0,0.0067,0.0,10.989,200000,186069.3360864091,-13930.663913590892,0.9303466804320455
2020-07-16,0,0.649612840133533,0.0,0.00658,0.0,10.694,200000,186069.3360864091,-13930.663913590892,0.9303466804320455
2020-07-17,1,1.0408990026840903,-13865077.204650456,0.00671,8784.313855462615,10.591,200000,186069.3360864091,-13930.663913590892,0.9303466804320455
2020-07-18,2,2.3313597905189734,0.0,0.00738,0.0,10.545,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-19,2,3.0844115691656575,0.0,0.00848,0.0,10.651,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-20,2,3.266365139545671,0.0,0.00963,0.0,10.386,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-21,2,1.7317799166157077,0.0,0.0091,0.0,11.184,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-22,2,2.990835763785862,0.0,0.0124,0.0,11.559,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-23,2,2.1619473530430517,0.0,0.01174,0.0,11.432,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-24,2,1.625474057816404,0.0,0.01089,0.0,11.101,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-25,2,1.2192083147447281,0.0,0.01087,0.0,11.608,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-26,0,0.9197406054165849,0.0,0.01048,0.0,11.62,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-27,0,0.007150101534419226,0.0,0.00879,0.0,11.619,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-28,0,0.22554790214723167,0.0,0.00943,0.0,11.738,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-29,0,0.011200947202385786,0.0,0.00909,0.0,11.67,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-30,0,0.10823631754147134,0.0,0.00941,0.0,11.774,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-07-31,0,-0.36052761923985505,0.0,0.00899,0.0,12.245,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-01,0,-0.760373309478567,0.0,0.00914,0.0,13.396,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-02,0,-0.5393442877236237,0.0,0.00877,0.0,12.16,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-03,0,-0.6848813634628403,0.0,0.00877,0.0,12.4,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-04,0,-0.605955086754991,0.0,0.00914,0.0,12.561,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-05,0,-0.8541542208289369,0.0,0.00907,0.0,12.868,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-06,0,-0.3860461817359019,0.0,0.01,0.0,12.951,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
2020-08-07,0,-0.4056189398757765,0.0,0.00996,0.0,12.856,200000,195763.0162508762,-4236.983749123814,0.9788150812543809
