date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-01-29,2,2.575990302561173,0.0,0.3041,0.0,0.002481,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-01-30,2,1.8590120117131443,0.0,0.294,0.0,0.002498,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-01-31,2,1.703413639463712,0.0,0.2942,0.0,0.002482,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-02-01,2,1.8031812337491258,0.0,0.3059,0.0,0.002496,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-02-02,2,1.6140570053615095,0.0,0.3083,0.0,0.002528,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-02-03,2,2.0797707357254986,0.0,0.3363,0.0,0.002553,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-02-04,1,1.1057776802558652,-323344.2389453089,0.3319,38968029.377613656,0.002754,200000,214635.90581189602,14635.905811896024,1.07317952905948
2020-02-05,1,0.48847706603217106,-323344.2389453089,0.3267,38968029.377613656,0.002882,200000,217942.423529715,17942.423529714986,1.089712117648575
2020-02-06,0,0.10942345065866772,0.0,0.3309,0.0,0.003024,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-07,0,-0.6874584452626715,0.0,0.3209,0.0,0.0032,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-08,0,-0.6014724374142852,0.0,0.3073,0.0,0.003031,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-09,0,-0.9846088419676978,0.0,0.3226,0.0,0.003333,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-10,-2,-1.3330480747733968,0.0,0.3178,0.0,0.003465,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-11,-1,-1.1577045394035494,306729.6713440624,0.3322,-28598259.00098162,0.003563,200000,203791.19364099504,3791.193640995043,1.0189559682049751
2020-02-12,-2,-1.3991854641295847,0.0,0.3327,0.0,0.00372,200000,208127.75546847712,8127.755468477117,1.0406387773423855
2020-02-13,-2,-1.761712287717745,0.0,0.3224,0.0,0.003918,200000,208127.75546847712,8127.755468477117,1.0406387773423855
2020-02-14,-2,-1.5145532085594737,0.0,0.3232,0.0,0.003836,200000,208127.75546847712,8127.755468477117,1.0406387773423855
2020-02-15,-2,-1.4451570207343327,0.0,0.2883,0.0,0.003458,200000,208127.75546847712,8127.755468477117,1.0406387773423855
2020-02-16,-2,-1.262183691168257,0.0,0.2774,0.0,0.003274,200000,208127.75546847712,8127.755468477117,1.0406387773423855
2020-02-17,-1,-1.1748179672441708,367197.87485617,0.2834,-30888654.714822963,0.003369,200000,208127.75546847715,8127.755468477146,1.0406387773423857
2020-02-18,-1,-0.984137300299281,367197.87485617,0.2905,-30888654.714822963,0.003394,200000,211507.0767478265,11507.076747826504,1.0575353837391326
2020-02-19,-1,-0.8376728765067726,367197.87485617,0.2672,-30888654.714822963,0.003088,200000,193499.4379209419,-6500.562079058087,0.9674971896047095
2020-02-20,-1,-0.8496065166780224,367197.87485617,0.2656,-30888654.714822963,0.003129,200000,194178.3561644798,-5821.643835520197,0.970891780822399
2020-02-21,-1,-0.7295696658604645,367197.87485617,0.2681,-30888654.714822963,0.003134,200000,195250.79412519434,-4749.205874805659,0.9762539706259717
2020-02-22,-1,-0.6428985188531436,367197.87485617,0.2704,-30888654.714822963,0.003154,200000,196713.12233165998,-3286.877668340021,0.9835656116582999
2020-02-23,-1,-0.6198041392385558,367197.87485617,0.2777,-30888654.714822963,0.003246,200000,202235.42305187375,2235.423051873746,1.0111771152593687
2020-02-24,-1,-0.812357833040122,367197.87485617,0.2621,-30888654.714822963,0.003151,200000,193572.7140062093,-6427.285993790691,0.9678635700310465
2020-02-25,-1,-0.7497479705031891,367197.87485617,0.2476,-30888654.714822963,0.002966,200000,182533.94369855258,-17466.056301447417,0.9126697184927629
2020-02-26,-1,-0.6789770222007735,367197.87485617,0.2151,-30888654.714822963,0.002565,200000,158213.66222508307,-41786.33777491693,0.7910683111254153
2020-02-27,-2,-1.3274000824733307,0.0,0.2151,0.0,0.002696,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-02-28,-2,-1.7377185400594886,0.0,0.2161,0.0,0.00277,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-02-29,-2,-1.674508154536271,0.0,0.2122,0.0,0.002709,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-01,-2,-1.7050615469656885,0.0,0.2106,0.0,0.002713,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-02,0,-0.42315435784170335,0.0,0.2244,0.0,0.002732,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-03,-2,-1.3119099013164348,0.0,0.2236,0.0,0.002823,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-04,-2,-1.9420753047397419,0.0,0.2222,0.0,0.002906,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-05,-2,-1.8816611951113356,0.0,0.2275,0.0,0.00301,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-06,-1,-1.1142735371595514,456619.31577402767,0.2326,-35557299.24641407,0.002987,200000,212419.30569807766,12419.30569807766,1.0620965284903883
2020-03-07,-2,-1.2316760959817088,0.0,0.2228,0.0,0.002896,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-08,-2,-1.206613538318751,0.0,0.1916,0.0,0.002504,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-09,-2,-1.2796696883838778,0.0,0.1919,0.0,0.002535,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-10,0,-0.21118749387949837,0.0,0.1978,0.0,0.002487,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-11,0,0.3694154699055325,0.0,0.1952,0.0,0.002398,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-12,2,3.2798293879713514,0.0,0.1086,0.0,0.001116,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-13,2,2.2188819653843344,0.0,0.1299,0.0,0.001383,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-14,0,0.5259219792132761,0.0,0.1244,0.0,0.00148,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-15,-1,-1.0059151763540726,879252.9249433723,0.1215,-65700633.690418035,0.001626,200000,213658.46076123946,13658.460761239461,1.0682923038061973
2020-03-16,-1,-1.1878818335028858,879252.9249433723,0.1094,-65700633.690418035,0.001501,200000,194806.9211581224,-5193.0788418776065,0.974034605790612
2020-03-17,-1,-0.2581015082848822,879252.9249433723,0.1206,-65700633.690418035,0.001541,200000,207282.5792651049,7282.579265104898,1.0364128963255246
2020-03-18,0,0.8988513601514203,0.0,0.1264,0.0,0.001476,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-19,0,0.9397727966032107,0.0,0.1485,0.0,0.001718,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-20,0,-0.2736140114497827,0.0,0.1419,0.0,0.0018,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-21,0,-0.2099985527152687,0.0,0.1385,0.0,0.001746,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-22,0,-0.17684730574065297,0.0,0.126,0.0,0.001587,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-23,0,0.6273602577123547,0.0,0.1432,0.0,0.00169,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-24,0,0.9323351978248289,0.0,0.1446,0.0,0.001657,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-25,0,0.562226447966002,0.0,0.1409,0.0,0.001651,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-26,0,0.32907966922466736,0.0,0.1452,0.0,0.001725,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-27,0,-0.34991403691172623,0.0,0.1359,0.0,0.001696,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-28,0,-0.06937494421241477,0.0,0.1394,0.0,0.001697,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-29,0,0.0677442587444989,0.0,0.1315,0.0,0.001578,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-30,0,0.02374015582758637,0.0,0.1413,0.0,0.001697,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-03-31,0,-0.0867764510403402,0.0,0.1434,0.0,0.001734,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-04-01,0,0.4262055331909339,0.0,0.1471,0.0,0.00174,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-04-02,0,0.6822857620036469,0.0,0.1476,0.0,0.001742,200000,199495.02637545424,-504.9736245457607,0.9974751318772712
2020-04-03,1,1.0560649891661025,-668549.016003533,0.1492,57757679.90024732,0.001727,200000,199495.02637545427,-504.9736245457316,0.9974751318772713
2020-04-04,1,0.9637547051031709,-668549.016003533,0.1499,57757679.90024732,0.001737,200000,200540.5874856592,540.5874856591981,1.002702937428296
2020-04-05,1,1.0955712437234992,-668549.016003533,0.1486,57757679.90024732,0.001715,200000,198400.80480704916,-1599.195192950836,0.9920040240352458
2020-04-06,2,1.9453550212448487,0.0,0.1661,0.0,0.00185,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-07,2,2.11422511010428,0.0,0.164,0.0,0.001793,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-08,2,2.2126326271966064,0.0,0.172,0.0,0.001843,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-09,2,2.114009076516262,0.0,0.1725,0.0,0.001828,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-10,2,2.1964019977749896,0.0,0.1611,0.0,0.00167,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-11,2,1.879331870912399,0.0,0.1603,0.0,0.001666,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-12,2,1.3755750324499572,0.0,0.1616,0.0,0.001708,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-13,2,1.3609072317965414,0.0,0.159,0.0,0.001668,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-14,0,0.5830673147528838,0.0,0.158,0.0,0.001727,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-15,0,0.61767540844395,0.0,0.1481,0.0,0.001609,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-16,0,0.938314291639153,0.0,0.1572,0.0,0.001669,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-17,1,1.0281054575781317,-652432.1272203189,0.1561,62062556.40407786,0.001641,200000,203689.31011818355,3689.310118183552,1.0184465505909177
2020-04-18,1,1.0678428726642204,-652432.1272203189,0.1627,62062556.40407786,0.001698,200000,211532.9278728701,11532.927872870088,1.0576646393643505
2020-04-19,1,0.8276254766385783,-652432.1272203189,0.1558,62062556.40407786,0.001639,200000,203369.45536720927,3369.4553672092734,1.0168472768360464
2020-04-20,0,-0.41097522878917847,0.0,0.1482,0.0,0.001646,200000,198224.78353112264,-1775.2164688773628,0.9911239176556131
2020-04-21,0,0.2431871472841342,0.0,0.1518,0.0,0.001632,200000,198224.78353112264,-1775.2164688773628,0.9911239176556131
2020-04-22,0,-0.31207826834665525,0.0,0.156,0.0,0.001706,200000,198224.78353112264,-1775.2164688773628,0.9911239176556131
2020-04-23,0,-0.10841058046663633,0.0,0.159,0.0,0.00172,200000,198224.78353112264,-1775.2164688773628,0.9911239176556131
2020-04-24,1,1.1808998297300592,-591010.0880474736,0.1677,56928427.20595136,0.001741,200000,198224.78353112264,-1775.2164688773628,0.9911239176556131
2020-04-25,0,-0.04500099281107728,0.0,0.17,0.0,0.001818,200000,195200.61783877359,-4799.382161226415,0.9760030891938679
2020-04-26,0,0.29278644402781534,0.0,0.1764,0.0,0.001869,200000,195200.61783877359,-4799.382161226415,0.9760030891938679
2020-04-27,0,0.051340482344322175,0.0,0.174,0.0,0.00185,200000,195200.61783877359,-4799.382161226415,0.9760030891938679
2020-04-28,0,-0.9793801096381796,0.0,0.1738,0.0,0.001887,200000,195200.61783877359,-4799.382161226415,0.9760030891938679
2020-04-29,1,1.0534762144766012,-525015.1098407035,0.1859,50387356.179342695,0.001937,200000,195200.61783877359,-4799.382161226415,0.9760030891938679
2020-04-30,0,-1.4287291571492764,0.0,0.1765,0.0,0.00194,200000,190114.31373773294,-9885.68626226706,0.9505715686886647
2020-05-01,-2,-2.1821265720583107,0.0,0.1816,0.0,0.002047,200000,190114.31373773294,-9885.68626226706,0.9505715686886647
2020-05-02,-1,-1.1852555825569695,496382.0202029581,0.1915,-44944282.20750187,0.002115,200000,190114.31373773294,-9885.68626226706,0.9505715686886647
2020-05-03,-2,-1.763800892261631,0.0,0.1827,0.0,0.00206,200000,192010.53999410637,-7989.460005893634,0.9600526999705319
2020-05-04,-1,-1.1309486134985955,524618.9617325311,0.183,-47223448.10479743,0.002033,200000,192010.53999410637,-7989.460005893634,0.9600526999705319
2020-05-05,-1,-1.086200481199354,524618.9617325311,0.1876,-47223448.10479743,0.002086,200000,196926.62996763026,-3073.3700323697412,0.9846331498381513
2020-05-06,-2,-1.7177787431919551,0.0,0.1776,0.0,0.002025,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-07,-2,-1.3676417528242453,0.0,0.1848,0.0,0.002095,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-08,0,-0.6609763379413715,0.0,0.2027,0.0,0.002254,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-09,0,0.78508828208259,0.0,0.1976,0.0,0.002112,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-10,2,2.2170637426544193,0.0,0.1834,0.0,0.001862,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-11,0,0.9831483098838282,0.0,0.1768,0.0,0.00186,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-12,-2,-1.2817589254382167,0.0,0.1859,0.0,0.002115,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-13,0,0.14043116059746127,0.0,0.1923,0.0,0.002082,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-14,2,1.597814277133017,0.0,0.2092,0.0,0.002155,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-15,-2,-2.187124602810133,0.0,0.198,0.0,0.002376,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-16,-2,-3.265684672985764,0.0,0.1971,0.0,0.002749,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-17,-2,-1.7554800864965958,0.0,0.1994,0.0,0.002534,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-18,-2,-1.3888661519185983,0.0,0.2042,0.0,0.002556,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-19,-2,-2.463185884136859,0.0,0.2022,0.0,0.002951,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-20,-2,-3.0807640245234764,0.0,0.1992,0.0,0.003893,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-21,-2,-3.2837373455137353,0.0,0.1882,0.0,0.007618,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-22,-2,-2.3371332806157374,0.0,0.202,0.0,0.006619,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-23,-2,-2.21467493185255,0.0,0.1992,0.0,0.009016,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-24,-2,-2.184479136785329,0.0,0.1895,0.0,0.017882,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-25,-2,-1.8159994569797069,0.0,0.1978,0.0,0.016088,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-26,-2,-1.5444073137303111,0.0,0.1943,0.0,0.013827,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-27,-2,-1.2596856540115333,0.0,0.1967,0.0,0.010594,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-28,-1,-1.0075567424020302,478508.10728992044,0.2032,-11227811.478211528,0.00866,200000,194465.69480262365,-5534.30519737635,0.9723284740131183
2020-05-29,-1,-1.0157795213988483,478508.10728992044,0.2012,-11227811.478211528,0.010282,200000,211720.1888057029,11720.1888057029,1.0586009440285145
2020-05-30,-1,-0.8560139335069267,478508.10728992044,0.2188,-11227811.478211528,0.009945,200000,216358.15902584826,16358.159025848261,1.0817907951292414
2020-05-31,-1,-0.6620922037241401,478508.10728992044,0.2197,-11227811.478211528,0.008509,200000,200665.6790396974,665.6790396973956,1.003328395198487
2020-06-01,-1,-0.5693485654816934,478508.10728992044,0.2364,-11227811.478211528,0.00896,200000,213720.50740811246,13720.507408112462,1.0686025370405623
2020-06-02,-1,-0.456836441953249,478508.10728992044,0.2338,-11227811.478211528,0.0085,200000,207311.5930491814,7311.593049181392,1.036557965245907
2020-06-03,-1,-0.32150433990048427,478508.10728992044,0.2515,-11227811.478211528,0.00868,200000,217802.19261429107,17802.192614291067,1.0890109630714553
2020-06-04,-1,-0.2389848249158043,478508.10728992044,0.2492,-11227811.478211528,0.008622,200000,216050.41090178795,16050.410901787953,1.0802520545089398
2020-06-05,0,-0.1533047209726386,0.0,0.2411,0.0,0.008324,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-06,0,-0.014738263873189777,0.0,0.2435,0.0,0.008279,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-07,0,0.2235741100050495,0.0,0.2412,0.0,0.008019,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-08,0,0.6794742221201625,0.0,0.2415,0.0,0.007737,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-09,2,1.3994109305919018,0.0,0.2469,0.0,0.007345,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-10,2,1.5259812235371604,0.0,0.2509,0.0,0.007026,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-11,2,1.4024167166526151,0.0,0.2222,0.0,0.00626,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-12,0,-0.47509855632329784,0.0,0.2251,0.0,0.010355,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-13,0,-0.8868165013927095,0.0,0.2287,0.0,0.011541,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-14,0,-0.7129341298406834,0.0,0.2215,0.0,0.010087,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-15,0,-0.9753240671283008,0.0,0.218,0.0,0.010208,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-16,0,-0.8943646586616978,0.0,0.2193,0.0,0.009892,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-17,0,-0.5241500349793657,0.0,0.2248,0.0,0.009332,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-18,0,-0.3720903053538705,0.0,0.2237,0.0,0.008862,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-19,0,-0.9438104112812703,0.0,0.2193,0.0,0.009719,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-20,0,-0.7619828530995196,0.0,0.2178,0.0,0.009369,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-21,0,-0.6689700545822547,0.0,0.2177,0.0,0.009259,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-22,0,-0.4025974733188644,0.0,0.2323,0.0,0.009419,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-23,0,-0.6327923357144933,0.0,0.2287,0.0,0.009844,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-24,0,-0.4472207271987589,0.0,0.2201,0.0,0.009209,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-25,0,-0.27723676231126176,0.0,0.2203,0.0,0.008983,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-26,0,-0.24013620721225692,0.0,0.215,0.0,0.008785,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-27,0,-0.1157743986993501,0.0,0.2031,0.0,0.008182,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-28,0,-0.06391381807090257,0.0,0.2088,0.0,0.008434,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-29,0,0.26397459797053147,0.0,0.2148,0.0,0.008354,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-06-30,1,1.1055062402974218,-380753.9560451382,0.2266,10573388.044096606,0.00816,200000,172557.69287965662,-27442.30712034338,0.862788464398283
2020-07-01,2,2.0567737000124158,0.0,0.2305,0.0,0.008223,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-02,2,1.299674972197414,0.0,0.2292,0.0,0.008552,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-03,2,1.5674201540283026,0.0,0.2255,0.0,0.008192,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-04,2,2.0715063750988136,0.0,0.2403,0.0,0.008228,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-05,2,1.8478349758380128,0.0,0.2353,0.0,0.008057,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-06,2,1.3965251756996748,0.0,0.2467,0.0,0.008642,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-07,0,0.9016018654485306,0.0,0.2447,0.0,0.008835,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-08,2,1.3009340620844427,0.0,0.2565,0.0,0.008886,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-09,2,1.5577790466743917,0.0,0.2548,0.0,0.008545,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-10,2,1.4311451076380874,0.0,0.2507,0.0,0.008389,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-11,1,1.09876915020885,-346891.7764334825,0.2499,10189028.55321195,0.008508,200000,173376.50986145454,-26623.490138545458,0.8668825493072727
2020-07-12,0,-0.4313231453375884,0.0,0.2511,0.0,0.009628,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-13,0,0.6788296974665645,0.0,0.249,0.0,0.008696,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-14,0,0.6612528717968588,0.0,0.2488,0.0,0.008655,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-15,0,0.44699032755271706,0.0,0.2453,0.0,0.00861,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-16,0,0.5870781681975944,0.0,0.2413,0.0,0.008363,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-17,0,0.29576950627776416,0.0,0.2411,0.0,0.00845,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-18,0,-0.005730128547186941,0.0,0.2386,0.0,0.008432,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-19,1,1.0738238429639435,-327645.4156851843,0.2478,9678213.613873962,0.008389,200000,162381.06801357734,-37618.931986422656,0.8119053400678867
2020-07-20,2,1.421735217240688,0.0,0.2501,0.0,0.008322,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-21,2,2.395759575713232,0.0,0.2655,0.0,0.008372,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-22,2,2.247755929515306,0.0,0.2787,0.0,0.0087,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-23,2,2.3853330980331386,0.0,0.2796,0.0,0.008471,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-24,2,1.8420801364300798,0.0,0.267,0.0,0.008177,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-25,2,1.790448310290537,0.0,0.2755,0.0,0.008331,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-26,2,1.4739321362464146,0.0,0.2689,0.0,0.008188,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-27,2,2.01492776898318,0.0,0.271,0.0,0.007821,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-28,0,0.9194744748800187,0.0,0.2711,0.0,0.00835,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-29,2,1.5820427737462657,0.0,0.2854,0.0,0.008291,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-30,2,2.0858703607309197,0.0,0.3001,0.0,0.008183,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-07-31,2,1.6072775074070684,0.0,0.2993,0.0,0.008312,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
2020-08-01,2,1.2356811608251965,0.0,0.3142,0.0,0.008929,200000,163783.09278178285,-36216.90721821715,0.8189154639089142
