date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-01-24,-1,-0.9292827925658016,157903047.5288173,0.0006346,-1834.189288334556,54.38,200000,199948.48746142062,-51.51253857937991,0.9997424373071031
2020-01-25,-1,-0.8595468129591827,157903047.5288173,0.000621,-1834.189288334556,53.25,200000,195728.37211921066,-4271.6278807893395,0.9786418605960533
2020-01-26,-1,-1.0697374217027837,157903047.5288173,0.0006347,-1834.189288334556,56.24,200000,203375.86984247575,3375.869842475746,1.0168793492123787
2020-01-27,-1,-1.1017171578900167,157903047.5288173,0.0006521,-1834.189288334556,58.55,200000,210360.36012553,10360.360125529987,1.05180180062765
2020-01-28,-2,-1.392626506061659,0.0,0.000648,0.0,60.52,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-01-29,-2,-1.2083748904004727,0.0,0.0006531,0.0,59.8,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-01-30,-2,-2.4917337990296784,0.0,0.000638,0.0,67.98,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-01-31,-2,-2.2277342029584557,0.0,0.0006329,0.0,68.0,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-01,-2,-2.088010938774822,0.0,0.0006448,0.0,70.72,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-02,-2,-1.5428246719192513,0.0,0.0006719,0.0,69.93,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-03,-2,-1.4598897306717198,0.0,0.0006619,0.0,69.65,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-04,0,-0.7086601877600821,0.0,0.000695,0.0,68.07,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-05,-1,-1.1870060752622709,149938181.44225731,0.0006959,-1437.415352881483,72.59,200000,208683.9609313337,8683.960931333713,1.0434198046566685
2020-02-06,-1,-0.6576436730920555,149938181.44225731,0.00074,-1437.415352881483,73.6,200000,216748.02423934755,16748.02423934755,1.0837401211967377
2020-02-07,-1,-0.2233478700363772,149938181.44225731,0.0007744,-1437.415352881483,74.3,200000,222912.08842797822,22912.08842797822,1.1145604421398911
2020-02-08,0,-0.027176430670589936,0.0,0.000808,0.0,76.56,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-09,0,-0.12997849475238432,0.0,0.0008003,0.0,77.0,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-10,0,-0.21563948071880254,0.0,0.0007595,0.0,74.02,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-11,0,-0.35652007255586526,0.0,0.000771,0.0,76.46,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-12,0,0.20004860652831924,0.0,0.0008498,0.0,81.17,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-13,0,0.7725497302561808,0.0,0.0008714,0.0,80.55,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-14,0,0.7811302311378004,0.0,0.0008915,0.0,83.14,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-15,2,1.3819942259826503,0.0,0.000849,0.0,76.7,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-16,2,1.385791367386321,0.0,0.0008258,0.0,74.67,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-17,0,0.9043698875504403,0.0,0.0007907,0.0,73.41,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-18,0,0.1931201143672029,0.0,0.0007956,0.0,77.25,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-19,0,0.15057079424666364,0.0,0.0007284,0.0,70.61,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-20,0,0.2659865996938984,0.0,0.0007235,0.0,69.4,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-21,0,-0.7231484350452737,0.0,0.0007332,0.0,73.25,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-22,-2,-1.3317299966692029,0.0,0.0007301,0.0,74.79,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-23,-2,-2.0478583694268964,0.0,0.0007501,0.0,79.52,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-24,-2,-2.1208932545135575,0.0,0.0006961,0.0,75.59,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-25,-2,-1.9249464209508886,0.0,0.0006552,0.0,70.98,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-26,0,-0.05588749603569387,0.0,0.0006203,0.0,60.53,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-27,0,0.24688887863241843,0.0,0.000643,0.0,61.77,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-28,0,0.5748128323449897,0.0,0.0006341,0.0,59.89,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-02-29,0,0.6791448710028821,0.0,0.0006189,0.0,58.05,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-01,0,0.5034506335208575,0.0,0.0006107,0.0,57.7,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-02,0,0.1568797116967845,0.0,0.0006394,0.0,61.42,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-03,0,0.044402890330746785,0.0,0.000631,0.0,61.01,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-04,0,0.5103396814483365,0.0,0.0006388,0.0,60.38,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-05,0,0.3893064854773366,0.0,0.0006517,0.0,62.06,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-06,0,-4.6257278700872766e-07,0.0,0.0006483,0.0,63.22,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-07,0,0.5458928793584765,0.0,0.0006335,0.0,60.46,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-08,0,0.8172329338827112,0.0,0.0005399,0.0,51.0,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-09,0,0.747598914916325,0.0,0.0005328,0.0,50.39,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-10,1,1.1704237785280738,-181768564.62060362,0.0005435,1965.6031609888196,50.26,200000,197582.42974259614,-2417.5702574038587,0.9879121487129807
2020-03-11,1,1.0845242984547745,-181768564.62060362,0.0005245,1965.6031609888196,48.53,200000,190728.33354629402,-9271.666453705984,0.9536416677314701
2020-03-12,0,-1.5224387373436659,0.0,0.0002819,0.0,29.83,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-13,-2,-2.5204226033938535,0.0,0.0003223,0.0,37.52,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-14,-2,-1.797962539507319,0.0,0.0003081,0.0,34.4,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-15,-2,-2.136198206361128,0.0,0.0003117,0.0,36.38,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-16,-2,-2.0482593514369647,0.0,0.0002807,0.0,33.2,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-17,-2,-1.532766759249421,0.0,0.0002965,0.0,34.07,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-18,-2,-1.4212383815861425,0.0,0.0003,0.0,34.71,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-19,-2,-1.4085846115405396,0.0,0.0003304,0.0,38.9,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-20,-2,-1.204776623511676,0.0,0.0003259,0.0,38.08,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-21,-1,-1.1878952790835697,293773626.5320479,0.0003237,-2481.5898462532336,38.32,200000,190189.04581684782,-9810.954183152178,0.9509452290842391
2020-03-22,-1,-0.929808479131058,293773626.5320479,0.0003046,-2481.5898462532336,35.4,200000,177331.72719902627,-22668.272800973733,0.8866586359951314
2020-03-23,-1,-1.0233068889280743,293773626.5320479,0.0003273,-2481.5898462532336,38.94,200000,192785.2165770402,-7214.783422959794,0.963926082885201
2020-03-24,-1,-1.0733368592979626,293773626.5320479,0.0003345,-2481.5898462532336,40.57,200000,198945.3781374637,-1054.6218625362962,0.9947268906873186
2020-03-25,-1,-1.0478878606107267,293773626.5320479,0.0003198,-2481.5898462532336,39.17,200000,191152.6800426881,-8847.319957311905,0.9557634002134405
2020-03-26,-1,-1.0589332298532153,293773626.5320479,0.0003251,-2481.5898462532336,40.41,200000,195786.85167266196,-4213.148327338044,0.9789342583633098
2020-03-27,-1,-0.8355079016539797,293773626.5320479,0.0003112,-2481.5898462532336,38.04,200000,185822.0303282463,-14177.9696717537,0.9291101516412315
2020-03-28,-1,-0.7397263561001078,293773626.5320479,0.0003188,-2481.5898462532336,38.87,200000,190114.42946228007,-9885.570537719934,0.9505721473114004
2020-03-29,-1,-0.5210591797035977,293773626.5320479,0.0003091,-2481.5898462532336,37.11,200000,182897.2271555135,-17102.77284448649,0.9144861357775675
2020-03-30,-1,-0.23313574687314065,293773626.5320479,0.0003298,-2481.5898462532336,38.91,200000,193445.2029479827,-6554.797052017297,0.9672260147399135
2020-03-31,0,0.4365979048798004,0.0,0.0003378,0.0,39.08,200000,187932.84596589836,-12067.154034101637,0.9396642298294918
2020-04-01,0,0.14163879170452467,0.0,0.0003331,0.0,39.23,200000,187932.84596589836,-12067.154034101637,0.9396642298294918
2020-04-02,0,-0.7644020994108244,0.0,0.0003299,0.0,39.86,200000,187932.84596589836,-12067.154034101637,0.9396642298294918
2020-04-03,-1,-1.0956648350846154,283287377.096621,0.0003317,-2322.4523722923673,40.46,200000,187932.84596589836,-12067.154034101637,0.9396642298294918
2020-04-04,-2,-1.4884090113767732,0.0,0.0003292,0.0,40.71,200000,189221.67750171298,-10778.322498287016,0.946108387508565
2020-04-05,-1,-1.064316749252037,288008641.5551187,0.0003285,-2347.081090321421,40.31,200000,189221.67750171298,-10778.322498287016,0.946108387508565
2020-04-06,-2,-2.237878787867117,0.0,0.0003525,0.0,45.04,200000,193411.16366161045,-6588.8363383895485,0.9670558183080522
2020-04-07,-2,-2.408322294358338,0.0,0.0003431,0.0,44.77,200000,193411.16366161045,-6588.8363383895485,0.9670558183080522
2020-04-08,-2,-1.9169863034699346,0.0,0.0003585,0.0,46.55,200000,193411.16366161045,-6588.8363383895485,0.9670558183080522
2020-04-09,-1,-1.114974302509536,265164743.16096854,0.0003647,-2092.7414375850512,46.21,200000,193411.16366161045,-6588.8363383895485,0.9670558183080522
2020-04-10,-1,-0.36863006368571327,265164743.16096854,0.0003415,-2092.7414375850512,42.25,200000,178972.0855274392,-21027.914472560806,0.894860427637196
2020-04-11,-1,-0.7348387657338096,265164743.16096854,0.0003387,-2092.7414375850512,42.54,200000,178836.51926348812,-21163.480736511876,0.8941825963174406
2020-04-12,-1,-0.6415276375764495,265164743.16096854,0.0003346,-2092.7414375850512,42.0,200000,176619.26344023223,-23380.73655976777,0.8830963172011611
2020-04-13,0,0.198307540101721,0.0,0.000337,0.0,41.22,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-14,0,0.07724465478714473,0.0,0.0003357,0.0,41.22,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-15,0,0.7577484190931872,0.0,0.0003268,0.0,39.22,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-16,0,-0.837639112642519,0.0,0.0003363,0.0,42.53,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-17,0,-0.43472545320928735,0.0,0.0003376,0.0,42.19,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-18,-1,-1.135058865790095,276859830.191475,0.0003437,-2155.793467077706,44.14,200000,190313.44727361988,-9686.55272638012,0.9515672363680994
2020-04-19,-1,-0.5280050704962992,276859830.191475,0.0003348,-2155.793467077706,42.23,200000,183731.82926279734,-16268.170737202658,0.9186591463139867
2020-04-20,-1,-1.1732753496987314,276859830.191475,0.000312,-2155.793467077706,40.21,200000,173064.72233093475,-26935.277669065254,0.8653236116546738
2020-04-21,-1,-1.1659839049576517,276859830.191475,0.0003146,-2155.793467077706,40.59,200000,174603.75940692212,-25396.240593077877,0.8730187970346106
2020-04-22,-2,-1.5654827226488879,0.0,0.0003193,0.0,41.8,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-23,-2,-1.7108371732231171,0.0,0.0003251,0.0,42.98,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-24,-2,-1.8002170144194474,0.0,0.0003333,0.0,44.53,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-25,0,-0.8206514566039277,0.0,0.000341,0.0,44.38,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-26,0,-0.4506671625960847,0.0,0.0003455,0.0,44.52,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-27,0,-0.41520924585665936,0.0,0.0003457,0.0,44.46,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-28,-2,-1.5643652814720022,0.0,0.0003426,0.0,45.69,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-29,-2,-1.6998380728770488,0.0,0.0003616,0.0,48.81,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-04-30,0,-0.9271149634144736,0.0,0.000351,0.0,46.33,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-01,0,-0.38686696562525436,0.0,0.0003623,0.0,47.07,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-02,2,3.1587577005653897,0.0,0.0004421,0.0,49.2,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-03,2,3.657953093753322,0.0,0.0005045,0.0,48.05,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-04,2,3.4126425498809088,0.0,0.0005696,0.0,46.96,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-05,2,2.442207203819008,0.0,0.0005493,0.0,46.54,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-06,2,1.6960820706057649,0.0,0.0004995,0.0,44.94,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-07,2,1.6716186738554453,0.0,0.0005433,0.0,47.37,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-08,2,1.2745019132304654,0.0,0.0005271,0.0,47.69,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-09,1,1.1459495337268588,-185137167.77606055,0.0005186,2044.9869054028757,46.95,200000,192024.27041733003,-7975.72958266997,0.9601213520866502
2020-05-10,1,1.084834578342429,-185137167.77606055,0.0004688,2044.9869054028757,42.06,200000,172804.45349466213,-27195.546505337872,0.8640222674733107
2020-05-11,2,1.288878365825993,0.0,0.0004898,0.0,41.51,200000,197817.0487507711,-2182.951249228907,0.9890852437538554
2020-05-12,1,1.1435497609148948,-199372151.53272638,0.0004961,2344.9152293832517,42.18,200000,197817.0487507711,-2182.951249228907,0.9890852437538554
2020-05-13,1,1.1795104573276078,-199372151.53272638,0.0005215,2344.9152293832517,43.18,200000,205226.0166290856,5226.016629085614,1.026130083145428
2020-05-14,1,0.9155169629451997,-199372151.53272638,0.0005167,2344.9152293832517,43.98,200000,206144.96248523513,6144.962485235126,1.0307248124261756
2020-05-15,1,1.139670368120453,-199372151.53272638,0.00053,2344.9152293832517,42.74,200000,205888.91721618516,5888.91721618516,1.0294445860809258
2020-05-16,1,1.0031547190621164,-199372151.53272638,0.0005333,2344.9152293832517,43.25,200000,207742.7520832286,7742.75208322861,1.038713760416143
2020-05-17,1,0.91501713072972,-199372151.53272638,0.000539,2344.9152293832517,43.71,200000,209957.83435248144,9957.83435248144,1.0497891717624073
2020-05-18,1,0.5634350607585347,-199372151.53272638,0.0005363,2344.9152293832517,45.32,200000,213194.84306265012,13194.843062650121,1.0659742153132505
2020-05-19,1,0.43540991975584625,-199372151.53272638,0.0005372,2344.9152293832517,45.73,200000,214335.69324307673,14335.693243076734,1.0716784662153838
2020-05-20,1,0.3646246083542413,-199372151.53272638,0.0005203,2344.9152293832517,44.25,200000,207495.82934268643,7495.829342686426,1.037479146713432
2020-05-21,1,0.5897484845971083,-199372151.53272638,0.0005134,2344.9152293832517,42.73,200000,202555.89034844807,2555.890348448069,1.0127794517422404
2020-05-22,1,0.7630712488277295,-199372151.53272638,0.000535,2344.9152293832517,44.23,200000,210379.7016656298,10379.701665629807,1.0518985083281491
2020-05-23,1,0.5465071358219857,-199372151.53272638,0.0005269,2344.9152293832517,43.85,200000,207873.7194510491,7873.71945104911,1.0393685972552456
2020-05-24,2,1.7880189109985227,0.0,0.0005315,0.0,42.08,200000,205109.31443796796,5109.314437967958,1.0255465721898398
2020-05-25,2,2.3448334229661496,0.0,0.0005659,0.0,42.97,200000,205109.31443796796,5109.314437967958,1.0255465721898398
2020-05-26,2,2.200564384115557,0.0,0.0005634,0.0,42.27,200000,205109.31443796796,5109.314437967958,1.0255465721898398
2020-05-27,1,1.1051345244573005,-183658053.75892547,0.0005584,2338.7607119494637,43.85,200000,205109.31443796796,5109.314437967958,1.0255465721898398
2020-05-28,1,0.9621713812545362,-183658053.75892547,0.0005685,2338.7607119494637,44.77,200000,209115.92063592662,9115.920635926625,1.0455796031796332
2020-05-29,1,0.71285952064797,-183658053.75892547,0.00056,2338.7607119494637,44.47,200000,206853.1989653909,6853.198965390911,1.0342659948269546
2020-05-30,0,-0.108094670836209,0.0,0.0005828,0.0,47.72,200000,200539.56699444132,539.5669944413239,1.0026978349722067
2020-05-31,2,2.453615763724238,0.0,0.000627,0.0,45.61,200000,200539.56699444132,539.5669944413239,1.0026978349722067
2020-06-01,1,1.0481786606936945,-159665260.3458928,0.000628,2078.1302279216716,48.25,200000,200539.56699444132,539.5669944413239,1.0026978349722067
2020-06-02,2,1.7267230918933447,0.0,0.0006233,0.0,45.99,200000,204485.7145859186,4485.714585918613,1.022428572929593
2020-06-03,2,1.8765039367157808,0.0,0.000652,0.0,47.16,200000,204485.7145859186,4485.714585918613,1.022428572929593
2020-06-04,2,1.437485823142524,0.0,0.0006478,0.0,47.43,200000,204485.7145859186,4485.714585918613,1.022428572929593
2020-06-05,2,1.2455356932394455,0.0,0.000638,0.0,46.83,200000,204485.7145859186,4485.714585918613,1.022428572929593
2020-06-06,1,1.1276846513739218,-160355798.76562,0.0006376,2185.1433488557236,46.79,200000,204485.7145859186,4485.714585918613,1.022428572929593
2020-06-07,1,0.8231900165666195,-160355798.76562,0.0006279,2185.1433488557236,46.63,200000,202580.6404020752,2580.6404020751943,1.0129032020103759
2020-06-08,1,1.1491108878774323,-160355798.76562,0.0006394,2185.1433488557236,46.43,200000,203987.7034181087,3987.703418108693,1.0199385170905435
2020-06-09,1,1.1596525623608318,-160355798.76562,0.0006348,2185.1433488557236,45.87,200000,202026.3864684276,2026.386468427605,1.010131932342138
2020-06-10,1,0.7897865432810817,-160355798.76562,0.0006364,2185.1433488557236,46.63,200000,203943.66469158296,3943.6646915829624,1.0197183234579148
2020-06-11,1,0.27324281688466295,-160355798.76562,0.0005783,2185.1433488557236,43.22,200000,187175.65396370244,-12824.34603629756,0.9358782698185122
2020-06-12,1,0.4684924633476841,-160355798.76562,0.0006051,2185.1433488557236,44.72,200000,194750.9043939046,-5249.09560609539,0.9737545219695231
2020-06-13,1,0.3972231208391564,-160355798.76562,0.00061,2185.1433488557236,45.08,200000,196323.29941344418,-3676.7005865558167,0.9816164970672209
2020-06-14,1,0.2207264738356971,-160355798.76562,0.0005931,2185.1433488557236,44.05,200000,191362.58876498387,-8637.41123501613,0.9568129438249193
2020-06-15,1,0.3697909680321651,-160355798.76562,0.0005923,2185.1433488557236,43.73,200000,190535.05825433752,-9464.94174566248,0.9526752912716876
2020-06-16,0,-0.24112681834427832,0.0,0.0005834,0.0,43.88,200000,202153.19743799214,2153.197437992145,1.0107659871899608
2020-06-17,0,-0.5323901665151892,0.0,0.0005821,0.0,44.07,200000,202153.19743799214,2153.197437992145,1.0107659871899608
2020-06-18,0,-0.46707429583512317,0.0,0.0005773,0.0,43.43,200000,202153.19743799214,2153.197437992145,1.0107659871899608
2020-06-19,-2,-1.4659659123594848,0.0,0.0005653,0.0,42.89,200000,202153.19743799214,2153.197437992145,1.0107659871899608
2020-06-20,-1,-1.1631728734817883,175480206.10936818,0.000576,-2319.866851480286,43.57,200000,202153.19743799214,2153.197437992145,1.0107659871899608
2020-06-21,-1,-1.0139674941562606,175480206.10936818,0.0005715,-2319.866851480286,43.0,200000,200041.21240515623,41.21240515622776,1.000206062025781
2020-06-22,-1,-1.052419147825269,175480206.10936818,0.0005875,-2319.866851480286,44.3,200000,205864.7226098305,5864.722609830496,1.0293236130491525
2020-06-23,-2,-1.400178593043035,0.0,0.0005815,0.0,44.18,200000,202603.1750837936,2603.1750837936124,1.013015875418968
2020-06-24,-1,-1.146351444825146,180091711.18559435,0.0005625,-2375.183764171086,42.65,200000,202603.17508379364,2603.1750837936415,1.0130158754189682
2020-06-25,-1,-0.8032060564727384,180091711.18559435,0.0005608,-2375.183764171086,42.35,200000,201584.4640455268,1584.464045526809,1.007922320227634
2020-06-26,-2,-2.294739467674517,0.0,0.0005526,0.0,43.09,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-06-27,-2,-1.5423125874771997,0.0,0.0005318,0.0,41.06,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-06-28,-2,-1.4867133985484673,0.0,0.000535,0.0,41.37,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-06-29,-2,-1.3825469303871583,0.0,0.000542,0.0,41.87,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-06-30,-2,-1.7715978908319436,0.0,0.0005276,0.0,41.17,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-01,0,-0.2610610530352403,0.0,0.000549,0.0,41.77,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-02,0,0.7890296853652765,0.0,0.0005484,0.0,41.05,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-03,0,0.36319192757456736,0.0,0.0005451,0.0,41.14,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-04,0,-0.28283915161111167,0.0,0.000552,0.0,42.11,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-05,2,1.5343574694762023,0.0,0.000558,0.0,41.58,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-06,-2,-1.4416319014208452,0.0,0.0005672,0.0,44.06,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-07,-2,-1.592696807154878,0.0,0.0005556,0.0,43.39,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-08,2,2.9602148189413158,0.0,0.0006315,0.0,45.35,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-09,2,4.134144757200755,0.0,0.0008031,0.0,44.33,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-10,2,2.2173594044601628,0.0,0.0007321,0.0,44.3,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-11,2,1.6256829053019437,0.0,0.0007172,0.0,44.69,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-12,2,1.2236080776921108,0.0,0.0007,0.0,44.7,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-13,2,1.3622874835618866,0.0,0.000708,0.0,43.92,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-14,2,1.3601547130627334,0.0,0.0007188,0.0,43.88,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-15,0,0.8908802528086555,0.0,0.0006824,0.0,43.33,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-16,2,1.6622644809430034,0.0,0.000735,0.0,42.09,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-17,2,1.3547349162045397,0.0,0.0007209,0.0,41.9,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-18,0,0.8847077363932494,0.0,0.0007007,0.0,42.45,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-19,1,1.052398232297519,-141520504.18900958,0.0007258,2408.9020154874097,42.64,200000,205431.1638807663,5431.163880766311,1.0271558194038315
2020-07-20,1,0.8861950287455844,-141520504.18900958,0.0007081,2408.9020154874097,41.94,200000,201240.01954577965,1240.0195457796508,1.0062000977288983
2020-07-21,1,0.9901988706071249,-141520504.18900958,0.0007553,2408.9020154874097,43.77,200000,212328.07803184286,12328.078031842859,1.0616403901592142
2020-07-22,1,0.8599429380145932,-141520504.18900958,0.0007726,2408.9020154874097,44.96,200000,217642.97615274275,17642.976152742747,1.0882148807637138
2020-07-23,1,0.9194193258070739,-141520504.18900958,0.0007841,2408.9020154874097,44.94,200000,219222.2839106066,19222.28391060661,1.096111419553033
2020-07-24,1,0.8727505474320726,-141520504.18900958,0.0007721,2408.9020154874097,44.11,200000,215524.64918748394,15524.649187483941,1.0776232459374198
2020-07-25,0,-0.4558403027086671,0.0,0.0007637,0.0,49.16,200000,195088.74984855184,-4911.2501514481555,0.9754437492427592
2020-07-26,0,-0.6047546378921339,0.0,0.0007493,0.0,48.1,200000,195088.74984855184,-4911.2501514481555,0.9754437492427592
2020-07-27,-2,-2.4606765085952222,0.0,0.0007187,0.0,53.28,200000,195088.74984855184,-4911.2501514481555,0.9754437492427592
