date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-08-03,0,-0.899695027716833,0.0,0.01987,0.0,0.07168,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-08-04,-1,-1.1309653214363662,4934795.388382743,0.02039,-1304556.9553886182,0.07713,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-08-05,-2,-1.737017561467023,0.0,0.02031,0.0,0.08762,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-06,-2,-1.961528854101773,0.0,0.02022,0.0,0.097,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-07,-2,-1.7171565590756976,0.0,0.01988,0.0,0.09591,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-08,-2,-1.2746772451009432,0.0,0.02046,0.0,0.09248,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-09,-2,-1.2059799532206132,0.0,0.02045,0.0,0.09382,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-10,-2,-1.3735956846899897,0.0,0.02146,0.0,0.10691,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-11,-1,-1.0268574685450844,5356232.3888394395,0.0201,-1143133.0538933186,0.09418,200000,215320.54203134548,15320.542031345482,1.0766027101567275
2020-08-12,-1,-1.0162111570987173,5356232.3888394395,0.02019,-1143133.0538933186,0.09679,200000,218786.18021700258,18786.180217002577,1.093930901085013
2020-08-13,-1,-0.42173465712730157,5356232.3888394395,0.02238,-1143133.0538933186,0.09497,200000,228435.82699047512,28435.82699047512,1.1421791349523756
2020-08-14,-1,-0.6700675771290131,5356232.3888394395,0.02471,-1143133.0538933186,0.11117,200000,259434.6039295428,59434.60392954279,1.297173019647714
2020-08-15,-1,-0.8235721073981794,5356232.3888394395,0.02526,-1143133.0538933186,0.11678,200000,268793.50817574596,68793.50817574596,1.3439675408787297
2020-08-16,-1,-1.0523592129180033,5356232.3888394395,0.02824,-1143133.0538933186,0.1361,200000,306840.41129570646,106840.41129570646,1.5342020564785324
2020-08-17,-2,-1.4176420635397449,0.0,0.03036,0.0,0.15761,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-18,-2,-1.3906788975767963,0.0,0.02875,0.0,0.15153,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-19,0,-0.6949723084267448,0.0,0.02648,0.0,0.12791,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-20,0,0.3044963616815884,0.0,0.02746,0.0,0.118,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-21,0,0.3256196116830664,0.0,0.02425,0.0,0.10529,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-22,-1,-1.1098346537978316,4635241.38794399,0.02512,-900659.5271128791,0.12928,200000,232874.52733030604,32874.52733030604,1.1643726366515301
2020-08-23,-1,-0.3931740701761853,4635241.38794399,0.02435,-900659.5271128791,0.11671,200000,217984.10120578026,17984.101205780258,1.0899205060289012
2020-08-24,-1,-0.8802806532238829,4635241.38794399,0.0251,-900659.5271128791,0.12526,200000,229161.1712035534,29161.171203553386,1.1458058560177669
2020-08-25,-1,-0.6980759327095208,4635241.38794399,0.02299,-900659.5271128791,0.11393,200000,209176.33943280263,9176.339432802633,1.0458816971640132
2020-08-26,0,-0.1607765226230534,0.0,0.02369,0.0,0.11347,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-08-27,0,0.7790454955794043,0.0,0.02307,0.0,0.10399,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-08-28,0,0.8413850337287478,0.0,0.02392,0.0,0.10736,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-08-29,0,0.8543410240155126,0.0,0.02491,0.0,0.1115,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-08-30,0,0.30286485622086495,0.0,0.02696,0.0,0.12439,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-08-31,2,2.5692558630547957,0.0,0.02917,0.0,0.11328,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-01,2,3.408535894395939,0.0,0.03466,0.0,0.11023,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-02,2,2.711816865468373,0.0,0.03449,0.0,0.10744,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-03,2,3.38724068141925,0.0,0.03996,0.0,0.0919,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-04,2,2.149521581870234,0.0,0.03552,0.0,0.091,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-05,2,1.9647122895594988,0.0,0.02988,0.0,0.07406,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-06,2,1.3994646609507735,0.0,0.03142,0.0,0.08408,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-07,2,1.383214158166908,0.0,0.03249,0.0,0.08422,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-08,2,2.0040772952359407,0.0,0.03518,0.0,0.07511,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-09,2,1.511085567552843,0.0,0.03397,0.0,0.07683,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-10,0,0.7860271651194096,0.0,0.03299,0.0,0.08685,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-11,0,0.9557346398195012,0.0,0.0335,0.0,0.08252,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-12,0,0.5851713319198448,0.0,0.03272,0.0,0.0867,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-13,0,0.7485284550035894,0.0,0.03065,0.0,0.07655,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-14,0,0.7791994560579542,0.0,0.03039,0.0,0.07402,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-15,0,0.8573669463160146,0.0,0.02788,0.0,0.06568,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-16,0,0.22188097385964825,0.0,0.02639,0.0,0.06971,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-17,0,0.5314304228110434,0.0,0.02813,0.0,0.06896,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-18,0,0.9722123475573916,0.0,0.02905,0.0,0.06569,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-19,0,0.3423359072734851,0.0,0.02768,0.0,0.06784,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-20,0,0.2092166662428562,0.0,0.02694,0.0,0.06626,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-21,0,0.8767207287270091,0.0,0.0249,0.0,0.05752,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-22,2,1.5330483740220362,0.0,0.02499,0.0,0.05516,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-23,2,2.9494195007645563,0.0,0.02486,0.0,0.04735,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-24,0,0.968155118559353,0.0,0.02625,0.0,0.05764,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-25,0,0.6059103607695453,0.0,0.02714,0.0,0.06113,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-26,0,0.9657059460968926,0.0,0.02718,0.0,0.05893,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-27,0,0.5594816289403352,0.0,0.02659,0.0,0.05924,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-28,0,-0.19473009950250397,0.0,0.02625,0.0,0.06259,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-29,-2,-1.459660664434072,0.0,0.0263,0.0,0.07136,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-09-30,-1,-1.1382083442401119,4297281.4840025045,0.02621,-1635187.9746763306,0.06888,200000,225263.4953914113,25263.4953914113,1.1263174769570565
2020-10-01,0,-0.12508706597169014,0.0,0.02581,0.0,0.06166,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-02,2,1.2249508136581448,0.0,0.0259,0.0,0.05477,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-03,2,2.289949813869201,0.0,0.02719,0.0,0.05104,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-04,2,1.4544003179878504,0.0,0.02644,0.0,0.05235,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-05,2,1.4014477236389074,0.0,0.02643,0.0,0.05177,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-06,2,2.3334559535688553,0.0,0.02556,0.0,0.04407,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-07,2,1.5572955991670723,0.0,0.02551,0.0,0.04642,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-08,0,0.6875961354024345,0.0,0.02572,0.0,0.05109,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-09,0,0.38633523049509666,0.0,0.02627,0.0,0.05365,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-10,0,0.6160274795674477,0.0,0.02644,0.0,0.05217,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-11,0,0.3293500698999099,0.0,0.02656,0.0,0.05378,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-12,0,0.4216374374942949,0.0,0.02709,0.0,0.05404,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-13,0,0.5265515882228003,0.0,0.0268,0.0,0.053,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-14,0,0.6493703219320621,0.0,0.02676,0.0,0.05191,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-15,0,0.7697267455798734,0.0,0.02652,0.0,0.05039,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-16,2,1.671680654650007,0.0,0.02572,0.0,0.04366,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-17,0,0.8398714927892447,0.0,0.02574,0.0,0.0472,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-18,0,0.5543697045403169,0.0,0.02594,0.0,0.04868,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-19,0,0.17594213821232438,0.0,0.02589,0.0,0.05006,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-20,2,1.4352215125699648,0.0,0.02592,0.0,0.04514,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-21,2,1.7647226433186152,0.0,0.02667,0.0,0.04545,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-22,0,0.6787394571971825,0.0,0.02708,0.0,0.04901,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-23,0,-0.830059655952498,0.0,0.02669,0.0,0.05312,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-24,-2,-1.4291928873815576,0.0,0.02706,0.0,0.05642,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-25,0,-0.02481377055381703,0.0,0.02699,0.0,0.0511,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-26,0,0.984022327759095,0.0,0.02675,0.0,0.04778,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-27,2,1.3999231977660824,0.0,0.02701,0.0,0.04683,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-28,2,1.6822369553396745,0.0,0.02688,0.0,0.04518,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-29,1,1.1343429978049462,-4052285.325948196,0.02655,2347549.10329314,0.04583,200000,215176.3508078492,15176.350807849201,1.075881754039246
2020-10-30,1,0.7241610072194185,-4052285.325948196,0.0256,2347549.10329314,0.04512,200000,209659.91988486028,9659.919884860283,1.0482995994243014
2020-10-31,1,1.1019908099706792,-4052285.325948196,0.02576,2347549.10329314,0.04405,200000,207796.40799648833,7796.407996488328,1.0389820399824417
2020-11-01,1,0.5809550194454056,-4052285.325948196,0.02574,2347549.10329314,0.04523,200000,210485.4702318553,10485.470231855288,1.0524273511592765
2020-11-02,2,1.4754780837095998,0.0,0.02445,0.0,0.0404,200000,219413.7432542398,19413.743254239787,1.097068716271199
2020-11-03,2,2.433153736808256,0.0,0.02442,0.0,0.03699,200000,219413.7432542398,19413.743254239787,1.097068716271199
2020-11-04,1,1.1158033804101815,-4533341.802773549,0.0242,2773176.7347603613,0.03956,200000,219413.7432542398,19413.743254239787,1.097068716271199
2020-11-05,2,1.3885464676160364,0.0,0.02493,0.0,0.03972,200000,222279.37449270277,22279.374492702773,1.111396872463514
2020-11-06,0,0.638871968590494,0.0,0.02616,0.0,0.04374,200000,222279.37449270277,22279.374492702773,1.111396872463514
2020-11-07,1,1.0500337314077592,-4470622.978533845,0.02486,2775023.4019064014,0.04005,200000,222279.37449270277,22279.374492702773,1.111396872463514
2020-11-08,1,0.5950056654336577,-4470622.978533845,0.02535,2775023.4019064014,0.04196,200000,229770.27444982558,29770.274449825578,1.1488513722491278
2020-11-09,0,0.16526728666497428,0.0,0.02479,0.0,0.04225,200000,215861.37940001133,15861.379400011327,1.0793068970000566
2020-11-10,0,-0.8033018977960937,0.0,0.02483,0.0,0.0457,200000,215861.37940001133,15861.379400011327,1.0793068970000566
2020-11-11,0,-0.4877943016973132,0.0,0.02498,0.0,0.04484,200000,215861.37940001133,15861.379400011327,1.0793068970000566
2020-11-12,0,0.3634174771798033,0.0,0.0249,0.0,0.04173,200000,215861.37940001133,15861.379400011327,1.0793068970000566
2020-11-13,-1,-1.0837050903897647,4249239.751968727,0.0254,-2346319.341304471,0.046,200000,215861.37940001133,15861.379400011327,1.0793068970000566
2020-11-14,-1,-0.825434054887015,4249239.751968727,0.02513,-2346319.341304471,0.04454,200000,211288.45842867525,11288.45842867525,1.0564422921433763
2020-11-15,0,0.2629217190861631,0.0,0.02533,0.0,0.04241,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-16,0,0.17447301990087896,0.0,0.02549,0.0,0.04279,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-17,-2,-2.084746009421067,0.0,0.02649,0.0,0.05092,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-18,0,-0.30231350474276014,0.0,0.02678,0.0,0.04639,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-19,-2,-2.4785955356759533,0.0,0.02581,0.0,0.05311,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-20,-2,-2.003251606512898,0.0,0.02629,0.0,0.05373,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-21,-1,-1.1378232571698805,3397702.64552447,0.03057,-1778862.303025913,0.05839,200000,207735.5397473661,7735.5397473661,1.0386776987368305
2020-11-22,-1,-0.9039664830176837,3397702.64552447,0.02875,-1778862.303025913,0.05424,200000,194169.44237495403,-5830.557625045971,0.9708472118747702
2020-11-23,-2,-1.3956377609998805,0.0,0.03174,0.0,0.06314,200000,212209.8235914756,12209.823591475608,1.061049117957378
2020-11-24,0,0.08978391539399237,0.0,0.03523,0.0,0.06227,200000,212209.8235914756,12209.823591475608,1.061049117957378
2020-11-25,0,-0.09597535639660913,0.0,0.03304,0.0,0.05959,200000,212209.8235914756,12209.823591475608,1.061049117957378
2020-11-26,0,0.8473375594734587,0.0,0.02942,0.0,0.04975,200000,212209.8235914756,12209.823591475608,1.061049117957378
2020-11-27,1,1.0405357109371458,-3611467.3858317835,0.02938,2152229.448189408,0.0493,200000,212209.8235914756,12209.823591475608,1.061049117957378
2020-11-28,1,0.7964857239420482,-3611467.3858317835,0.03047,2152229.448189408,0.05209,200000,222151.0432024807,22151.04320248071,1.1107552160124035
2020-11-29,2,1.513434195381982,0.0,0.03072,0.0,0.04992,200000,215714.80763061275,15714.807630612748,1.0785740381530637
2020-11-30,2,1.805903152529475,0.0,0.03236,0.0,0.05069,200000,215714.80763061275,15714.807630612748,1.0785740381530637
2020-12-01,1,1.1772035951784814,-3566713.0891305017,0.03024,2199824.67500115,0.04903,200000,215714.80763061275,15714.807630612748,1.0785740381530637
2020-12-02,1,0.6105487561608434,-3566713.0891305017,0.03118,2199824.67500115,0.05272,200000,227184.8709851497,27184.870985149697,1.1359243549257485
2020-12-03,0,0.169948926762918,0.0,0.03166,0.0,0.05524,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-04,0,0.45639102784072433,0.0,0.02947,0.0,0.05021,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-05,0,0.13783091468865655,0.0,0.03056,0.0,0.05347,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-06,0,0.6637731049302402,0.0,0.03091,0.0,0.05201,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-07,0,0.03885749271321896,0.0,0.03029,0.0,0.05318,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-08,0,0.3299138840667034,0.0,0.0279,0.0,0.04793,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-09,0,0.4693380563522237,0.0,0.0287,0.0,0.04855,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-10,0,-0.506342338765395,0.0,0.02811,0.0,0.05014,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-11,-1,-1.070403550272842,3727837.094769995,0.02778,-2032168.6517407862,0.05096,200000,207118.62898542092,7118.628985420917,1.0355931449271045
2020-12-12,-1,-0.5715627770521864,3727837.094769995,0.02855,-2032168.6517407862,0.05069,200000,209440.3780124238,9440.378012423811,1.047201890062119
2020-12-13,-1,-0.9060620692523885,3727837.094769995,0.02921,-2032168.6517407862,0.05199,200000,214542.56974223503,14542.569742235035,1.0727128487111752
2020-12-14,-2,-1.2492996034216968,0.0,0.0291,0.0,0.05268,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-15,0,-0.9164466204334941,0.0,0.02918,0.0,0.05202,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-16,0,-0.769516826373009,0.0,0.03145,0.0,0.05589,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-17,-2,-1.5528248863531844,0.0,0.03072,0.0,0.05699,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-18,-2,-1.9805634134095058,0.0,0.03109,0.0,0.05995,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-19,-2,-1.4382358475980916,0.0,0.03124,0.0,0.05898,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-20,0,-0.5485699797802003,0.0,0.03122,0.0,0.05643,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-21,0,-0.4776342875828511,0.0,0.02926,0.0,0.05289,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-22,-2,-1.2344190046068728,0.0,0.02885,0.0,0.05391,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-23,-2,-2.575282272401175,0.0,0.0248,0.0,0.0505,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-24,0,-0.5694413416592355,0.0,0.02769,0.0,0.05129,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-25,0,-0.15752408081391597,0.0,0.02854,0.0,0.052,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-26,0,0.09205823777653746,0.0,0.0278,0.0,0.05031,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-27,0,-0.25506283733553875,0.0,0.02889,0.0,0.05313,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-28,0,-0.3051568783180261,0.0,0.02959,0.0,0.05469,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-29,0,-0.8556461450184687,0.0,0.02767,0.0,0.05231,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-30,-2,-1.3308949020867233,0.0,0.02695,0.0,0.05205,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2020-12-31,-1,-1.119735008713169,3841860.554750069,0.02677,-1996246.254865282,0.05152,200000,205693.21410131868,5693.214101318677,1.0284660705065933
2021-01-01,-2,-1.7307832474609117,0.0,0.02685,0.0,0.05333,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-02,0,-0.28529757329165517,0.0,0.02721,0.0,0.05127,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-03,0,-0.7672221998442199,0.0,0.02949,0.0,0.05671,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-04,0,0.40660748101123523,0.0,0.03095,0.0,0.05723,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-05,-2,-2.93203237772104,0.0,0.02852,0.0,0.06182,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-06,-2,-3.1352190274275653,0.0,0.03046,0.0,0.07311,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-07,-2,-2.1302435513425695,0.0,0.03095,0.0,0.07112,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-08,-2,-1.9474043728515003,0.0,0.0304,0.0,0.07104,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-09,0,-0.9783924273441849,0.0,0.03382,0.0,0.07261,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-10,0,-0.8274235571526327,0.0,0.03275,0.0,0.0699,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-11,0,-0.5265601356731978,0.0,0.02897,0.0,0.06049,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-12,0,-0.33058224119243795,0.0,0.02865,0.0,0.05881,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-13,0,-0.7350481891386521,0.0,0.03079,0.0,0.06604,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-14,-2,-2.0807408563447454,0.0,0.03014,0.0,0.07696,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-15,-2,-2.552778002793048,0.0,0.02972,0.0,0.08851,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-16,-2,-1.8907012605010438,0.0,0.03008,0.0,0.08459,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-17,-2,-2.102564276931338,0.0,0.0302,0.0,0.09487,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-18,-2,-1.7208914879245614,0.0,0.03164,0.0,0.0968,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-19,-2,-1.4169266869691688,0.0,0.03063,0.0,0.09115,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-20,-2,-1.332692016811141,0.0,0.03046,0.0,0.092,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-21,-1,-1.0653609473504806,3783473.4065576545,0.02762,-1295877.176204395,0.08064,200000,208999.07097824482,8999.070978244825,1.044995354891224
2021-01-22,-2,-1.25961169711416,0.0,0.02857,0.0,0.08955,200000,216951.0368819962,16951.036881996202,1.084755184409981
2021-01-23,-1,-1.04821716788811,3708564.733025576,0.02925,-1214323.502082146,0.08933,200000,216951.0368819962,16951.036881996202,1.084755184409981
2021-01-24,-1,-0.7841521821149795,3708564.733025576,0.02999,-1214323.502082146,0.08779,200000,217825.31659122862,17825.31659122862,1.0891265829561432
2021-01-25,-1,-0.46955454987285344,3708564.733025576,0.02949,-1214323.502082146,0.08253,200000,209583.69260376375,9583.692603763746,1.0479184630188187
2021-01-26,-1,-1.1154157211662405,3708564.733025576,0.02949,-1214323.502082146,0.09518,200000,224944.8849051029,24944.884905102896,1.1247244245255146
2021-01-27,-1,-0.9549415072879298,3708564.733025576,0.02823,-1214323.502082146,0.09,200000,213981.89760070515,13981.897600705153,1.0699094880035258
2021-01-28,-1,-0.5766664277148265,3708564.733025576,0.02955,-1214323.502082146,0.08857,200000,217140.72044032143,17140.720440321427,1.085703602201607
2021-01-29,-1,-1.0303060247150098,3708564.733025576,0.03335,-1214323.502082146,0.11164,200000,259247.70961885373,59247.709618853725,1.2962385480942686
2021-01-30,-1,-0.8101645176971249,3708564.733025576,0.03216,-1214323.502082146,0.10452,200000,246188.53425172844,46188.534251728444,1.2309426712586422
2021-01-31,-1,-0.4942846506344479,3708564.733025576,0.03154,-1214323.502082146,0.09803,200000,236008.26458873943,36008.26458873943,1.1800413229436972
2021-02-01,-1,-0.9154196764516255,3708564.733025576,0.03295,-1214323.502082146,0.10884,200000,254364.17791981352,54364.17791981352,1.2718208895990677
2021-02-02,-2,-1.2172115767732135,0.0,0.03317,0.0,0.1101,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-03,-2,-3.475283418735872,0.0,0.03452,0.0,0.15841,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-04,-2,-2.524296977307451,0.0,0.0331,0.0,0.14849,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-05,-2,-2.4349422118951387,0.0,0.03624,0.0,0.17848,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-06,-2,-1.975692423138842,0.0,0.03507,0.0,0.17,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-07,-2,-1.8396314875930806,0.0,0.03597,0.0,0.18214,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-08,-2,-1.735288095574882,0.0,0.04042,0.0,0.21432,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-09,-2,-1.5973503813721008,0.0,0.04608,0.0,0.25112,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-10,-2,-1.2890597725169581,0.0,0.04629,0.0,0.23952,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-11,0,-0.44607931735163614,0.0,0.05681,0.0,0.23532,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-12,0,-0.7311148167884515,0.0,0.05515,0.0,0.25158,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-13,0,-0.5265589761350238,0.0,0.05995,0.0,0.26402,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-14,0,-0.5327129094386046,0.0,0.05519,0.0,0.24813,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-15,0,-0.6499001350787712,0.0,0.05079,0.0,0.2394,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-16,0,-0.24680785597817576,0.0,0.05202,0.0,0.22679,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-17,0,-0.298242614408473,0.0,0.05256,0.0,0.23594,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-18,-1,-1.1791017084602637,2072423.1815985267,0.05492,-370391.10004683223,0.30729,200000,227634.96226678215,27634.962266782153,1.1381748113339107
2021-02-19,-1,-0.4339804418333691,2072423.1815985267,0.06073,-370391.10004683223,0.29228,200000,234116.17054016664,34116.17054016664,1.1705808527008332
2021-02-20,-1,-0.5720555201808082,2072423.1815985267,0.05773,-370391.10004683223,0.2884,200000,226461.78352718934,26461.783527189342,1.1323089176359467
2021-02-21,-1,-0.5070214510986344,2072423.1815985267,0.05935,-370391.10004683223,0.29609,200000,232667.41664073913,32667.41664073913,1.1633370832036958
2021-02-22,-1,-0.6897764253797085,2072423.1815985267,0.05425,-370391.10004683223,0.27521,200000,214364.29224560878,14364.292245608784,1.071821461228044
2021-02-23,-1,-0.4102535793198896,2072423.1815985267,0.04501,-370391.10004683223,0.22399,200000,176243.66990323964,-23756.330096760357,0.8812183495161983
2021-02-24,0,-0.0477961408113615,0.0,0.048,0.0,0.23287,200000,214411.6250179587,14411.625017958693,1.0720581250897934
2021-02-25,0,-0.39280092067140476,0.0,0.0452,0.0,0.22555,200000,214411.6250179587,14411.625017958693,1.0720581250897934
2021-02-26,0,-0.3597363600181021,0.0,0.04517,0.0,0.22514,200000,214411.6250179587,14411.625017958693,1.0720581250897934
2021-02-27,-2,-1.9795652835145094,0.0,0.04652,0.0,0.27529,200000,214411.6250179587,14411.625017958693,1.0720581250897934
