date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-05-14,0,-0.26285055466718554,0.0,0.01527,0.0,0.01944,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-15,0,-0.8982031088493162,0.0,0.01488,0.0,0.0195,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-16,-2,-2.121621448158121,0.0,0.01497,0.0,0.02156,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-17,-2,-1.4613021432678277,0.0,0.015,0.0,0.02058,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-18,0,-0.856274689067575,0.0,0.01537,0.0,0.02023,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-19,0,-0.8714938545441262,0.0,0.01553,0.0,0.0205,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-20,0,-0.7708558909243098,0.0,0.015,0.0,0.01967,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-21,-1,-1.13711216811331,6596830.392942763,0.01421,-4895089.288966928,0.01915,200000,187481.91976743334,-12518.08023256666,0.9374095988371667
2020-05-22,-2,-1.2537045151825847,0.0,0.01484,0.0,0.02034,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-23,0,-0.8535754948822072,0.0,0.01496,0.0,0.02003,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-24,-2,-1.3814596357315532,0.0,0.01421,0.0,0.01999,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-25,-2,-2.051163179799546,0.0,0.01472,0.0,0.02256,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-26,-2,-2.233394141535049,0.0,0.01458,0.0,0.02386,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-27,-2,-1.6470269119633913,0.0,0.0147,0.0,0.02294,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-28,0,-0.9179730024731024,0.0,0.01514,0.0,0.02211,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-29,-1,-1.19997794969385,6305035.762458335,0.015,-4164488.614569573,0.02271,200000,189151.07287375003,-10848.927126249968,0.9457553643687502
2020-05-30,0,0.0014604582881491772,0.0,0.01638,0.0,0.02242,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-05-31,0,-0.2959355418824254,0.0,0.01582,0.0,0.02233,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-01,0,-0.006393008981294809,0.0,0.01707,0.0,0.02372,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-02,0,-0.09103564186688141,0.0,0.01637,0.0,0.02303,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-03,0,-0.7355674243555674,0.0,0.01691,0.0,0.02496,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-04,0,-0.42457617953705923,0.0,0.01687,0.0,0.02452,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-05,0,-0.6118748155154463,0.0,0.01685,0.0,0.02481,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-06,-2,-1.9178825938556998,0.0,0.01704,0.0,0.02799,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-07,0,-0.7211804018407394,0.0,0.0182,0.0,0.02752,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-08,0,-0.6247445477274589,0.0,0.01794,0.0,0.02709,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-09,-1,-1.107112350226783,5109533.1192512065,0.01754,-3256584.6988250786,0.02752,200000,179242.42182333232,-20757.57817666768,0.8962121091166616
2020-06-10,-2,-1.7456884922836575,0.0,0.0176,0.0,0.02926,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-11,-2,-1.579400486383388,0.0,0.01573,0.0,0.02621,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-12,-2,-1.5237402008713592,0.0,0.01644,0.0,0.02755,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-13,-2,-1.9610190259167646,0.0,0.01668,0.0,0.02961,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-14,-2,-1.8161796089284858,0.0,0.01616,0.0,0.02905,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-15,-2,-1.5669284572440436,0.0,0.01606,0.0,0.02858,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-16,-2,-2.2792568014708103,0.0,0.01613,0.0,0.03274,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-17,-2,-1.589872386749772,0.0,0.01621,0.0,0.03102,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-18,-2,-1.3723259295425478,0.0,0.01602,0.0,0.03046,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-19,-2,-1.4612507852479752,0.0,0.01586,0.0,0.0312,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-20,-2,-1.2334898334436877,0.0,0.01597,0.0,0.03097,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-21,-2,-1.2379744254524816,0.0,0.01582,0.0,0.03117,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-22,0,-0.9269128824524698,0.0,0.01638,0.0,0.03128,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-23,0,-0.46318621938091714,0.0,0.0165,0.0,0.03004,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-24,0,-0.34660285073162395,0.0,0.01593,0.0,0.02888,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-25,0,0.030337306804645865,0.0,0.0159,0.0,0.02803,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-26,0,0.2777137779003624,0.0,0.01585,0.0,0.02742,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-27,0,0.6350247715866457,0.0,0.01544,0.0,0.02621,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-28,0,0.908070387834563,0.0,0.01577,0.0,0.02662,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-29,1,1.1288516626592642,-5701121.285118373,0.01619,3390931.4329928895,0.02722,200000,184602.3072121329,-15397.692787867098,0.9230115360606646
2020-06-30,1,1.0352765916970372,-5701121.285118373,0.01636,3390931.4329928895,0.02772,200000,187266.9635470995,-12733.036452900502,0.9363348177354975
2020-07-01,2,1.4353258875500106,0.0,0.01686,0.0,0.02788,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-02,0,0.5714093279048804,0.0,0.01658,0.0,0.02895,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-03,0,-0.31836940238091427,0.0,0.01662,0.0,0.03069,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-04,0,0.40875824540185435,0.0,0.01682,0.0,0.02968,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-05,2,1.348284415157411,0.0,0.01688,0.0,0.02799,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-06,0,0.6025071386434756,0.0,0.01802,0.0,0.03112,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-07,0,-0.7638100516719071,0.0,0.0172,0.0,0.03214,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-08,-2,-1.920083274199569,0.0,0.01791,0.0,0.0365,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-09,-1,-1.0070343885287567,5015733.9366214145,0.01856,-2631204.688063693,0.03538,200000,186184.04372738692,-13815.956272613083,0.9309202186369345
2020-07-10,-2,-1.2319100765726967,0.0,0.01812,0.0,0.03504,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-11,-2,-2.1262630268930782,0.0,0.01837,0.0,0.0383,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-12,-2,-2.7787596311539215,0.0,0.01818,0.0,0.04318,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-13,-2,-2.7483622154561003,0.0,0.01756,0.0,0.04705,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-14,-2,-2.111704390597235,0.0,0.01765,0.0,0.04591,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-15,-2,-2.0337218521749167,0.0,0.01757,0.0,0.04875,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-16,-2,-2.0141311856882655,0.0,0.01716,0.0,0.05205,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-17,-2,-1.6777762188208039,0.0,0.01717,0.0,0.05088,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-18,-2,-1.629980128849928,0.0,0.01742,0.0,0.05448,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-19,-2,-1.4234472299440817,0.0,0.01753,0.0,0.05423,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-20,-2,-1.3983528580318674,0.0,0.01716,0.0,0.0556,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-21,-2,-1.2425499216801916,0.0,0.01762,0.0,0.05648,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-22,0,-0.9991822197857572,0.0,0.01794,0.0,0.05486,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-23,0,-0.8122844724312781,0.0,0.01792,0.0,0.0531,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-24,0,-0.49079772538194544,0.0,0.01794,0.0,0.04941,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-25,0,-0.3030734810061103,0.0,0.01877,0.0,0.05028,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-26,0,-0.49496156857833506,0.0,0.01852,0.0,0.05289,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-27,-1,-1.0615959065118392,5007915.519913427,0.01872,-1506963.1656129134,0.06221,200000,187496.3570655587,-12503.642934441305,0.9374817853277935
2020-07-28,-2,-1.4516995689472865,0.0,0.01912,0.0,0.07266,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-07-29,-2,-1.2010487799071317,0.0,0.01915,0.0,0.06878,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-07-30,-2,-1.672102614328069,0.0,0.01917,0.0,0.07629,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-07-31,-2,-1.4600312486005085,0.0,0.01968,0.0,0.07437,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-08-01,-2,-1.21328198724839,0.0,0.02046,0.0,0.07495,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
2020-08-02,-2,-1.2520154288046486,0.0,0.01907,0.0,0.07163,200000,201240.95593824825,1240.9559382482548,1.0062047796912412
