date,open,high,low,close,volume
2020-08-22,2.920,5.100,2.920,4.465,34281718.6
2020-08-23,4.482,4.500,3.706,3.993,23021804.0
2020-08-24,3.993,4.810,3.755,4.594,27131790.2
2020-08-25,4.585,5.776,4.492,5.560,54379664.2
2020-08-26,5.560,6.598,5.102,6.092,51031902.3
2020-08-27,6.092,6.828,5.230,5.668,75224186.8
2020-08-28,5.658,6.388,5.511,6.179,33421289.7
2020-08-29,6.186,6.571,6.018,6.144,24587097.5
2020-08-30,6.148,6.237,5.721,5.899,20792243.5
2020-08-31,5.898,6.479,5.762,6.275,22653228.3
2020-09-01,6.275,6.889,6.125,6.253,24095350.4
2020-09-02,6.254,6.460,5.510,6.136,27104128.0
2020-09-03,6.144,6.339,5.550,5.680,40503527.5
2020-09-04,5.680,5.995,4.467,5.105,46084440.4
2020-09-05,5.102,5.315,3.550,4.145,48012193.8
2020-09-06,4.145,4.946,3.726,4.789,33884882.7
2020-09-07,4.789,4.836,4.001,4.598,22395692.9
2020-09-08,4.598,4.632,4.108,4.274,15114305.5
2020-09-09,4.268,4.800,4.132,4.706,15706478.6
2020-09-10,4.707,4.900,4.442,4.577,14627909.7
2020-09-11,4.578,4.744,4.294,4.651,12384407.3
2020-09-12,4.650,5.304,4.499,5.143,23105202.5
2020-09-13,5.143,5.481,4.770,5.330,28970409.1
2020-09-14,5.330,5.584,5.089,5.365,21796482.8
2020-09-15,5.363,5.452,5.044,5.062,15695368.3
2020-09-16,5.061,5.291,4.969,5.082,12657543.0
2020-09-17,5.077,5.432,5.049,5.340,13989325.4
2020-09-18,5.338,5.465,5.091,5.268,11417450.6
2020-09-19,5.269,5.273,4.806,4.929,7722368.4
2020-09-20,4.926,4.974,4.376,4.661,13744406.2
2020-09-21,4.661,4.699,3.906,4.069,26452655.3
2020-09-22,4.069,4.210,3.900,4.164,13963592.0
2020-09-23,4.162,4.327,3.939,4.017,18670450.4
2020-09-24,4.017,4.469,3.960,4.380,16488091.9
2020-09-25,4.380,4.534,4.236,4.416,10448990.3
2020-09-26,4.417,4.485,4.224,4.331,6762111.0
2020-09-27,4.330,4.368,4.110,4.301,7868546.8
2020-09-28,4.300,4.596,4.203,4.456,16281359.8
2020-09-29,4.454,4.617,4.352,4.499,13468351.9
2020-09-30,4.499,4.505,4.237,4.350,8146297.3
2020-10-01,4.350,4.593,4.241,4.348,14286848.1
2020-10-02,4.346,4.366,3.848,4.125,12576507.8
2020-10-03,4.125,4.147,4.024,4.061,4591505.0
2020-10-04,4.061,4.198,4.006,4.178,5334150.7
2020-10-05,4.177,4.245,4.104,4.160,6958518.5
2020-10-06,4.159,4.179,3.592,3.743,17071553.3
2020-10-07,3.743,3.885,3.591,3.850,15267754.0
2020-10-08,3.849,4.160,3.621,4.117,18897243.0
2020-10-09,4.115,4.353,4.010,4.257,13744416.0
2020-10-10,4.254,4.490,4.223,4.262,11444963.4
2020-10-11,4.262,4.343,4.164,4.248,8330751.3
2020-10-12,4.248,4.455,4.178,4.311,14438897.4
2020-10-13,4.310,4.349,4.125,4.254,8263068.0
2020-10-14,4.254,4.388,4.074,4.186,11394825.4
2020-10-15,4.186,4.193,4.019,4.103,8460458.8
2020-10-16,4.102,4.161,3.790,3.916,9332072.8
2020-10-17,3.917,3.982,3.862,3.967,3942619.0
2020-10-18,3.967,4.130,3.956,4.111,4442084.6
2020-10-19,4.109,4.125,3.953,3.989,5237793.8
2020-10-20,3.988,4.150,3.863,3.903,11666325.9
2020-10-21,3.904,4.247,3.890,4.136,13125316.1
2020-10-22,4.136,4.345,4.124,4.274,11088616.7
2020-10-23,4.272,4.492,4.184,4.266,13498558.6
2020-10-24,4.265,4.439,4.242,4.352,10436586.4
2020-10-25,4.351,4.451,4.257,4.330,7512771.4
2020-10-26,4.333,4.751,4.289,4.702,23157749.7
2020-10-27,4.703,4.939,4.641,4.677,18254991.3
2020-10-28,4.677,4.784,4.230,4.358,15525273.3
2020-10-29,4.356,4.411,3.822,4.055,18536282.2
2020-10-30,4.054,4.161,3.908,4.081,10743311.6
2020-10-31,4.080,4.281,4.054,4.180,6751670.7
2020-11-01,4.181,4.224,4.104,4.218,4507314.7
2020-11-02,4.220,4.264,3.957,4.026,10764650.7
2020-11-03,4.026,4.068,3.877,4.033,9641198.0
2020-11-04,4.033,4.155,3.887,4.096,11005075.9
2020-11-05,4.097,4.303,4.008,4.224,10263880.4
2020-11-06,4.224,4.645,4.201,4.587,12754179.9
2020-11-07,4.585,4.866,4.078,4.235,20256437.4
2020-11-08,4.234,4.431,4.127,4.373,9744221.0
2020-11-09,4.372,4.466,4.238,4.349,8799504.9
2020-11-10,4.349,4.509,4.303,4.422,7862750.1
2020-11-11,4.424,4.635,4.414,4.450,8980090.5
2020-11-12,4.449,4.479,4.310,4.405,5993160.6
2020-11-13,4.406,4.597,4.368,4.543,8344282.1
2020-11-14,4.543,4.559,4.353,4.465,7048928.1
2020-11-15,4.467,4.509,4.302,4.366,8876203.6
2020-11-16,4.369,4.604,4.336,4.502,12131373.2
2020-11-17,4.501,4.950,4.491,4.864,22824103.0
2020-11-18,4.864,4.953,4.400,4.682,16570102.1
2020-11-19,4.682,4.858,4.539,4.759,10079058.3
2020-11-20,4.759,5.481,4.741,5.234,27612938.7
2020-11-21,5.234,5.832,5.128,5.796,24807643.3
2020-11-22,5.795,5.876,5.167,5.525,21964164.1
2020-11-23,5.526,6.000,5.421,5.919,24914371.9
2020-11-24,5.920,6.114,5.502,5.747,25837968.1
2020-11-25,5.747,5.849,5.108,5.306,17482952.4
2020-11-26,5.306,5.379,4.430,4.804,26341446.8
2020-11-27,4.805,5.074,4.507,4.810,11243818.4
2020-11-28,4.809,4.955,4.669,4.888,8428910.8
2020-11-29,4.891,5.210,4.795,5.190,9711959.5
2020-11-30,5.190,5.453,5.130,5.381,15230998.5
2020-12-01,5.382,5.556,4.952,5.081,14573932.8
2020-12-02,5.083,5.546,4.981,5.457,10838129.1
2020-12-03,5.457,5.575,5.316,5.403,8426289.0
2020-12-04,5.402,5.439,4.954,4.999,8403326.4
2020-12-05,4.999,5.195,4.876,5.185,5398595.6
2020-12-06,5.185,5.208,5.002,5.132,4433815.4
2020-12-07,5.133,5.160,5.010,5.060,4273470.4
2020-12-08,5.060,5.075,4.695,4.740,7513347.8
2020-12-09,4.740,4.938,4.616,4.870,8663731.1
2020-12-10,4.871,4.918,4.740,4.800,4622098.7
2020-12-11,4.802,4.815,4.540,4.612,5967989.9
2020-12-12,4.614,4.796,4.606,4.738,4918743.1
2020-12-13,4.738,4.998,4.724,4.897,6843704.3
2020-12-14,4.896,5.000,4.824,4.896,5389103.6
2020-12-15,4.896,5.290,4.841,5.241,10679386.5
2020-12-16,5.241,5.386,5.113,5.372,11642308.1
2020-12-17,5.372,5.775,5.259,5.350,21169940.1
2020-12-18,5.350,5.518,5.253,5.365,10031010.9
2020-12-19,5.365,5.590,5.275,5.343,8289631.5
2020-12-20,5.344,5.450,5.080,5.190,9485680.4
2020-12-21,5.191,5.457,4.782,4.877,15555773.8
2020-12-22,4.879,5.181,4.801,5.154,13992355.8
2020-12-23,5.153,5.197,4.582,4.717,13136426.7
2020-12-24,4.717,5.207,4.631,5.115,15103613.3
2020-12-25,5.114,5.290,5.040,5.212,9655072.7
2020-12-26,5.213,5.295,5.076,5.193,9129517.1
2020-12-27,5.195,5.435,4.938,5.149,22121978.6
2020-12-28,5.151,6.737,5.111,6.608,49271746.0
2020-12-29,6.608,7.730,6.200,7.554,65605380.9
2020-12-30,7.555,7.690,7.057,7.244,43369301.8
2020-12-31,7.244,9.532,7.170,9.264,59255089.8
2021-01-01,9.264,9.445,8.097,8.287,50583028.7
2021-01-02,8.287,9.876,7.888,9.213,64951391.2
2021-01-03,9.213,10.558,8.862,10.187,57323818.3
2021-01-04,10.188,10.584,8.666,9.524,47943722.2
2021-01-05,9.524,10.090,9.005,9.727,28997019.7
2021-01-06,9.736,10.550,9.463,10.082,30740975.8
2021-01-07,10.089,10.757,9.350,9.660,32630386.9
2021-01-08,9.663,9.846,8.800,9.303,25356450.5
2021-01-09,9.306,9.866,9.051,9.756,17809407.2
2021-01-10,9.762,10.036,8.635,9.306,22581383.8
2021-01-11,9.306,9.341,7.080,8.269,49149219.2
2021-01-12,8.262,8.717,7.927,8.299,17754425.6
2021-01-13,8.301,11.423,7.980,10.955,41110779.5
2021-01-14,10.964,14.799,10.900,14.500,65840041.9
2021-01-15,14.530,15.021,11.771,13.158,69143443.5
2021-01-16,13.158,19.492,13.152,17.943,85164987.8
2021-01-17,17.946,18.252,16.281,17.091,50857981.8
2021-01-18,17.090,18.250,15.801,16.601,30254407.6
2021-01-19,16.595,17.579,16.019,16.411,25134220.9
2021-01-20,16.411,18.273,14.800,18.017,43651933.4
2021-01-21,18.022,18.200,14.936,16.010,48007550.6
2021-01-22,16.016,18.021,14.666,17.134,39246882.0
2021-01-23,17.134,18.848,16.804,18.771,32037873.3
2021-01-24,18.774,18.786,17.230,18.002,20148331.4
2021-01-25,18.003,19.170,17.082,17.216,23728209.4
2021-01-26,17.215,17.809,16.030,17.117,17951438.2
2021-01-27,17.123,17.148,15.065,15.451,22808197.9
2021-01-28,15.448,17.506,15.276,16.896,19734954.4
2021-01-29,16.897,17.820,16.000,16.831,21195359.2
2021-01-30,16.833,17.099,16.126,16.550,12136769.3
2021-01-31,16.553,17.602,15.655,16.144,13949745.9
2021-02-01,16.144,16.579,15.703,16.468,10333533.1
2021-02-02,16.466,17.704,16.065,17.213,18555700.4
2021-02-03,17.216,20.970,16.864,20.880,38717930.2
2021-02-04,20.879,21.946,19.010,19.695,35648972.7
2021-02-05,19.695,21.472,19.377,20.881,25124472.5
2021-02-06,20.873,21.509,19.839,20.405,17725677.8
2021-02-07,20.405,20.850,18.403,19.765,20961242.6
2021-02-08,19.765,23.777,19.200,23.040,34084912.5
2021-02-09,23.050,24.269,22.250,23.126,18748202.3
2021-02-10,23.116,25.053,21.789,23.615,27330060.5
2021-02-11,23.616,25.800,23.230,25.060,21511694.7
2021-02-12,25.063,29.850,24.525,28.702,24039557.8
2021-02-13,28.705,30.328,27.232,28.073,21188201.6
2021-02-14,28.077,29.517,26.410,26.931,15452172.9
2021-02-15,26.939,29.641,23.000,27.831,28367677.7
2021-02-16,27.842,31.100,26.797,30.120,27106901.2
2021-02-17,30.129,32.547,29.655,31.988,20888293.7
2021-02-18,31.987,32.699,30.581,31.156,10578478.3
2021-02-19,31.155,35.098,29.553,34.872,19566331.1
2021-02-20,34.878,42.395,34.752,38.979,35310361.0
2021-02-21,38.976,40.636,38.095,39.632,18338418.7
2021-02-22,39.629,39.815,30.038,37.663,31628718.7
2021-02-23,37.660,37.904,26.116,34.544,40564480.5
2021-02-24,34.554,36.840,31.839,33.642,23026108.6
2021-02-25,33.656,35.263,30.860,31.240,16301674.8
2021-02-26,31.255,33.528,27.953,31.449,28569767.9
2021-02-27,31.444,35.700,31.335,33.491,25696093.9
2021-02-28,33.486,34.543,29.692,33.805,24909468.0
2021-03-01,33.817,35.711,33.024,35.677,16295645.1
2021-03-02,35.675,37.976,34.387,36.136,20430023.0
2021-03-03,36.148,38.742,36.096,37.043,16145054.1
2021-03-04,37.041,38.413,34.387,35.277,16195851.8
2021-03-05,35.277,35.304,31.364,33.640,19390318.3
2021-03-06,33.643,34.251,32.090,33.395,11070924.7
2021-03-07,33.405,35.371,33.404,35.132,10300042.8
2021-03-08,35.140,35.603,33.463,35.023,11075215.3
2021-03-09,35.025,38.962,34.576,38.291,20194589.0
2021-03-10,38.293,39.635,36.318,37.584,21562003.8
2021-03-11,37.596,38.111,35.879,36.957,15347670.4
2021-03-12,36.954,37.552,34.386,35.957,12707699.1
2021-03-13,35.981,38.412,34.740,37.242,12412835.8
2021-03-14,37.255,38.049,36.313,36.454,10328726.9
2021-03-15,36.453,38.652,33.699,34.330,18687485.3
2021-03-16,34.321,35.583,32.010,35.440,15057332.1
2021-03-17,35.440,36.480,34.418,36.154,12297926.3
2021-03-18,36.153,37.072,35.335,35.386,10298064.1
2021-03-19,35.388,38.960,34.643,38.252,17582921.3
2021-03-20,38.240,40.210,37.190,37.272,15773431.3
2021-03-21,37.272,38.151,36.129,36.723,12061765.0
2021-03-22,36.727,37.844,35.052,35.278,12373196.3
2021-03-23,35.284,36.337,34.046,34.237,10775906.4
2021-03-24,34.232,36.165,27.120,30.193,21832780.8
2021-03-25,30.203,31.275,28.397,29.807,26515392.5
2021-03-26,29.807,33.400,29.792,33.195,13493384.0
2021-03-27,33.187,33.534,31.158,32.628,12413221.4
2021-03-28,32.626,33.284,31.258,32.269,8338671.6
2021-03-29,32.270,34.775,31.792,34.391,11325373.4
2021-03-30,34.391,34.900,33.554,34.039,8716009.4
2021-03-31,34.046,38.366,33.240,37.122,23952931.8
2021-04-01,37.122,39.086,36.111,37.511,15231237.5
2021-04-02,37.514,41.507,36.660,41.135,17315062.5
2021-04-03,41.135,46.899,41.047,41.421,35312275.3
2021-04-04,41.430,45.164,40.739,44.372,16594721.6
2021-04-05,44.374,46.008,41.859,45.930,16534010.9
2021-04-06,45.923,46.471,41.681,43.400,17487479.8
2021-04-07,43.404,43.578,37.651,39.571,22515789.6
2021-04-08,39.575,41.666,39.272,41.372,11017036.4
2021-04-09,41.365,42.168,40.136,40.847,8688716.3
2021-04-10,40.847,42.871,40.011,41.657,11149156.6
2021-04-11,41.663,41.998,40.100,41.400,8469809.2
2021-04-12,41.411,41.877,39.429,40.539,9371896.6
2021-04-13,40.539,43.582,39.909,43.021,14998428.7
2021-04-14,43.030,44.732,40.026,42.584,20585845.8
2021-04-15,42.582,44.500,41.522,43.494,15846396.0
2021-04-16,43.495,43.888,40.010,41.451,18525254.5
2021-04-17,41.450,48.539,41.435,42.090,33488005.4
2021-04-18,42.099,42.772,31.176,37.356,48189400.2
2021-04-19,37.356,38.735,33.958,34.767,22129685.5
2021-04-20,34.774,35.800,31.549,35.420,23355838.0
2021-04-21,35.423,36.358,33.047,33.817,18123651.9
2021-04-22,33.827,36.830,32.802,32.963,22982564.2
2021-04-23,32.960,33.535,26.452,32.257,33395778.1
2021-04-24,32.255,32.429,28.555,29.000,16745239.8
2021-04-25,29.000,31.349,28.100,29.831,14293436.1
2021-04-26,29.839,33.500,29.751,33.410,15063885.9
2021-04-27,33.408,34.988,33.184,34.824,13514086.9
2021-04-28,34.836,35.437,32.600,34.000,13264606.2
2021-04-29,33.996,36.015,33.010,35.989,12659208.0
2021-04-30,35.992,36.866,35.137,36.553,15819473.6
2021-05-01,36.554,37.421,35.789,36.959,11979611.1
2021-05-02,36.957,37.232,35.470,36.658,11217607.8
2021-05-03,36.655,38.381,36.633,37.296,14684144.2
2021-05-04,37.306,38.002,34.400,34.796,21499084.4
2021-05-05,34.798,40.849,34.555,40.477,21794009.5
2021-05-06,40.476,44.215,38.026,41.637,30580933.5
2021-05-07,41.642,42.805,38.300,39.865,22928084.6
