date,open,high,low,close,volume
2020-02-03,75.81,78.27,75.70,76.72,177071.103
2020-02-04,76.73,77.30,73.73,75.27,230733.121
2020-02-05,75.27,79.20,74.55,77.87,275305.488
2020-02-06,77.94,80.23,76.28,78.39,130355.894
2020-02-07,78.38,81.01,78.36,79.63,145821.539
2020-02-08,79.63,81.71,76.84,80.77,124853.413
2020-02-09,80.77,87.99,80.60,87.68,167717.445
2020-02-10,87.71,88.01,83.17,84.73,125420.882
2020-02-11,84.66,89.84,82.69,89.68,218711.154
2020-02-12,89.65,94.74,89.59,94.47,191814.211
2020-02-13,94.46,95.91,89.69,92.44,216644.758
2020-02-14,92.44,95.48,91.02,95.33,111776.785
2020-02-15,95.32,97.14,86.45,89.29,149330.801
2020-02-16,89.29,92.20,79.52,87.81,288121.713
2020-02-17,87.83,89.31,79.19,82.70,244112.596
2020-02-18,82.72,87.41,81.22,86.35,96280.155
2020-02-19,86.37,87.21,75.71,77.72,102052.217
2020-02-20,77.64,79.20,75.02,76.47,106364.563
2020-02-21,76.49,82.72,75.64,80.29,103280.870
2020-02-22,80.26,82.88,78.12,78.91,115768.617
2020-02-23,78.94,85.67,78.89,85.12,140935.878
2020-02-24,85.11,86.45,76.97,79.30,179932.354
2020-02-25,79.27,82.12,75.42,76.61,153178.680
2020-02-26,76.52,78.00,68.32,70.63,149823.543
2020-02-27,70.62,72.73,66.69,70.18,126596.031
2020-02-28,70.26,71.69,66.03,68.24,123015.994
2020-02-29,68.21,69.15,65.91,66.02,105065.482
2020-03-01,65.95,67.72,63.20,64.46,123952.573
2020-03-02,64.49,69.26,64.29,68.76,113357.376
2020-03-03,68.86,69.03,64.85,65.91,108019.570
2020-03-04,65.91,68.06,64.78,65.69,78746.254
2020-03-05,65.73,70.08,65.73,68.52,104782.491
2020-03-06,68.52,69.75,67.54,69.16,77603.957
2020-03-07,69.13,69.63,65.21,65.74,115506.528
2020-03-08,65.73,65.73,55.68,56.40,165098.142
2020-03-09,56.44,57.77,52.21,55.78,189648.476
2020-03-10,55.76,56.98,53.59,54.85,120467.549
2020-03-11,54.85,56.01,50.95,54.21,118762.807
2020-03-12,54.19,54.32,30.36,32.02,393460.670
2020-03-13,31.88,40.43,24.64,36.82,292855.168
2020-03-14,36.76,40.00,35.22,36.01,188080.513
2020-03-15,36.06,41.25,35.52,37.87,203791.174
2020-03-16,37.87,38.77,29.10,33.87,257974.280
2020-03-17,33.87,37.42,33.37,36.11,191364.078
2020-03-18,36.10,37.80,33.84,37.06,296707.634
2020-03-19,37.04,42.92,35.99,40.80,219008.112
2020-03-20,40.80,45.46,36.34,40.33,366809.920
2020-03-21,40.31,42.97,38.35,41.21,317578.292
2020-03-22,41.17,42.59,37.56,37.99,209833.517
2020-03-23,37.98,44.53,37.37,44.39,190215.103
2020-03-24,44.42,48.19,43.02,47.12,223364.755
2020-03-25,47.11,48.02,44.80,47.06,153594.152
2020-03-26,47.08,51.00,47.08,50.25,263615.001
2020-03-27,50.26,51.41,47.14,47.63,172255.981
2020-03-28,47.62,48.44,44.88,47.08,208433.092
2020-03-29,47.06,47.28,43.93,43.99,126575.731
2020-03-30,44.00,47.67,43.78,46.27,147765.734
2020-03-31,46.30,48.48,46.22,47.60,81319.416
2020-04-01,47.59,48.84,46.34,48.38,77506.778
2020-04-02,48.39,53.20,47.84,50.75,129761.435
2020-04-03,50.72,54.23,50.20,52.96,202392.259
2020-04-04,52.96,55.29,52.10,54.01,184999.650
2020-04-05,53.98,54.31,52.51,53.16,126773.984
2020-04-06,53.16,59.26,53.09,58.90,187046.108
2020-04-07,58.97,60.66,54.75,55.99,183136.067
2020-04-08,55.95,58.31,55.53,57.88,116256.620
2020-04-09,57.90,58.95,56.03,58.40,118365.826
2020-04-10,58.33,58.45,52.39,53.66,141304.416
2020-04-11,53.69,54.90,52.49,53.88,111332.544
2020-04-12,53.88,55.59,52.80,53.70,111549.991
2020-04-13,53.65,53.68,50.98,52.98,154559.047
2020-04-14,52.95,55.14,52.60,54.06,113347.144
2020-04-15,54.06,55.25,53.10,53.18,94115.226
2020-04-16,53.17,57.64,51.48,56.92,150082.297
2020-04-17,56.94,57.30,55.94,56.14,87528.960
2020-04-18,56.19,58.79,56.02,58.00,90651.257
2020-04-19,58.01,58.49,56.34,57.02,89668.736
2020-04-20,57.00,58.40,53.96,54.65,94553.367
2020-04-21,54.63,55.97,53.92,55.07,86550.394
2020-04-22,55.07,57.37,54.69,56.94,51527.961
2020-04-23,56.98,61.15,56.10,59.36,81241.527
2020-04-24,59.35,62.50,59.23,60.75,80684.062
2020-04-25,60.70,62.41,59.92,60.58,73553.311
2020-04-26,60.60,62.03,59.81,61.33,59344.526
2020-04-27,61.37,62.49,60.86,62.35,73053.410
2020-04-28,62.36,63.88,61.31,62.13,94604.290
2020-04-29,62.13,66.92,61.71,66.31,154033.449
2020-04-30,66.37,68.45,61.13,62.36,142649.093
2020-05-01,62.36,65.04,62.34,63.44,81697.801
2020-05-02,63.45,64.99,63.32,64.58,41869.597
2020-05-03,64.54,65.17,61.76,62.38,75244.181
2020-05-04,62.36,62.66,58.53,61.08,126582.740
2020-05-05,61.08,61.99,59.69,60.27,69149.612
2020-05-06,60.28,62.00,57.38,57.83,106275.644
2020-05-07,57.78,65.13,57.16,64.56,178311.873
2020-05-08,64.56,65.88,63.07,63.46,174510.115
2020-05-09,63.42,64.95,62.64,63.03,117961.902
2020-05-10,63.02,63.16,52.44,58.73,227701.826
2020-05-11,58.69,61.89,55.65,59.37,216033.406
2020-05-12,59.37,62.38,59.18,61.53,113809.366
2020-05-13,61.47,66.24,61.36,64.97,186037.271
