Date,加權指數,報酬指數,台泥,亞泥,統一,台塑,南亞,台化,遠東新,中鋼,正新,和泰車,光寶科,聯電,台達電,鴻海,國巨,台積電,華碩,瑞昱,廣達,研華,南亞科,中華電,聯發科,可成,台灣高鐵,彰銀,華南金,富邦金,國泰金,開發金,玉山金,元大金,兆豐金,台新金,永豐金,中信金,第一金,統一超,大立光,台灣大,日月光投控,遠傳,和碩,中租-KY,上海商銀,合庫金,矽力-KY,台塑化,緯穎,豐泰
2019/5/31,10498.49 ,18730.94 ,33.41,39.65,76,99.66,71.07,96.35,29.46,22.76,37.91,484.42,39.75,11.8,133.99,66.83,208.68,219.44,191.44,188.05,52.99,229.44,53.54,104.08,296.85,173.26,41,17.85,17.82,39.49,37.28,8.44,22.46,15.68,27.77,12.48,10.99,19.02,19.86,282.93,3630.69,107.94,55.98,71.11,45.17,101.68,52.2,17.93,443.5,107.75,303.81,172.4
2019/6/3,10500.07 ,18734.92 ,33.79,40.01,75.62,98.75,70.89,95.45,29.46,22.62,37.82,481.55,40.11,12.07,139.16,66.38,209.48,221.77,190.12,193.69,52.63,223.38,53.8,104.55,299.72,174.62,42.74,17.89,17.87,39.85,37.51,8.39,22.3,15.85,27.77,12.53,11.04,18.98,19.64,285.75,3596.99,107.94,56.17,70.84,44.9,102.99,51.84,17.8,439.54,107.75,300.1,168.07
2019/6/4,10429.12 ,18608.32 ,33.56,39.83,75.62,98.3,70.89,95.45,29.46,22.67,37.63,482.5,39.89,11.89,140.57,64.93,210.68,217.11,191,193.22,52.09,224.68,52.93,104.55,296.85,171.91,42.27,17.93,17.87,40.08,37.88,8.44,22.46,15.68,27.68,12.48,11.08,18.89,19.86,286.22,3529.57,107.94,55.24,71.11,44.47,104.3,52.11,17.8,440.04,106.82,286.62,168.44
2019/6/5,10461.62 ,18666.31 ,33.48,40.14,76.19,99.21,71.07,96.35,29.28,22.67,37.91,489.21,40.06,11.8,137.28,64.21,204.68,218.97,192.32,193.22,52.45,224.68,52.58,105.01,298.76,172.36,43.5,18.07,17.95,39.35,37.56,8.46,22.34,15.81,27.68,12.57,11.04,19.02,19.77,284.81,3481.42,108.4,56.17,71.02,44.73,102.55,51.57,17.93,438.55,108.21,299.17,169.16
2019/6/6,10409.20 ,18572.78 ,33.6,40.31,75.91,99.21,71.07,96.35,29.42,22.81,37.96,488.25,40.06,11.93,139.16,64.3,195.89,216.18,191,191.81,52.36,224.68,51.45,105.01,293.04,171.91,43.97,18.52,18.12,39.4,37.24,8.57,22.46,15.94,28.39,12.62,11.21,19.11,19.94,282.93,3341.78,108.4,54.95,71.11,43.85,100.81,52.02,18.06,446.47,106.82,301.49,175.65
2019/6/10,10566.47 ,18853.39 ,34.15,40.36,76.65,100.11,70.35,96.35,29.46,22.95,38.2,495.91,40.55,12.16,142.45,65.2,200.69,223.63,192.77,205.45,52.99,225.11,51.54,105.47,301.63,176.42,44.25,19.19,18.21,40.31,37.78,8.64,22.38,15.99,28.62,12.66,11.17,19.34,19.99,285.28,3389.93,109.31,56.08,71.29,44.12,104.74,52.29,18.14,435.09,107.75,329.83,176.37
2019/6/11,10607.76 ,18927.06 ,34.26,41.11,75.34,100.56,70.62,96.8,29.64,22.86,37.91,494.95,40.11,12.25,141.98,65.47,201.08,227.83,192.77,202.16,53.62,223.38,51.62,105.01,293.99,183.64,43.92,18.52,17.7,40.58,38.47,8.55,21.76,15.94,28.03,12.53,11.12,19.16,19.55,282.93,3442.9,108.85,56.64,70.66,44.29,109.1,52.2,17.84,458.35,106.82,325.18,178.89
2019/6/12,10615.66 ,18941.41 ,34.07,41.11,75.06,101.01,70.44,98.14,29.73,23,37.39,490.16,40.28,12.39,142.45,66.65,199.09,229.22,193.21,206.86,53.98,225.11,52.75,104.55,295.42,189.51,42.65,18.2,17.4,40.49,38.29,8.5,21.15,15.85,27.5,12.44,11.04,19.16,19.28,282.93,3442.9,109.77,56.64,70.93,45.78,109.54,50.4,17.67,461.32,106.35,324.72,169.16
2019/6/13,10561.01 ,18844.64 ,34.15,40.58,76.47,101.01,70.53,99.04,29.37,22.91,36.97,477.24,39.8,12.57,141.51,67.1,197.49,223.63,192.32,207.8,53.98,222.51,52.93,104.55,295.42,192.67,43.4,18.38,17.4,39.85,38.06,8.41,20.94,15.77,27.41,12.44,11.17,19.11,19.46,286.22,3544.02,110.23,56.73,70.75,45.17,105.61,50.76,17.67,475.18,105.89,319.61,170.6
2019/6/14,10524.67 ,18780.55 ,34.22,40.75,75.34,101.01,70.98,99.04,29.37,22.95,37.16,481.55,39.75,12.53,139.16,67.91,200.69,219.91,191,208.27,53.08,224.68,52.84,104.08,293.04,196.28,43.21,18.38,17.44,39.76,37.74,8.41,21.23,15.77,27.45,12.53,11.12,19.39,19.5,281.99,3495.87,110.23,56.17,70.66,45.61,106.48,50.49,17.84,463.3,106.82,310.78,166.99
2019/6/17,10530.54 ,18791.94 ,34.81,41.11,74.69,101.46,70.98,99.04,29.64,23,37.35,487.29,39.71,12.48,143.86,69.09,208.68,217.11,192.32,207.8,53.17,224.68,52.93,103.62,286.83,195.82,42.79,18.52,17.57,40.26,38.06,8.44,21.23,15.94,27.5,12.53,11.17,19.34,19.5,283.87,3596.99,109.31,54.67,70.48,45.78,109.1,48.96,17.93,463.3,107.28,308.46,168.8
2019/6/18,10566.74 ,18859.26 ,35.2,41.32,75.16,101.46,71.26,99.93,29.73,23.05,37.63,490.16,39.58,12.12,142.92,68.64,206.28,219.44,195.85,207.8,53.53,222.95,52.93,103.62,294.47,196.73,43.35,18.56,17.57,40.63,38.56,8.49,21.27,15.99,27.59,12.57,11.26,19.34,19.59,283.87,3568.1,109.31,54.67,70.84,45.78,109.54,50.31,18.01,462.31,108.21,302.42,169.52
2019/6/19,10775.34 ,19233.88 ,35.27,41.68,75.91,101.91,71.44,100.38,29.87,23.37,38.06,493.99,40.28,12.48,148.56,69.81,211.08,227.36,198.5,213.44,54.25,225.54,53.97,105.01,294.47,198.98,43.68,18.78,17.87,40.9,38.88,8.59,21.6,16.43,27.99,12.66,11.48,19.52,19.94,287.63,3837.75,110.68,58.32,71.11,46.83,111.72,51.57,18.23,487.06,110.07,317.28,173.12
2019/6/20,10785.01 ,19278.58 ,35.35,41.9,76.47,101.46,71.07,99.49,30,23.23,38.15,494.95,40.28,12.25,149.5,70.27,215.88,228.29,199.82,214.85,54.7,224.68,54.14,104.08,295.9,201.24,43.17,18.87,17.78,40.77,38.88,8.62,21.56,16.65,28.21,12.71,11.62,19.43,19.94,288.57,3765.52,110.68,58.51,70.84,47.45,111.72,51.03,18.23,501.91,107.45,324.25,179.62
2019/6/21,10803.77 ,19312.11 ,35.16,41.02,76.93,101.91,71.35,98.59,29.73,23.42,38.34,493.99,39.49,12.53,149.97,69.45,213.88,231.55,198.5,215.79,55.15,223.38,54.75,105.01,299.24,201.69,43.35,18.61,17.65,40.58,38.65,8.58,21.52,16.69,27.59,12.71,11.48,19.16,19.77,287.16,3669.22,111.6,59.17,70.84,47.1,112.15,51.57,18.1,505.87,109.39,325.18,176.73
2019/6/24,10779.45 ,19394.94 ,35.51,41.72,76.84,103.26,71.89,99.49,30.32,23.42,38.58,502.61,39.67,12.57,149.03,69.72,216.68,232.04,199.38,211.56,54.61,226.41,54.84,105.47,301.15,199.43,43.59,18.78,17.82,41,38.88,8.64,21.72,16.69,27.63,12.71,11.66,19.11,19.94,288.57,3702.92,112.06,58.98,71.38,47.54,113.46,51.66,18.19,556.36,109.39,322.39,176.73
2019/6/25,10706.72 ,19265.78 ,35.51,41.59,76.65,103.26,71.62,98.59,30.05,23.42,38.1,489.21,39.62,12.53,145.74,69.09,210.68,229.63,196.74,207.8,54.25,228.14,55.01,105.47,297.33,200.79,43.59,18.74,17.82,41,38.93,8.65,21.68,16.52,27.72,12.71,11.66,19.16,19.94,286.22,3592.17,112.06,57.39,71.29,47.1,112.59,51.3,18.19,588.04,107.94,322.86,176.01
2019/6/26,10652.55 ,19191.67 ,35.47,41.63,76.09,103.26,71.16,96.88,30.09,23.33,38.24,482.5,39.67,12.62,143.86,69,212.68,225.78,196.74,210.15,54.07,229.01,55.36,105.47,296.38,198.53,43.31,18.65,17.7,41.45,39.06,8.62,21.56,16.61,27.81,12.62,11.57,19.25,19.94,281.99,3563.28,112.06,56.64,70.93,47.36,112.15,51.21,18.1,574.18,107.45,327.5,175.65
2019/6/27,10773.90 ,19414.25 ,35.78,43,76.65,103.26,71.16,98.78,30.5,23.33,38.48,492.08,39.93,12.8,146.68,69.99,213.88,231.55,198.94,224.72,55.06,230.3,55.71,105.01,298.76,201.24,43.54,18.87,17.87,41.82,39.48,8.62,21.6,16.65,27.63,12.66,11.66,19.48,19.99,283.4,3741.45,112.06,58.79,71.29,47.62,112.59,51.84,18.23,602.89,107.94,328.43,176.73
2019/6/28,10730.83 ,19337.63 ,35.86,41.81,77.31,103.26,71.16,97.83,30.09,23.37,37.91,486.33,40.11,12.76,148.09,69.99,211.08,230.11,196.74,214.85,54.34,228.57,56.06,104.55,299.72,200.79,43.07,18.74,17.74,41.86,39.29,8.59,21.31,16.47,27.68,12.66,11.71,19.39,20.03,282.46,3712.55,112.06,57.58,70.93,47.1,112.15,50.49,18.14,601.9,106.97,328.43,174.57
2019/7/1,10895.46 ,19650.99 ,35.94,41.94,76.19,103.72,71.35,96.88,30.41,23.28,37.72,476.76,40.37,13.12,150.91,71.8,217.88,239.26,197.18,219.55,54.7,229.01,57.36,104.55,299.72,205.75,42.18,18.65,17.65,42.23,40.43,8.62,21.31,16.74,27.68,12.66,11.66,19.48,19.99,282.46,4083.33,110.68,61.88,70.84,47.8,114.34,49.68,18.06,588.04,106.49,330.76,173.85
2019/7/2,10865.12 ,19637.41 ,36.09,42.73,76,100.2,70.89,95.46,30.59,23.05,37.82,474.37,40.46,13.03,150.43,71.53,217.08,239.74,197.18,230.36,55.24,225.11,57.62,105.01,304.49,204.4,41.14,18.74,17.7,42.23,40.38,8.66,21.23,16.55,27.81,12.62,11.66,19.52,20.03,282.93,4025.54,112.06,60.48,71.11,47.89,115.65,49.68,18.01,589.03,104.55,326.58,176.01
2019/7/3,10743.77 ,19448.42 ,36.01,42.2,76.28,99.73,70.22,95.46,30.59,23.14,38.2,469.1,40.64,12.85,147.52,70.08,215.88,233.48,198.06,220.49,54.61,225.54,56.66,105.01,303.06,200.34,41.61,18.78,17.7,42.09,40,8.62,21.4,16.46,27.9,12.66,11.57,19.52,19.99,285.75,3823.3,112.06,60.29,70.66,47.8,114.34,49.95,18.01,594.97,103.58,326.58,177.09
2019/7/4,10775.90 ,19544.38 ,35.74,41.85,76.19,99.25,70.31,94.98,30.54,23.09,38.15,482.5,40.99,12.94,150.43,70.27,221.47,234.92,201.15,217.2,54.88,227.71,57.75,104.55,304.49,202.14,41.66,18.78,17.78,42.33,40.24,8.73,21.64,16.65,27.94,12.71,11.66,19.57,20.03,288.57,3808.86,111.6,61.13,70.84,47.97,115.65,50.85,18.1,607.84,104.07,340.51,178.89
2019/7/5,10785.73 ,19566.46 ,35.94,42.6,76.65,99.25,70.7,94.98,30.72,23.14,38.06,471.49,41.16,12.89,150.43,70.72,222.27,233.96,204.68,216.26,54.52,225.11,60.48,105.01,306.4,207.56,41.66,18.83,17.78,42.28,40.1,8.73,21.68,16.69,28.12,12.66,11.71,19.71,20.07,285.75,3804.04,112.06,61.98,70.66,48.32,118.26,51.57,18.14,631.6,103.58,340.98,175.65
2019/7/8,10751.22 ,19532.87 ,35.97,42.2,76.47,98.78,70.12,94.03,30.63,23.23,38.01,462.88,41.21,12.76,149.46,71.44,219.87,233.48,205.62,212.5,54.52,228.57,59.5,105.47,308.36,208.91,41.71,18.92,17.78,42.19,39.72,8.74,21.6,16.46,28.12,12.75,11.71,19.71,19.99,286.69,3962.95,111.6,60.38,70.57,48.32,116.95,52.41,18.14,623.68,103.1,334.47,172.76
2019/7/9,10702.78 ,19465.86 ,35.82,42.25,77.49,96.88,69.73,93.56,30.41,23.09,37.87,478.2,40.59,12.8,146.55,70.45,211.08,233,203.73,213.44,54.07,228.39,61.26,105.01,307.87,204.85,41.56,18.83,17.74,42.04,39.62,8.69,21.48,16.6,28.3,12.75,11.62,19.71,19.94,284.34,3871.46,108.29,60.01,70.21,47.8,117.83,52.31,18.06,634.57,104.07,327.97,174.21
2019/7/10,10798.48 ,19645.53 ,35.7,42.64,76.65,97.83,69.93,93.75,30.45,23.28,38.06,480.59,41.16,13.4,147.03,70.45,215.08,237.81,203.26,205.92,54.79,229.28,62.82,105.01,312.29,211.17,42.18,18.92,17.87,42.28,39.96,8.7,21.72,16.69,28.3,12.75,11.66,19.75,20.07,283.87,4001.47,108.77,61.88,69.75,47.97,119.14,53.24,18.1,609.82,103.58,331.22,179.62
2019/7/11,10843.42 ,19757.53 ,34.88,41.46,77.59,97.35,69.64,93.37,30.45,23.23,38.2,475.8,41.39,13.67,147.52,70.72,217.08,240.7,203.73,207.8,54.61,231.95,63.79,105.01,316.71,206.65,41.47,19.19,18.04,42.19,39.72,8.88,22.3,16.69,28.53,12.84,11.93,19.75,20.12,284.34,4145.93,107.33,64.04,68.3,48.68,119.14,53.52,18.19,622.69,104.07,340.95,176.37
2019/7/12,10824.35 ,19728.58 ,34.53,40.53,76.65,98.78,69.64,93.46,30.36,23.23,38.43,470.06,41.25,13.35,146.55,70.17,218.67,241.18,203.26,212.03,54.61,231.06,65.06,104.55,312.29,205.75,41.19,19.23,18.04,41.95,39.39,8.81,22.42,16.74,28.53,12.88,11.79,19.61,20.07,281.99,4049.62,106.85,63.19,68.67,48.24,117.83,53.24,18.14,627.64,104.07,338.03,165.55
2019/7/15,10876.43 ,19844.62 ,34.3,40.49,77.03,100.2,69.64,92.89,30.36,23.14,38.43,471.02,41.43,13.63,149.94,70.63,213.88,245.03,204.68,212.5,55.33,229.72,68.18,104.08,308.85,207.56,41.33,19.28,18.04,41.85,39.43,8.8,22.54,16.74,28.39,12.88,11.84,19.66,20.12,285.28,4049.62,105.9,64.69,68.85,48.24,120.01,52.31,18.14,643.48,104.55,344.35,163.03
2019/7/16,10886.05 ,19886.65 ,34.85,40.8,76.84,98.78,69.35,92.99,30.36,23.28,38.34,478.87,41.61,13.33,149.94,72.35,215.48,246.48,203.26,209.21,55.69,231.5,66.23,103.16,308.36,209.81,41,19.32,18.04,42,39.34,8.83,22.42,16.32,28.62,12.88,11.89,19.57,20.21,283.4,4102.59,104.94,64.69,68.04,49.38,120.01,52.31,18.14,642,104.07,351.16,165.19
2019/7/17,10828.48 ,19785.38 ,34.81,40.93,76.84,96.88,70.22,92.23,30.63,23.28,38.1,483.77,41.52,13.09,145.58,71.71,213.48,242.63,204.2,209.68,55.51,232.39,66.04,103.62,304.44,206.65,40.86,19.37,18.12,41.52,39.1,8.78,22.26,16.41,28.57,12.97,11.93,19.61,20.29,282.93,4001.47,106.38,63.19,68.51,48.59,120.45,53.06,18.23,647,104.07,350.19,167.71
2019/7/18,10799.28 ,19740.32 ,34.73,40.8,75.91,96.4,69.54,91.94,30.45,23.14,38.01,480.83,41.52,13.14,143.15,71.44,207.08,244.55,205.62,205.92,55.42,230.17,65.06,103.62,296.58,201.24,41.19,19.46,18.12,41.47,38.91,8.74,22.3,16.37,28.53,12.97,11.93,19.61,20.25,284.81,3996.65,105.9,63.29,68.04,48.41,120.45,52.41,18.32,630,102.61,350.68,166.27
2019/7/19,10873.19 ,19883.45 ,34.88,40.62,76.47,95.93,69.54,91.66,29.88,23.33,38.2,470.03,41.52,13.14,143.63,71.71,205.88,249.37,209.39,212.97,54.79,231.95,66.04,103.62,299.03,203.95,41.28,19.55,18.16,41.52,38.87,8.73,22.54,16.32,28.53,13.02,11.93,19.52,20.29,288.1,3987.02,106.38,65.91,68.61,48.76,121.32,52.41,18.36,632,103.1,344.35,168.44
2019/7/22,10944.53 ,20027.20 ,34.96,40.75,76.28,96.88,69.54,91.66,29.64,23.33,38.34,452.86,40.41,12.95,143.63,72.89,202.28,254.18,211.28,218.14,55.33,231.5,68.09,104.08,302.96,203.95,40.67,19.55,18.21,41.61,39.2,8.73,22.91,16.32,28.57,13.06,11.89,19.57,20.29,287.63,4068.88,106.38,66,68.61,48.94,121.76,52.13,18.36,622,104.07,345.33,170.96
2019/7/23,10947.26 ,20037.90 ,35.08,41.15,75.62,98.3,69.35,91.56,29.22,23.33,38.54,451.39,41.07,12.95,145.09,73.16,203.88,254.18,211.75,212.5,54.97,239.5,70.53,103.62,308.85,207.11,40.95,19.32,18.21,41.57,39.01,8.67,23.04,16.32,28.75,12.97,11.79,19.52,20.29,285.75,4068.88,105.9,66.47,68.8,49.03,118.7,51.48,18.32,624,104.07,347.27,175.57
2019/7/24,10935.76 ,20028.94 ,34.88,40.12,76,95.93,69.06,91.37,28.93,23.42,38.54,448.45,41.07,13.19,147.03,73.52,204.28,255.14,213.16,207.8,54.88,236.39,70.04,103.62,302.47,207.56,40.78,19.5,18.25,41.47,38.96,8.68,23.04,16.32,28.84,12.88,11.74,19.47,20.29,282.93,4097.77,104.94,66.38,68.23,49.2,118.7,49.8,18.32,622,102.61,368.67,173.52
2019/7/25,10941.41 ,20120.61 ,34.5,39.37,77.03,96.4,69.25,91.28,28.7,23.52,38.98,451.88,40.88,12.9,145.09,74.76,206.28,255.14,207.51,206.39,55.33,238.17,74.62,103.12,307.38,208.46,40.49,19.59,18.46,41.9,39.01,8.66,23.69,16.18,28.89,13.06,11.89,19.66,20.34,285.75,4203.71,105.42,66.47,68.42,50.34,121.32,48.12,18.49,630,103.58,371.1,172.3
2019/7/26,10891.98 ,20032.69 ,34.77,39.51,76,95.93,69.35,91.18,28.6,23.62,39.07,443.54,40.55,12.57,146.06,74.57,207.48,251.29,205.15,205.92,55.33,235.06,75.11,103.6,307.87,211.17,40.1,19.55,18.46,41.52,38.96,8.73,23.56,16.09,28.93,12.97,11.74,19.57,20.29,285.75,4097.77,104.46,65.16,68.42,50.43,122.63,48.31,18.49,615,103.1,381.8,170.67
2019/7/29,10885.73 ,20033.05 ,34.92,39.42,75.06,95.93,69.25,90.52,28.79,23.57,38.88,450.9,40.93,12.76,145.58,74.57,206.68,251.29,207.98,206.39,55.28,232.39,72.96,103.6,313.27,206.65,40.29,19.55,18.46,41.57,39.01,8.76,23.29,16.46,28.75,13.02,11.74,19.52,20.29,285.75,4049.62,104.46,65.44,68.23,49.99,123.06,48.5,18.41,599,104.07,380.35,171.48
2019/7/30,10830.90 ,19933.84 ,34.88,39.37,74.78,96.4,69.15,90.33,28.46,23.52,39.02,437.65,40.97,12.95,144.6,74,211.48,250.33,210.81,196.52,55.28,235.5,73.94,103.6,319.66,206.2,40.39,19.55,18.59,41.52,38.91,8.78,23.11,16.46,28.75,12.93,11.74,19.52,20.43,288.1,3972.58,104.46,65.25,68.23,49.11,121.76,47.85,18.41,600,103.58,370.62,170.67
2019/7/31,10823.81 ,19938.27 ,34.81,39.09,75.53,95.45,68.96,90.23,28.08,23.42,39.27,442.07,41.63,13.14,147.03,74.76,212.68,249.85,209.39,196.99,54.9,233.72,72.18,104.08,308.85,208.46,40.25,19.5,18.68,41.23,38.63,8.69,23.42,16.23,28.75,12.93,11.7,19.33,20.56,290.32,4092.96,104.94,65.44,68.13,47.62,121.89,47.85,18.32,635,102.61,371.59,170.26
2019/8/1,10731.75 ,19784.89 ,34.3,38.72,74.37,94.5,68.38,89.19,27.75,23.23,38.44,440.6,43.46,12.76,148.49,74.09,212.68,246.96,202.32,202.16,53.47,233.28,72.28,103.12,308.36,209.36,40.15,19.37,18.38,40.95,38.35,8.64,23.06,16.09,28.35,12.79,11.56,19.33,20.29,288.39,4068.88,103.98,64.97,68.04,47.52,123.28,46.73,18.19,642,101.65,380.35,169.03
2019/8/2,10549.04 ,19450.09 ,33.91,38.34,74.08,92.6,67.41,87.38,27.42,23.08,37.91,422.93,44.17,12.71,148,71.81,205.88,242.15,199.02,194.63,52.42,229.72,70.53,103.12,310.33,201.24,39.66,19.01,18.16,40.42,37.97,8.57,22.75,15.81,28.08,12.62,11.37,19.09,20.16,284.52,3746.26,104.46,64.41,67.66,46.5,116.33,45.47,18.01,633,101.65,381.8,165.36
2019/8/5,10423.41 ,19219.30 ,33.91,38.53,74.28,91.65,66.83,86.05,27.61,22.93,37.86,432.75,44.17,12.47,144.12,69.24,207.88,237.33,193.83,191.34,51.46,228.39,69.16,103.6,306.4,190.41,39.91,18.92,18.12,40.09,37.83,8.5,22.52,15.81,27.99,12.71,11.37,19.14,20.21,283.06,3731.81,105.42,64.41,67.94,45.33,114.94,46.54,18.01,594,100.19,365.27,163.32
2019/8/6,10394.75 ,19176.89 ,33.72,38.02,73.89,90.99,66.06,84.72,27.42,22.93,37.66,419.99,43.98,12.38,144.12,69.72,206.68,239.26,192.41,192.75,51.08,226.17,67.5,102.64,303.45,189.51,39.47,18.82,18.04,39.8,37.78,8.45,22.52,15.63,27.99,12.71,11.32,19,20.03,284.03,3749.46,104.94,63.94,67.94,44.62,114.94,45.66,17.97,614,98.74,368.19,162.91
2019/8/7,10386.18 ,19164.33 ,33.76,37.83,73.99,90.51,65.86,84.63,27.08,22.74,37.66,421.46,43.23,12.47,145.09,69.34,200.29,238.78,192.89,192.28,51.37,229.28,68.09,102.64,312.29,185.9,39.76,18.92,18.08,39.75,37.68,8.42,22.48,15.76,27.81,12.71,11.27,19.09,19.94,283.55,3715.15,104.94,64.41,68.32,44.91,114.94,44.96,17.93,645,97.77,372.08,165.77
2019/8/8,10494.49 ,19372.55 ,34.18,38.53,75.43,90.42,65.86,84.15,27.27,22.83,37.95,426.37,43.98,12.66,146.06,69.53,205.48,244.07,191.94,196.52,52.03,229.28,66.43,103.6,310.82,186.35,40,18.87,18.16,39.99,37.83,8.49,22.75,15.95,27.86,12.66,11.27,19.19,20.03,286.45,3749.46,104.94,64.5,68.13,44.91,114.94,45.29,18.1,659,97.29,400.77,165.77
2019/8/12,10472.36 ,19360.92 ,34.22,38.34,75.53,89.18,65.38,81.78,26.99,22.74,38.88,426.37,43.6,12.38,144.6,70.1,214.68,241.66,191,196.05,52.03,227.06,67.6,103.6,317.2,196.73,39.66,18.87,18.21,39.99,37.87,8.54,22.66,16.27,27.48,12.84,11.74,19.23,20,281.61,3749.46,105.42,64.5,68.32,47.34,114.48,44.73,18.19,641,96.81,396.88,166.99
2019/8/13,10362.66 ,19176.50 ,33.57,37.78,75.24,87.85,64.8,81.97,26.61,22.69,39.12,421.95,43.51,12.33,143.63,69.34,213.08,237.33,190.53,196.05,51.56,231.95,67.11,103.12,312.29,195.37,38.79,18.87,18.04,40.37,37.68,8.49,22.48,15.9,27,12.75,11.6,19.04,19.63,283.06,3656.33,105.9,64.7,68.32,47.24,112.16,43.56,18.06,642,95.84,403.69,169.03
2019/8/14,10427.73 ,19306.45 ,34.51,38.67,74.95,88.9,64.7,82.16,26.85,22.64,39.02,419.5,43.51,12.47,144.6,69.05,214.68,240.22,190.06,194.63,53.75,232.83,70.72,103.12,313.77,199.43,38.79,18.78,18.29,40.13,37.64,8.49,22.57,16,26.72,12.79,11.6,19.23,19.67,282.58,3778.86,105.9,66.35,67.94,47.43,114.48,43.84,18.37,652,95.84,410.5,170.26
2019/8/15,10327.13 ,19125.64 ,34.24,39.09,73.79,85.76,63.83,81.02,26.09,22.49,38.98,411.16,43.84,12.28,143.15,68.1,211.48,238.78,188.17,195.11,53.66,229.28,69.65,102.64,310.82,195.82,36.76,18.78,18.09,39.99,37.26,8.44,22.48,16.14,26.43,12.65,11.46,19.09,19.63,281.13,3749.46,106.38,65.08,68.04,46.87,114.94,43.61,18.23,646,92.16,410.01,170.67
2019/8/16,10420.89 ,19299.26 ,34.2,39.93,74.76,86.52,64.99,81.87,26.85,22.54,38.98,424.9,45.01,12.71,142.18,68.48,210.68,240.7,187.7,193.69,53.56,232.39,69.55,104.08,316.22,195.37,37.15,18.87,18.27,41.18,37.45,8.58,22.61,16.32,26.77,12.7,11.7,19.52,19.72,283.06,3744.56,105.42,65.18,68.04,47.71,114.02,44.68,18.51,649,95.64,409.53,164.54
2019/8/19,10488.75 ,19426.65 ,34.33,39.84,74.28,87.38,64.8,81.87,27.08,22.49,38.88,428.82,44.26,12.81,143.63,68.86,211.48,242.63,187.7,198.4,53.56,237.72,69.75,103.6,346.66,196.28,37.05,19.11,18.37,41.38,37.87,8.55,22.88,16.69,26.81,12.79,11.65,19.47,19.81,281.13,3666.14,105.42,66.74,68.04,48.18,115.87,45.1,18.51,648,94.97,428.98,162.91
2019/8/20,10522.50 ,19493.72 ,34.38,39.75,75.05,88.42,65.38,82.73,26.89,22.49,38.73,421.46,46.05,12.85,147.52,68.86,212.28,245.03,187.7,204.04,53.47,244.39,67.89,103.12,344.7,200.79,37.05,19.06,18.37,40.95,37.59,8.52,22.75,17.16,27,12.79,11.65,19.61,19.77,282.58,3724.95,105.42,67.32,68.13,47.81,115.87,44.96,18.42,678,94.68,435.79,160.46
2019/8/21,10525.80 ,19503.83 ,34.2,39.33,74.28,88.23,65.67,82.54,26.75,22.49,38.88,414.1,45.11,12.85,145.58,69.91,205.88,245.03,187.7,198.4,53.75,239.5,68.48,103.6,340.77,202.14,36.42,18.97,18.27,40.95,37.4,8.48,22.52,17.06,26.67,12.79,11.65,19.33,19.63,280.65,3754.36,105.42,67.32,68.32,47.99,115.87,44.35,18.33,700,94.77,432.87,160.87
2019/8/22,10529.78 ,19512.96 ,34.11,39.23,73.22,87.66,65.67,82.35,26.47,22.59,40.14,418.03,45.62,12.62,145.09,70.29,202.28,244.55,189.11,199.81,53.09,235.5,68.57,103.12,338.81,197.63,35.79,19.01,18.32,41.14,37.35,8.49,22.39,17.16,26.77,12.84,11.7,19.28,19.81,280.65,3857.28,106.38,68.68,68.7,47.81,115.87,45.33,18.42,692,94.68,442.6,164.13
2019/8/23,10538.11 ,19532.52 ,34.42,39.75,73.79,88.71,66.06,82.63,26.8,22.59,41.31,421.95,45.3,12.71,144.12,69.72,206.28,244.55,189.11,201.69,53.47,237.28,69.75,103.6,336.35,197.63,36.04,19.01,18.32,41.14,37.73,8.48,22.48,17.16,26.86,12.79,11.6,19.52,19.91,279.19,3837.68,106.38,68.68,68.61,47.43,115.87,46.31,18.42,688,94.29,419.74,165.36
2019/8/26,10354.57 ,19208.29 ,33.97,39.51,73.12,87.09,64.99,81.3,26.51,22.4,41.41,409.69,45.34,12.38,140.72,68.48,202.25,239.26,187.7,194.16,52.51,231.95,69.35,103.12,336.84,192.22,35.55,18.87,18.09,41.04,37.4,8.43,22.3,16.92,26.48,12.65,11.32,19.19,19.67,275.81,3685.74,105.42,66.44,68.13,46.78,113.09,46.54,18.23,674,92.16,409.04,163.32
2019/8/27,10387.23 ,19274.58 ,33.93,39.04,72.35,86.05,64.8,81.21,26.32,22.3,41.79,412.63,45.48,12.43,141.21,68.67,196.44,240.7,189.58,193.22,52.42,233.72,70.62,103.6,339.3,192.67,35.75,18.97,18.18,41.52,37.64,8.39,22.43,16.69,26.53,12.61,11.27,19.09,19.72,274.35,3695.54,105.42,67.03,68.13,47.15,112.16,47.52,18.33,688,92.45,412.45,162.5
2019/8/28,10434.29 ,19365.75 ,33.97,39.33,72.54,86.9,64.99,80.83,26.47,22.54,41.79,403.31,45.53,12.52,140.24,68.86,197.9,242.63,189.58,190.87,52.51,235.06,71.7,104.08,359.43,193.12,36.23,18.92,18.09,41.71,37.83,8.45,22.48,16.78,26.58,12.65,11.23,19.19,19.67,274.35,3769.06,106.38,67.03,68.32,47.24,112.16,47.28,18.28,661,91.97,421.69,161.28
